anyo,1. CONTRA LAS PERSONAS,1.1.-Homicidios dolosos/asesinatos,1.1.1.-Homicidios dolosos/asesinatos consumados,1.2.-Lesiones,1.3.-Malos tratos ámbito familiar,1.4.-Otros contra las personas,10. ORDEN PÚBLICO,11. LEGISLACIÓN ESPECIAL,12. OTRAS INFRACCIONES PENALES,2. CONTRA LA LIBERTAD,2.1.-Malos tratos habituales en el ámbito familiar,2.2.-Otros contra la libertad,3. LIBERTAD SEXUAL,3.1.-Agresión sexual,3.2.-Agresión sexual con penetración,3.3.-Corrupción de menores o incapacitados,3.4.-Pornografía de menores,3.5.-Otros contra la libertad sexual,4. RELACIONES FAMILIARES,5. PATRIMONIO,5.1.-Hurtos,5.2.-Robos con fuerza en las cosas,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,5.2.2.-Robos con fuerza en viviendas,5.2.3.-Robos con fuerza en establecimientos,5.3.-Robos con violencia o intimidación,5.3.1.-Robos con violencia en vía pública,5.3.2.-Robos con violencia en viviendas,5.3.3.-Robos con violencia en establecimientos,5.4.-Sustracción de vehículos,5.5.-Estafas,5.5.1.-Estafas informáticas,5.6.-Daños,5.7.-Contra la propiedad intelectual/industrial,5.8.-Blanqueo de capitales,5.9.-Otros contra el patrimonio,6. SEGURIDAD COLECTIVA,6.1.-Tráfico de drogas,6.2.-Contra la seguridad vial,6.3.-Otros contra la seguridad colectiva,7. FALSEDADES,8. ADMÓN. PÚBLICA,9. ADMÓN. JUSTICIA,TOTAL INFRACCIONES PENALES
2018,177165.0,1088.0,289.0,99928.0,72309.0,3840.0,20121.0,209.0,9725.0,120919.0,14196.0,106723.0,13782.0,7983.0,2744.0,268.0,892.0,1895.0,7630.0,1664242.0,706072.0,302043.0,102474.0,107166.0,33129.0,60295.0,24681.0,3233.0,5355.0,35897.0,289259.0,136656.0,213815.0,2205.0,272.0,54384.0,64126.0,14133.0,47648.0,2345.0,22399.0,510.0,30290.0,2131118.0
2019,186110.0,1167.0,331.0,103341.0,77424.0,4178.0,21877.0,306.0,9970.0,125685.0,14575.0,111110.0,15319.0,8885.0,3079.0,369.0,866.0,2120.0,7288.0,1707144.0,700453.0,298098.0,108637.0,98326.0,32363.0,65874.0,25916.0,3223.0,5609.0,35105.0,327723.0,192375.0,219424.0,1807.0,295.0,58365.0,68749.0,16624.0,49869.0,2256.0,24529.0,416.0,32082.0,2199475.0
2020,161406.0,1201.0,298.0,81449.0,75203.0,3553.0,30272.0,325.0,9665.0,125010.0,13993.0,111017.0,13174.0,7276.0,2785.0,350.0,762.0,2001.0,6831.0,1304424.0,420950.0,219091.0,54633.0,72380.0,31237.0,45263.0,30162.0,3208.0,6138.0,25387.0,360844.0,257907.0,180429.0,930.0,310.0,51220.0,60162.0,17112.0,41120.0,1930.0,24020.0,350.0,31140.0,1766779.0
2021,183590.0,1322.0,293.0,96159.0,82003.0,4106.0,27594.0,343.0,10341.0,139867.0,15008.0,124859.0,17016.0,10061.0,3795.0,347.0,739.0,2074.0,7410.0,1434698.0,493479.0,229137.0,87774.0,75501.0,27198.0,53073.0,35726.0,3477.0,6663.0,26417.0,373113.0,267011.0,201828.0,1176.0,343.0,56132.0,68891.0,18313.0,48394.0,2184.0,34058.0,541.0,33370.0,1957719.0
2022,212804.0,1539.0,326.0,113704.0,92695.0,4866.0,28562.0,330.0,10646.0,143861.0,15647.0,128214.0,19013.0,11426.0,4270.0,384.0,707.0,2226.0,7567.0,1747464.0,642276.0,265901.0,101084.0,86515.0,31552.0,63392.0,43100.0,3669.0,8210.0,30767.0,466566.0,335995.0,213694.0,1217.0,411.0,63240.0,76692.0,19057.0,54976.0,2659.0,37717.0,509.0,37910.0,2323075.0
2023,226761.0,1692.0,333.0,118125.0,101179.0,5765.0,30011.0,464.0,11718.0,159113.0,17120.0,141993.0,21825.0,12727.0,4890.0,389.0,909.0,2910.0,7611.0,1846821.0,665622.0,272638.0,104988.0,84721.0,35072.0,64711.0,44406.0,3844.0,8238.0,32839.0,533379.0,427448.0,209299.0,1451.0,516.0,66366.0,77130.0,21033.0,53517.0,2580.0,40889.0,506.0,41910.0,2464759.0
2024,236010.0,1695.0,349.0,123028.0,104625.0,6662.0,31062.0,436.0,11678.0,166499.0,16517.0,149982.0,22846.0,13674.0,5222.0,431.0,913.0,2606.0,7586.0,1809484.0,648963.0,262222.0,103175.0,81094.0,31439.0,62976.0,42764.0,3934.0,8553.0,32965.0,517271.0,412850.0,210805.0,1801.0,808.0,71673.0,78256.0,21540.0,53480.0,3236.0,45715.0,701.0,43933.0,2454206.0
