,,,,,,,,,,,,,,
,Contabilidad Nacional Anual de España. Revisión Estadística 2024,,,,,,,,,,,,,
,,,,,,,,,,,,,,
, << Índice de tablas,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Producto interior bruto a precios de mercado y sus componentes,,,,,,,,,,,,,
,Variaciones de volumen,,,,,,,,,,,,,
,"Tabla 4.  Índices de volumen encadenados, referencia año 2020 = 100",,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,2018,,2019,,2020,,2021,,2022,,2023 (P),,2024 (A)
,Demanda,,,,,,,,,,,,,
,    Gasto en consumo final,107.490562441823,0.0,108.988645968976,0.0,100,0.0,106.133804683244,0.0,110.14606342545048,0.0,112.89246173763726,0.0,116.32271336625027
,      Gasto en consumo final de los hogares,112.72442943319,0.0,113.848985209227,0.0,100,0.0,107.241699869337,0.0,112.46753689540769,0.0,114.34589366833117,0.0,117.80807899854794
,      Gasto en consumo final de las ISFLSH,98.3122290214243,0.0,107.79437470205,0.0,100,0.0,100.564098601345,0.0,107.25109649703201,0.0,114.68128385683016,0.0,120.85143107060057
,      Gasto en consumo final de las AAPP,94.5376770744324,0.0,96.6061761404899,0.0,100,0.0,103.626915574234,0.0,104.41857358768699,0.0,109.12214363476063,0.0,112.3243677168044
,    Formación bruta de capital ,110.723619876601,0.0,113.547112764824,0.0,100,0.0,110.501504814979,0.0,116.494594703056,0.0,114.85974913612276,0.0,120.20913060745431
,      Formación bruta de capital fijo,104.682972398305,0.0,109.803397199769,0.0,100,0.0,102.635331918659,0.0,106.99474255472974,0.0,113.31217309529848,0.0,117.3503625615253
,          Activos fijos materiales,105.176522994658,0.0,111.320101364645,0.0,100,0.0,101.382201799372,0.0,104.51108552068095,0.0,109.14516299862149,0.0,112.75763910667081
,               Viviendas y otros edificios y construcciones,100.769356752651,0.0,109.225840631778,0.0,100,0.0,100.501074323259,0.0,104.47774396185122,0.0,110.2747418399206,0.0,114.68175463842428
,"               Maquinaria, bienes de equipo y sistemas de armamento",113.751573711032,0.0,115.655309068697,0.0,100,0.0,103.253789716672,0.0,105.4618167163735,0.0,108.23346682844061,0.0,110.32853092204604
,               Recursos biológicos cultivados,87.6589654969548,0.0,97.1225710014948,0.0,100,0.0,93.6745886654479,0.0,80.99844019925196,0.0,77.67249844075924,0.0,82.34620178533216
,          Productos de la propiedad intelectual,102.382878549979,0.0,102.793472198647,0.0,100,0.0,108.410224288708,0.0,118.61331681387237,0.0,133.2521588939422,0.0,139.3988959125159
,      Variación de existencias  ,.,,.,,.,,.,,.,0.0,.,0.0,.
,      Adquisiciones menos cesiones de objetos valiosos,129.359271280153,0.0,120.864661654135,0.0,100,0.0,109.558823529412,0.0,114.04893924783028,0.0,112.54546923891348,0.0,106.5101241487097
,    Exportaciones de bienes y servicios,122.382967993107,0.0,125.15466885463,0.0,100,0.0,113.387720949691,0.0,129.5152795905002,0.0,132.32565020444798,0.0,136.5000537966837
,      Exportaciones de bienes,108.471787239261,0.0,109.354321495092,0.0,100,0.0,109.485986397624,0.0,113.34081138704971,0.0,111.64954857639714,0.0,111.713108935271
,      Exportaciones de servicios ,170.958472408866,0.0,180.356542213253,0.0,100,0.0,126.721338826217,0.0,188.1806390711415,0.0,209.40242858481488,0.0,229.9385355664424
,          Gasto de los hogares no residentes en el territorio económico,404.731572959987,0.0,414.848247920961,0.0,100,0.0,174.996437223885,0.0,377.21978760200955,0.0,449.31607028900095,0.0,505.12228527586643
,    Importaciones de bienes y servicios,116.319560439501,0.0,117.852831162513,0.0,100,0.0,114.981135998141,0.0,123.87097617150063,0.0,123.8305950404272,0.0,127.48064315243042
,      Importaciones de bienes,112.939709546149,0.0,112.749498716009,0.0,100,0.0,114.634458685654,0.0,121.30888275103479,0.0,120.72812045883417,0.0,121.55760714174943
,      Importaciones de servicios,134.337402294282,0.0,145.30111819575,0.0,100,0.0,116.743225902438,0.0,137.27233829480872,0.0,140.4953362430452,0.0,159.94369241381273
,         Gasto de los hogares residentes en el resto del mundo,285.612791673987,0.0,318.192072188205,0.0,100,0.0,141.237615721943,0.0,242.12615140581914,0.0,276.13497319412096,0.0,317.5112748767292
,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,110.124224773494,0.0,112.283966815727,0.0,100,0.0,106.68314420473,0.0,113.4792323308169,0.0,116.27179223558706,0.0,120.28924329752809
,,,,,,,,,,,,,,
,Oferta,,,,,,,,,,,,,
,"    Agricultura, ganadería, silvicultura y pesca ",104.924455664131,0.0,102.018342698443,0.0,100,0.0,107.044045158213,0.0,88.9879328656561,0.0,92.03944680436736,0.0,101.98494153014734
,    Industria,109.618599793491,0.0,111.653786121871,0.0,100,0.0,105.808882446129,0.0,109.54803879919237,0.0,107.60916645300382,0.0,109.6440390354443
,      de los cuales: industria manufacturera ,115.732857360439,0.0,116.454926752173,0.0,100,0.0,113.910375665002,0.0,121.31676987180286,0.0,122.10193475688895,0.0,125.2962976519128
  - de los cuales: industria manufacturera ,    Construcción,112.003307360272,0.0,117.241160111244,0.0,100,0.0,98.9795918367347,0.0,107.8319409052526,0.0,108.96685861627893,0.0,114.16227412116957
,    Servicios,109.98871327417,0.0,112.295672367308,0.0,100,0.0,106.954428688329,0.0,116.022072041694,0.0,120.38138522926732,0.0,125.21044799016532
,      Comercio transporte y hosteleria,130.104381470182,0.0,132.826526955966,0.0,100,0.0,114.979724365465,0.0,130.87918626666715,0.0,137.18023145475865,0.0,143.61438894098498
,      Información y comunicaciones,100.812663371231,0.0,105.048739661284,0.0,100,0.0,108.370588090004,0.0,124.22138511285686,0.0,133.18408619460132,0.0,137.2813242657326
,      Actividades financieras y de seguros,98.1447561252673,0.0,95.2206201685052,0.0,100,0.0,99.1667573153486,0.0,102.43570987882417,0.0,101.21107808247123,0.0,104.57700190531428
,      Actividades inmobiliarias,98.1865082138909,0.0,99.6577279085687,0.0,100,0.0,102.720205332107,0.0,106.99360994091046,0.0,111.25344582718832,0.0,115.48055177473506
,"      Actividades profesionales, científicas y técnicas y otras",105.844154174583,0.0,113.299232736573,0.0,100,0.0,111.989666317166,0.0,125.81803588598399,0.0,129.08267461858281,0.0,134.61099544415313
,"      Administración pública, educación y sanidad",100.082036772811,0.0,101.513149993995,0.0,100,0.0,101.850150514094,0.0,103.42645588279294,0.0,106.81317737933398,0.0,110.76880004429358
,"      Actividades artísticas, recreativas y otros servicios",126.585282391981,0.0,126.21650985922,0.0,100,0.0,101.491715243035,0.0,116.98784595436491,0.0,121.10643647262617,0.0,124.98082678037012
,    Impuestos menos subvenciones sobre los productos,112.225303701403,0.0,113.230546479094,0.0,100,0.0,110.884478371501,0.0,112.21457221793088,0.0,113.04728014892373,0.0,111.61747064425411
,PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO,110.124224773494,0.0,112.283966815727,0.0,100,0.0,106.68314420473,0.0,113.4792323308169,0.0,116.27179223558706,0.0,120.28924329752809
,,,,,,,,,,,,,,
,(P)  Estimación provisional,,,,,,,,,,,,,
,(A) Estimación avance,,,,,,,,,,,,,
