,,,,,,,,,,,,,,
,Contabilidad Nacional Anual de España. Revisión Estadística 2024,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 << Índice de tablas, << Índice de tablas,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Empleo total,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Unidad: miles de puestos,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ramas de actividad,2018,,2019,,2020.0,,2021.0,,2022.0,,2023(P),,2024(A)
,,,,,,,,,,,,,,
,"Agricultura, ganadería, silvicultura y pesca ",838.8,0.0,827.6,0.0,779.9,0.0,835.2,0.0,818.0,0.0,799.5,0.0,786.4
,Industria,2363.7,0.0,2431.3,0.0,2253.0,0.0,2328.7,0.0,2391.1,0.0,2436.9,0.0,2514.8999999999996
,   de los cuales: industria manufacturera ,2111.2,0.0,2170.1,0.0,1990.3,0.0,2052.4,0.0,2115.7,0.0,2152.9000000000005,0.0,2208
,Construcción,1265,0.0,1371.7,0.0,1246.8,0.0,1348.5,0.0,1432.5,0.0,1516.7,0.0,1593.5
,Servicios,16103.9,0.0,16423.7,0.0,14556.7,0.0,15786.2,0.0,16626.5,0.0,17262.9,0.0,17688.100000000002
,"   Comercio, transporte y hostelería",6132.8,0.0,6242,0.0,4941.1,0.0,5506.2,0.0,5979.0,0.0,6263.4,0.0,6416.699999999999
,   Información y comunicaciones,518.9,0.0,535.5,0.0,531.0,0.0,576.0,0.0,632.4,0.0,673.6,0.0,739.5
,   Actividades financieras y de seguros,357.2,0.0,355.7,0.0,351.0,0.0,358.7,0.0,352.7,0.0,361.09999999999997,0.0,368.09999999999997
,   Actividades inmobiliarias,220.3,0.0,230.7,0.0,215.6,0.0,232.2,0.0,250.2,0.0,259.8,0.0,252.3
,"   Actividades profesionales, científicas y técnicas y otras",2545.7,0.0,2668.3,0.0,2485.3,0.0,2682.7,0.0,2818.0,0.0,2887.2,0.0,2975.1000000000004
,"   Administración pública, educación y sanidad",4466,0.0,4520,0.0,4474.7,0.0,4755.7,0.0,4808.7,0.0,4919.8,0.0,5049.6
,"   Actividades artísticas, recreativas y otros servicios",1863,0.0,1871.5,0.0,1558.0,0.0,1674.7,0.0,1785.5,0.0,1898.0000000000002,0.0,1886.8
,TOTAL,20571.4,0.0,21054.3,0.0,18836.4,0.0,20298.6,0.0,21268.1,0.0,22016,0.0,22582.9
,,,,,,,,,,,,,,
,Empleo asalariado,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Unidad: miles de puestos,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ramas de actividad,2018,,2019,,2020.0,,2021.0,,2022.0,,2023(P),,2024(A)
,,,,,,,,,,,,,,
,"Agricultura, ganadería, silvicultura y pesca ",513.8,0.0,503.7,0.0,475.8,0.0,521.3,0.0,504.6,0.0,485.7,0.0,489.90000000000003
,Industria,2246.8,0.0,2317.4,0.0,2144.0,0.0,2208.1,0.0,2268.9,0.0,2312.1999999999994,0.0,2387.3999999999996
,   de los cuales: industria manufacturera ,1999.2,0.0,2060.8,0.0,1887.8,0.0,1940.2,0.0,2003.4,0.0,2038.3999999999996,0.0,2091.9999999999995
,Construcción,1023.9,0.0,1112.4,0.0,1019.1,0.0,1076.9,0.0,1126.3,0.0,1201.3,0.0,1263.6
,Servicios,13785.9,0.0,14055.8,0.0,12468.0,0.0,13477.3,0.0,14192.299999999997,0.0,14740.400000000001,0.0,15144.1
,"   Comercio, transporte y hostelería",4854,0.0,4962.5,0.0,3895.1,0.0,4351.2,0.0,4752.999999999999,0.0,4983.900000000001,0.0,5117.6
,   Información y comunicaciones,473.9,0.0,492,0.0,489.0,0.0,529.0,0.0,586.1,0.0,624,0.0,676.7
,   Actividades financieras y de seguros,325.4,0.0,324.6,0.0,320.3,0.0,325.2,0.0,318.5,0.0,325.09999999999997,0.0,330.4
,   Actividades inmobiliarias,140.6,0.0,151,0.0,127.7,0.0,129.0,0.0,140.8,0.0,144.9,0.0,149.3
,"   Actividades profesionales, científicas y técnicas y otras",2176.1,0.0,2274.7,0.0,2104.6,0.0,2260.0,0.0,2395.7,0.0,2465.4000000000005,0.0,2553.5
,"   Administración pública, educación y sanidad",4275.8,0.0,4320.9,0.0,4257.6,0.0,4531.5,0.0,4576.8,0.0,4674,0.0,4799
,"   Actividades artísticas, recreativas y otros servicios",1540.1,0.0,1530.1,0.0,1273.7,0.0,1351.4,0.0,1421.4,0.0,1523.1000000000001,0.0,1517.6
,TOTAL,17570.4,0.0,17989.3,0.0,16106.9,0.0,17283.6,0.0,18092.1,0.0,18739.6,0.0,19285
,,,,,,,,,,,,,,
,(P)  Estimación provisional,,,,,,,,,,,,,
,(A) Estimación avance,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,2018(P),,2019(A),,,,,,,,,,
