,,,,,,,,,,,,,,
,Contabilidad Nacional Anual de España. Revisión Estadística 2024,,,,,,,,,,,,,
,,,,,,,,,,,,,,
 << Índice de tablas, << Índice de tablas,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Personas Total,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Unidad: miles de personas,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ramas de actividad,2018,,2019,,2020.0,,2021.0,,2022.0,,2023(P),,2024(A)
,,,,,,,,,,,,,,
,"Agricultura, ganadería, silvicultura y pesca ",838.6,0.0,824.8,0.0,776.8,0.0,804.2,0.0,797.9000000000001,0.0,777,0.0,769.9
,Industria,2349.3,0.0,2416,0.0,2329.4,0.0,2334.8,0.0,2384.7000000000003,0.0,2429.6000000000004,0.0,2506.2000000000003
,   de los cuales: industria manufacturera ,2098.4,0.0,2156.1,0.0,2067.0,0.0,2059.8,0.0,2112.0,0.0,2148.8,0.0,2201.5
,Construcción,1244.1,0.0,1353.2,0.0,1287.3,0.0,1349.1,0.0,1432.3,0.0,1515.4,0.0,1590.6
,Servicios,15506.4,0.0,15873.1,0.0,15173.5,0.0,15584.4,0.0,16212.8,0.0,16785,0.0,17134.7
,"   Comercio, transporte y hostelería",5869.2,0.0,6077.8,0.0,5485.5,0.0,5554.7,0.0,5892.9,0.0,6178.5,0.0,6334.1
,   Información y comunicaciones,507.1,0.0,520.1,0.0,525.9,0.0,567.0,0.0,622.4,0.0,665.4,0.0,728.9
,   Actividades financieras y de seguros,356.9,0.0,349.5,0.0,352.1,0.0,353.4,0.0,348.9,0.0,359.3,0.0,366.4
,   Actividades inmobiliarias,216.1,0.0,226.7,0.0,227.2,0.0,226.1,0.0,241.0,0.0,250.9,0.0,241.6
,"   Actividades profesionales, científicas y técnicas y otras",2450.7,0.0,2558.1,0.0,2512.2,0.0,2592.7,0.0,2741.1,0.0,2806.9,0.0,2889.2
,"   Administración pública, educación y sanidad",4366,0.0,4384.2,0.0,4436.8,0.0,4622.0,0.0,4695.2,0.0,4789.6,0.0,4838.9
,"   Actividades artísticas, recreativas y otros servicios",1740.4,0.0,1756.7,0.0,1633.8,0.0,1668.5,0.0,1671.2999999999997,0.0,1734.4,0.0,1735.6
,TOTAL,19938.4,0.0,20467.1,0.0,19567.0,0.0,20072.5,0.0,20827.7,0.0,21507,0.0,22001.4
,,,,,,,,,,,,,,
,Personas Asalariadas,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Unidad: miles de personas,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Ramas de actividad,2018,,2019,,2020.0,,2021.0,,2022.0,,2023(P),,2024(A)
,,,,,,,,,,,,,,
,"Agricultura, ganadería, silvicultura y pesca ",513.6,0.0,501.2,0.0,476.2,0.0,500.4,0.0,503.5,0.0,481,0.0,489.8
,Industria,2244.2,0.0,2315.5,0.0,2224.6,0.0,2217.0,0.0,2265.4999999999995,0.0,2309.1999999999994,0.0,2383
,   de los cuales: industria manufacturera ,1997.7,0.0,2059.9,0.0,1968.6,0.0,1949.8,0.0,2001.0,0.0,2037.6999999999996,0.0,2088.1
,Construcción,1003,0.0,1096.7,0.0,1041.2,0.0,1076.7,0.0,1126.3,0.0,1201.3,0.0,1263.6
,Servicios,13302.7,0.0,13640,0.0,12967.1,0.0,13351.7,0.0,13895.199999999999,0.0,14377.4,0.0,14713.199999999999
,"   Comercio, transporte y hostelería",4652.2,0.0,4872.8,0.0,4353.1,0.0,4404.2,0.0,4702.599999999999,0.0,4934.5,0.0,5068
,   Información y comunicaciones,464.5,0.0,480.3,0.0,488.9,0.0,526.7,0.0,580.9,0.0,621,0.0,672.7
,   Actividades financieras y de seguros,327.2,0.0,320.8,0.0,322.7,0.0,322.8,0.0,317.4,0.0,324.1,0.0,329.5
,   Actividades inmobiliarias,140.6,0.0,150.6,0.0,135.0,0.0,125.7,0.0,136.1,0.0,140.1,0.0,144.3
,"   Actividades profesionales, científicas y técnicas y otras",2085.2,0.0,2175.2,0.0,2122.8,0.0,2216.8,0.0,2344.8999999999996,0.0,2410.5,0.0,2491.3
,"   Administración pública, educación y sanidad",4198,0.0,4208.4,0.0,4250.5,0.0,4437.5,0.0,4493.2,0.0,4573.299999999999,0.0,4617.4
,"   Actividades artísticas, recreativas y otros servicios",1435,0.0,1431.9,0.0,1294.1,0.0,1318.0,0.0,1320.1,0.0,1373.9,0.0,1390
,TOTAL,17063.5,0.0,17553.4,0.0,16709.1,0.0,17145.8,0.0,17790.5,0.0,18368.899999999998,0.0,18849.6
,,,,,,,,,,,,,,
,(P)  Estimación provisional,,,,,,,,,,,,,
,(A) Estimación avance,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,2018(P),,2019(A),,,,,,,,,,
