freq,unit,sector,na_item,geo,valor,estado,anyo
A,MIO_EUR,S13,B9,PT,249.0,,2019
A,MIO_EUR,S13,B9,PT,-11563.9,,2020
A,MIO_EUR,S13,B9,PT,-6117.0,,2021
A,MIO_EUR,S13,B9,PT,-757.3,,2022
A,MIO_EUR,S13,B9,PT,3029.7,,2023
A,MIO_EUR,S13,B9,PT,1862.5,,2024
A,MIO_EUR,S13,D2REC,DE,381400.0,,2018
A,MIO_EUR,S13,D2REC,DE,394384.0,,2019
A,MIO_EUR,S13,D2REC,DE,371274.0,,2020
A,MIO_EUR,S13,D2REC,DE,410673.0,,2021
A,MIO_EUR,S13,D2REC,DE,434309.0,,2022
A,MIO_EUR,S13,D2REC,DE,428710.0,,2023
A,MIO_EUR,S13,D2REC,DE,443779.0,,2024
A,MIO_EUR,S13,D2REC,ES,141184.0,,2018
A,MIO_EUR,S13,D2REC,ES,143058.0,,2019
A,MIO_EUR,S13,D2REC,ES,126756.0,,2020
A,MIO_EUR,S13,D2REC,ES,146953.0,,2021
A,MIO_EUR,S13,D2REC,ES,160429.0,,2022
A,MIO_EUR,S13,D2REC,ES,165865.0,,2023
A,MIO_EUR,S13,D2REC,ES,176937.0,,2024
A,MIO_EUR,S13,D2REC,EU27_2020,1856030.2,,2018
A,MIO_EUR,S13,D2REC,EU27_2020,1923561.6,,2019
A,MIO_EUR,S13,D2REC,EU27_2020,1809417.5,,2020
A,MIO_EUR,S13,D2REC,EU27_2020,2007376.1,,2021
A,MIO_EUR,S13,D2REC,EU27_2020,2145619.9,,2022
A,MIO_EUR,S13,D2REC,EU27_2020,2203289.1,,2023
A,MIO_EUR,S13,D2REC,EU27_2020,2305299.2,,2024
A,MIO_EUR,S13,D2REC,FR,389537.0,,2018
A,MIO_EUR,S13,D2REC,FR,409021.0,,2019
A,MIO_EUR,S13,D2REC,FR,390305.0,,2020
A,MIO_EUR,S13,D2REC,FR,416396.0,,2021
A,MIO_EUR,S13,D2REC,FR,441914.0,,2022
A,MIO_EUR,S13,D2REC,FR,446907.0,,2023
