Comunidades autónomas;Tipología penal;periodo;Total
PAÍS VASCO;1.4.-Otros contra las personas;2023;482
PAÍS VASCO;1.4.-Otros contra las personas;2022;488
PAÍS VASCO;1.4.-Otros contra las personas;2021;408
PAÍS VASCO;1.4.-Otros contra las personas;2020;418
PAÍS VASCO;1.4.-Otros contra las personas;2019;439
PAÍS VASCO;1.4.-Otros contra las personas;2018;449
PAÍS VASCO;2. CONTRA LA LIBERTAD;2024;9.283
PAÍS VASCO;2. CONTRA LA LIBERTAD;2023;8.817
PAÍS VASCO;2. CONTRA LA LIBERTAD;2022;7.686
PAÍS VASCO;2. CONTRA LA LIBERTAD;2021;7.754
PAÍS VASCO;2. CONTRA LA LIBERTAD;2020;7.630
PAÍS VASCO;2. CONTRA LA LIBERTAD;2019;7.779
PAÍS VASCO;2. CONTRA LA LIBERTAD;2018;7.830
PAÍS VASCO;2.1.-Malos tratos habituales en el ámbito familiar;2024;2.449
PAÍS VASCO;2.1.-Malos tratos habituales en el ámbito familiar;2023;2.500
PAÍS VASCO;2.1.-Malos tratos habituales en el ámbito familiar;2022;2.321
PAÍS VASCO;2.1.-Malos tratos habituales en el ámbito familiar;2021;2.427
PAÍS VASCO;2.1.-Malos tratos habituales en el ámbito familiar;2020;2.716
PAÍS VASCO;2.1.-Malos tratos habituales en el ámbito familiar;2019;2.727
PAÍS VASCO;2.1.-Malos tratos habituales en el ámbito familiar;2018;2.868
PAÍS VASCO;2.2.-Otros contra la libertad;2024;6.834
PAÍS VASCO;2.2.-Otros contra la libertad;2023;6.317
PAÍS VASCO;2.2.-Otros contra la libertad;2022;5.365
PAÍS VASCO;2.2.-Otros contra la libertad;2021;5.327
PAÍS VASCO;2.2.-Otros contra la libertad;2020;4.914
PAÍS VASCO;2.2.-Otros contra la libertad;2019;5.052
PAÍS VASCO;2.2.-Otros contra la libertad;2018;4.962
PAÍS VASCO;3. LIBERTAD SEXUAL;2024;1.150
PAÍS VASCO;3. LIBERTAD SEXUAL;2023;969
PAÍS VASCO;3. LIBERTAD SEXUAL;2022;813
PAÍS VASCO;3. LIBERTAD SEXUAL;2021;718
PAÍS VASCO;3. LIBERTAD SEXUAL;2020;602
PAÍS VASCO;3. LIBERTAD SEXUAL;2019;668
PAÍS VASCO;3. LIBERTAD SEXUAL;2018;659
PAÍS VASCO;3.1.-Agresión sexual;2024;680
PAÍS VASCO;3.1.-Agresión sexual;2023;538
PAÍS VASCO;3.1.-Agresión sexual;2022;443
PAÍS VASCO;3.1.-Agresión sexual;2021;366
PAÍS VASCO;3.1.-Agresión sexual;2020;293
PAÍS VASCO;3.1.-Agresión sexual;2019;347
PAÍS VASCO;3.1.-Agresión sexual;2018;324
PAÍS VASCO;3.2.-Agresión sexual con penetración;2024;302
PAÍS VASCO;3.2.-Agresión sexual con penetración;2023;235
PAÍS VASCO;3.2.-Agresión sexual con penetración;2022;235
PAÍS VASCO;3.2.-Agresión sexual con penetración;2021;215
PAÍS VASCO;3.2.-Agresión sexual con penetración;2020;158
PAÍS VASCO;3.2.-Agresión sexual con penetración;2019;170
PAÍS VASCO;3.2.-Agresión sexual con penetración;2018;162
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;2024;12
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;2023;14
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;2022;15
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;2021;10
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;2020;14
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;2019;8
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;2018;11
PAÍS VASCO;3.4.-Pornografía de menores;2024;40
PAÍS VASCO;3.4.-Pornografía de menores;2023;40
PAÍS VASCO;3.4.-Pornografía de menores;2022;16
PAÍS VASCO;3.4.-Pornografía de menores;2021;30
PAÍS VASCO;3.4.-Pornografía de menores;2020;41
PAÍS VASCO;3.4.-Pornografía de menores;2019;34
PAÍS VASCO;3.4.-Pornografía de menores;2018;43
PAÍS VASCO;3.5.-Otros contra la libertad sexual;2024;116
PAÍS VASCO;3.5.-Otros contra la libertad sexual;2023;142
PAÍS VASCO;3.5.-Otros contra la libertad sexual;2022;104
PAÍS VASCO;3.5.-Otros contra la libertad sexual;2021;97
PAÍS VASCO;3.5.-Otros contra la libertad sexual;2020;96
PAÍS VASCO;3.5.-Otros contra la libertad sexual;2019;109
PAÍS VASCO;3.5.-Otros contra la libertad sexual;2018;119
PAÍS VASCO;4. RELACIONES FAMILIARES;2024;154
PAÍS VASCO;4. RELACIONES FAMILIARES;2023;195
PAÍS VASCO;4. RELACIONES FAMILIARES;2022;125
PAÍS VASCO;4. RELACIONES FAMILIARES;2021;120
PAÍS VASCO;4. RELACIONES FAMILIARES;2020;136
PAÍS VASCO;4. RELACIONES FAMILIARES;2019;139
PAÍS VASCO;4. RELACIONES FAMILIARES;2018;205
PAÍS VASCO;5. PATRIMONIO;2024;79.122
PAÍS VASCO;5. PATRIMONIO;2023;80.195
PAÍS VASCO;5. PATRIMONIO;2022;75.817
PAÍS VASCO;5. PATRIMONIO;2021;61.679
PAÍS VASCO;5. PATRIMONIO;2020;55.878
PAÍS VASCO;5. PATRIMONIO;2019;71.978
PAÍS VASCO;5. PATRIMONIO;2018;68.582
PAÍS VASCO;5.1.-Hurtos;2024;31.134
PAÍS VASCO;5.1.-Hurtos;2023;30.129
PAÍS VASCO;5.1.-Hurtos;2022;29.230
PAÍS VASCO;5.1.-Hurtos;2021;22.253
PAÍS VASCO;5.1.-Hurtos;2020;17.916
PAÍS VASCO;5.1.-Hurtos;2019;30.254
PAÍS VASCO;5.1.-Hurtos;2018;29.376
PAÍS VASCO;5.2.-Robos con fuerza en las cosas;2024;10.269
PAÍS VASCO;5.2.-Robos con fuerza en las cosas;2023;10.344
PAÍS VASCO;5.2.-Robos con fuerza en las cosas;2022;12.113
PAÍS VASCO;5.2.-Robos con fuerza en las cosas;2021;10.684
PAÍS VASCO;5.2.-Robos con fuerza en las cosas;2020;9.408
PAÍS VASCO;5.2.-Robos con fuerza en las cosas;2019;12.683
PAÍS VASCO;5.2.-Robos con fuerza en las cosas;2018;12.528
PAÍS VASCO;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;58
PAÍS VASCO;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;30
PAÍS VASCO;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;32
PAÍS VASCO;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;30
PAÍS VASCO;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;30
PAÍS VASCO;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;36
PAÍS VASCO;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;26
PAÍS VASCO;5.2.2.-Robos con fuerza en viviendas;2024;3.875
PAÍS VASCO;5.2.2.-Robos con fuerza en viviendas;2023;4.079
PAÍS VASCO;5.2.2.-Robos con fuerza en viviendas;2022;5.113
PAÍS VASCO;5.2.2.-Robos con fuerza en viviendas;2021;4.350
PAÍS VASCO;5.2.2.-Robos con fuerza en viviendas;2020;3.651
PAÍS VASCO;5.2.2.-Robos con fuerza en viviendas;2019;5.018
PAÍS VASCO;5.2.2.-Robos con fuerza en viviendas;2018;4.534
PAÍS VASCO;5.2.3.-Robos con fuerza en establecimientos;2024;1.577
PAÍS VASCO;5.2.3.-Robos con fuerza en establecimientos;2023;1.890
PAÍS VASCO;5.2.3.-Robos con fuerza en establecimientos;2022;1.948
PAÍS VASCO;5.2.3.-Robos con fuerza en establecimientos;2021;1.761
PAÍS VASCO;5.2.3.-Robos con fuerza en establecimientos;2020;1.503
PAÍS VASCO;5.2.3.-Robos con fuerza en establecimientos;2019;2.626
PAÍS VASCO;5.2.3.-Robos con fuerza en establecimientos;2018;2.759
PAÍS VASCO;5.3.-Robos con violencia o intimidación;2024;2.165
PAÍS VASCO;5.3.-Robos con violencia o intimidación;2023;2.107
PAÍS VASCO;5.3.-Robos con violencia o intimidación;2022;2.201
PAÍS VASCO;5.3.-Robos con violencia o intimidación;2021;1.426
PAÍS VASCO;5.3.-Robos con violencia o intimidación;2020;1.053
PAÍS VASCO;5.3.-Robos con violencia o intimidación;2019;1.643
PAÍS VASCO;5.3.-Robos con violencia o intimidación;2018;1.791
PAÍS VASCO;5.3.1.-Robos con violencia en vía pública;2024;1.534
PAÍS VASCO;5.3.1.-Robos con violencia en vía pública;2023;1.519
PAÍS VASCO;5.3.1.-Robos con violencia en vía pública;2022;1.614
PAÍS VASCO;5.3.1.-Robos con violencia en vía pública;2021;996
PAÍS VASCO;5.3.1.-Robos con violencia en vía pública;2020;725
PAÍS VASCO;5.3.1.-Robos con violencia en vía pública;2019;1.076
PAÍS VASCO;5.3.1.-Robos con violencia en vía pública;2018;1.194
PAÍS VASCO;5.3.2.-Robos con violencia en viviendas;2024;129
PAÍS VASCO;5.3.2.-Robos con violencia en viviendas;2023;129
PAÍS VASCO;5.3.2.-Robos con violencia en viviendas;2022;103
PAÍS VASCO;5.3.2.-Robos con violencia en viviendas;2021;83
PAÍS VASCO;5.3.2.-Robos con violencia en viviendas;2020;93
PAÍS VASCO;5.3.2.-Robos con violencia en viviendas;2019;103
PAÍS VASCO;5.3.2.-Robos con violencia en viviendas;2018;149
PAÍS VASCO;5.3.3.-Robos con violencia en establecimientos;2024;297
PAÍS VASCO;5.3.3.-Robos con violencia en establecimientos;2023;259
PAÍS VASCO;5.3.3.-Robos con violencia en establecimientos;2022;264
PAÍS VASCO;5.3.3.-Robos con violencia en establecimientos;2021;221
PAÍS VASCO;5.3.3.-Robos con violencia en establecimientos;2020;138
PAÍS VASCO;5.3.3.-Robos con violencia en establecimientos;2019;296
PAÍS VASCO;5.3.3.-Robos con violencia en establecimientos;2018;283
PAÍS VASCO;5.4.-Sustracción de vehículos;2024;675
PAÍS VASCO;5.4.-Sustracción de vehículos;2023;751
PAÍS VASCO;5.4.-Sustracción de vehículos;2022;718
PAÍS VASCO;5.4.-Sustracción de vehículos;2021;694
PAÍS VASCO;5.4.-Sustracción de vehículos;2020;632
PAÍS VASCO;5.4.-Sustracción de vehículos;2019;890
PAÍS VASCO;5.4.-Sustracción de vehículos;2018;928
PAÍS VASCO;5.5.-Estafas;2024;24.184
PAÍS VASCO;5.5.-Estafas;2023;26.619
PAÍS VASCO;5.5.-Estafas;2022;21.346
PAÍS VASCO;5.5.-Estafas;2021;17.352
PAÍS VASCO;5.5.-Estafas;2020;18.882
PAÍS VASCO;5.5.-Estafas;2019;16.597
PAÍS VASCO;5.5.-Estafas;2018;14.570
PAÍS VASCO;5.5.1.-Estafas informáticas;2024;22.891
PAÍS VASCO;5.5.1.-Estafas informáticas;2023;25.095
PAÍS VASCO;5.5.1.-Estafas informáticas;2022;18.861
PAÍS VASCO;5.5.1.-Estafas informáticas;2021;15.016
PAÍS VASCO;5.5.1.-Estafas informáticas;2020;16.591
PAÍS VASCO;5.5.1.-Estafas informáticas;2019;13.793
PAÍS VASCO;5.5.1.-Estafas informáticas;2018;12.151
PAÍS VASCO;5.6.-Daños;2024;8.005
PAÍS VASCO;5.6.-Daños;2023;7.939
PAÍS VASCO;5.6.-Daños;2022;8.193
PAÍS VASCO;5.6.-Daños;2021;7.359
PAÍS VASCO;5.6.-Daños;2020;6.414
PAÍS VASCO;5.6.-Daños;2019;8.103
PAÍS VASCO;5.6.-Daños;2018;7.596
PAÍS VASCO;5.7.-Contra la propiedad intelectual/industrial;2024;67
PAÍS VASCO;5.7.-Contra la propiedad intelectual/industrial;2023;58
PAÍS VASCO;5.7.-Contra la propiedad intelectual/industrial;2022;30
PAÍS VASCO;5.7.-Contra la propiedad intelectual/industrial;2021;11
PAÍS VASCO;5.7.-Contra la propiedad intelectual/industrial;2020;10
PAÍS VASCO;5.7.-Contra la propiedad intelectual/industrial;2019;15
PAÍS VASCO;5.7.-Contra la propiedad intelectual/industrial;2018;13
PAÍS VASCO;5.8.-Blanqueo de capitales;2024;31
PAÍS VASCO;5.8.-Blanqueo de capitales;2023;12
PAÍS VASCO;5.8.-Blanqueo de capitales;2022;10
PAÍS VASCO;5.8.-Blanqueo de capitales;2021;4
PAÍS VASCO;5.8.-Blanqueo de capitales;2020;9
PAÍS VASCO;5.8.-Blanqueo de capitales;2019;8
PAÍS VASCO;5.8.-Blanqueo de capitales;2018;5
PAÍS VASCO;5.9.-Otros contra el patrimonio;2024;2.592
PAÍS VASCO;5.9.-Otros contra el patrimonio;2023;2.236
PAÍS VASCO;5.9.-Otros contra el patrimonio;2022;1.976
PAÍS VASCO;5.9.-Otros contra el patrimonio;2021;1.896
PAÍS VASCO;5.9.-Otros contra el patrimonio;2020;1.554
PAÍS VASCO;5.9.-Otros contra el patrimonio;2019;1.785
PAÍS VASCO;5.9.-Otros contra el patrimonio;2018;1.775
PAÍS VASCO;6. SEGURIDAD COLECTIVA;2024;3.524
PAÍS VASCO;6. SEGURIDAD COLECTIVA;2023;3.190
PAÍS VASCO;6. SEGURIDAD COLECTIVA;2022;3.527
PAÍS VASCO;6. SEGURIDAD COLECTIVA;2021;3.021
PAÍS VASCO;6. SEGURIDAD COLECTIVA;2020;2.464
PAÍS VASCO;6. SEGURIDAD COLECTIVA;2019;2.773
PAÍS VASCO;6. SEGURIDAD COLECTIVA;2018;2.605
PAÍS VASCO;6.1.-Tráfico de drogas;2024;859
PAÍS VASCO;6.1.-Tráfico de drogas;2023;597
PAÍS VASCO;6.1.-Tráfico de drogas;2022;623
PAÍS VASCO;6.1.-Tráfico de drogas;2021;525
PAÍS VASCO;6.1.-Tráfico de drogas;2020;566
PAÍS VASCO;6.1.-Tráfico de drogas;2019;421
PAÍS VASCO;6.1.-Tráfico de drogas;2018;368
PAÍS VASCO;6.2.-Contra la seguridad vial;2024;2.566
PAÍS VASCO;6.2.-Contra la seguridad vial;2023;2.517
PAÍS VASCO;6.2.-Contra la seguridad vial;2022;2.800
PAÍS VASCO;6.2.-Contra la seguridad vial;2021;2.335
PAÍS VASCO;6.2.-Contra la seguridad vial;2020;1.788
PAÍS VASCO;6.2.-Contra la seguridad vial;2019;2.168
PAÍS VASCO;6.2.-Contra la seguridad vial;2018;2.091
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2024;99
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2023;76
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2022;104
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2021;161
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2020;110
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2019;184
PAÍS VASCO;6.3.-Otros contra la seguridad colectiva;2018;146
PAÍS VASCO;7. FALSEDADES;2024;1.775
PAÍS VASCO;7. FALSEDADES;2023;1.868
PAÍS VASCO;7. FALSEDADES;2022;1.687
PAÍS VASCO;7. FALSEDADES;2021;1.461
PAÍS VASCO;7. FALSEDADES;2020;1.087
PAÍS VASCO;7. FALSEDADES;2019;1.195
PAÍS VASCO;7. FALSEDADES;2018;1.025
PAÍS VASCO;8. ADMÓN. PÚBLICA;2024;20
PAÍS VASCO;8. ADMÓN. PÚBLICA;2023;18
PAÍS VASCO;8. ADMÓN. PÚBLICA;2022;15
PAÍS VASCO;8. ADMÓN. PÚBLICA;2021;16
PAÍS VASCO;8. ADMÓN. PÚBLICA;2020;18
PAÍS VASCO;8. ADMÓN. PÚBLICA;2019;12
PAÍS VASCO;8. ADMÓN. PÚBLICA;2018;13
PAÍS VASCO;9. ADMÓN. JUSTICIA;2024;1.997
PAÍS VASCO;9. ADMÓN. JUSTICIA;2023;1.838
PAÍS VASCO;9. ADMÓN. JUSTICIA;2022;1.736
PAÍS VASCO;9. ADMÓN. JUSTICIA;2021;1.525
PAÍS VASCO;9. ADMÓN. JUSTICIA;2020;1.401
PAÍS VASCO;9. ADMÓN. JUSTICIA;2019;1.573
PAÍS VASCO;9. ADMÓN. JUSTICIA;2018;1.502
PAÍS VASCO;10. ORDEN PÚBLICO;2024;1.356
PAÍS VASCO;10. ORDEN PÚBLICO;2023;1.405
PAÍS VASCO;10. ORDEN PÚBLICO;2022;1.437
PAÍS VASCO;10. ORDEN PÚBLICO;2021;1.490
PAÍS VASCO;10. ORDEN PÚBLICO;2020;1.680
PAÍS VASCO;10. ORDEN PÚBLICO;2019;985
PAÍS VASCO;10. ORDEN PÚBLICO;2018;897
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2024;7
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2023;10
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2022;1
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2021;2
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2020;6
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2019;7
PAÍS VASCO;11. LEGISLACIÓN ESPECIAL;2018;0
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2024;580
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2023;603
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2022;582
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2021;538
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2020;544
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2019;543
PAÍS VASCO;12. OTRAS INFRACCIONES PENALES;2018;544
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2024;108.194
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2023;107.823
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2022;101.756
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2021;84.781
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2020;77.176
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2019;94.536
PAÍS VASCO;TOTAL INFRACCIONES PENALES;2018;90.253
RIOJA (LA);1. CONTRA LAS PERSONAS;2024;1.435
RIOJA (LA);1. CONTRA LAS PERSONAS;2023;1.490
RIOJA (LA);1. CONTRA LAS PERSONAS;2022;1.391
RIOJA (LA);1. CONTRA LAS PERSONAS;2021;1.166
RIOJA (LA);1. CONTRA LAS PERSONAS;2020;942
RIOJA (LA);1. CONTRA LAS PERSONAS;2019;1.042
RIOJA (LA);1. CONTRA LAS PERSONAS;2018;1.057
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2024;16
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2023;15
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2022;9
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2021;8
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2020;8
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2019;5
RIOJA (LA);1.1.-Homicidios dolosos/asesinatos;2018;3
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2024;6
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2023;3
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2022;1
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2021;3
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2020;5
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2019;0
RIOJA (LA);1.1.1.-Homicidios dolosos/asesinatos consumados;2018;1
RIOJA (LA);1.2.-Lesiones;2024;770
RIOJA (LA);1.2.-Lesiones;2023;753
RIOJA (LA);1.2.-Lesiones;2022;792
RIOJA (LA);1.2.-Lesiones;2021;658
RIOJA (LA);1.2.-Lesiones;2020;500
RIOJA (LA);1.2.-Lesiones;2019;577
RIOJA (LA);1.2.-Lesiones;2018;562
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2024;601
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2023;676
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2022;550
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2021;482
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2020;413
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2019;447
RIOJA (LA);1.3.-Malos tratos ámbito familiar;2018;479
RIOJA (LA);1.4.-Otros contra las personas;2024;48
RIOJA (LA);1.4.-Otros contra las personas;2023;46
RIOJA (LA);1.4.-Otros contra las personas;2022;40
RIOJA (LA);1.4.-Otros contra las personas;2021;18
RIOJA (LA);1.4.-Otros contra las personas;2020;21
RIOJA (LA);1.4.-Otros contra las personas;2019;13
RIOJA (LA);1.4.-Otros contra las personas;2018;13
RIOJA (LA);2. CONTRA LA LIBERTAD;2024;924
RIOJA (LA);2. CONTRA LA LIBERTAD;2023;858
RIOJA (LA);2. CONTRA LA LIBERTAD;2022;816
RIOJA (LA);2. CONTRA LA LIBERTAD;2021;775
RIOJA (LA);2. CONTRA LA LIBERTAD;2020;555
RIOJA (LA);2. CONTRA LA LIBERTAD;2019;518
RIOJA (LA);2. CONTRA LA LIBERTAD;2018;502
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2024;81
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2023;94
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2022;97
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2021;91
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2020;73
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2019;68
RIOJA (LA);2.1.-Malos tratos habituales en el ámbito familiar;2018;48
RIOJA (LA);2.2.-Otros contra la libertad;2024;843
RIOJA (LA);2.2.-Otros contra la libertad;2023;764
RIOJA (LA);2.2.-Otros contra la libertad;2022;719
RIOJA (LA);2.2.-Otros contra la libertad;2021;684
RIOJA (LA);2.2.-Otros contra la libertad;2020;482
RIOJA (LA);2.2.-Otros contra la libertad;2019;450
RIOJA (LA);2.2.-Otros contra la libertad;2018;454
RIOJA (LA);3. LIBERTAD SEXUAL;2024;119
RIOJA (LA);3. LIBERTAD SEXUAL;2023;124
RIOJA (LA);3. LIBERTAD SEXUAL;2022;109
RIOJA (LA);3. LIBERTAD SEXUAL;2021;102
RIOJA (LA);3. LIBERTAD SEXUAL;2020;104
RIOJA (LA);3. LIBERTAD SEXUAL;2019;92
RIOJA (LA);3. LIBERTAD SEXUAL;2018;61
RIOJA (LA);3.1.-Agresión sexual;2024;86
RIOJA (LA);3.1.-Agresión sexual;2023;82
RIOJA (LA);3.1.-Agresión sexual;2022;77
RIOJA (LA);3.1.-Agresión sexual;2021;69
RIOJA (LA);3.1.-Agresión sexual;2020;47
RIOJA (LA);3.1.-Agresión sexual;2019;65
RIOJA (LA);3.1.-Agresión sexual;2018;39
RIOJA (LA);3.2.-Agresión sexual con penetración;2024;15
RIOJA (LA);3.2.-Agresión sexual con penetración;2023;18
RIOJA (LA);3.2.-Agresión sexual con penetración;2022;19
RIOJA (LA);3.2.-Agresión sexual con penetración;2021;14
RIOJA (LA);3.2.-Agresión sexual con penetración;2020;13
RIOJA (LA);3.2.-Agresión sexual con penetración;2019;15
RIOJA (LA);3.2.-Agresión sexual con penetración;2018;8
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2024;1
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2023;5
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2022;5
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2021;3
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2020;8
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2019;4
RIOJA (LA);3.3.-Corrupción de menores o incapacitados;2018;1
RIOJA (LA);3.4.-Pornografía de menores;2024;1
RIOJA (LA);3.4.-Pornografía de menores;2023;7
RIOJA (LA);3.4.-Pornografía de menores;2022;2
RIOJA (LA);3.4.-Pornografía de menores;2021;3
RIOJA (LA);3.4.-Pornografía de menores;2020;4
RIOJA (LA);3.4.-Pornografía de menores;2019;2
RIOJA (LA);3.4.-Pornografía de menores;2018;7
RIOJA (LA);3.5.-Otros contra la libertad sexual;2024;16
RIOJA (LA);3.5.-Otros contra la libertad sexual;2023;12
RIOJA (LA);3.5.-Otros contra la libertad sexual;2022;6
RIOJA (LA);3.5.-Otros contra la libertad sexual;2021;13
RIOJA (LA);3.5.-Otros contra la libertad sexual;2020;32
RIOJA (LA);3.5.-Otros contra la libertad sexual;2019;6
RIOJA (LA);3.5.-Otros contra la libertad sexual;2018;6
RIOJA (LA);4. RELACIONES FAMILIARES;2024;34
RIOJA (LA);4. RELACIONES FAMILIARES;2023;30
RIOJA (LA);4. RELACIONES FAMILIARES;2022;32
RIOJA (LA);4. RELACIONES FAMILIARES;2021;20
RIOJA (LA);4. RELACIONES FAMILIARES;2020;25
RIOJA (LA);4. RELACIONES FAMILIARES;2019;31
RIOJA (LA);4. RELACIONES FAMILIARES;2018;20
RIOJA (LA);5. PATRIMONIO;2024;8.256
RIOJA (LA);5. PATRIMONIO;2023;8.570
RIOJA (LA);5. PATRIMONIO;2022;8.254
RIOJA (LA);5. PATRIMONIO;2021;5.983
RIOJA (LA);5. PATRIMONIO;2020;5.460
RIOJA (LA);5. PATRIMONIO;2019;6.179
RIOJA (LA);5. PATRIMONIO;2018;5.894
RIOJA (LA);5.1.-Hurtos;2024;2.720
RIOJA (LA);5.1.-Hurtos;2023;2.974
RIOJA (LA);5.1.-Hurtos;2022;2.743
RIOJA (LA);5.1.-Hurtos;2021;1.789
RIOJA (LA);5.1.-Hurtos;2020;1.475
RIOJA (LA);5.1.-Hurtos;2019;2.415
RIOJA (LA);5.1.-Hurtos;2018;2.366
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2024;1.399
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2023;1.356
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2022;1.251
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2021;844
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2020;806
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2019;942
RIOJA (LA);5.2.-Robos con fuerza en las cosas;2018;1.001
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;301
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;260
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;208
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;178
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;155
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;185
RIOJA (LA);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;177
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2024;588
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2023;559
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2022;527
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2021;397
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2020;352
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2019;437
RIOJA (LA);5.2.2.-Robos con fuerza en viviendas;2018;466
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2024;149
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2023;145
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2022;167
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2021;92
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2020;99
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2019;109
RIOJA (LA);5.2.3.-Robos con fuerza en establecimientos;2018;133
