Comunidades autónomas;Tipología penal;Sexo;Nacionalidad;periodo;Total
PAÍS VASCO;3.2.-Agresión sexual con penetración;Femenino;Extranjera;2024;0
PAÍS VASCO;3.2.-Agresión sexual con penetración;Femenino;Extranjera;2023;0
PAÍS VASCO;3.2.-Agresión sexual con penetración;Femenino;Extranjera;2022;0
PAÍS VASCO;3.2.-Agresión sexual con penetración;Femenino;Extranjera;2021;0
PAÍS VASCO;3.2.-Agresión sexual con penetración;Femenino;Extranjera;2020;0
PAÍS VASCO;3.2.-Agresión sexual con penetración;Femenino;Extranjera;2019;1
PAÍS VASCO;3.2.-Agresión sexual con penetración;Femenino;Extranjera;2018;0
PAÍS VASCO;3.2.-Agresión sexual con penetración;Femenino;Total;2024;0
PAÍS VASCO;3.2.-Agresión sexual con penetración;Femenino;Total;2023;0
PAÍS VASCO;3.2.-Agresión sexual con penetración;Femenino;Total;2022;0
PAÍS VASCO;3.2.-Agresión sexual con penetración;Femenino;Total;2021;0
PAÍS VASCO;3.2.-Agresión sexual con penetración;Femenino;Total;2020;0
PAÍS VASCO;3.2.-Agresión sexual con penetración;Femenino;Total;2019;1
PAÍS VASCO;3.2.-Agresión sexual con penetración;Femenino;Total;2018;0
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Española;2024;1
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Española;2023;4
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Española;2022;1
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Española;2021;2
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Española;2020;6
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Española;2019;1
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Española;2018;0
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Extranjera;2024;2
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Extranjera;2023;2
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Extranjera;2022;2
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Extranjera;2021;0
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Extranjera;2020;1
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Extranjera;2019;2
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Extranjera;2018;3
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Total;2024;3
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Total;2023;6
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Total;2022;3
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Total;2021;2
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Total;2020;7
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Total;2019;3
PAÍS VASCO;3.2.-Agresión sexual con penetración;Ambos sexos;Total;2018;3
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Española;2024;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Española;2023;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Española;2022;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Española;2021;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Española;2020;1
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Española;2019;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Española;2018;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Extranjera;2024;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Extranjera;2023;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Extranjera;2022;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Extranjera;2021;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Extranjera;2020;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Extranjera;2019;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Extranjera;2018;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Total;2024;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Total;2023;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Total;2022;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Total;2021;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Total;2020;1
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Total;2019;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Masculino;Total;2018;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Española;2024;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Española;2023;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Española;2022;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Española;2021;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Española;2020;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Española;2019;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Española;2018;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Extranjera;2024;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Extranjera;2023;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Extranjera;2022;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Extranjera;2021;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Extranjera;2020;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Extranjera;2019;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Extranjera;2018;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Total;2024;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Total;2023;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Total;2022;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Total;2021;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Total;2020;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Total;2019;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Femenino;Total;2018;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Española;2024;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Española;2023;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Española;2022;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Española;2021;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Española;2020;1
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Española;2019;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Española;2018;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Extranjera;2024;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Extranjera;2023;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Extranjera;2022;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Extranjera;2021;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Extranjera;2020;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Extranjera;2019;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Extranjera;2018;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Total;2024;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Total;2023;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Total;2022;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Total;2021;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Total;2020;1
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Total;2019;0
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;Ambos sexos;Total;2018;0
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Española;2024;1
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Española;2023;0
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Española;2022;0
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Española;2021;1
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Española;2020;2
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Española;2019;2
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Española;2018;2
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Extranjera;2024;0
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Extranjera;2023;0
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Extranjera;2022;0
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Extranjera;2021;0
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Extranjera;2020;0
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Extranjera;2019;1
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Extranjera;2018;0
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Total;2024;1
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Total;2023;0
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Total;2022;0
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Total;2021;1
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Total;2020;2
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Total;2019;3
PAÍS VASCO;3.4.-Pornografía de menores;Masculino;Total;2018;2
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Española;2024;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Española;2023;1
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Española;2022;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Española;2021;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Española;2020;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Española;2019;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Española;2018;1
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Extranjera;2024;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Extranjera;2023;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Extranjera;2022;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Extranjera;2021;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Extranjera;2020;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Extranjera;2019;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Extranjera;2018;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Total;2024;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Total;2023;1
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Total;2022;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Total;2021;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Total;2020;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Total;2019;0
PAÍS VASCO;3.4.-Pornografía de menores;Femenino;Total;2018;1
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Española;2024;1
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Española;2023;1
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Española;2022;0
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Española;2021;1
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Española;2020;2
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Española;2019;2
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Española;2018;3
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Extranjera;2024;0
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Extranjera;2023;0
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Extranjera;2022;0
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Extranjera;2021;0
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Extranjera;2020;0
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Extranjera;2019;1
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Extranjera;2018;0
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Total;2024;1
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Total;2023;1
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Total;2022;0
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Total;2021;1
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Total;2020;2
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Total;2019;3
PAÍS VASCO;3.4.-Pornografía de menores;Ambos sexos;Total;2018;3
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Española;2024;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Española;2023;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Española;2022;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Española;2021;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Española;2020;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Española;2019;1
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Española;2018;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Extranjera;2024;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Extranjera;2023;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Extranjera;2022;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Extranjera;2021;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Extranjera;2020;1
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Extranjera;2019;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Extranjera;2018;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Total;2024;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Total;2023;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Total;2022;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Total;2021;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Total;2020;1
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Total;2019;1
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Masculino;Total;2018;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Española;2024;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Española;2023;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Española;2022;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Española;2021;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Española;2020;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Española;2019;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Española;2018;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Extranjera;2024;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Extranjera;2023;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Extranjera;2022;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Extranjera;2021;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Extranjera;2020;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Extranjera;2019;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Extranjera;2018;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Total;2024;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Total;2023;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Total;2022;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Total;2021;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Total;2020;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Total;2019;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Femenino;Total;2018;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Española;2024;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Española;2023;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Española;2022;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Española;2021;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Española;2020;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Española;2019;1
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Española;2018;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Extranjera;2024;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Extranjera;2023;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Extranjera;2022;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Extranjera;2021;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Extranjera;2020;1
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Extranjera;2019;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Extranjera;2018;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Total;2024;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Total;2023;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Total;2022;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Total;2021;0
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Total;2020;1
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Total;2019;1
PAÍS VASCO;3.5.-Otros contra la libertad sexual;Ambos sexos;Total;2018;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Española;2024;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Española;2023;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Española;2022;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Española;2021;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Española;2020;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Española;2019;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Española;2018;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Extranjera;2024;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Extranjera;2023;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Extranjera;2022;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Extranjera;2021;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Extranjera;2020;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Extranjera;2019;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Extranjera;2018;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Total;2024;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Total;2023;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Total;2022;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Total;2021;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Total;2020;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Total;2019;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Masculino;Total;2018;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Femenino;Española;2024;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Femenino;Española;2023;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Femenino;Española;2022;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Femenino;Española;2021;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Femenino;Española;2020;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Femenino;Española;2019;0
PAÍS VASCO;4. RELACIONES FAMILIARES;Femenino;Española;2018;0
