Comunidades autónomas;Tipología penal;Sexo;periodo;Total
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Masculino;2018;18
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Femenino;2024;9
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Femenino;2023;10
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Femenino;2022;5
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Femenino;2021;3
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Femenino;2020;0
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Femenino;2019;6
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Femenino;2018;8
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2024;132
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2023;90
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2022;77
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2021;34
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2020;34
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2019;26
MURCIA (REGIÓN DE);5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2018;26
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Masculino;2024;35
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Masculino;2023;37
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Masculino;2022;30
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Masculino;2021;22
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Masculino;2020;25
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Masculino;2019;26
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Masculino;2018;26
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Femenino;2024;2
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Femenino;2023;4
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Femenino;2022;3
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Femenino;2021;2
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Femenino;2020;2
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Femenino;2019;2
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Femenino;2018;6
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Ambos sexos;2024;37
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Ambos sexos;2023;41
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Ambos sexos;2022;33
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Ambos sexos;2021;24
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Ambos sexos;2020;27
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Ambos sexos;2019;28
MURCIA (REGIÓN DE);5.4.-Sustracción de vehículos;Ambos sexos;2018;32
MURCIA (REGIÓN DE);5.5.-Estafas;Masculino;2024;117
MURCIA (REGIÓN DE);5.5.-Estafas;Masculino;2023;122
MURCIA (REGIÓN DE);5.5.-Estafas;Masculino;2022;118
MURCIA (REGIÓN DE);5.5.-Estafas;Masculino;2021;94
MURCIA (REGIÓN DE);5.5.-Estafas;Masculino;2020;74
MURCIA (REGIÓN DE);5.5.-Estafas;Masculino;2019;68
MURCIA (REGIÓN DE);5.5.-Estafas;Masculino;2018;54
MURCIA (REGIÓN DE);5.5.-Estafas;Femenino;2024;29
MURCIA (REGIÓN DE);5.5.-Estafas;Femenino;2023;26
MURCIA (REGIÓN DE);5.5.-Estafas;Femenino;2022;21
MURCIA (REGIÓN DE);5.5.-Estafas;Femenino;2021;19
MURCIA (REGIÓN DE);5.5.-Estafas;Femenino;2020;26
MURCIA (REGIÓN DE);5.5.-Estafas;Femenino;2019;25
MURCIA (REGIÓN DE);5.5.-Estafas;Femenino;2018;19
MURCIA (REGIÓN DE);5.5.-Estafas;Ambos sexos;2024;146
MURCIA (REGIÓN DE);5.5.-Estafas;Ambos sexos;2023;148
MURCIA (REGIÓN DE);5.5.-Estafas;Ambos sexos;2022;139
MURCIA (REGIÓN DE);5.5.-Estafas;Ambos sexos;2021;113
MURCIA (REGIÓN DE);5.5.-Estafas;Ambos sexos;2020;100
MURCIA (REGIÓN DE);5.5.-Estafas;Ambos sexos;2019;93
MURCIA (REGIÓN DE);5.5.-Estafas;Ambos sexos;2018;73
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Masculino;2024;51
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Masculino;2023;56
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Masculino;2022;40
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Masculino;2021;28
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Masculino;2020;33
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Masculino;2019;18
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Masculino;2018;13
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Femenino;2024;16
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Femenino;2023;11
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Femenino;2022;11
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Femenino;2021;11
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Femenino;2020;10
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Femenino;2019;3
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Femenino;2018;3
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Ambos sexos;2024;67
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Ambos sexos;2023;67
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Ambos sexos;2022;51
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Ambos sexos;2021;39
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Ambos sexos;2020;43
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Ambos sexos;2019;21
MURCIA (REGIÓN DE);5.5.1.-Estafas informáticas;Ambos sexos;2018;16
MURCIA (REGIÓN DE);5.6.-Daños;Masculino;2024;128
MURCIA (REGIÓN DE);5.6.-Daños;Masculino;2023;133
MURCIA (REGIÓN DE);5.6.-Daños;Masculino;2022;118
MURCIA (REGIÓN DE);5.6.-Daños;Masculino;2021;117
MURCIA (REGIÓN DE);5.6.-Daños;Masculino;2020;102
MURCIA (REGIÓN DE);5.6.-Daños;Masculino;2019;76
MURCIA (REGIÓN DE);5.6.-Daños;Masculino;2018;84
MURCIA (REGIÓN DE);5.6.-Daños;Femenino;2024;14
MURCIA (REGIÓN DE);5.6.-Daños;Femenino;2023;16
MURCIA (REGIÓN DE);5.6.-Daños;Femenino;2022;11
MURCIA (REGIÓN DE);5.6.-Daños;Femenino;2021;9
MURCIA (REGIÓN DE);5.6.-Daños;Femenino;2020;9
MURCIA (REGIÓN DE);5.6.-Daños;Femenino;2019;10
MURCIA (REGIÓN DE);5.6.-Daños;Femenino;2018;9
MURCIA (REGIÓN DE);5.6.-Daños;Ambos sexos;2024;142
MURCIA (REGIÓN DE);5.6.-Daños;Ambos sexos;2023;149
MURCIA (REGIÓN DE);5.6.-Daños;Ambos sexos;2022;129
MURCIA (REGIÓN DE);5.6.-Daños;Ambos sexos;2021;126
MURCIA (REGIÓN DE);5.6.-Daños;Ambos sexos;2020;111
MURCIA (REGIÓN DE);5.6.-Daños;Ambos sexos;2019;86
MURCIA (REGIÓN DE);5.6.-Daños;Ambos sexos;2018;93
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Masculino;2024;14
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Masculino;2023;24
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Masculino;2022;22
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Masculino;2021;22
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Masculino;2020;38
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Masculino;2019;15
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Masculino;2018;7
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Femenino;2024;1
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Femenino;2023;1
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Femenino;2022;11
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Femenino;2021;5
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Femenino;2020;6
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Femenino;2019;0
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Femenino;2018;6
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2024;15
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2023;25
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2022;33
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2021;27
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2020;44
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2019;15
MURCIA (REGIÓN DE);5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2018;13
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Masculino;2024;1
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Masculino;2023;6
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Masculino;2022;1
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Masculino;2021;0
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Masculino;2020;0
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Masculino;2019;3
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Masculino;2018;2
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Femenino;2024;0
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Femenino;2023;5
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Femenino;2022;0
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Femenino;2021;1
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Femenino;2020;1
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Femenino;2019;3
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Femenino;2018;0
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Ambos sexos;2024;1
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Ambos sexos;2023;11
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Ambos sexos;2022;1
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Ambos sexos;2021;1
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Ambos sexos;2020;1
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Ambos sexos;2019;6
MURCIA (REGIÓN DE);5.8.-Blanqueo de capitales;Ambos sexos;2018;2
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Masculino;2024;127
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Masculino;2023;116
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Masculino;2022;83
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Masculino;2021;100
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Masculino;2020;76
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Masculino;2019;81
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Masculino;2018;73
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Femenino;2024;38
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Femenino;2023;26
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Femenino;2022;37
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Femenino;2021;24
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Femenino;2020;25
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Femenino;2019;24
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Femenino;2018;14
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Ambos sexos;2024;165
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Ambos sexos;2023;142
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Ambos sexos;2022;120
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Ambos sexos;2021;124
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Ambos sexos;2020;101
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Ambos sexos;2019;105
MURCIA (REGIÓN DE);5.9.-Otros contra el patrimonio;Ambos sexos;2018;87
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Masculino;2024;567
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Masculino;2023;495
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Masculino;2022;482
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Masculino;2021;419
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Masculino;2020;377
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Masculino;2019;457
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Masculino;2018;437
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Femenino;2024;64
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Femenino;2023;57
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Femenino;2022;47
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Femenino;2021;52
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Femenino;2020;36
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Femenino;2019;39
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Femenino;2018;47
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Ambos sexos;2024;631
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Ambos sexos;2023;552
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Ambos sexos;2022;529
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Ambos sexos;2021;471
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Ambos sexos;2020;413
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Ambos sexos;2019;496
MURCIA (REGIÓN DE);6. SEGURIDAD COLECTIVA;Ambos sexos;2018;484
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Masculino;2024;194
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Masculino;2023;195
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Masculino;2022;167
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Masculino;2021;152
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Masculino;2020;122
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Masculino;2019;104
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Masculino;2018;114
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Femenino;2024;28
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Femenino;2023;28
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Femenino;2022;24
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Femenino;2021;24
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Femenino;2020;16
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Femenino;2019;14
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Femenino;2018;18
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Ambos sexos;2024;222
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Ambos sexos;2023;223
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Ambos sexos;2022;191
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Ambos sexos;2021;176
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Ambos sexos;2020;138
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Ambos sexos;2019;118
MURCIA (REGIÓN DE);6.1.-Tráfico de drogas;Ambos sexos;2018;132
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Masculino;2024;361
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Masculino;2023;295
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Masculino;2022;306
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Masculino;2021;264
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Masculino;2020;251
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Masculino;2019;338
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Masculino;2018;309
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Femenino;2024;35
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Femenino;2023;27
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Femenino;2022;23
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Femenino;2021;27
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Femenino;2020;18
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Femenino;2019;22
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Femenino;2018;26
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Ambos sexos;2024;396
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Ambos sexos;2023;322
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Ambos sexos;2022;329
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Ambos sexos;2021;291
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Ambos sexos;2020;269
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Ambos sexos;2019;360
MURCIA (REGIÓN DE);6.2.-Contra la seguridad vial;Ambos sexos;2018;335
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Masculino;2024;12
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Masculino;2023;5
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Masculino;2022;9
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Masculino;2021;3
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Masculino;2020;4
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Masculino;2019;15
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Masculino;2018;14
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Femenino;2024;1
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Femenino;2023;2
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Femenino;2022;0
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Femenino;2021;1
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Femenino;2020;2
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Femenino;2019;3
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Femenino;2018;3
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Ambos sexos;2024;13
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Ambos sexos;2023;7
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Ambos sexos;2022;9
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Ambos sexos;2021;4
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Ambos sexos;2020;6
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Ambos sexos;2019;18
MURCIA (REGIÓN DE);6.3.-Otros contra la seguridad colectiva;Ambos sexos;2018;17
MURCIA (REGIÓN DE);7. FALSEDADES;Masculino;2024;326
MURCIA (REGIÓN DE);7. FALSEDADES;Masculino;2023;269
MURCIA (REGIÓN DE);7. FALSEDADES;Masculino;2022;335
MURCIA (REGIÓN DE);7. FALSEDADES;Masculino;2021;426
MURCIA (REGIÓN DE);7. FALSEDADES;Masculino;2020;354
MURCIA (REGIÓN DE);7. FALSEDADES;Masculino;2019;220
MURCIA (REGIÓN DE);7. FALSEDADES;Masculino;2018;186
MURCIA (REGIÓN DE);7. FALSEDADES;Femenino;2024;58
MURCIA (REGIÓN DE);7. FALSEDADES;Femenino;2023;41
MURCIA (REGIÓN DE);7. FALSEDADES;Femenino;2022;34
MURCIA (REGIÓN DE);7. FALSEDADES;Femenino;2021;43
MURCIA (REGIÓN DE);7. FALSEDADES;Femenino;2020;39
MURCIA (REGIÓN DE);7. FALSEDADES;Femenino;2019;31
MURCIA (REGIÓN DE);7. FALSEDADES;Femenino;2018;46
MURCIA (REGIÓN DE);7. FALSEDADES;Ambos sexos;2024;384
MURCIA (REGIÓN DE);7. FALSEDADES;Ambos sexos;2023;310
MURCIA (REGIÓN DE);7. FALSEDADES;Ambos sexos;2022;369
MURCIA (REGIÓN DE);7. FALSEDADES;Ambos sexos;2021;469
MURCIA (REGIÓN DE);7. FALSEDADES;Ambos sexos;2020;393
MURCIA (REGIÓN DE);7. FALSEDADES;Ambos sexos;2019;251
MURCIA (REGIÓN DE);7. FALSEDADES;Ambos sexos;2018;232
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Masculino;2024;2
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Masculino;2023;3
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Masculino;2022;0
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Masculino;2021;3
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Masculino;2020;0
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Masculino;2019;0
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Masculino;2018;0
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Femenino;2024;0
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Femenino;2023;0
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Femenino;2022;1
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Femenino;2021;1
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Femenino;2020;0
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Femenino;2019;0
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Femenino;2018;0
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Ambos sexos;2024;2
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Ambos sexos;2023;3
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Ambos sexos;2022;1
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Ambos sexos;2021;4
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Ambos sexos;2020;0
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Ambos sexos;2019;0
MURCIA (REGIÓN DE);8. ADMÓN. PÚBLICA;Ambos sexos;2018;0
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Masculino;2024;409
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Masculino;2023;382
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Masculino;2022;300
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Masculino;2021;242
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Masculino;2020;251
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Masculino;2019;208
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Masculino;2018;174
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Femenino;2024;25
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Femenino;2023;31
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Femenino;2022;19
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Femenino;2021;17
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Femenino;2020;18
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Femenino;2019;33
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Femenino;2018;17
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Ambos sexos;2024;434
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Ambos sexos;2023;413
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Ambos sexos;2022;319
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Ambos sexos;2021;259
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Ambos sexos;2020;269
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Ambos sexos;2019;241
MURCIA (REGIÓN DE);9. ADMÓN. JUSTICIA;Ambos sexos;2018;191
MURCIA (REGIÓN DE);10. ORDEN PÚBLICO;Masculino;2024;450
MURCIA (REGIÓN DE);10. ORDEN PÚBLICO;Masculino;2023;347
MURCIA (REGIÓN DE);10. ORDEN PÚBLICO;Masculino;2022;274
MURCIA (REGIÓN DE);10. ORDEN PÚBLICO;Masculino;2021;264
MURCIA (REGIÓN DE);10. ORDEN PÚBLICO;Masculino;2020;314
MURCIA (REGIÓN DE);10. ORDEN PÚBLICO;Masculino;2019;160
MURCIA (REGIÓN DE);10. ORDEN PÚBLICO;Masculino;2018;150
MURCIA (REGIÓN DE);10. ORDEN PÚBLICO;Femenino;2024;41
MURCIA (REGIÓN DE);10. ORDEN PÚBLICO;Femenino;2023;36
MURCIA (REGIÓN DE);10. ORDEN PÚBLICO;Femenino;2022;35
MURCIA (REGIÓN DE);10. ORDEN PÚBLICO;Femenino;2021;40
MURCIA (REGIÓN DE);10. ORDEN PÚBLICO;Femenino;2020;30
MURCIA (REGIÓN DE);10. ORDEN PÚBLICO;Femenino;2019;15
MURCIA (REGIÓN DE);10. ORDEN PÚBLICO;Femenino;2018;29
