Comunidades autónomas;Nacionalidad;Sexo;periodo;Total
CATALUÑA;3.06.-Filipinas;Ambos sexos;2021;92
CATALUÑA;3.06.-Filipinas;Ambos sexos;2020;121
CATALUÑA;3.06.-Filipinas;Ambos sexos;2019;3
CATALUÑA;3.06.-Filipinas;Ambos sexos;2018;0
CATALUÑA;3.07.-Resto de Asia;Masculino;2024;410
CATALUÑA;3.07.-Resto de Asia;Masculino;2023;300
CATALUÑA;3.07.-Resto de Asia;Masculino;2022;261
CATALUÑA;3.07.-Resto de Asia;Masculino;2021;211
CATALUÑA;3.07.-Resto de Asia;Masculino;2020;254
CATALUÑA;3.07.-Resto de Asia;Masculino;2019;59
CATALUÑA;3.07.-Resto de Asia;Masculino;2018;146
CATALUÑA;3.07.-Resto de Asia;Femenino;2024;67
CATALUÑA;3.07.-Resto de Asia;Femenino;2023;38
CATALUÑA;3.07.-Resto de Asia;Femenino;2022;36
CATALUÑA;3.07.-Resto de Asia;Femenino;2021;30
CATALUÑA;3.07.-Resto de Asia;Femenino;2020;27
CATALUÑA;3.07.-Resto de Asia;Femenino;2019;11
CATALUÑA;3.07.-Resto de Asia;Femenino;2018;43
CATALUÑA;3.07.-Resto de Asia;Ambos sexos;2024;477
CATALUÑA;3.07.-Resto de Asia;Ambos sexos;2023;338
CATALUÑA;3.07.-Resto de Asia;Ambos sexos;2022;297
CATALUÑA;3.07.-Resto de Asia;Ambos sexos;2021;241
CATALUÑA;3.07.-Resto de Asia;Ambos sexos;2020;281
CATALUÑA;3.07.-Resto de Asia;Ambos sexos;2019;70
CATALUÑA;3.07.-Resto de Asia;Ambos sexos;2018;189
CATALUÑA;4.-CONTINENTE EUROPEO;Masculino;2024;12.094
CATALUÑA;4.-CONTINENTE EUROPEO;Masculino;2023;11.032
CATALUÑA;4.-CONTINENTE EUROPEO;Masculino;2022;9.635
CATALUÑA;4.-CONTINENTE EUROPEO;Masculino;2021;7.583
CATALUÑA;4.-CONTINENTE EUROPEO;Masculino;2020;7.292
CATALUÑA;4.-CONTINENTE EUROPEO;Masculino;2019;1.019
CATALUÑA;4.-CONTINENTE EUROPEO;Masculino;2018;826
CATALUÑA;4.-CONTINENTE EUROPEO;Femenino;2024;4.109
CATALUÑA;4.-CONTINENTE EUROPEO;Femenino;2023;3.365
CATALUÑA;4.-CONTINENTE EUROPEO;Femenino;2022;2.702
CATALUÑA;4.-CONTINENTE EUROPEO;Femenino;2021;1.980
CATALUÑA;4.-CONTINENTE EUROPEO;Femenino;2020;1.860
CATALUÑA;4.-CONTINENTE EUROPEO;Femenino;2019;212
CATALUÑA;4.-CONTINENTE EUROPEO;Femenino;2018;155
CATALUÑA;4.-CONTINENTE EUROPEO;Ambos sexos;2024;16.203
CATALUÑA;4.-CONTINENTE EUROPEO;Ambos sexos;2023;14.397
CATALUÑA;4.-CONTINENTE EUROPEO;Ambos sexos;2022;12.337
CATALUÑA;4.-CONTINENTE EUROPEO;Ambos sexos;2021;9.563
CATALUÑA;4.-CONTINENTE EUROPEO;Ambos sexos;2020;9.152
CATALUÑA;4.-CONTINENTE EUROPEO;Ambos sexos;2019;1.231
CATALUÑA;4.-CONTINENTE EUROPEO;Ambos sexos;2018;981
CATALUÑA;4.01.-Rumanía;Masculino;2024;3.978
CATALUÑA;4.01.-Rumanía;Masculino;2023;3.193
CATALUÑA;4.01.-Rumanía;Masculino;2022;2.763
CATALUÑA;4.01.-Rumanía;Masculino;2021;2.325
CATALUÑA;4.01.-Rumanía;Masculino;2020;2.270
CATALUÑA;4.01.-Rumanía;Masculino;2019;92
CATALUÑA;4.01.-Rumanía;Masculino;2018;83
CATALUÑA;4.01.-Rumanía;Femenino;2024;1.454
CATALUÑA;4.01.-Rumanía;Femenino;2023;1.204
CATALUÑA;4.01.-Rumanía;Femenino;2022;898
CATALUÑA;4.01.-Rumanía;Femenino;2021;849
CATALUÑA;4.01.-Rumanía;Femenino;2020;763
CATALUÑA;4.01.-Rumanía;Femenino;2019;30
CATALUÑA;4.01.-Rumanía;Femenino;2018;31
CATALUÑA;4.01.-Rumanía;Ambos sexos;2024;5.432
CATALUÑA;4.01.-Rumanía;Ambos sexos;2023;4.397
CATALUÑA;4.01.-Rumanía;Ambos sexos;2022;3.661
CATALUÑA;4.01.-Rumanía;Ambos sexos;2021;3.174
CATALUÑA;4.01.-Rumanía;Ambos sexos;2020;3.033
CATALUÑA;4.01.-Rumanía;Ambos sexos;2019;122
CATALUÑA;4.01.-Rumanía;Ambos sexos;2018;114
CATALUÑA;4.02.-Bulgaría;Masculino;2024;177
CATALUÑA;4.02.-Bulgaría;Masculino;2023;208
CATALUÑA;4.02.-Bulgaría;Masculino;2022;218
CATALUÑA;4.02.-Bulgaría;Masculino;2021;162
CATALUÑA;4.02.-Bulgaría;Masculino;2020;178
CATALUÑA;4.02.-Bulgaría;Masculino;2019;6
CATALUÑA;4.02.-Bulgaría;Masculino;2018;9
CATALUÑA;4.02.-Bulgaría;Femenino;2024;260
CATALUÑA;4.02.-Bulgaría;Femenino;2023;172
CATALUÑA;4.02.-Bulgaría;Femenino;2022;72
CATALUÑA;4.02.-Bulgaría;Femenino;2021;30
CATALUÑA;4.02.-Bulgaría;Femenino;2020;44
CATALUÑA;4.02.-Bulgaría;Femenino;2019;4
CATALUÑA;4.02.-Bulgaría;Femenino;2018;5
CATALUÑA;4.02.-Bulgaría;Ambos sexos;2024;437
CATALUÑA;4.02.-Bulgaría;Ambos sexos;2023;380
CATALUÑA;4.02.-Bulgaría;Ambos sexos;2022;290
CATALUÑA;4.02.-Bulgaría;Ambos sexos;2021;192
CATALUÑA;4.02.-Bulgaría;Ambos sexos;2020;222
CATALUÑA;4.02.-Bulgaría;Ambos sexos;2019;10
CATALUÑA;4.02.-Bulgaría;Ambos sexos;2018;14
CATALUÑA;4.03.-Reino Unido;Masculino;2024;252
CATALUÑA;4.03.-Reino Unido;Masculino;2023;240
CATALUÑA;4.03.-Reino Unido;Masculino;2022;166
CATALUÑA;4.03.-Reino Unido;Masculino;2021;159
CATALUÑA;4.03.-Reino Unido;Masculino;2020;160
CATALUÑA;4.03.-Reino Unido;Masculino;2019;24
CATALUÑA;4.03.-Reino Unido;Masculino;2018;29
CATALUÑA;4.03.-Reino Unido;Femenino;2024;53
CATALUÑA;4.03.-Reino Unido;Femenino;2023;34
CATALUÑA;4.03.-Reino Unido;Femenino;2022;39
CATALUÑA;4.03.-Reino Unido;Femenino;2021;26
CATALUÑA;4.03.-Reino Unido;Femenino;2020;29
CATALUÑA;4.03.-Reino Unido;Femenino;2019;2
CATALUÑA;4.03.-Reino Unido;Femenino;2018;2
CATALUÑA;4.03.-Reino Unido;Ambos sexos;2024;305
CATALUÑA;4.03.-Reino Unido;Ambos sexos;2023;274
CATALUÑA;4.03.-Reino Unido;Ambos sexos;2022;205
CATALUÑA;4.03.-Reino Unido;Ambos sexos;2021;185
CATALUÑA;4.03.-Reino Unido;Ambos sexos;2020;189
CATALUÑA;4.03.-Reino Unido;Ambos sexos;2019;26
CATALUÑA;4.03.-Reino Unido;Ambos sexos;2018;31
CATALUÑA;4.04.-Portugal;Masculino;2024;176
CATALUÑA;4.04.-Portugal;Masculino;2023;217
CATALUÑA;4.04.-Portugal;Masculino;2022;198
CATALUÑA;4.04.-Portugal;Masculino;2021;157
CATALUÑA;4.04.-Portugal;Masculino;2020;161
CATALUÑA;4.04.-Portugal;Masculino;2019;8
CATALUÑA;4.04.-Portugal;Masculino;2018;9
CATALUÑA;4.04.-Portugal;Femenino;2024;55
CATALUÑA;4.04.-Portugal;Femenino;2023;72
CATALUÑA;4.04.-Portugal;Femenino;2022;28
CATALUÑA;4.04.-Portugal;Femenino;2021;38
CATALUÑA;4.04.-Portugal;Femenino;2020;36
CATALUÑA;4.04.-Portugal;Femenino;2019;5
CATALUÑA;4.04.-Portugal;Femenino;2018;2
CATALUÑA;4.04.-Portugal;Ambos sexos;2024;231
CATALUÑA;4.04.-Portugal;Ambos sexos;2023;289
CATALUÑA;4.04.-Portugal;Ambos sexos;2022;226
CATALUÑA;4.04.-Portugal;Ambos sexos;2021;195
CATALUÑA;4.04.-Portugal;Ambos sexos;2020;197
CATALUÑA;4.04.-Portugal;Ambos sexos;2019;13
CATALUÑA;4.04.-Portugal;Ambos sexos;2018;11
CATALUÑA;4.05.-Francia;Masculino;2024;1.078
CATALUÑA;4.05.-Francia;Masculino;2023;1.000
CATALUÑA;4.05.-Francia;Masculino;2022;905
CATALUÑA;4.05.-Francia;Masculino;2021;734
CATALUÑA;4.05.-Francia;Masculino;2020;658
CATALUÑA;4.05.-Francia;Masculino;2019;83
CATALUÑA;4.05.-Francia;Masculino;2018;91
CATALUÑA;4.05.-Francia;Femenino;2024;308
CATALUÑA;4.05.-Francia;Femenino;2023;240
CATALUÑA;4.05.-Francia;Femenino;2022;153
CATALUÑA;4.05.-Francia;Femenino;2021;132
CATALUÑA;4.05.-Francia;Femenino;2020;105
CATALUÑA;4.05.-Francia;Femenino;2019;18
CATALUÑA;4.05.-Francia;Femenino;2018;11
CATALUÑA;4.05.-Francia;Ambos sexos;2024;1.386
CATALUÑA;4.05.-Francia;Ambos sexos;2023;1.240
CATALUÑA;4.05.-Francia;Ambos sexos;2022;1.058
CATALUÑA;4.05.-Francia;Ambos sexos;2021;866
CATALUÑA;4.05.-Francia;Ambos sexos;2020;763
CATALUÑA;4.05.-Francia;Ambos sexos;2019;101
CATALUÑA;4.05.-Francia;Ambos sexos;2018;102
CATALUÑA;4.06.-Italia;Masculino;2024;871
CATALUÑA;4.06.-Italia;Masculino;2023;830
CATALUÑA;4.06.-Italia;Masculino;2022;791
CATALUÑA;4.06.-Italia;Masculino;2021;576
CATALUÑA;4.06.-Italia;Masculino;2020;543
CATALUÑA;4.06.-Italia;Masculino;2019;47
CATALUÑA;4.06.-Italia;Masculino;2018;42
CATALUÑA;4.06.-Italia;Femenino;2024;299
CATALUÑA;4.06.-Italia;Femenino;2023;225
CATALUÑA;4.06.-Italia;Femenino;2022;194
CATALUÑA;4.06.-Italia;Femenino;2021;146
CATALUÑA;4.06.-Italia;Femenino;2020;143
CATALUÑA;4.06.-Italia;Femenino;2019;13
CATALUÑA;4.06.-Italia;Femenino;2018;10
CATALUÑA;4.06.-Italia;Ambos sexos;2024;1.170
CATALUÑA;4.06.-Italia;Ambos sexos;2023;1.055
CATALUÑA;4.06.-Italia;Ambos sexos;2022;985
CATALUÑA;4.06.-Italia;Ambos sexos;2021;722
CATALUÑA;4.06.-Italia;Ambos sexos;2020;686
CATALUÑA;4.06.-Italia;Ambos sexos;2019;60
CATALUÑA;4.06.-Italia;Ambos sexos;2018;52
CATALUÑA;4.07.-Alemania;Masculino;2024;218
CATALUÑA;4.07.-Alemania;Masculino;2023;235
CATALUÑA;4.07.-Alemania;Masculino;2022;214
CATALUÑA;4.07.-Alemania;Masculino;2021;150
CATALUÑA;4.07.-Alemania;Masculino;2020;10
CATALUÑA;4.07.-Alemania;Masculino;2019;11
CATALUÑA;4.07.-Alemania;Masculino;2018;16
CATALUÑA;4.07.-Alemania;Femenino;2024;65
CATALUÑA;4.07.-Alemania;Femenino;2023;66
CATALUÑA;4.07.-Alemania;Femenino;2022;63
CATALUÑA;4.07.-Alemania;Femenino;2021;43
CATALUÑA;4.07.-Alemania;Femenino;2020;3
CATALUÑA;4.07.-Alemania;Femenino;2019;2
CATALUÑA;4.07.-Alemania;Femenino;2018;2
CATALUÑA;4.07.-Alemania;Ambos sexos;2024;283
CATALUÑA;4.07.-Alemania;Ambos sexos;2023;301
CATALUÑA;4.07.-Alemania;Ambos sexos;2022;277
CATALUÑA;4.07.-Alemania;Ambos sexos;2021;193
CATALUÑA;4.07.-Alemania;Ambos sexos;2020;13
CATALUÑA;4.07.-Alemania;Ambos sexos;2019;13
CATALUÑA;4.07.-Alemania;Ambos sexos;2018;18
CATALUÑA;4.08.-Polonia;Masculino;2024;191
CATALUÑA;4.08.-Polonia;Masculino;2023;192
CATALUÑA;4.08.-Polonia;Masculino;2022;226
CATALUÑA;4.08.-Polonia;Masculino;2021;157
CATALUÑA;4.08.-Polonia;Masculino;2020;171
CATALUÑA;4.08.-Polonia;Masculino;2019;16
CATALUÑA;4.08.-Polonia;Masculino;2018;12
CATALUÑA;4.08.-Polonia;Femenino;2024;45
CATALUÑA;4.08.-Polonia;Femenino;2023;44
CATALUÑA;4.08.-Polonia;Femenino;2022;48
CATALUÑA;4.08.-Polonia;Femenino;2021;36
CATALUÑA;4.08.-Polonia;Femenino;2020;31
CATALUÑA;4.08.-Polonia;Femenino;2019;2
CATALUÑA;4.08.-Polonia;Femenino;2018;2
CATALUÑA;4.08.-Polonia;Ambos sexos;2024;236
CATALUÑA;4.08.-Polonia;Ambos sexos;2023;236
CATALUÑA;4.08.-Polonia;Ambos sexos;2022;274
CATALUÑA;4.08.-Polonia;Ambos sexos;2021;193
CATALUÑA;4.08.-Polonia;Ambos sexos;2020;202
CATALUÑA;4.08.-Polonia;Ambos sexos;2019;18
CATALUÑA;4.08.-Polonia;Ambos sexos;2018;14
CATALUÑA;4.09.-Ucrania;Masculino;2024;399
CATALUÑA;4.09.-Ucrania;Masculino;2023;384
CATALUÑA;4.09.-Ucrania;Masculino;2022;303
CATALUÑA;4.09.-Ucrania;Masculino;2021;214
CATALUÑA;4.09.-Ucrania;Masculino;2020;206
CATALUÑA;4.09.-Ucrania;Masculino;2019;34
CATALUÑA;4.09.-Ucrania;Masculino;2018;13
CATALUÑA;4.09.-Ucrania;Femenino;2024;159
CATALUÑA;4.09.-Ucrania;Femenino;2023;132
CATALUÑA;4.09.-Ucrania;Femenino;2022;116
CATALUÑA;4.09.-Ucrania;Femenino;2021;68
CATALUÑA;4.09.-Ucrania;Femenino;2020;81
CATALUÑA;4.09.-Ucrania;Femenino;2019;6
CATALUÑA;4.09.-Ucrania;Femenino;2018;3
CATALUÑA;4.09.-Ucrania;Ambos sexos;2024;558
CATALUÑA;4.09.-Ucrania;Ambos sexos;2023;516
CATALUÑA;4.09.-Ucrania;Ambos sexos;2022;419
CATALUÑA;4.09.-Ucrania;Ambos sexos;2021;282
CATALUÑA;4.09.-Ucrania;Ambos sexos;2020;287
CATALUÑA;4.09.-Ucrania;Ambos sexos;2019;40
CATALUÑA;4.09.-Ucrania;Ambos sexos;2018;16
CATALUÑA;4.10.-Rusia;Masculino;2024;149
CATALUÑA;4.10.-Rusia;Masculino;2023;198
CATALUÑA;4.10.-Rusia;Masculino;2022;175
CATALUÑA;4.10.-Rusia;Masculino;2021;137
CATALUÑA;4.10.-Rusia;Masculino;2020;188
CATALUÑA;4.10.-Rusia;Masculino;2019;15
CATALUÑA;4.10.-Rusia;Masculino;2018;7
CATALUÑA;4.10.-Rusia;Femenino;2024;131
CATALUÑA;4.10.-Rusia;Femenino;2023;125
CATALUÑA;4.10.-Rusia;Femenino;2022;147
CATALUÑA;4.10.-Rusia;Femenino;2021;101
CATALUÑA;4.10.-Rusia;Femenino;2020;109
CATALUÑA;4.10.-Rusia;Femenino;2019;8
CATALUÑA;4.10.-Rusia;Femenino;2018;4
CATALUÑA;4.10.-Rusia;Ambos sexos;2024;280
CATALUÑA;4.10.-Rusia;Ambos sexos;2023;323
CATALUÑA;4.10.-Rusia;Ambos sexos;2022;322
CATALUÑA;4.10.-Rusia;Ambos sexos;2021;238
CATALUÑA;4.10.-Rusia;Ambos sexos;2020;297
CATALUÑA;4.10.-Rusia;Ambos sexos;2019;23
CATALUÑA;4.10.-Rusia;Ambos sexos;2018;11
CATALUÑA;4.11.-Lituania;Masculino;2024;63
CATALUÑA;4.11.-Lituania;Masculino;2023;72
CATALUÑA;4.11.-Lituania;Masculino;2022;65
CATALUÑA;4.11.-Lituania;Masculino;2021;68
CATALUÑA;4.11.-Lituania;Masculino;2020;79
CATALUÑA;4.11.-Lituania;Masculino;2019;2
CATALUÑA;4.11.-Lituania;Masculino;2018;7
CATALUÑA;4.11.-Lituania;Femenino;2024;8
CATALUÑA;4.11.-Lituania;Femenino;2023;8
CATALUÑA;4.11.-Lituania;Femenino;2022;15
CATALUÑA;4.11.-Lituania;Femenino;2021;12
CATALUÑA;4.11.-Lituania;Femenino;2020;12
CATALUÑA;4.11.-Lituania;Femenino;2019;1
CATALUÑA;4.11.-Lituania;Femenino;2018;1
CATALUÑA;4.11.-Lituania;Ambos sexos;2024;71
CATALUÑA;4.11.-Lituania;Ambos sexos;2023;80
CATALUÑA;4.11.-Lituania;Ambos sexos;2022;80
CATALUÑA;4.11.-Lituania;Ambos sexos;2021;80
CATALUÑA;4.11.-Lituania;Ambos sexos;2020;91
CATALUÑA;4.11.-Lituania;Ambos sexos;2019;3
CATALUÑA;4.11.-Lituania;Ambos sexos;2018;8
CATALUÑA;4.12.-Holanda;Masculino;2024;142
CATALUÑA;4.12.-Holanda;Masculino;2023;150
CATALUÑA;4.12.-Holanda;Masculino;2022;143
CATALUÑA;4.12.-Holanda;Masculino;2021;128
CATALUÑA;4.12.-Holanda;Masculino;2020;117
CATALUÑA;4.12.-Holanda;Masculino;2019;20
CATALUÑA;4.12.-Holanda;Masculino;2018;21
CATALUÑA;4.12.-Holanda;Femenino;2024;37
CATALUÑA;4.12.-Holanda;Femenino;2023;27
CATALUÑA;4.12.-Holanda;Femenino;2022;26
CATALUÑA;4.12.-Holanda;Femenino;2021;17
CATALUÑA;4.12.-Holanda;Femenino;2020;28
CATALUÑA;4.12.-Holanda;Femenino;2019;3
CATALUÑA;4.12.-Holanda;Femenino;2018;2
CATALUÑA;4.12.-Holanda;Ambos sexos;2024;179
CATALUÑA;4.12.-Holanda;Ambos sexos;2023;177
CATALUÑA;4.12.-Holanda;Ambos sexos;2022;169
CATALUÑA;4.12.-Holanda;Ambos sexos;2021;145
CATALUÑA;4.12.-Holanda;Ambos sexos;2020;145
CATALUÑA;4.12.-Holanda;Ambos sexos;2019;23
CATALUÑA;4.12.-Holanda;Ambos sexos;2018;23
CATALUÑA;4.13.-Bélgica;Masculino;2024;178
CATALUÑA;4.13.-Bélgica;Masculino;2023;157
CATALUÑA;4.13.-Bélgica;Masculino;2022;161
CATALUÑA;4.13.-Bélgica;Masculino;2021;95
CATALUÑA;4.13.-Bélgica;Masculino;2020;56
CATALUÑA;4.13.-Bélgica;Masculino;2019;7
CATALUÑA;4.13.-Bélgica;Masculino;2018;6
CATALUÑA;4.13.-Bélgica;Femenino;2024;29
CATALUÑA;4.13.-Bélgica;Femenino;2023;16
CATALUÑA;4.13.-Bélgica;Femenino;2022;32
CATALUÑA;4.13.-Bélgica;Femenino;2021;7
CATALUÑA;4.13.-Bélgica;Femenino;2020;8
CATALUÑA;4.13.-Bélgica;Femenino;2019;2
CATALUÑA;4.13.-Bélgica;Femenino;2018;0
CATALUÑA;4.13.-Bélgica;Ambos sexos;2024;207
CATALUÑA;4.13.-Bélgica;Ambos sexos;2023;173
CATALUÑA;4.13.-Bélgica;Ambos sexos;2022;193
CATALUÑA;4.13.-Bélgica;Ambos sexos;2021;102
CATALUÑA;4.13.-Bélgica;Ambos sexos;2020;64
CATALUÑA;4.13.-Bélgica;Ambos sexos;2019;9
CATALUÑA;4.13.-Bélgica;Ambos sexos;2018;6
CATALUÑA;4.14.-Resto de Europa;Masculino;2024;4.222
CATALUÑA;4.14.-Resto de Europa;Masculino;2023;3.956
CATALUÑA;4.14.-Resto de Europa;Masculino;2022;3.307
CATALUÑA;4.14.-Resto de Europa;Masculino;2021;2.521
CATALUÑA;4.14.-Resto de Europa;Masculino;2020;2.495
CATALUÑA;4.14.-Resto de Europa;Masculino;2019;654
CATALUÑA;4.14.-Resto de Europa;Masculino;2018;481
CATALUÑA;4.14.-Resto de Europa;Femenino;2024;1.206
CATALUÑA;4.14.-Resto de Europa;Femenino;2023;1.000
CATALUÑA;4.14.-Resto de Europa;Femenino;2022;871
CATALUÑA;4.14.-Resto de Europa;Femenino;2021;475
CATALUÑA;4.14.-Resto de Europa;Femenino;2020;468
CATALUÑA;4.14.-Resto de Europa;Femenino;2019;116
CATALUÑA;4.14.-Resto de Europa;Femenino;2018;80
CATALUÑA;4.14.-Resto de Europa;Ambos sexos;2024;5.428
CATALUÑA;4.14.-Resto de Europa;Ambos sexos;2023;4.956
CATALUÑA;4.14.-Resto de Europa;Ambos sexos;2022;4.178
CATALUÑA;4.14.-Resto de Europa;Ambos sexos;2021;2.996
CATALUÑA;4.14.-Resto de Europa;Ambos sexos;2020;2.963
CATALUÑA;4.14.-Resto de Europa;Ambos sexos;2019;770
CATALUÑA;4.14.-Resto de Europa;Ambos sexos;2018;561
CATALUÑA;5.-OCEANÍA;Masculino;2024;149
CATALUÑA;5.-OCEANÍA;Masculino;2023;144
CATALUÑA;5.-OCEANÍA;Masculino;2022;79
CATALUÑA;5.-OCEANÍA;Masculino;2021;84
CATALUÑA;5.-OCEANÍA;Masculino;2020;84
CATALUÑA;5.-OCEANÍA;Masculino;2019;0
CATALUÑA;5.-OCEANÍA;Masculino;2018;1
CATALUÑA;5.-OCEANÍA;Femenino;2024;6
CATALUÑA;5.-OCEANÍA;Femenino;2023;7
CATALUÑA;5.-OCEANÍA;Femenino;2022;6
CATALUÑA;5.-OCEANÍA;Femenino;2021;0
CATALUÑA;5.-OCEANÍA;Femenino;2020;4
CATALUÑA;5.-OCEANÍA;Femenino;2019;0
CATALUÑA;5.-OCEANÍA;Femenino;2018;0
CATALUÑA;5.-OCEANÍA;Ambos sexos;2024;155
CATALUÑA;5.-OCEANÍA;Ambos sexos;2023;151
CATALUÑA;5.-OCEANÍA;Ambos sexos;2022;85
CATALUÑA;5.-OCEANÍA;Ambos sexos;2021;84
CATALUÑA;5.-OCEANÍA;Ambos sexos;2020;88
CATALUÑA;5.-OCEANÍA;Ambos sexos;2019;0
CATALUÑA;5.-OCEANÍA;Ambos sexos;2018;1
CATALUÑA;6.-OTROS;Masculino;2024;111
CATALUÑA;6.-OTROS;Masculino;2023;86
CATALUÑA;6.-OTROS;Masculino;2022;135
CATALUÑA;6.-OTROS;Masculino;2021;92
CATALUÑA;6.-OTROS;Masculino;2020;51
CATALUÑA;6.-OTROS;Masculino;2019;2
CATALUÑA;6.-OTROS;Masculino;2018;1
CATALUÑA;6.-OTROS;Femenino;2024;28
CATALUÑA;6.-OTROS;Femenino;2023;31
CATALUÑA;6.-OTROS;Femenino;2022;26
CATALUÑA;6.-OTROS;Femenino;2021;23
CATALUÑA;6.-OTROS;Femenino;2020;16
CATALUÑA;6.-OTROS;Femenino;2019;0
CATALUÑA;6.-OTROS;Femenino;2018;0
CATALUÑA;6.-OTROS;Ambos sexos;2024;139
CATALUÑA;6.-OTROS;Ambos sexos;2023;117
CATALUÑA;6.-OTROS;Ambos sexos;2022;161
CATALUÑA;6.-OTROS;Ambos sexos;2021;115
CATALUÑA;6.-OTROS;Ambos sexos;2020;67
CATALUÑA;6.-OTROS;Ambos sexos;2019;2
CATALUÑA;6.-OTROS;Ambos sexos;2018;1
CATALUÑA;TOTAL;Masculino;2024;53.124
CATALUÑA;TOTAL;Masculino;2023;47.305
CATALUÑA;TOTAL;Masculino;2022;40.958
CATALUÑA;TOTAL;Masculino;2021;33.297
CATALUÑA;TOTAL;Masculino;2020;29.885
CATALUÑA;TOTAL;Masculino;2019;2.324
CATALUÑA;TOTAL;Masculino;2018;2.044
CATALUÑA;TOTAL;Femenino;2024;12.061
CATALUÑA;TOTAL;Femenino;2023;10.424
CATALUÑA;TOTAL;Femenino;2022;8.996
CATALUÑA;TOTAL;Femenino;2021;7.287
CATALUÑA;TOTAL;Femenino;2020;7.286
CATALUÑA;TOTAL;Femenino;2019;526
CATALUÑA;TOTAL;Femenino;2018;463
CATALUÑA;TOTAL;Ambos sexos;2024;65.185
CATALUÑA;TOTAL;Ambos sexos;2023;57.729
CATALUÑA;TOTAL;Ambos sexos;2022;49.954
CATALUÑA;TOTAL;Ambos sexos;2021;40.584
CATALUÑA;TOTAL;Ambos sexos;2020;37.171
CATALUÑA;TOTAL;Ambos sexos;2019;2.850
CATALUÑA;TOTAL;Ambos sexos;2018;2.507
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Masculino;2024;9.343
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Masculino;2023;7.958
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Masculino;2022;6.329
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Masculino;2021;4.990
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Masculino;2020;3.544
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Masculino;2019;3.621
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Masculino;2018;3.494
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Femenino;2024;418
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Femenino;2023;419
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Femenino;2022;344
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Femenino;2021;298
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Femenino;2020;247
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Femenino;2019;263
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Femenino;2018;290
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Ambos sexos;2024;9.761
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Ambos sexos;2023;8.377
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Ambos sexos;2022;6.673
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Ambos sexos;2021;5.288
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Ambos sexos;2020;3.791
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Ambos sexos;2019;3.884
COMUNITAT VALENCIANA;1.-CONTINENTE AFRICANO;Ambos sexos;2018;3.784
COMUNITAT VALENCIANA;1.01.-Marruecos;Masculino;2024;4.770
COMUNITAT VALENCIANA;1.01.-Marruecos;Masculino;2023;4.020
COMUNITAT VALENCIANA;1.01.-Marruecos;Masculino;2022;3.429
COMUNITAT VALENCIANA;1.01.-Marruecos;Masculino;2021;2.636
COMUNITAT VALENCIANA;1.01.-Marruecos;Masculino;2020;1.980
COMUNITAT VALENCIANA;1.01.-Marruecos;Masculino;2019;1.874
COMUNITAT VALENCIANA;1.01.-Marruecos;Masculino;2018;1.860
COMUNITAT VALENCIANA;1.01.-Marruecos;Femenino;2024;235
COMUNITAT VALENCIANA;1.01.-Marruecos;Femenino;2023;205
COMUNITAT VALENCIANA;1.01.-Marruecos;Femenino;2022;217
COMUNITAT VALENCIANA;1.01.-Marruecos;Femenino;2021;184
COMUNITAT VALENCIANA;1.01.-Marruecos;Femenino;2020;134
COMUNITAT VALENCIANA;1.01.-Marruecos;Femenino;2019;152
COMUNITAT VALENCIANA;1.01.-Marruecos;Femenino;2018;169
COMUNITAT VALENCIANA;1.01.-Marruecos;Ambos sexos;2024;5.005
COMUNITAT VALENCIANA;1.01.-Marruecos;Ambos sexos;2023;4.225
COMUNITAT VALENCIANA;1.01.-Marruecos;Ambos sexos;2022;3.646
COMUNITAT VALENCIANA;1.01.-Marruecos;Ambos sexos;2021;2.820
COMUNITAT VALENCIANA;1.01.-Marruecos;Ambos sexos;2020;2.114
COMUNITAT VALENCIANA;1.01.-Marruecos;Ambos sexos;2019;2.026
COMUNITAT VALENCIANA;1.01.-Marruecos;Ambos sexos;2018;2.029
COMUNITAT VALENCIANA;1.02.-Argelia;Masculino;2024;3.718
COMUNITAT VALENCIANA;1.02.-Argelia;Masculino;2023;3.052
COMUNITAT VALENCIANA;1.02.-Argelia;Masculino;2022;2.239
