Provincias;Tipología penal;periodo;Total
Cuenca;5.3.2.-Robos con violencia en viviendas;2019;6
Cuenca;5.3.2.-Robos con violencia en viviendas;2018;7
Cuenca;5.3.3.-Robos con violencia en establecimientos;2024;11
Cuenca;5.3.3.-Robos con violencia en establecimientos;2023;5
Cuenca;5.3.3.-Robos con violencia en establecimientos;2022;4
Cuenca;5.3.3.-Robos con violencia en establecimientos;2021;11
Cuenca;5.3.3.-Robos con violencia en establecimientos;2020;20
Cuenca;5.3.3.-Robos con violencia en establecimientos;2019;10
Cuenca;5.3.3.-Robos con violencia en establecimientos;2018;2
Cuenca;5.4.-Sustracción de vehículos;2024;23
Cuenca;5.4.-Sustracción de vehículos;2023;20
Cuenca;5.4.-Sustracción de vehículos;2022;16
Cuenca;5.4.-Sustracción de vehículos;2021;15
Cuenca;5.4.-Sustracción de vehículos;2020;13
Cuenca;5.4.-Sustracción de vehículos;2019;14
Cuenca;5.4.-Sustracción de vehículos;2018;16
Cuenca;5.5.-Estafas;2024;376
Cuenca;5.5.-Estafas;2023;304
Cuenca;5.5.-Estafas;2022;293
Cuenca;5.5.-Estafas;2021;279
Cuenca;5.5.-Estafas;2020;190
Cuenca;5.5.-Estafas;2019;205
Cuenca;5.5.-Estafas;2018;161
Cuenca;5.5.1.-Estafas informáticas;2024;277
Cuenca;5.5.1.-Estafas informáticas;2023;231
Cuenca;5.5.1.-Estafas informáticas;2022;210
Cuenca;5.5.1.-Estafas informáticas;2021;204
Cuenca;5.5.1.-Estafas informáticas;2020;127
Cuenca;5.5.1.-Estafas informáticas;2019;112
Cuenca;5.5.1.-Estafas informáticas;2018;68
Cuenca;5.6.-Daños;2024;180
Cuenca;5.6.-Daños;2023;185
Cuenca;5.6.-Daños;2022;168
Cuenca;5.6.-Daños;2021;171
Cuenca;5.6.-Daños;2020;120
Cuenca;5.6.-Daños;2019;147
Cuenca;5.6.-Daños;2018;150
Cuenca;5.7.-Contra la propiedad intelectual/industrial;2024;18
Cuenca;5.7.-Contra la propiedad intelectual/industrial;2023;13
Cuenca;5.7.-Contra la propiedad intelectual/industrial;2022;3
Cuenca;5.7.-Contra la propiedad intelectual/industrial;2021;4
Cuenca;5.7.-Contra la propiedad intelectual/industrial;2020;1
Cuenca;5.7.-Contra la propiedad intelectual/industrial;2019;1
Cuenca;5.7.-Contra la propiedad intelectual/industrial;2018;3
Cuenca;5.8.-Blanqueo de capitales;2024;8
Cuenca;5.8.-Blanqueo de capitales;2023;2
Cuenca;5.8.-Blanqueo de capitales;2022;2
Cuenca;5.8.-Blanqueo de capitales;2021;1
Cuenca;5.8.-Blanqueo de capitales;2020;1
Cuenca;5.8.-Blanqueo de capitales;2019;3
Cuenca;5.8.-Blanqueo de capitales;2018;0
Cuenca;5.9.-Otros contra el patrimonio;2024;103
Cuenca;5.9.-Otros contra el patrimonio;2023;85
Cuenca;5.9.-Otros contra el patrimonio;2022;131
Cuenca;5.9.-Otros contra el patrimonio;2021;108
Cuenca;5.9.-Otros contra el patrimonio;2020;69
Cuenca;5.9.-Otros contra el patrimonio;2019;66
Cuenca;5.9.-Otros contra el patrimonio;2018;76
Cuenca;6. SEGURIDAD COLECTIVA;2024;416
Cuenca;6. SEGURIDAD COLECTIVA;2023;382
Cuenca;6. SEGURIDAD COLECTIVA;2022;353
Cuenca;6. SEGURIDAD COLECTIVA;2021;327
Cuenca;6. SEGURIDAD COLECTIVA;2020;270
Cuenca;6. SEGURIDAD COLECTIVA;2019;291
Cuenca;6. SEGURIDAD COLECTIVA;2018;242
Cuenca;6.1.-Tráfico de drogas;2024;45
Cuenca;6.1.-Tráfico de drogas;2023;49
Cuenca;6.1.-Tráfico de drogas;2022;47
Cuenca;6.1.-Tráfico de drogas;2021;50
Cuenca;6.1.-Tráfico de drogas;2020;54
Cuenca;6.1.-Tráfico de drogas;2019;37
Cuenca;6.1.-Tráfico de drogas;2018;26
Cuenca;6.2.-Contra la seguridad vial;2024;361
Cuenca;6.2.-Contra la seguridad vial;2023;325
Cuenca;6.2.-Contra la seguridad vial;2022;296
Cuenca;6.2.-Contra la seguridad vial;2021;269
Cuenca;6.2.-Contra la seguridad vial;2020;213
Cuenca;6.2.-Contra la seguridad vial;2019;244
Cuenca;6.2.-Contra la seguridad vial;2018;214
Cuenca;6.3.-Otros contra la seguridad colectiva;2024;10
Cuenca;6.3.-Otros contra la seguridad colectiva;2023;8
Cuenca;6.3.-Otros contra la seguridad colectiva;2022;10
Cuenca;6.3.-Otros contra la seguridad colectiva;2021;8
Cuenca;6.3.-Otros contra la seguridad colectiva;2020;3
Cuenca;6.3.-Otros contra la seguridad colectiva;2019;10
Cuenca;6.3.-Otros contra la seguridad colectiva;2018;2
Cuenca;7. FALSEDADES;2024;57
Cuenca;7. FALSEDADES;2023;56
Cuenca;7. FALSEDADES;2022;45
Cuenca;7. FALSEDADES;2021;59
Cuenca;7. FALSEDADES;2020;36
Cuenca;7. FALSEDADES;2019;51
Cuenca;7. FALSEDADES;2018;45
Cuenca;8. ADMÓN. PÚBLICA;2024;1
Cuenca;8. ADMÓN. PÚBLICA;2023;3
Cuenca;8. ADMÓN. PÚBLICA;2022;0
Cuenca;8. ADMÓN. PÚBLICA;2021;6
Cuenca;8. ADMÓN. PÚBLICA;2020;2
Cuenca;8. ADMÓN. PÚBLICA;2019;17
Cuenca;8. ADMÓN. PÚBLICA;2018;20
Cuenca;9. ADMÓN. JUSTICIA;2024;189
Cuenca;9. ADMÓN. JUSTICIA;2023;192
Cuenca;9. ADMÓN. JUSTICIA;2022;168
Cuenca;9. ADMÓN. JUSTICIA;2021;144
Cuenca;9. ADMÓN. JUSTICIA;2020;122
Cuenca;9. ADMÓN. JUSTICIA;2019;129
Cuenca;9. ADMÓN. JUSTICIA;2018;111
Cuenca;10. ORDEN PÚBLICO;2024;96
Cuenca;10. ORDEN PÚBLICO;2023;79
Cuenca;10. ORDEN PÚBLICO;2022;52
Cuenca;10. ORDEN PÚBLICO;2021;87
Cuenca;10. ORDEN PÚBLICO;2020;74
Cuenca;10. ORDEN PÚBLICO;2019;51
Cuenca;10. ORDEN PÚBLICO;2018;45
Cuenca;11. LEGISLACIÓN ESPECIAL;2024;3
Cuenca;11. LEGISLACIÓN ESPECIAL;2023;0
Cuenca;11. LEGISLACIÓN ESPECIAL;2022;0
Cuenca;11. LEGISLACIÓN ESPECIAL;2021;0
Cuenca;11. LEGISLACIÓN ESPECIAL;2020;0
Cuenca;11. LEGISLACIÓN ESPECIAL;2019;2
Cuenca;11. LEGISLACIÓN ESPECIAL;2018;1
Cuenca;12. OTRAS INFRACCIONES PENALES;2024;52
Cuenca;12. OTRAS INFRACCIONES PENALES;2023;74
Cuenca;12. OTRAS INFRACCIONES PENALES;2022;58
Cuenca;12. OTRAS INFRACCIONES PENALES;2021;60
Cuenca;12. OTRAS INFRACCIONES PENALES;2020;75
Cuenca;12. OTRAS INFRACCIONES PENALES;2019;48
Cuenca;12. OTRAS INFRACCIONES PENALES;2018;45
Cuenca;TOTAL INFRACCIONES PENALES;2024;3.393
Cuenca;TOTAL INFRACCIONES PENALES;2023;3.138
Cuenca;TOTAL INFRACCIONES PENALES;2022;2.892
Cuenca;TOTAL INFRACCIONES PENALES;2021;2.773
Cuenca;TOTAL INFRACCIONES PENALES;2020;2.240
Cuenca;TOTAL INFRACCIONES PENALES;2019;2.438
Cuenca;TOTAL INFRACCIONES PENALES;2018;2.244
Girona;1. CONTRA LAS PERSONAS;2024;2.655
Girona;1. CONTRA LAS PERSONAS;2023;2.539
Girona;1. CONTRA LAS PERSONAS;2022;2.555
Girona;1. CONTRA LAS PERSONAS;2021;2.117
Girona;1. CONTRA LAS PERSONAS;2020;1.867
Girona;1. CONTRA LAS PERSONAS;2019;2.393
Girona;1. CONTRA LAS PERSONAS;2018;2.252
Girona;1.1.-Homicidios dolosos/asesinatos;2024;20
Girona;1.1.-Homicidios dolosos/asesinatos;2023;22
Girona;1.1.-Homicidios dolosos/asesinatos;2022;24
Girona;1.1.-Homicidios dolosos/asesinatos;2021;24
Girona;1.1.-Homicidios dolosos/asesinatos;2020;20
Girona;1.1.-Homicidios dolosos/asesinatos;2019;22
Girona;1.1.-Homicidios dolosos/asesinatos;2018;15
Girona;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;7
Girona;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;5
Girona;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;12
Girona;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;5
Girona;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;4
Girona;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;0
Girona;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;0
Girona;1.2.-Lesiones;2024;1.569
Girona;1.2.-Lesiones;2023;1.498
Girona;1.2.-Lesiones;2022;1.476
Girona;1.2.-Lesiones;2021;1.174
Girona;1.2.-Lesiones;2020;976
Girona;1.2.-Lesiones;2019;1.379
Girona;1.2.-Lesiones;2018;1.305
Girona;1.3.-Malos tratos ámbito familiar;2024;1.011
Girona;1.3.-Malos tratos ámbito familiar;2023;968
Girona;1.3.-Malos tratos ámbito familiar;2022;1.005
Girona;1.3.-Malos tratos ámbito familiar;2021;880
Girona;1.3.-Malos tratos ámbito familiar;2020;839
Girona;1.3.-Malos tratos ámbito familiar;2019;956
Girona;1.3.-Malos tratos ámbito familiar;2018;895
Girona;1.4.-Otros contra las personas;2024;55
Girona;1.4.-Otros contra las personas;2023;51
Girona;1.4.-Otros contra las personas;2022;50
Girona;1.4.-Otros contra las personas;2021;39
Girona;1.4.-Otros contra las personas;2020;32
Girona;1.4.-Otros contra las personas;2019;36
Girona;1.4.-Otros contra las personas;2018;37
Girona;2. CONTRA LA LIBERTAD;2024;2.144
Girona;2. CONTRA LA LIBERTAD;2023;2.080
Girona;2. CONTRA LA LIBERTAD;2022;1.927
Girona;2. CONTRA LA LIBERTAD;2021;1.899
Girona;2. CONTRA LA LIBERTAD;2020;1.418
Girona;2. CONTRA LA LIBERTAD;2019;1.823
Girona;2. CONTRA LA LIBERTAD;2018;1.877
Girona;2.1.-Malos tratos habituales en el ámbito familiar;2024;173
Girona;2.1.-Malos tratos habituales en el ámbito familiar;2023;222
Girona;2.1.-Malos tratos habituales en el ámbito familiar;2022;163
Girona;2.1.-Malos tratos habituales en el ámbito familiar;2021;188
Girona;2.1.-Malos tratos habituales en el ámbito familiar;2020;123
Girona;2.1.-Malos tratos habituales en el ámbito familiar;2019;174
Girona;2.1.-Malos tratos habituales en el ámbito familiar;2018;161
Girona;2.2.-Otros contra la libertad;2024;1.971
Girona;2.2.-Otros contra la libertad;2023;1.858
Girona;2.2.-Otros contra la libertad;2022;1.764
Girona;2.2.-Otros contra la libertad;2021;1.711
Girona;2.2.-Otros contra la libertad;2020;1.295
Girona;2.2.-Otros contra la libertad;2019;1.649
Girona;2.2.-Otros contra la libertad;2018;1.716
Girona;3. LIBERTAD SEXUAL;2024;426
Girona;3. LIBERTAD SEXUAL;2023;348
Girona;3. LIBERTAD SEXUAL;2022;285
Girona;3. LIBERTAD SEXUAL;2021;271
Girona;3. LIBERTAD SEXUAL;2020;186
Girona;3. LIBERTAD SEXUAL;2019;264
Girona;3. LIBERTAD SEXUAL;2018;226
Girona;3.1.-Agresión sexual;2024;219
Girona;3.1.-Agresión sexual;2023;166
Girona;3.1.-Agresión sexual;2022;174
Girona;3.1.-Agresión sexual;2021;165
Girona;3.1.-Agresión sexual;2020;105
Girona;3.1.-Agresión sexual;2019;150
Girona;3.1.-Agresión sexual;2018;115
Girona;3.2.-Agresión sexual con penetración;2024;158
Girona;3.2.-Agresión sexual con penetración;2023;139
Girona;3.2.-Agresión sexual con penetración;2022;91
Girona;3.2.-Agresión sexual con penetración;2021;86
Girona;3.2.-Agresión sexual con penetración;2020;63
Girona;3.2.-Agresión sexual con penetración;2019;79
Girona;3.2.-Agresión sexual con penetración;2018;75
Girona;3.3.-Corrupción de menores o incapacitados;2024;1
Girona;3.3.-Corrupción de menores o incapacitados;2023;0
Girona;3.3.-Corrupción de menores o incapacitados;2022;1
Girona;3.3.-Corrupción de menores o incapacitados;2021;0
Girona;3.3.-Corrupción de menores o incapacitados;2020;1
Girona;3.3.-Corrupción de menores o incapacitados;2019;0
Girona;3.3.-Corrupción de menores o incapacitados;2018;0
Girona;3.4.-Pornografía de menores;2024;13
Girona;3.4.-Pornografía de menores;2023;11
Girona;3.4.-Pornografía de menores;2022;6
Girona;3.4.-Pornografía de menores;2021;4
Girona;3.4.-Pornografía de menores;2020;7
Girona;3.4.-Pornografía de menores;2019;8
Girona;3.4.-Pornografía de menores;2018;14
Girona;3.5.-Otros contra la libertad sexual;2024;35
Girona;3.5.-Otros contra la libertad sexual;2023;32
Girona;3.5.-Otros contra la libertad sexual;2022;13
Girona;3.5.-Otros contra la libertad sexual;2021;16
Girona;3.5.-Otros contra la libertad sexual;2020;10
Girona;3.5.-Otros contra la libertad sexual;2019;27
Girona;3.5.-Otros contra la libertad sexual;2018;22
Girona;4. RELACIONES FAMILIARES;2024;144
Girona;4. RELACIONES FAMILIARES;2023;162
Girona;4. RELACIONES FAMILIARES;2022;169
Girona;4. RELACIONES FAMILIARES;2021;157
Girona;4. RELACIONES FAMILIARES;2020;172
Girona;4. RELACIONES FAMILIARES;2019;184
Girona;4. RELACIONES FAMILIARES;2018;205
Girona;5. PATRIMONIO;2024;6.365
Girona;5. PATRIMONIO;2023;5.598
Girona;5. PATRIMONIO;2022;5.236
Girona;5. PATRIMONIO;2021;4.521
Girona;5. PATRIMONIO;2020;4.016
Girona;5. PATRIMONIO;2019;5.889
Girona;5. PATRIMONIO;2018;6.081
Girona;5.1.-Hurtos;2024;2.243
Girona;5.1.-Hurtos;2023;1.804
Girona;5.1.-Hurtos;2022;1.677
Girona;5.1.-Hurtos;2021;1.101
Girona;5.1.-Hurtos;2020;907
Girona;5.1.-Hurtos;2019;1.422
Girona;5.1.-Hurtos;2018;1.666
Girona;5.2.-Robos con fuerza en las cosas;2024;765
Girona;5.2.-Robos con fuerza en las cosas;2023;701
Girona;5.2.-Robos con fuerza en las cosas;2022;642
Girona;5.2.-Robos con fuerza en las cosas;2021;642
Girona;5.2.-Robos con fuerza en las cosas;2020;584
Girona;5.2.-Robos con fuerza en las cosas;2019;1.227
Girona;5.2.-Robos con fuerza en las cosas;2018;1.179
Girona;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;147
Girona;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;125
Girona;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;154
Girona;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;158
Girona;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;0
Girona;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;218
Girona;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;186
Girona;5.2.2.-Robos con fuerza en viviendas;2024;261
Girona;5.2.2.-Robos con fuerza en viviendas;2023;227
Girona;5.2.2.-Robos con fuerza en viviendas;2022;197
Girona;5.2.2.-Robos con fuerza en viviendas;2021;223
Girona;5.2.2.-Robos con fuerza en viviendas;2020;242
Girona;5.2.2.-Robos con fuerza en viviendas;2019;1
Girona;5.2.2.-Robos con fuerza en viviendas;2018;0
Girona;5.2.3.-Robos con fuerza en establecimientos;2024;181
Girona;5.2.3.-Robos con fuerza en establecimientos;2023;174
Girona;5.2.3.-Robos con fuerza en establecimientos;2022;141
Girona;5.2.3.-Robos con fuerza en establecimientos;2021;110
Girona;5.2.3.-Robos con fuerza en establecimientos;2020;114
Girona;5.2.3.-Robos con fuerza en establecimientos;2019;0
Girona;5.2.3.-Robos con fuerza en establecimientos;2018;1
Girona;5.3.-Robos con violencia o intimidación;2024;515
Girona;5.3.-Robos con violencia o intimidación;2023;384
Girona;5.3.-Robos con violencia o intimidación;2022;347
Girona;5.3.-Robos con violencia o intimidación;2021;306
Girona;5.3.-Robos con violencia o intimidación;2020;249
Girona;5.3.-Robos con violencia o intimidación;2019;435
Girona;5.3.-Robos con violencia o intimidación;2018;360
Girona;5.3.1.-Robos con violencia en vía pública;2024;268
Girona;5.3.1.-Robos con violencia en vía pública;2023;213
Girona;5.3.1.-Robos con violencia en vía pública;2022;185
Girona;5.3.1.-Robos con violencia en vía pública;2021;171
Girona;5.3.1.-Robos con violencia en vía pública;2020;139
Girona;5.3.1.-Robos con violencia en vía pública;2019;0
Girona;5.3.1.-Robos con violencia en vía pública;2018;0
Girona;5.3.2.-Robos con violencia en viviendas;2024;51
Girona;5.3.2.-Robos con violencia en viviendas;2023;33
Girona;5.3.2.-Robos con violencia en viviendas;2022;40
Girona;5.3.2.-Robos con violencia en viviendas;2021;32
Girona;5.3.2.-Robos con violencia en viviendas;2020;27
Girona;5.3.2.-Robos con violencia en viviendas;2019;0
Girona;5.3.2.-Robos con violencia en viviendas;2018;0
Girona;5.3.3.-Robos con violencia en establecimientos;2024;123
Girona;5.3.3.-Robos con violencia en establecimientos;2023;80
Girona;5.3.3.-Robos con violencia en establecimientos;2022;77
Girona;5.3.3.-Robos con violencia en establecimientos;2021;60
Girona;5.3.3.-Robos con violencia en establecimientos;2020;47
Girona;5.3.3.-Robos con violencia en establecimientos;2019;0
Girona;5.3.3.-Robos con violencia en establecimientos;2018;0
Girona;5.4.-Sustracción de vehículos;2024;292
Girona;5.4.-Sustracción de vehículos;2023;254
Girona;5.4.-Sustracción de vehículos;2022;249
Girona;5.4.-Sustracción de vehículos;2021;187
Girona;5.4.-Sustracción de vehículos;2020;237
Girona;5.4.-Sustracción de vehículos;2019;319
Girona;5.4.-Sustracción de vehículos;2018;303
Girona;5.5.-Estafas;2024;769
Girona;5.5.-Estafas;2023;904
Girona;5.5.-Estafas;2022;798
Girona;5.5.-Estafas;2021;622
Girona;5.5.-Estafas;2020;652
Girona;5.5.-Estafas;2019;974
Girona;5.5.-Estafas;2018;1.087
Girona;5.5.1.-Estafas informáticas;2024;674
Girona;5.5.1.-Estafas informáticas;2023;790
Girona;5.5.1.-Estafas informáticas;2022;670
Girona;5.5.1.-Estafas informáticas;2021;552
Girona;5.5.1.-Estafas informáticas;2020;416
Girona;5.5.1.-Estafas informáticas;2019;320
Girona;5.5.1.-Estafas informáticas;2018;339
Girona;5.6.-Daños;2024;588
Girona;5.6.-Daños;2023;591
Girona;5.6.-Daños;2022;555
Girona;5.6.-Daños;2021;524
Girona;5.6.-Daños;2020;449
Girona;5.6.-Daños;2019;533
Girona;5.6.-Daños;2018;510
Girona;5.7.-Contra la propiedad intelectual/industrial;2024;75
Girona;5.7.-Contra la propiedad intelectual/industrial;2023;46
Girona;5.7.-Contra la propiedad intelectual/industrial;2022;35
Girona;5.7.-Contra la propiedad intelectual/industrial;2021;33
Girona;5.7.-Contra la propiedad intelectual/industrial;2020;23
Girona;5.7.-Contra la propiedad intelectual/industrial;2019;50
Girona;5.7.-Contra la propiedad intelectual/industrial;2018;37
Girona;5.8.-Blanqueo de capitales;2024;12
Girona;5.8.-Blanqueo de capitales;2023;12
Girona;5.8.-Blanqueo de capitales;2022;3
Girona;5.8.-Blanqueo de capitales;2021;3
Girona;5.8.-Blanqueo de capitales;2020;2
Girona;5.8.-Blanqueo de capitales;2019;2
Girona;5.8.-Blanqueo de capitales;2018;1
Girona;5.9.-Otros contra el patrimonio;2024;1.106
Girona;5.9.-Otros contra el patrimonio;2023;902
Girona;5.9.-Otros contra el patrimonio;2022;930
Girona;5.9.-Otros contra el patrimonio;2021;1.103
Girona;5.9.-Otros contra el patrimonio;2020;913
Girona;5.9.-Otros contra el patrimonio;2019;927
Girona;5.9.-Otros contra el patrimonio;2018;938
Girona;6. SEGURIDAD COLECTIVA;2024;2.386
Girona;6. SEGURIDAD COLECTIVA;2023;2.156
Girona;6. SEGURIDAD COLECTIVA;2022;1.996
Girona;6. SEGURIDAD COLECTIVA;2021;1.561
Girona;6. SEGURIDAD COLECTIVA;2020;1.221
Girona;6. SEGURIDAD COLECTIVA;2019;1.632
Girona;6. SEGURIDAD COLECTIVA;2018;1.602
Girona;6.1.-Tráfico de drogas;2024;462
Girona;6.1.-Tráfico de drogas;2023;468
Girona;6.1.-Tráfico de drogas;2022;353
Girona;6.1.-Tráfico de drogas;2021;313
Girona;6.1.-Tráfico de drogas;2020;338
Girona;6.1.-Tráfico de drogas;2019;394
Girona;6.1.-Tráfico de drogas;2018;379
Girona;6.2.-Contra la seguridad vial;2024;1.895
Girona;6.2.-Contra la seguridad vial;2023;1.669
Girona;6.2.-Contra la seguridad vial;2022;1.625
Girona;6.2.-Contra la seguridad vial;2021;1.232
Girona;6.2.-Contra la seguridad vial;2020;865
Girona;6.2.-Contra la seguridad vial;2019;1.214
Girona;6.2.-Contra la seguridad vial;2018;1.208
Girona;6.3.-Otros contra la seguridad colectiva;2024;29
Girona;6.3.-Otros contra la seguridad colectiva;2023;19
Girona;6.3.-Otros contra la seguridad colectiva;2022;18
Girona;6.3.-Otros contra la seguridad colectiva;2021;16
Girona;6.3.-Otros contra la seguridad colectiva;2020;18
Girona;6.3.-Otros contra la seguridad colectiva;2019;24
Girona;6.3.-Otros contra la seguridad colectiva;2018;15
Girona;7. FALSEDADES;2024;328
Girona;7. FALSEDADES;2023;281
Girona;7. FALSEDADES;2022;313
Girona;7. FALSEDADES;2021;271
Girona;7. FALSEDADES;2020;162
Girona;7. FALSEDADES;2019;286
Girona;7. FALSEDADES;2018;254
Girona;8. ADMÓN. PÚBLICA;2024;20
Girona;8. ADMÓN. PÚBLICA;2023;22
Girona;8. ADMÓN. PÚBLICA;2022;63
Girona;8. ADMÓN. PÚBLICA;2021;33
Girona;8. ADMÓN. PÚBLICA;2020;2
Girona;8. ADMÓN. PÚBLICA;2019;4
Girona;8. ADMÓN. PÚBLICA;2018;1
Girona;9. ADMÓN. JUSTICIA;2024;525
Girona;9. ADMÓN. JUSTICIA;2023;484
Girona;9. ADMÓN. JUSTICIA;2022;484
Girona;9. ADMÓN. JUSTICIA;2021;386
Girona;9. ADMÓN. JUSTICIA;2020;397
Girona;9. ADMÓN. JUSTICIA;2019;403
Girona;9. ADMÓN. JUSTICIA;2018;412
Girona;10. ORDEN PÚBLICO;2024;515
Girona;10. ORDEN PÚBLICO;2023;504
Girona;10. ORDEN PÚBLICO;2022;549
Girona;10. ORDEN PÚBLICO;2021;400
Girona;10. ORDEN PÚBLICO;2020;365
Girona;10. ORDEN PÚBLICO;2019;397
Girona;10. ORDEN PÚBLICO;2018;322
Girona;11. LEGISLACIÓN ESPECIAL;2024;1
Girona;11. LEGISLACIÓN ESPECIAL;2023;2
Girona;11. LEGISLACIÓN ESPECIAL;2022;2
Girona;11. LEGISLACIÓN ESPECIAL;2021;1
Girona;11. LEGISLACIÓN ESPECIAL;2020;1
Girona;11. LEGISLACIÓN ESPECIAL;2019;0
Girona;11. LEGISLACIÓN ESPECIAL;2018;1
Girona;12. OTRAS INFRACCIONES PENALES;2024;106
Girona;12. OTRAS INFRACCIONES PENALES;2023;99
Girona;12. OTRAS INFRACCIONES PENALES;2022;77
Girona;12. OTRAS INFRACCIONES PENALES;2021;89
Girona;12. OTRAS INFRACCIONES PENALES;2020;68
Girona;12. OTRAS INFRACCIONES PENALES;2019;72
Girona;12. OTRAS INFRACCIONES PENALES;2018;68
Girona;TOTAL INFRACCIONES PENALES;2024;15.615
Girona;TOTAL INFRACCIONES PENALES;2023;14.275
Girona;TOTAL INFRACCIONES PENALES;2022;13.656
Girona;TOTAL INFRACCIONES PENALES;2021;11.706
Girona;TOTAL INFRACCIONES PENALES;2020;9.875
Girona;TOTAL INFRACCIONES PENALES;2019;13.347
Girona;TOTAL INFRACCIONES PENALES;2018;13.301
Granada;1. CONTRA LAS PERSONAS;2024;3.901
Granada;1. CONTRA LAS PERSONAS;2023;3.715
Granada;1. CONTRA LAS PERSONAS;2022;3.424
Granada;1. CONTRA LAS PERSONAS;2021;3.279
Granada;1. CONTRA LAS PERSONAS;2020;2.895
Granada;1. CONTRA LAS PERSONAS;2019;3.171
Granada;1. CONTRA LAS PERSONAS;2018;2.898
Granada;1.1.-Homicidios dolosos/asesinatos;2024;46
Granada;1.1.-Homicidios dolosos/asesinatos;2023;33
Granada;1.1.-Homicidios dolosos/asesinatos;2022;43
Granada;1.1.-Homicidios dolosos/asesinatos;2021;28
Granada;1.1.-Homicidios dolosos/asesinatos;2020;35
Granada;1.1.-Homicidios dolosos/asesinatos;2019;34
Granada;1.1.-Homicidios dolosos/asesinatos;2018;28
Granada;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;8
Granada;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;8
Granada;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;14
Granada;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;8
Granada;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;9
Granada;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;15
Granada;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;15
Granada;1.2.-Lesiones;2024;1.977
Granada;1.2.-Lesiones;2023;1.901
Granada;1.2.-Lesiones;2022;1.857
Granada;1.2.-Lesiones;2021;1.726
Granada;1.2.-Lesiones;2020;1.426
Granada;1.2.-Lesiones;2019;1.720
Granada;1.2.-Lesiones;2018;1.637
Granada;1.3.-Malos tratos ámbito familiar;2024;1.771
Granada;1.3.-Malos tratos ámbito familiar;2023;1.683
Granada;1.3.-Malos tratos ámbito familiar;2022;1.439
Granada;1.3.-Malos tratos ámbito familiar;2021;1.437
Granada;1.3.-Malos tratos ámbito familiar;2020;1.343
Granada;1.3.-Malos tratos ámbito familiar;2019;1.337
Granada;1.3.-Malos tratos ámbito familiar;2018;1.176
Granada;1.4.-Otros contra las personas;2024;107
Granada;1.4.-Otros contra las personas;2023;98
Granada;1.4.-Otros contra las personas;2022;85
Granada;1.4.-Otros contra las personas;2021;88
Granada;1.4.-Otros contra las personas;2020;91
Granada;1.4.-Otros contra las personas;2019;80
Granada;1.4.-Otros contra las personas;2018;57
Granada;2. CONTRA LA LIBERTAD;2024;2.838
Granada;2. CONTRA LA LIBERTAD;2023;2.653
Granada;2. CONTRA LA LIBERTAD;2022;2.161
Granada;2. CONTRA LA LIBERTAD;2021;2.230
Granada;2. CONTRA LA LIBERTAD;2020;1.983
Granada;2. CONTRA LA LIBERTAD;2019;2.152
Granada;2. CONTRA LA LIBERTAD;2018;2.103
Granada;2.1.-Malos tratos habituales en el ámbito familiar;2024;460
Granada;2.1.-Malos tratos habituales en el ámbito familiar;2023;461
Granada;2.1.-Malos tratos habituales en el ámbito familiar;2022;394
Granada;2.1.-Malos tratos habituales en el ámbito familiar;2021;360
Granada;2.1.-Malos tratos habituales en el ámbito familiar;2020;333
Granada;2.1.-Malos tratos habituales en el ámbito familiar;2019;369
Granada;2.1.-Malos tratos habituales en el ámbito familiar;2018;407
Granada;2.2.-Otros contra la libertad;2024;2.378
Granada;2.2.-Otros contra la libertad;2023;2.192
Granada;2.2.-Otros contra la libertad;2022;1.767
Granada;2.2.-Otros contra la libertad;2021;1.870
Granada;2.2.-Otros contra la libertad;2020;1.650
Granada;2.2.-Otros contra la libertad;2019;1.783
Granada;2.2.-Otros contra la libertad;2018;1.696
Granada;3. LIBERTAD SEXUAL;2024;290
Granada;3. LIBERTAD SEXUAL;2023;278
Granada;3. LIBERTAD SEXUAL;2022;257
Granada;3. LIBERTAD SEXUAL;2021;218
Granada;3. LIBERTAD SEXUAL;2020;173
Granada;3. LIBERTAD SEXUAL;2019;209
Granada;3. LIBERTAD SEXUAL;2018;218
Granada;3.1.-Agresión sexual;2024;185
Granada;3.1.-Agresión sexual;2023;182
