Provincias;Tipología penal;periodo;Total
Madrid;1.3.-Malos tratos ámbito familiar;2021;16.560
Madrid;1.3.-Malos tratos ámbito familiar;2020;14.735
Madrid;1.3.-Malos tratos ámbito familiar;2019;14.847
Madrid;1.3.-Malos tratos ámbito familiar;2018;13.647
Madrid;1.4.-Otros contra las personas;2024;721
Madrid;1.4.-Otros contra las personas;2023;584
Madrid;1.4.-Otros contra las personas;2022;500
Madrid;1.4.-Otros contra las personas;2021;441
Madrid;1.4.-Otros contra las personas;2020;347
Madrid;1.4.-Otros contra las personas;2019;412
Madrid;1.4.-Otros contra las personas;2018;311
Madrid;2. CONTRA LA LIBERTAD;2024;14.202
Madrid;2. CONTRA LA LIBERTAD;2023;13.599
Madrid;2. CONTRA LA LIBERTAD;2022;12.460
Madrid;2. CONTRA LA LIBERTAD;2021;12.402
Madrid;2. CONTRA LA LIBERTAD;2020;11.238
Madrid;2. CONTRA LA LIBERTAD;2019;10.821
Madrid;2. CONTRA LA LIBERTAD;2018;10.136
Madrid;2.1.-Malos tratos habituales en el ámbito familiar;2024;1.353
Madrid;2.1.-Malos tratos habituales en el ámbito familiar;2023;1.383
Madrid;2.1.-Malos tratos habituales en el ámbito familiar;2022;1.189
Madrid;2.1.-Malos tratos habituales en el ámbito familiar;2021;1.280
Madrid;2.1.-Malos tratos habituales en el ámbito familiar;2020;1.099
Madrid;2.1.-Malos tratos habituales en el ámbito familiar;2019;1.216
Madrid;2.1.-Malos tratos habituales en el ámbito familiar;2018;1.025
Madrid;2.2.-Otros contra la libertad;2024;12.849
Madrid;2.2.-Otros contra la libertad;2023;12.216
Madrid;2.2.-Otros contra la libertad;2022;11.271
Madrid;2.2.-Otros contra la libertad;2021;11.122
Madrid;2.2.-Otros contra la libertad;2020;10.139
Madrid;2.2.-Otros contra la libertad;2019;9.605
Madrid;2.2.-Otros contra la libertad;2018;9.111
Madrid;3. LIBERTAD SEXUAL;2024;2.668
Madrid;3. LIBERTAD SEXUAL;2023;2.495
Madrid;3. LIBERTAD SEXUAL;2022;2.113
Madrid;3. LIBERTAD SEXUAL;2021;1.918
Madrid;3. LIBERTAD SEXUAL;2020;1.641
Madrid;3. LIBERTAD SEXUAL;2019;1.714
Madrid;3. LIBERTAD SEXUAL;2018;1.570
Madrid;3.1.-Agresión sexual;2024;1.599
Madrid;3.1.-Agresión sexual;2023;1.461
Madrid;3.1.-Agresión sexual;2022;1.243
Madrid;3.1.-Agresión sexual;2021;1.109
Madrid;3.1.-Agresión sexual;2020;938
Madrid;3.1.-Agresión sexual;2019;1.007
Madrid;3.1.-Agresión sexual;2018;908
Madrid;3.2.-Agresión sexual con penetración;2024;611
Madrid;3.2.-Agresión sexual con penetración;2023;591
Madrid;3.2.-Agresión sexual con penetración;2022;522
Madrid;3.2.-Agresión sexual con penetración;2021;484
Madrid;3.2.-Agresión sexual con penetración;2020;433
Madrid;3.2.-Agresión sexual con penetración;2019;380
Madrid;3.2.-Agresión sexual con penetración;2018;350
Madrid;3.3.-Corrupción de menores o incapacitados;2024;39
Madrid;3.3.-Corrupción de menores o incapacitados;2023;35
Madrid;3.3.-Corrupción de menores o incapacitados;2022;33
Madrid;3.3.-Corrupción de menores o incapacitados;2021;31
Madrid;3.3.-Corrupción de menores o incapacitados;2020;33
Madrid;3.3.-Corrupción de menores o incapacitados;2019;50
Madrid;3.3.-Corrupción de menores o incapacitados;2018;32
Madrid;3.4.-Pornografía de menores;2024;98
Madrid;3.4.-Pornografía de menores;2023;113
Madrid;3.4.-Pornografía de menores;2022;73
Madrid;3.4.-Pornografía de menores;2021;76
Madrid;3.4.-Pornografía de menores;2020;57
Madrid;3.4.-Pornografía de menores;2019;79
Madrid;3.4.-Pornografía de menores;2018;91
Madrid;3.5.-Otros contra la libertad sexual;2024;321
Madrid;3.5.-Otros contra la libertad sexual;2023;295
Madrid;3.5.-Otros contra la libertad sexual;2022;242
Madrid;3.5.-Otros contra la libertad sexual;2021;218
Madrid;3.5.-Otros contra la libertad sexual;2020;180
Madrid;3.5.-Otros contra la libertad sexual;2019;198
Madrid;3.5.-Otros contra la libertad sexual;2018;189
Madrid;4. RELACIONES FAMILIARES;2024;688
Madrid;4. RELACIONES FAMILIARES;2023;669
Madrid;4. RELACIONES FAMILIARES;2022;759
Madrid;4. RELACIONES FAMILIARES;2021;809
Madrid;4. RELACIONES FAMILIARES;2020;668
Madrid;4. RELACIONES FAMILIARES;2019;718
Madrid;4. RELACIONES FAMILIARES;2018;713
Madrid;5. PATRIMONIO;2024;60.030
Madrid;5. PATRIMONIO;2023;55.654
Madrid;5. PATRIMONIO;2022;49.712
Madrid;5. PATRIMONIO;2021;43.272
Madrid;5. PATRIMONIO;2020;38.932
Madrid;5. PATRIMONIO;2019;47.093
Madrid;5. PATRIMONIO;2018;44.330
Madrid;5.1.-Hurtos;2024;28.434
Madrid;5.1.-Hurtos;2023;26.686
Madrid;5.1.-Hurtos;2022;23.288
Madrid;5.1.-Hurtos;2021;19.862
Madrid;5.1.-Hurtos;2020;17.530
Madrid;5.1.-Hurtos;2019;23.999
Madrid;5.1.-Hurtos;2018;23.169
Madrid;5.2.-Robos con fuerza en las cosas;2024;5.263
Madrid;5.2.-Robos con fuerza en las cosas;2023;4.811
Madrid;5.2.-Robos con fuerza en las cosas;2022;4.379
Madrid;5.2.-Robos con fuerza en las cosas;2021;3.631
Madrid;5.2.-Robos con fuerza en las cosas;2020;3.815
Madrid;5.2.-Robos con fuerza en las cosas;2019;4.016
Madrid;5.2.-Robos con fuerza en las cosas;2018;3.626
Madrid;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;1.999
Madrid;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;1.522
Madrid;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;1.500
Madrid;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;1.088
Madrid;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;1.106
Madrid;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;1.247
Madrid;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;1.054
Madrid;5.2.2.-Robos con fuerza en viviendas;2024;1.090
Madrid;5.2.2.-Robos con fuerza en viviendas;2023;1.105
Madrid;5.2.2.-Robos con fuerza en viviendas;2022;1.031
Madrid;5.2.2.-Robos con fuerza en viviendas;2021;882
Madrid;5.2.2.-Robos con fuerza en viviendas;2020;1.028
Madrid;5.2.2.-Robos con fuerza en viviendas;2019;1.097
Madrid;5.2.2.-Robos con fuerza en viviendas;2018;1.108
Madrid;5.2.3.-Robos con fuerza en establecimientos;2024;1.342
Madrid;5.2.3.-Robos con fuerza en establecimientos;2023;1.324
Madrid;5.2.3.-Robos con fuerza en establecimientos;2022;1.008
Madrid;5.2.3.-Robos con fuerza en establecimientos;2021;949
Madrid;5.2.3.-Robos con fuerza en establecimientos;2020;1.007
Madrid;5.2.3.-Robos con fuerza en establecimientos;2019;967
Madrid;5.2.3.-Robos con fuerza en establecimientos;2018;791
Madrid;5.3.-Robos con violencia o intimidación;2024;4.181
Madrid;5.3.-Robos con violencia o intimidación;2023;4.269
Madrid;5.3.-Robos con violencia o intimidación;2022;3.918
Madrid;5.3.-Robos con violencia o intimidación;2021;3.554
Madrid;5.3.-Robos con violencia o intimidación;2020;3.305
Madrid;5.3.-Robos con violencia o intimidación;2019;3.360
Madrid;5.3.-Robos con violencia o intimidación;2018;2.802
Madrid;5.3.1.-Robos con violencia en vía pública;2024;2.497
Madrid;5.3.1.-Robos con violencia en vía pública;2023;2.526
Madrid;5.3.1.-Robos con violencia en vía pública;2022;2.253
Madrid;5.3.1.-Robos con violencia en vía pública;2021;2.122
Madrid;5.3.1.-Robos con violencia en vía pública;2020;1.948
Madrid;5.3.1.-Robos con violencia en vía pública;2019;2.071
Madrid;5.3.1.-Robos con violencia en vía pública;2018;1.571
Madrid;5.3.2.-Robos con violencia en viviendas;2024;223
Madrid;5.3.2.-Robos con violencia en viviendas;2023;214
Madrid;5.3.2.-Robos con violencia en viviendas;2022;179
Madrid;5.3.2.-Robos con violencia en viviendas;2021;204
Madrid;5.3.2.-Robos con violencia en viviendas;2020;200
Madrid;5.3.2.-Robos con violencia en viviendas;2019;184
Madrid;5.3.2.-Robos con violencia en viviendas;2018;194
Madrid;5.3.3.-Robos con violencia en establecimientos;2024;1.059
Madrid;5.3.3.-Robos con violencia en establecimientos;2023;1.020
Madrid;5.3.3.-Robos con violencia en establecimientos;2022;980
Madrid;5.3.3.-Robos con violencia en establecimientos;2021;737
Madrid;5.3.3.-Robos con violencia en establecimientos;2020;756
Madrid;5.3.3.-Robos con violencia en establecimientos;2019;702
Madrid;5.3.3.-Robos con violencia en establecimientos;2018;730
Madrid;5.4.-Sustracción de vehículos;2024;1.931
Madrid;5.4.-Sustracción de vehículos;2023;1.929
Madrid;5.4.-Sustracción de vehículos;2022;1.611
Madrid;5.4.-Sustracción de vehículos;2021;1.364
Madrid;5.4.-Sustracción de vehículos;2020;1.426
Madrid;5.4.-Sustracción de vehículos;2019;1.500
Madrid;5.4.-Sustracción de vehículos;2018;1.526
Madrid;5.5.-Estafas;2024;11.886
Madrid;5.5.-Estafas;2023;10.272
Madrid;5.5.-Estafas;2022;9.240
Madrid;5.5.-Estafas;2021;7.786
Madrid;5.5.-Estafas;2020;6.470
Madrid;5.5.-Estafas;2019;7.349
Madrid;5.5.-Estafas;2018;6.764
Madrid;5.5.1.-Estafas informáticas;2024;6.955
Madrid;5.5.1.-Estafas informáticas;2023;5.966
Madrid;5.5.1.-Estafas informáticas;2022;4.987
Madrid;5.5.1.-Estafas informáticas;2021;3.952
Madrid;5.5.1.-Estafas informáticas;2020;2.992
Madrid;5.5.1.-Estafas informáticas;2019;2.432
Madrid;5.5.1.-Estafas informáticas;2018;1.714
Madrid;5.6.-Daños;2024;3.768
Madrid;5.6.-Daños;2023;3.447
Madrid;5.6.-Daños;2022;3.450
Madrid;5.6.-Daños;2021;3.450
Madrid;5.6.-Daños;2020;3.002
Madrid;5.6.-Daños;2019;3.106
Madrid;5.6.-Daños;2018;2.913
Madrid;5.7.-Contra la propiedad intelectual/industrial;2024;234
Madrid;5.7.-Contra la propiedad intelectual/industrial;2023;105
Madrid;5.7.-Contra la propiedad intelectual/industrial;2022;154
Madrid;5.7.-Contra la propiedad intelectual/industrial;2021;70
Madrid;5.7.-Contra la propiedad intelectual/industrial;2020;56
Madrid;5.7.-Contra la propiedad intelectual/industrial;2019;181
Madrid;5.7.-Contra la propiedad intelectual/industrial;2018;220
Madrid;5.8.-Blanqueo de capitales;2024;124
Madrid;5.8.-Blanqueo de capitales;2023;82
Madrid;5.8.-Blanqueo de capitales;2022;63
Madrid;5.8.-Blanqueo de capitales;2021;36
Madrid;5.8.-Blanqueo de capitales;2020;35
Madrid;5.8.-Blanqueo de capitales;2019;32
Madrid;5.8.-Blanqueo de capitales;2018;30
Madrid;5.9.-Otros contra el patrimonio;2024;4.209
Madrid;5.9.-Otros contra el patrimonio;2023;4.053
Madrid;5.9.-Otros contra el patrimonio;2022;3.609
Madrid;5.9.-Otros contra el patrimonio;2021;3.519
Madrid;5.9.-Otros contra el patrimonio;2020;3.293
Madrid;5.9.-Otros contra el patrimonio;2019;3.550
Madrid;5.9.-Otros contra el patrimonio;2018;3.280
Madrid;6. SEGURIDAD COLECTIVA;2024;9.487
Madrid;6. SEGURIDAD COLECTIVA;2023;8.745
Madrid;6. SEGURIDAD COLECTIVA;2022;8.281
Madrid;6. SEGURIDAD COLECTIVA;2021;6.947
Madrid;6. SEGURIDAD COLECTIVA;2020;6.337
Madrid;6. SEGURIDAD COLECTIVA;2019;7.279
Madrid;6. SEGURIDAD COLECTIVA;2018;6.254
Madrid;6.1.-Tráfico de drogas;2024;3.662
Madrid;6.1.-Tráfico de drogas;2023;3.302
Madrid;6.1.-Tráfico de drogas;2022;2.823
Madrid;6.1.-Tráfico de drogas;2021;2.196
Madrid;6.1.-Tráfico de drogas;2020;2.101
Madrid;6.1.-Tráfico de drogas;2019;2.376
Madrid;6.1.-Tráfico de drogas;2018;1.806
Madrid;6.2.-Contra la seguridad vial;2024;5.480
Madrid;6.2.-Contra la seguridad vial;2023;5.283
Madrid;6.2.-Contra la seguridad vial;2022;5.298
Madrid;6.2.-Contra la seguridad vial;2021;4.612
Madrid;6.2.-Contra la seguridad vial;2020;4.087
Madrid;6.2.-Contra la seguridad vial;2019;4.709
Madrid;6.2.-Contra la seguridad vial;2018;4.128
Madrid;6.3.-Otros contra la seguridad colectiva;2024;345
Madrid;6.3.-Otros contra la seguridad colectiva;2023;160
Madrid;6.3.-Otros contra la seguridad colectiva;2022;160
Madrid;6.3.-Otros contra la seguridad colectiva;2021;139
Madrid;6.3.-Otros contra la seguridad colectiva;2020;149
Madrid;6.3.-Otros contra la seguridad colectiva;2019;194
Madrid;6.3.-Otros contra la seguridad colectiva;2018;320
Madrid;7. FALSEDADES;2024;3.275
Madrid;7. FALSEDADES;2023;2.967
Madrid;7. FALSEDADES;2022;2.826
Madrid;7. FALSEDADES;2021;2.193
Madrid;7. FALSEDADES;2020;1.885
Madrid;7. FALSEDADES;2019;2.183
Madrid;7. FALSEDADES;2018;1.969
Madrid;8. ADMÓN. PÚBLICA;2024;35
Madrid;8. ADMÓN. PÚBLICA;2023;35
Madrid;8. ADMÓN. PÚBLICA;2022;35
Madrid;8. ADMÓN. PÚBLICA;2021;39
Madrid;8. ADMÓN. PÚBLICA;2020;20
Madrid;8. ADMÓN. PÚBLICA;2019;38
Madrid;8. ADMÓN. PÚBLICA;2018;60
Madrid;9. ADMÓN. JUSTICIA;2024;5.756
Madrid;9. ADMÓN. JUSTICIA;2023;5.577
Madrid;9. ADMÓN. JUSTICIA;2022;5.284
Madrid;9. ADMÓN. JUSTICIA;2021;4.935
Madrid;9. ADMÓN. JUSTICIA;2020;4.366
Madrid;9. ADMÓN. JUSTICIA;2019;4.534
Madrid;9. ADMÓN. JUSTICIA;2018;4.355
Madrid;10. ORDEN PÚBLICO;2024;5.697
Madrid;10. ORDEN PÚBLICO;2023;5.695
Madrid;10. ORDEN PÚBLICO;2022;5.444
Madrid;10. ORDEN PÚBLICO;2021;5.691
Madrid;10. ORDEN PÚBLICO;2020;5.599
Madrid;10. ORDEN PÚBLICO;2019;4.349
Madrid;10. ORDEN PÚBLICO;2018;3.707
Madrid;11. LEGISLACIÓN ESPECIAL;2024;51
Madrid;11. LEGISLACIÓN ESPECIAL;2023;25
Madrid;11. LEGISLACIÓN ESPECIAL;2022;9
Madrid;11. LEGISLACIÓN ESPECIAL;2021;18
Madrid;11. LEGISLACIÓN ESPECIAL;2020;9
Madrid;11. LEGISLACIÓN ESPECIAL;2019;19
Madrid;11. LEGISLACIÓN ESPECIAL;2018;8
Madrid;12. OTRAS INFRACCIONES PENALES;2024;820
Madrid;12. OTRAS INFRACCIONES PENALES;2023;761
Madrid;12. OTRAS INFRACCIONES PENALES;2022;666
Madrid;12. OTRAS INFRACCIONES PENALES;2021;550
Madrid;12. OTRAS INFRACCIONES PENALES;2020;586
Madrid;12. OTRAS INFRACCIONES PENALES;2019;670
Madrid;12. OTRAS INFRACCIONES PENALES;2018;702
Madrid;TOTAL INFRACCIONES PENALES;2024;135.526
Madrid;TOTAL INFRACCIONES PENALES;2023;127.310
Madrid;TOTAL INFRACCIONES PENALES;2022;116.796
Madrid;TOTAL INFRACCIONES PENALES;2021;104.775
Madrid;TOTAL INFRACCIONES PENALES;2020;94.485
Madrid;TOTAL INFRACCIONES PENALES;2019;104.461
Madrid;TOTAL INFRACCIONES PENALES;2018;97.196
Málaga;1. CONTRA LAS PERSONAS;2024;10.173
Málaga;1. CONTRA LAS PERSONAS;2023;9.912
Málaga;1. CONTRA LAS PERSONAS;2022;8.911
Málaga;1. CONTRA LAS PERSONAS;2021;7.900
Málaga;1. CONTRA LAS PERSONAS;2020;7.118
Málaga;1. CONTRA LAS PERSONAS;2019;7.747
Málaga;1. CONTRA LAS PERSONAS;2018;7.413
Málaga;1.1.-Homicidios dolosos/asesinatos;2024;82
Málaga;1.1.-Homicidios dolosos/asesinatos;2023;69
Málaga;1.1.-Homicidios dolosos/asesinatos;2022;72
Málaga;1.1.-Homicidios dolosos/asesinatos;2021;59
Málaga;1.1.-Homicidios dolosos/asesinatos;2020;54
Málaga;1.1.-Homicidios dolosos/asesinatos;2019;40
Málaga;1.1.-Homicidios dolosos/asesinatos;2018;62
Málaga;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;24
Málaga;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;14
Málaga;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;17
Málaga;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;12
Málaga;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;14
Málaga;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;19
Málaga;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;19
Málaga;1.2.-Lesiones;2024;4.356
Málaga;1.2.-Lesiones;2023;4.181
Málaga;1.2.-Lesiones;2022;3.915
Málaga;1.2.-Lesiones;2021;3.495
Málaga;1.2.-Lesiones;2020;3.047
Málaga;1.2.-Lesiones;2019;3.454
Málaga;1.2.-Lesiones;2018;3.290
Málaga;1.3.-Malos tratos ámbito familiar;2024;5.581
Málaga;1.3.-Malos tratos ámbito familiar;2023;5.536
Málaga;1.3.-Malos tratos ámbito familiar;2022;4.795
Málaga;1.3.-Malos tratos ámbito familiar;2021;4.223
Málaga;1.3.-Malos tratos ámbito familiar;2020;3.937
Málaga;1.3.-Malos tratos ámbito familiar;2019;4.129
Málaga;1.3.-Malos tratos ámbito familiar;2018;3.937
Málaga;1.4.-Otros contra las personas;2024;154
Málaga;1.4.-Otros contra las personas;2023;126
Málaga;1.4.-Otros contra las personas;2022;129
Málaga;1.4.-Otros contra las personas;2021;123
Málaga;1.4.-Otros contra las personas;2020;80
Málaga;1.4.-Otros contra las personas;2019;124
Málaga;1.4.-Otros contra las personas;2018;124
Málaga;2. CONTRA LA LIBERTAD;2024;5.760
Málaga;2. CONTRA LA LIBERTAD;2023;5.544
Málaga;2. CONTRA LA LIBERTAD;2022;4.678
Málaga;2. CONTRA LA LIBERTAD;2021;4.285
Málaga;2. CONTRA LA LIBERTAD;2020;3.985
Málaga;2. CONTRA LA LIBERTAD;2019;3.861
Málaga;2. CONTRA LA LIBERTAD;2018;3.692
Málaga;2.1.-Malos tratos habituales en el ámbito familiar;2024;498
Málaga;2.1.-Malos tratos habituales en el ámbito familiar;2023;510
Málaga;2.1.-Malos tratos habituales en el ámbito familiar;2022;438
Málaga;2.1.-Malos tratos habituales en el ámbito familiar;2021;378
Málaga;2.1.-Malos tratos habituales en el ámbito familiar;2020;425
Málaga;2.1.-Malos tratos habituales en el ámbito familiar;2019;442
Málaga;2.1.-Malos tratos habituales en el ámbito familiar;2018;384
Málaga;2.2.-Otros contra la libertad;2024;5.262
Málaga;2.2.-Otros contra la libertad;2023;5.034
Málaga;2.2.-Otros contra la libertad;2022;4.240
Málaga;2.2.-Otros contra la libertad;2021;3.907
Málaga;2.2.-Otros contra la libertad;2020;3.560
Málaga;2.2.-Otros contra la libertad;2019;3.419
Málaga;2.2.-Otros contra la libertad;2018;3.308
Málaga;3. LIBERTAD SEXUAL;2024;775
Málaga;3. LIBERTAD SEXUAL;2023;729
Málaga;3. LIBERTAD SEXUAL;2022;550
Málaga;3. LIBERTAD SEXUAL;2021;475
Málaga;3. LIBERTAD SEXUAL;2020;366
Málaga;3. LIBERTAD SEXUAL;2019;465
Málaga;3. LIBERTAD SEXUAL;2018;442
Málaga;3.1.-Agresión sexual;2024;486
Málaga;3.1.-Agresión sexual;2023;436
Málaga;3.1.-Agresión sexual;2022;342
Málaga;3.1.-Agresión sexual;2021;292
Málaga;3.1.-Agresión sexual;2020;200
Málaga;3.1.-Agresión sexual;2019;267
Málaga;3.1.-Agresión sexual;2018;262
Málaga;3.2.-Agresión sexual con penetración;2024;154
Málaga;3.2.-Agresión sexual con penetración;2023;139
Málaga;3.2.-Agresión sexual con penetración;2022;107
Málaga;3.2.-Agresión sexual con penetración;2021;82
Málaga;3.2.-Agresión sexual con penetración;2020;80
Málaga;3.2.-Agresión sexual con penetración;2019;80
Málaga;3.2.-Agresión sexual con penetración;2018;65
Málaga;3.3.-Corrupción de menores o incapacitados;2024;10
Málaga;3.3.-Corrupción de menores o incapacitados;2023;8
Málaga;3.3.-Corrupción de menores o incapacitados;2022;9
Málaga;3.3.-Corrupción de menores o incapacitados;2021;13
Málaga;3.3.-Corrupción de menores o incapacitados;2020;15
Málaga;3.3.-Corrupción de menores o incapacitados;2019;16
Málaga;3.3.-Corrupción de menores o incapacitados;2018;10
Málaga;3.4.-Pornografía de menores;2024;23
Málaga;3.4.-Pornografía de menores;2023;29
Málaga;3.4.-Pornografía de menores;2022;15
Málaga;3.4.-Pornografía de menores;2021;24
Málaga;3.4.-Pornografía de menores;2020;22
Málaga;3.4.-Pornografía de menores;2019;21
Málaga;3.4.-Pornografía de menores;2018;33
Málaga;3.5.-Otros contra la libertad sexual;2024;102
Málaga;3.5.-Otros contra la libertad sexual;2023;117
Málaga;3.5.-Otros contra la libertad sexual;2022;77
Málaga;3.5.-Otros contra la libertad sexual;2021;64
Málaga;3.5.-Otros contra la libertad sexual;2020;49
Málaga;3.5.-Otros contra la libertad sexual;2019;81
Málaga;3.5.-Otros contra la libertad sexual;2018;72
Málaga;4. RELACIONES FAMILIARES;2024;349
Málaga;4. RELACIONES FAMILIARES;2023;402
Málaga;4. RELACIONES FAMILIARES;2022;330
Málaga;4. RELACIONES FAMILIARES;2021;343
Málaga;4. RELACIONES FAMILIARES;2020;324
Málaga;4. RELACIONES FAMILIARES;2019;277
Málaga;4. RELACIONES FAMILIARES;2018;261
Málaga;5. PATRIMONIO;2024;17.655
Málaga;5. PATRIMONIO;2023;16.977
Málaga;5. PATRIMONIO;2022;14.670
Málaga;5. PATRIMONIO;2021;12.488
Málaga;5. PATRIMONIO;2020;10.923
Málaga;5. PATRIMONIO;2019;12.922
Málaga;5. PATRIMONIO;2018;12.383
Málaga;5.1.-Hurtos;2024;6.748
Málaga;5.1.-Hurtos;2023;6.410
Málaga;5.1.-Hurtos;2022;5.309
Málaga;5.1.-Hurtos;2021;3.971
Málaga;5.1.-Hurtos;2020;3.432
Málaga;5.1.-Hurtos;2019;4.819
Málaga;5.1.-Hurtos;2018;4.650
Málaga;5.2.-Robos con fuerza en las cosas;2024;1.626
Málaga;5.2.-Robos con fuerza en las cosas;2023;1.831
Málaga;5.2.-Robos con fuerza en las cosas;2022;1.704
Málaga;5.2.-Robos con fuerza en las cosas;2021;1.622
Málaga;5.2.-Robos con fuerza en las cosas;2020;1.389
Málaga;5.2.-Robos con fuerza en las cosas;2019;1.530
Málaga;5.2.-Robos con fuerza en las cosas;2018;1.605
Málaga;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;384
Málaga;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;438
Málaga;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;468
Málaga;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;463
Málaga;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;263
Málaga;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;333
Málaga;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;398
Málaga;5.2.2.-Robos con fuerza en viviendas;2024;607
Málaga;5.2.2.-Robos con fuerza en viviendas;2023;667
Málaga;5.2.2.-Robos con fuerza en viviendas;2022;612
Málaga;5.2.2.-Robos con fuerza en viviendas;2021;567
Málaga;5.2.2.-Robos con fuerza en viviendas;2020;502
Málaga;5.2.2.-Robos con fuerza en viviendas;2019;589
Málaga;5.2.2.-Robos con fuerza en viviendas;2018;600
Málaga;5.2.3.-Robos con fuerza en establecimientos;2024;407
Málaga;5.2.3.-Robos con fuerza en establecimientos;2023;516
Málaga;5.2.3.-Robos con fuerza en establecimientos;2022;444
Málaga;5.2.3.-Robos con fuerza en establecimientos;2021;372
Málaga;5.2.3.-Robos con fuerza en establecimientos;2020;399
Málaga;5.2.3.-Robos con fuerza en establecimientos;2019;386
Málaga;5.2.3.-Robos con fuerza en establecimientos;2018;398
Málaga;5.3.-Robos con violencia o intimidación;2024;841
Málaga;5.3.-Robos con violencia o intimidación;2023;899
Málaga;5.3.-Robos con violencia o intimidación;2022;767
Málaga;5.3.-Robos con violencia o intimidación;2021;661
Málaga;5.3.-Robos con violencia o intimidación;2020;528
Málaga;5.3.-Robos con violencia o intimidación;2019;747
Málaga;5.3.-Robos con violencia o intimidación;2018;609
Málaga;5.3.1.-Robos con violencia en vía pública;2024;453
Málaga;5.3.1.-Robos con violencia en vía pública;2023;477
Málaga;5.3.1.-Robos con violencia en vía pública;2022;478
Málaga;5.3.1.-Robos con violencia en vía pública;2021;393
Málaga;5.3.1.-Robos con violencia en vía pública;2020;290
Málaga;5.3.1.-Robos con violencia en vía pública;2019;440
Málaga;5.3.1.-Robos con violencia en vía pública;2018;326
Málaga;5.3.2.-Robos con violencia en viviendas;2024;75
Málaga;5.3.2.-Robos con violencia en viviendas;2023;90
Málaga;5.3.2.-Robos con violencia en viviendas;2022;81
Málaga;5.3.2.-Robos con violencia en viviendas;2021;75
Málaga;5.3.2.-Robos con violencia en viviendas;2020;61
Málaga;5.3.2.-Robos con violencia en viviendas;2019;62
Málaga;5.3.2.-Robos con violencia en viviendas;2018;71
Málaga;5.3.3.-Robos con violencia en establecimientos;2024;240
Málaga;5.3.3.-Robos con violencia en establecimientos;2023;233
Málaga;5.3.3.-Robos con violencia en establecimientos;2022;140
Málaga;5.3.3.-Robos con violencia en establecimientos;2021;143
Málaga;5.3.3.-Robos con violencia en establecimientos;2020;131
Málaga;5.3.3.-Robos con violencia en establecimientos;2019;181
Málaga;5.3.3.-Robos con violencia en establecimientos;2018;149
Málaga;5.4.-Sustracción de vehículos;2024;819
Málaga;5.4.-Sustracción de vehículos;2023;691
Málaga;5.4.-Sustracción de vehículos;2022;642
Málaga;5.4.-Sustracción de vehículos;2021;580
Málaga;5.4.-Sustracción de vehículos;2020;485
Málaga;5.4.-Sustracción de vehículos;2019;586
Málaga;5.4.-Sustracción de vehículos;2018;532
Málaga;5.5.-Estafas;2024;4.425
Málaga;5.5.-Estafas;2023;4.199
Málaga;5.5.-Estafas;2022;3.515
Málaga;5.5.-Estafas;2021;3.062
Málaga;5.5.-Estafas;2020;2.819
Málaga;5.5.-Estafas;2019;2.701
Málaga;5.5.-Estafas;2018;2.459
Málaga;5.5.1.-Estafas informáticas;2024;2.705
Málaga;5.5.1.-Estafas informáticas;2023;2.627
Málaga;5.5.1.-Estafas informáticas;2022;1.792
Málaga;5.5.1.-Estafas informáticas;2021;1.516
Málaga;5.5.1.-Estafas informáticas;2020;1.467
Málaga;5.5.1.-Estafas informáticas;2019;958
Málaga;5.5.1.-Estafas informáticas;2018;568
Málaga;5.6.-Daños;2024;1.663
Málaga;5.6.-Daños;2023;1.590
Málaga;5.6.-Daños;2022;1.470
Málaga;5.6.-Daños;2021;1.457
Málaga;5.6.-Daños;2020;1.155
Málaga;5.6.-Daños;2019;1.301
Málaga;5.6.-Daños;2018;1.145
Málaga;5.7.-Contra la propiedad intelectual/industrial;2024;221
Málaga;5.7.-Contra la propiedad intelectual/industrial;2023;190
Málaga;5.7.-Contra la propiedad intelectual/industrial;2022;63
Málaga;5.7.-Contra la propiedad intelectual/industrial;2021;88
Málaga;5.7.-Contra la propiedad intelectual/industrial;2020;134
Málaga;5.7.-Contra la propiedad intelectual/industrial;2019;237
