Comunidades autónomas;Tipología penal;periodo;Total
NAVARRA (COMUNIDAD FORAL DE);3.5.-Otros contra la libertad sexual;2024;27
NAVARRA (COMUNIDAD FORAL DE);3.5.-Otros contra la libertad sexual;2023;11
NAVARRA (COMUNIDAD FORAL DE);3.5.-Otros contra la libertad sexual;2022;2
NAVARRA (COMUNIDAD FORAL DE);3.5.-Otros contra la libertad sexual;2021;9
NAVARRA (COMUNIDAD FORAL DE);3.5.-Otros contra la libertad sexual;2020;15
NAVARRA (COMUNIDAD FORAL DE);3.5.-Otros contra la libertad sexual;2019;5
NAVARRA (COMUNIDAD FORAL DE);3.5.-Otros contra la libertad sexual;2018;10
NAVARRA (COMUNIDAD FORAL DE);4. RELACIONES FAMILIARES;2024;9
NAVARRA (COMUNIDAD FORAL DE);4. RELACIONES FAMILIARES;2023;8
NAVARRA (COMUNIDAD FORAL DE);4. RELACIONES FAMILIARES;2022;8
NAVARRA (COMUNIDAD FORAL DE);4. RELACIONES FAMILIARES;2021;6
NAVARRA (COMUNIDAD FORAL DE);4. RELACIONES FAMILIARES;2020;11
NAVARRA (COMUNIDAD FORAL DE);4. RELACIONES FAMILIARES;2019;6
NAVARRA (COMUNIDAD FORAL DE);4. RELACIONES FAMILIARES;2018;3
NAVARRA (COMUNIDAD FORAL DE);5. PATRIMONIO;2024;1.477
NAVARRA (COMUNIDAD FORAL DE);5. PATRIMONIO;2023;1.471
NAVARRA (COMUNIDAD FORAL DE);5. PATRIMONIO;2022;1.271
NAVARRA (COMUNIDAD FORAL DE);5. PATRIMONIO;2021;1.093
NAVARRA (COMUNIDAD FORAL DE);5. PATRIMONIO;2020;834
NAVARRA (COMUNIDAD FORAL DE);5. PATRIMONIO;2019;1.119
NAVARRA (COMUNIDAD FORAL DE);5. PATRIMONIO;2018;1.181
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2024;604
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2023;633
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2022;469
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2021;355
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2020;190
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2019;399
NAVARRA (COMUNIDAD FORAL DE);5.1.-Hurtos;2018;450
NAVARRA (COMUNIDAD FORAL DE);5.2.-Robos con fuerza en las cosas;2024;314
NAVARRA (COMUNIDAD FORAL DE);5.2.-Robos con fuerza en las cosas;2023;281
NAVARRA (COMUNIDAD FORAL DE);5.2.-Robos con fuerza en las cosas;2022;293
NAVARRA (COMUNIDAD FORAL DE);5.2.-Robos con fuerza en las cosas;2021;284
NAVARRA (COMUNIDAD FORAL DE);5.2.-Robos con fuerza en las cosas;2020;239
NAVARRA (COMUNIDAD FORAL DE);5.2.-Robos con fuerza en las cosas;2019;297
NAVARRA (COMUNIDAD FORAL DE);5.2.-Robos con fuerza en las cosas;2018;288
NAVARRA (COMUNIDAD FORAL DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;59
NAVARRA (COMUNIDAD FORAL DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;35
NAVARRA (COMUNIDAD FORAL DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;31
NAVARRA (COMUNIDAD FORAL DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;31
NAVARRA (COMUNIDAD FORAL DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;44
NAVARRA (COMUNIDAD FORAL DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;40
NAVARRA (COMUNIDAD FORAL DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;48
NAVARRA (COMUNIDAD FORAL DE);5.2.2.-Robos con fuerza en viviendas;2024;82
NAVARRA (COMUNIDAD FORAL DE);5.2.2.-Robos con fuerza en viviendas;2023;71
NAVARRA (COMUNIDAD FORAL DE);5.2.2.-Robos con fuerza en viviendas;2022;80
NAVARRA (COMUNIDAD FORAL DE);5.2.2.-Robos con fuerza en viviendas;2021;69
NAVARRA (COMUNIDAD FORAL DE);5.2.2.-Robos con fuerza en viviendas;2020;55
NAVARRA (COMUNIDAD FORAL DE);5.2.2.-Robos con fuerza en viviendas;2019;68
NAVARRA (COMUNIDAD FORAL DE);5.2.2.-Robos con fuerza en viviendas;2018;97
NAVARRA (COMUNIDAD FORAL DE);5.2.3.-Robos con fuerza en establecimientos;2024;48
NAVARRA (COMUNIDAD FORAL DE);5.2.3.-Robos con fuerza en establecimientos;2023;68
NAVARRA (COMUNIDAD FORAL DE);5.2.3.-Robos con fuerza en establecimientos;2022;93
NAVARRA (COMUNIDAD FORAL DE);5.2.3.-Robos con fuerza en establecimientos;2021;81
NAVARRA (COMUNIDAD FORAL DE);5.2.3.-Robos con fuerza en establecimientos;2020;85
NAVARRA (COMUNIDAD FORAL DE);5.2.3.-Robos con fuerza en establecimientos;2019;103
NAVARRA (COMUNIDAD FORAL DE);5.2.3.-Robos con fuerza en establecimientos;2018;71
NAVARRA (COMUNIDAD FORAL DE);5.3.-Robos con violencia o intimidación;2024;164
NAVARRA (COMUNIDAD FORAL DE);5.3.-Robos con violencia o intimidación;2023;206
NAVARRA (COMUNIDAD FORAL DE);5.3.-Robos con violencia o intimidación;2022;173
NAVARRA (COMUNIDAD FORAL DE);5.3.-Robos con violencia o intimidación;2021;146
NAVARRA (COMUNIDAD FORAL DE);5.3.-Robos con violencia o intimidación;2020;104
NAVARRA (COMUNIDAD FORAL DE);5.3.-Robos con violencia o intimidación;2019;98
NAVARRA (COMUNIDAD FORAL DE);5.3.-Robos con violencia o intimidación;2018;68
NAVARRA (COMUNIDAD FORAL DE);5.3.1.-Robos con violencia en vía pública;2024;92
NAVARRA (COMUNIDAD FORAL DE);5.3.1.-Robos con violencia en vía pública;2023;150
NAVARRA (COMUNIDAD FORAL DE);5.3.1.-Robos con violencia en vía pública;2022;124
NAVARRA (COMUNIDAD FORAL DE);5.3.1.-Robos con violencia en vía pública;2021;108
NAVARRA (COMUNIDAD FORAL DE);5.3.1.-Robos con violencia en vía pública;2020;74
NAVARRA (COMUNIDAD FORAL DE);5.3.1.-Robos con violencia en vía pública;2019;58
NAVARRA (COMUNIDAD FORAL DE);5.3.1.-Robos con violencia en vía pública;2018;42
NAVARRA (COMUNIDAD FORAL DE);5.3.2.-Robos con violencia en viviendas;2024;13
NAVARRA (COMUNIDAD FORAL DE);5.3.2.-Robos con violencia en viviendas;2023;10
NAVARRA (COMUNIDAD FORAL DE);5.3.2.-Robos con violencia en viviendas;2022;11
NAVARRA (COMUNIDAD FORAL DE);5.3.2.-Robos con violencia en viviendas;2021;5
NAVARRA (COMUNIDAD FORAL DE);5.3.2.-Robos con violencia en viviendas;2020;6
NAVARRA (COMUNIDAD FORAL DE);5.3.2.-Robos con violencia en viviendas;2019;8
NAVARRA (COMUNIDAD FORAL DE);5.3.2.-Robos con violencia en viviendas;2018;2
NAVARRA (COMUNIDAD FORAL DE);5.3.3.-Robos con violencia en establecimientos;2024;41
NAVARRA (COMUNIDAD FORAL DE);5.3.3.-Robos con violencia en establecimientos;2023;34
NAVARRA (COMUNIDAD FORAL DE);5.3.3.-Robos con violencia en establecimientos;2022;26
NAVARRA (COMUNIDAD FORAL DE);5.3.3.-Robos con violencia en establecimientos;2021;26
NAVARRA (COMUNIDAD FORAL DE);5.3.3.-Robos con violencia en establecimientos;2020;13
NAVARRA (COMUNIDAD FORAL DE);5.3.3.-Robos con violencia en establecimientos;2019;22
NAVARRA (COMUNIDAD FORAL DE);5.3.3.-Robos con violencia en establecimientos;2018;14
NAVARRA (COMUNIDAD FORAL DE);5.4.-Sustracción de vehículos;2024;23
NAVARRA (COMUNIDAD FORAL DE);5.4.-Sustracción de vehículos;2023;15
NAVARRA (COMUNIDAD FORAL DE);5.4.-Sustracción de vehículos;2022;15
NAVARRA (COMUNIDAD FORAL DE);5.4.-Sustracción de vehículos;2021;17
NAVARRA (COMUNIDAD FORAL DE);5.4.-Sustracción de vehículos;2020;16
NAVARRA (COMUNIDAD FORAL DE);5.4.-Sustracción de vehículos;2019;28
NAVARRA (COMUNIDAD FORAL DE);5.4.-Sustracción de vehículos;2018;24
NAVARRA (COMUNIDAD FORAL DE);5.5.-Estafas;2024;166
NAVARRA (COMUNIDAD FORAL DE);5.5.-Estafas;2023;137
NAVARRA (COMUNIDAD FORAL DE);5.5.-Estafas;2022;119
NAVARRA (COMUNIDAD FORAL DE);5.5.-Estafas;2021;111
NAVARRA (COMUNIDAD FORAL DE);5.5.-Estafas;2020;130
NAVARRA (COMUNIDAD FORAL DE);5.5.-Estafas;2019;91
NAVARRA (COMUNIDAD FORAL DE);5.5.-Estafas;2018;113
NAVARRA (COMUNIDAD FORAL DE);5.5.1.-Estafas informáticas;2024;111
NAVARRA (COMUNIDAD FORAL DE);5.5.1.-Estafas informáticas;2023;93
NAVARRA (COMUNIDAD FORAL DE);5.5.1.-Estafas informáticas;2022;52
NAVARRA (COMUNIDAD FORAL DE);5.5.1.-Estafas informáticas;2021;59
NAVARRA (COMUNIDAD FORAL DE);5.5.1.-Estafas informáticas;2020;61
NAVARRA (COMUNIDAD FORAL DE);5.5.1.-Estafas informáticas;2019;16
NAVARRA (COMUNIDAD FORAL DE);5.5.1.-Estafas informáticas;2018;33
NAVARRA (COMUNIDAD FORAL DE);5.6.-Daños;2024;81
NAVARRA (COMUNIDAD FORAL DE);5.6.-Daños;2023;86
NAVARRA (COMUNIDAD FORAL DE);5.6.-Daños;2022;115
NAVARRA (COMUNIDAD FORAL DE);5.6.-Daños;2021;100
NAVARRA (COMUNIDAD FORAL DE);5.6.-Daños;2020;85
NAVARRA (COMUNIDAD FORAL DE);5.6.-Daños;2019;83
NAVARRA (COMUNIDAD FORAL DE);5.6.-Daños;2018;84
NAVARRA (COMUNIDAD FORAL DE);5.7.-Contra la propiedad intelectual/industrial;2024;8
NAVARRA (COMUNIDAD FORAL DE);5.7.-Contra la propiedad intelectual/industrial;2023;22
NAVARRA (COMUNIDAD FORAL DE);5.7.-Contra la propiedad intelectual/industrial;2022;10
NAVARRA (COMUNIDAD FORAL DE);5.7.-Contra la propiedad intelectual/industrial;2021;4
NAVARRA (COMUNIDAD FORAL DE);5.7.-Contra la propiedad intelectual/industrial;2020;6
NAVARRA (COMUNIDAD FORAL DE);5.7.-Contra la propiedad intelectual/industrial;2019;20
NAVARRA (COMUNIDAD FORAL DE);5.7.-Contra la propiedad intelectual/industrial;2018;46
NAVARRA (COMUNIDAD FORAL DE);5.8.-Blanqueo de capitales;2024;7
NAVARRA (COMUNIDAD FORAL DE);5.8.-Blanqueo de capitales;2023;17
NAVARRA (COMUNIDAD FORAL DE);5.8.-Blanqueo de capitales;2022;1
NAVARRA (COMUNIDAD FORAL DE);5.8.-Blanqueo de capitales;2021;10
NAVARRA (COMUNIDAD FORAL DE);5.8.-Blanqueo de capitales;2020;2
NAVARRA (COMUNIDAD FORAL DE);5.8.-Blanqueo de capitales;2019;4
NAVARRA (COMUNIDAD FORAL DE);5.8.-Blanqueo de capitales;2018;2
NAVARRA (COMUNIDAD FORAL DE);5.9.-Otros contra el patrimonio;2024;110
NAVARRA (COMUNIDAD FORAL DE);5.9.-Otros contra el patrimonio;2023;74
NAVARRA (COMUNIDAD FORAL DE);5.9.-Otros contra el patrimonio;2022;76
NAVARRA (COMUNIDAD FORAL DE);5.9.-Otros contra el patrimonio;2021;66
NAVARRA (COMUNIDAD FORAL DE);5.9.-Otros contra el patrimonio;2020;62
NAVARRA (COMUNIDAD FORAL DE);5.9.-Otros contra el patrimonio;2019;99
NAVARRA (COMUNIDAD FORAL DE);5.9.-Otros contra el patrimonio;2018;106
NAVARRA (COMUNIDAD FORAL DE);6. SEGURIDAD COLECTIVA;2024;1.531
NAVARRA (COMUNIDAD FORAL DE);6. SEGURIDAD COLECTIVA;2023;1.333
NAVARRA (COMUNIDAD FORAL DE);6. SEGURIDAD COLECTIVA;2022;1.527
NAVARRA (COMUNIDAD FORAL DE);6. SEGURIDAD COLECTIVA;2021;1.222
NAVARRA (COMUNIDAD FORAL DE);6. SEGURIDAD COLECTIVA;2020;1.102
NAVARRA (COMUNIDAD FORAL DE);6. SEGURIDAD COLECTIVA;2019;1.330
NAVARRA (COMUNIDAD FORAL DE);6. SEGURIDAD COLECTIVA;2018;1.277
NAVARRA (COMUNIDAD FORAL DE);6.1.-Tráfico de drogas;2024;227
NAVARRA (COMUNIDAD FORAL DE);6.1.-Tráfico de drogas;2023;170
NAVARRA (COMUNIDAD FORAL DE);6.1.-Tráfico de drogas;2022;196
NAVARRA (COMUNIDAD FORAL DE);6.1.-Tráfico de drogas;2021;219
NAVARRA (COMUNIDAD FORAL DE);6.1.-Tráfico de drogas;2020;234
NAVARRA (COMUNIDAD FORAL DE);6.1.-Tráfico de drogas;2019;194
NAVARRA (COMUNIDAD FORAL DE);6.1.-Tráfico de drogas;2018;175
NAVARRA (COMUNIDAD FORAL DE);6.2.-Contra la seguridad vial;2024;1.269
NAVARRA (COMUNIDAD FORAL DE);6.2.-Contra la seguridad vial;2023;1.122
NAVARRA (COMUNIDAD FORAL DE);6.2.-Contra la seguridad vial;2022;1.301
NAVARRA (COMUNIDAD FORAL DE);6.2.-Contra la seguridad vial;2021;986
NAVARRA (COMUNIDAD FORAL DE);6.2.-Contra la seguridad vial;2020;839
NAVARRA (COMUNIDAD FORAL DE);6.2.-Contra la seguridad vial;2019;1.099
NAVARRA (COMUNIDAD FORAL DE);6.2.-Contra la seguridad vial;2018;1.063
NAVARRA (COMUNIDAD FORAL DE);6.3.-Otros contra la seguridad colectiva;2024;35
NAVARRA (COMUNIDAD FORAL DE);6.3.-Otros contra la seguridad colectiva;2023;41
NAVARRA (COMUNIDAD FORAL DE);6.3.-Otros contra la seguridad colectiva;2022;30
NAVARRA (COMUNIDAD FORAL DE);6.3.-Otros contra la seguridad colectiva;2021;17
NAVARRA (COMUNIDAD FORAL DE);6.3.-Otros contra la seguridad colectiva;2020;29
NAVARRA (COMUNIDAD FORAL DE);6.3.-Otros contra la seguridad colectiva;2019;37
NAVARRA (COMUNIDAD FORAL DE);6.3.-Otros contra la seguridad colectiva;2018;39
NAVARRA (COMUNIDAD FORAL DE);7. FALSEDADES;2024;88
NAVARRA (COMUNIDAD FORAL DE);7. FALSEDADES;2023;84
NAVARRA (COMUNIDAD FORAL DE);7. FALSEDADES;2022;77
NAVARRA (COMUNIDAD FORAL DE);7. FALSEDADES;2021;135
NAVARRA (COMUNIDAD FORAL DE);7. FALSEDADES;2020;94
NAVARRA (COMUNIDAD FORAL DE);7. FALSEDADES;2019;88
NAVARRA (COMUNIDAD FORAL DE);7. FALSEDADES;2018;68
NAVARRA (COMUNIDAD FORAL DE);8. ADMÓN. PÚBLICA;2024;2
NAVARRA (COMUNIDAD FORAL DE);8. ADMÓN. PÚBLICA;2023;2
NAVARRA (COMUNIDAD FORAL DE);8. ADMÓN. PÚBLICA;2022;4
NAVARRA (COMUNIDAD FORAL DE);8. ADMÓN. PÚBLICA;2021;2
NAVARRA (COMUNIDAD FORAL DE);8. ADMÓN. PÚBLICA;2020;1
NAVARRA (COMUNIDAD FORAL DE);8. ADMÓN. PÚBLICA;2019;4
NAVARRA (COMUNIDAD FORAL DE);8. ADMÓN. PÚBLICA;2018;2
NAVARRA (COMUNIDAD FORAL DE);9. ADMÓN. JUSTICIA;2024;366
NAVARRA (COMUNIDAD FORAL DE);9. ADMÓN. JUSTICIA;2023;292
NAVARRA (COMUNIDAD FORAL DE);9. ADMÓN. JUSTICIA;2022;265
NAVARRA (COMUNIDAD FORAL DE);9. ADMÓN. JUSTICIA;2021;196
NAVARRA (COMUNIDAD FORAL DE);9. ADMÓN. JUSTICIA;2020;205
NAVARRA (COMUNIDAD FORAL DE);9. ADMÓN. JUSTICIA;2019;203
NAVARRA (COMUNIDAD FORAL DE);9. ADMÓN. JUSTICIA;2018;214
NAVARRA (COMUNIDAD FORAL DE);10. ORDEN PÚBLICO;2024;504
NAVARRA (COMUNIDAD FORAL DE);10. ORDEN PÚBLICO;2023;370
NAVARRA (COMUNIDAD FORAL DE);10. ORDEN PÚBLICO;2022;403
NAVARRA (COMUNIDAD FORAL DE);10. ORDEN PÚBLICO;2021;362
NAVARRA (COMUNIDAD FORAL DE);10. ORDEN PÚBLICO;2020;343
NAVARRA (COMUNIDAD FORAL DE);10. ORDEN PÚBLICO;2019;310
NAVARRA (COMUNIDAD FORAL DE);10. ORDEN PÚBLICO;2018;242
NAVARRA (COMUNIDAD FORAL DE);11. LEGISLACIÓN ESPECIAL;2024;2
NAVARRA (COMUNIDAD FORAL DE);11. LEGISLACIÓN ESPECIAL;2023;0
NAVARRA (COMUNIDAD FORAL DE);11. LEGISLACIÓN ESPECIAL;2022;11
NAVARRA (COMUNIDAD FORAL DE);11. LEGISLACIÓN ESPECIAL;2021;0
NAVARRA (COMUNIDAD FORAL DE);11. LEGISLACIÓN ESPECIAL;2020;0
NAVARRA (COMUNIDAD FORAL DE);11. LEGISLACIÓN ESPECIAL;2019;0
NAVARRA (COMUNIDAD FORAL DE);11. LEGISLACIÓN ESPECIAL;2018;11
NAVARRA (COMUNIDAD FORAL DE);12. OTRAS INFRACCIONES PENALES;2024;46
NAVARRA (COMUNIDAD FORAL DE);12. OTRAS INFRACCIONES PENALES;2023;67
NAVARRA (COMUNIDAD FORAL DE);12. OTRAS INFRACCIONES PENALES;2022;52
NAVARRA (COMUNIDAD FORAL DE);12. OTRAS INFRACCIONES PENALES;2021;77
NAVARRA (COMUNIDAD FORAL DE);12. OTRAS INFRACCIONES PENALES;2020;68
NAVARRA (COMUNIDAD FORAL DE);12. OTRAS INFRACCIONES PENALES;2019;38
NAVARRA (COMUNIDAD FORAL DE);12. OTRAS INFRACCIONES PENALES;2018;47
NAVARRA (COMUNIDAD FORAL DE);TOTAL INFRACCIONES PENALES;2024;6.067
NAVARRA (COMUNIDAD FORAL DE);TOTAL INFRACCIONES PENALES;2023;5.474
NAVARRA (COMUNIDAD FORAL DE);TOTAL INFRACCIONES PENALES;2022;5.354
NAVARRA (COMUNIDAD FORAL DE);TOTAL INFRACCIONES PENALES;2021;4.591
NAVARRA (COMUNIDAD FORAL DE);TOTAL INFRACCIONES PENALES;2020;3.954
NAVARRA (COMUNIDAD FORAL DE);TOTAL INFRACCIONES PENALES;2019;4.500
NAVARRA (COMUNIDAD FORAL DE);TOTAL INFRACCIONES PENALES;2018;4.336
PAÍS VASCO;1. CONTRA LAS PERSONAS;2024;1.605
PAÍS VASCO;1. CONTRA LAS PERSONAS;2023;1.411
PAÍS VASCO;1. CONTRA LAS PERSONAS;2022;1.204
PAÍS VASCO;1. CONTRA LAS PERSONAS;2021;872
PAÍS VASCO;1. CONTRA LAS PERSONAS;2020;702
PAÍS VASCO;1. CONTRA LAS PERSONAS;2019;660
PAÍS VASCO;1. CONTRA LAS PERSONAS;2018;505
PAÍS VASCO;1.1.-Homicidios dolosos/asesinatos;2024;67
PAÍS VASCO;1.1.-Homicidios dolosos/asesinatos;2023;51
PAÍS VASCO;1.1.-Homicidios dolosos/asesinatos;2022;64
PAÍS VASCO;1.1.-Homicidios dolosos/asesinatos;2021;73
PAÍS VASCO;1.1.-Homicidios dolosos/asesinatos;2020;44
PAÍS VASCO;1.1.-Homicidios dolosos/asesinatos;2019;34
PAÍS VASCO;1.1.-Homicidios dolosos/asesinatos;2018;40
PAÍS VASCO;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;14
PAÍS VASCO;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;13
PAÍS VASCO;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;12
PAÍS VASCO;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;16
PAÍS VASCO;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;14
PAÍS VASCO;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;15
PAÍS VASCO;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;9
PAÍS VASCO;1.2.-Lesiones;2024;552
PAÍS VASCO;1.2.-Lesiones;2023;521
PAÍS VASCO;1.2.-Lesiones;2022;466
PAÍS VASCO;1.2.-Lesiones;2021;356
PAÍS VASCO;1.2.-Lesiones;2020;248
PAÍS VASCO;1.2.-Lesiones;2019;292
PAÍS VASCO;1.2.-Lesiones;2018;241
PAÍS VASCO;1.3.-Malos tratos ámbito familiar;2024;952
PAÍS VASCO;1.3.-Malos tratos ámbito familiar;2023;828
PAÍS VASCO;1.3.-Malos tratos ámbito familiar;2022;655
PAÍS VASCO;1.3.-Malos tratos ámbito familiar;2021;438
PAÍS VASCO;1.3.-Malos tratos ámbito familiar;2020;401
PAÍS VASCO;1.3.-Malos tratos ámbito familiar;2019;329
PAÍS VASCO;1.3.-Malos tratos ámbito familiar;2018;212
PAÍS VASCO;1.4.-Otros contra las personas;2024;34
PAÍS VASCO;1.4.-Otros contra las personas;2023;11
PAÍS VASCO;1.4.-Otros contra las personas;2022;19
PAÍS VASCO;1.4.-Otros contra las personas;2021;5
PAÍS VASCO;1.4.-Otros contra las personas;2020;9
PAÍS VASCO;1.4.-Otros contra las personas;2019;5
PAÍS VASCO;1.4.-Otros contra las personas;2018;12
PAÍS VASCO;2. CONTRA LA LIBERTAD;2024;1.079
PAÍS VASCO;2. CONTRA LA LIBERTAD;2023;1.091
PAÍS VASCO;2. CONTRA LA LIBERTAD;2022;916
PAÍS VASCO;2. CONTRA LA LIBERTAD;2021;810
PAÍS VASCO;2. CONTRA LA LIBERTAD;2020;880
PAÍS VASCO;2. CONTRA LA LIBERTAD;2019;818
PAÍS VASCO;2. CONTRA LA LIBERTAD;2018;752
PAÍS VASCO;2.1.-Malos tratos habituales en el ámbito familiar;2024;720
PAÍS VASCO;2.1.-Malos tratos habituales en el ámbito familiar;2023;728
PAÍS VASCO;2.1.-Malos tratos habituales en el ámbito familiar;2022;663
PAÍS VASCO;2.1.-Malos tratos habituales en el ámbito familiar;2021;576
PAÍS VASCO;2.1.-Malos tratos habituales en el ámbito familiar;2020;701
PAÍS VASCO;2.1.-Malos tratos habituales en el ámbito familiar;2019;656
PAÍS VASCO;2.1.-Malos tratos habituales en el ámbito familiar;2018;624
PAÍS VASCO;2.2.-Otros contra la libertad;2024;359
PAÍS VASCO;2.2.-Otros contra la libertad;2023;363
PAÍS VASCO;2.2.-Otros contra la libertad;2022;253
PAÍS VASCO;2.2.-Otros contra la libertad;2021;234
PAÍS VASCO;2.2.-Otros contra la libertad;2020;179
PAÍS VASCO;2.2.-Otros contra la libertad;2019;162
PAÍS VASCO;2.2.-Otros contra la libertad;2018;128
PAÍS VASCO;3. LIBERTAD SEXUAL;2024;281
PAÍS VASCO;3. LIBERTAD SEXUAL;2023;234
PAÍS VASCO;3. LIBERTAD SEXUAL;2022;194
PAÍS VASCO;3. LIBERTAD SEXUAL;2021;184
PAÍS VASCO;3. LIBERTAD SEXUAL;2020;164
PAÍS VASCO;3. LIBERTAD SEXUAL;2019;204
PAÍS VASCO;3. LIBERTAD SEXUAL;2018;165
PAÍS VASCO;3.1.-Agresión sexual;2024;155
PAÍS VASCO;3.1.-Agresión sexual;2023;128
PAÍS VASCO;3.1.-Agresión sexual;2022;91
PAÍS VASCO;3.1.-Agresión sexual;2021;79
PAÍS VASCO;3.1.-Agresión sexual;2020;71
PAÍS VASCO;3.1.-Agresión sexual;2019;86
PAÍS VASCO;3.1.-Agresión sexual;2018;82
PAÍS VASCO;3.2.-Agresión sexual con penetración;2024;81
PAÍS VASCO;3.2.-Agresión sexual con penetración;2023;62
PAÍS VASCO;3.2.-Agresión sexual con penetración;2022;61
PAÍS VASCO;3.2.-Agresión sexual con penetración;2021;59
PAÍS VASCO;3.2.-Agresión sexual con penetración;2020;48
PAÍS VASCO;3.2.-Agresión sexual con penetración;2019;70
PAÍS VASCO;3.2.-Agresión sexual con penetración;2018;41
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;2024;3
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;2023;3
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;2022;7
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;2021;4
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;2020;4
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;2019;2
PAÍS VASCO;3.3.-Corrupción de menores o incapacitados;2018;5
PAÍS VASCO;3.4.-Pornografía de menores;2024;18
PAÍS VASCO;3.4.-Pornografía de menores;2023;20
PAÍS VASCO;3.4.-Pornografía de menores;2022;13
PAÍS VASCO;3.4.-Pornografía de menores;2021;22
PAÍS VASCO;3.4.-Pornografía de menores;2020;16
PAÍS VASCO;3.4.-Pornografía de menores;2019;23
PAÍS VASCO;3.4.-Pornografía de menores;2018;27
PAÍS VASCO;3.5.-Otros contra la libertad sexual;2024;24
PAÍS VASCO;3.5.-Otros contra la libertad sexual;2023;21
PAÍS VASCO;3.5.-Otros contra la libertad sexual;2022;22
PAÍS VASCO;3.5.-Otros contra la libertad sexual;2021;20
PAÍS VASCO;3.5.-Otros contra la libertad sexual;2020;25
PAÍS VASCO;3.5.-Otros contra la libertad sexual;2019;23
PAÍS VASCO;3.5.-Otros contra la libertad sexual;2018;10
PAÍS VASCO;4. RELACIONES FAMILIARES;2024;6
PAÍS VASCO;4. RELACIONES FAMILIARES;2023;7
PAÍS VASCO;4. RELACIONES FAMILIARES;2022;3
PAÍS VASCO;4. RELACIONES FAMILIARES;2021;1
PAÍS VASCO;4. RELACIONES FAMILIARES;2020;1
PAÍS VASCO;4. RELACIONES FAMILIARES;2019;6
PAÍS VASCO;4. RELACIONES FAMILIARES;2018;1
PAÍS VASCO;5. PATRIMONIO;2024;2.128
PAÍS VASCO;5. PATRIMONIO;2023;2.163
PAÍS VASCO;5. PATRIMONIO;2022;2.327
PAÍS VASCO;5. PATRIMONIO;2021;1.748
PAÍS VASCO;5. PATRIMONIO;2020;1.441
PAÍS VASCO;5. PATRIMONIO;2019;1.539
PAÍS VASCO;5. PATRIMONIO;2018;1.449
PAÍS VASCO;5.1.-Hurtos;2024;454
PAÍS VASCO;5.1.-Hurtos;2023;494
PAÍS VASCO;5.1.-Hurtos;2022;519
PAÍS VASCO;5.1.-Hurtos;2021;294
PAÍS VASCO;5.1.-Hurtos;2020;240
PAÍS VASCO;5.1.-Hurtos;2019;330
PAÍS VASCO;5.1.-Hurtos;2018;274
PAÍS VASCO;5.2.-Robos con fuerza en las cosas;2024;618
PAÍS VASCO;5.2.-Robos con fuerza en las cosas;2023;628
PAÍS VASCO;5.2.-Robos con fuerza en las cosas;2022;747
PAÍS VASCO;5.2.-Robos con fuerza en las cosas;2021;731
PAÍS VASCO;5.2.-Robos con fuerza en las cosas;2020;594
PAÍS VASCO;5.2.-Robos con fuerza en las cosas;2019;590
PAÍS VASCO;5.2.-Robos con fuerza en las cosas;2018;528
PAÍS VASCO;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;1
PAÍS VASCO;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;1
PAÍS VASCO;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;0
PAÍS VASCO;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;0
PAÍS VASCO;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;3
PAÍS VASCO;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;0
PAÍS VASCO;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;1
PAÍS VASCO;5.2.2.-Robos con fuerza en viviendas;2024;174
