Comunidades autónomas;Tipología penal;periodo;Total
CANARIAS;5.4.-Sustracción de vehículos;2019;202
CANARIAS;5.4.-Sustracción de vehículos;2018;178
CANARIAS;5.5.-Estafas;2024;707
CANARIAS;5.5.-Estafas;2023;697
CANARIAS;5.5.-Estafas;2022;655
CANARIAS;5.5.-Estafas;2021;554
CANARIAS;5.5.-Estafas;2020;592
CANARIAS;5.5.-Estafas;2019;769
CANARIAS;5.5.-Estafas;2018;677
CANARIAS;5.5.1.-Estafas informáticas;2024;335
CANARIAS;5.5.1.-Estafas informáticas;2023;327
CANARIAS;5.5.1.-Estafas informáticas;2022;268
CANARIAS;5.5.1.-Estafas informáticas;2021;244
CANARIAS;5.5.1.-Estafas informáticas;2020;216
CANARIAS;5.5.1.-Estafas informáticas;2019;205
CANARIAS;5.5.1.-Estafas informáticas;2018;148
CANARIAS;5.6.-Daños;2024;496
CANARIAS;5.6.-Daños;2023;490
CANARIAS;5.6.-Daños;2022;503
CANARIAS;5.6.-Daños;2021;556
CANARIAS;5.6.-Daños;2020;483
CANARIAS;5.6.-Daños;2019;461
CANARIAS;5.6.-Daños;2018;494
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2024;126
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2023;99
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2022;97
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2021;35
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2020;36
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2019;184
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2018;148
CANARIAS;5.8.-Blanqueo de capitales;2024;14
CANARIAS;5.8.-Blanqueo de capitales;2023;5
CANARIAS;5.8.-Blanqueo de capitales;2022;45
CANARIAS;5.8.-Blanqueo de capitales;2021;76
CANARIAS;5.8.-Blanqueo de capitales;2020;14
CANARIAS;5.8.-Blanqueo de capitales;2019;23
CANARIAS;5.8.-Blanqueo de capitales;2018;58
CANARIAS;5.9.-Otros contra el patrimonio;2024;396
CANARIAS;5.9.-Otros contra el patrimonio;2023;399
CANARIAS;5.9.-Otros contra el patrimonio;2022;437
CANARIAS;5.9.-Otros contra el patrimonio;2021;417
CANARIAS;5.9.-Otros contra el patrimonio;2020;522
CANARIAS;5.9.-Otros contra el patrimonio;2019;566
CANARIAS;5.9.-Otros contra el patrimonio;2018;655
CANARIAS;6. SEGURIDAD COLECTIVA;2024;3.711
CANARIAS;6. SEGURIDAD COLECTIVA;2023;3.633
CANARIAS;6. SEGURIDAD COLECTIVA;2022;3.590
CANARIAS;6. SEGURIDAD COLECTIVA;2021;3.076
CANARIAS;6. SEGURIDAD COLECTIVA;2020;2.870
CANARIAS;6. SEGURIDAD COLECTIVA;2019;3.271
CANARIAS;6. SEGURIDAD COLECTIVA;2018;3.288
CANARIAS;6.1.-Tráfico de drogas;2024;1.107
CANARIAS;6.1.-Tráfico de drogas;2023;1.009
CANARIAS;6.1.-Tráfico de drogas;2022;976
CANARIAS;6.1.-Tráfico de drogas;2021;804
CANARIAS;6.1.-Tráfico de drogas;2020;797
CANARIAS;6.1.-Tráfico de drogas;2019;777
CANARIAS;6.1.-Tráfico de drogas;2018;919
CANARIAS;6.2.-Contra la seguridad vial;2024;2.430
CANARIAS;6.2.-Contra la seguridad vial;2023;2.484
CANARIAS;6.2.-Contra la seguridad vial;2022;2.528
CANARIAS;6.2.-Contra la seguridad vial;2021;2.231
CANARIAS;6.2.-Contra la seguridad vial;2020;2.013
CANARIAS;6.2.-Contra la seguridad vial;2019;2.448
CANARIAS;6.2.-Contra la seguridad vial;2018;2.309
CANARIAS;6.3.-Otros contra la seguridad colectiva;2024;174
CANARIAS;6.3.-Otros contra la seguridad colectiva;2023;140
CANARIAS;6.3.-Otros contra la seguridad colectiva;2022;86
CANARIAS;6.3.-Otros contra la seguridad colectiva;2021;41
CANARIAS;6.3.-Otros contra la seguridad colectiva;2020;60
CANARIAS;6.3.-Otros contra la seguridad colectiva;2019;46
CANARIAS;6.3.-Otros contra la seguridad colectiva;2018;60
CANARIAS;7. FALSEDADES;2024;309
CANARIAS;7. FALSEDADES;2023;258
CANARIAS;7. FALSEDADES;2022;345
CANARIAS;7. FALSEDADES;2021;524
CANARIAS;7. FALSEDADES;2020;563
CANARIAS;7. FALSEDADES;2019;642
CANARIAS;7. FALSEDADES;2018;392
CANARIAS;8. ADMÓN. PÚBLICA;2024;16
CANARIAS;8. ADMÓN. PÚBLICA;2023;24
CANARIAS;8. ADMÓN. PÚBLICA;2022;16
CANARIAS;8. ADMÓN. PÚBLICA;2021;19
CANARIAS;8. ADMÓN. PÚBLICA;2020;26
CANARIAS;8. ADMÓN. PÚBLICA;2019;17
CANARIAS;8. ADMÓN. PÚBLICA;2018;5
CANARIAS;9. ADMÓN. JUSTICIA;2024;1.635
CANARIAS;9. ADMÓN. JUSTICIA;2023;1.570
CANARIAS;9. ADMÓN. JUSTICIA;2022;1.374
CANARIAS;9. ADMÓN. JUSTICIA;2021;1.314
CANARIAS;9. ADMÓN. JUSTICIA;2020;1.179
CANARIAS;9. ADMÓN. JUSTICIA;2019;1.187
CANARIAS;9. ADMÓN. JUSTICIA;2018;1.068
CANARIAS;10. ORDEN PÚBLICO;2024;991
CANARIAS;10. ORDEN PÚBLICO;2023;990
CANARIAS;10. ORDEN PÚBLICO;2022;851
CANARIAS;10. ORDEN PÚBLICO;2021;988
CANARIAS;10. ORDEN PÚBLICO;2020;1.325
CANARIAS;10. ORDEN PÚBLICO;2019;747
CANARIAS;10. ORDEN PÚBLICO;2018;739
CANARIAS;11. LEGISLACIÓN ESPECIAL;2024;5
CANARIAS;11. LEGISLACIÓN ESPECIAL;2023;2
CANARIAS;11. LEGISLACIÓN ESPECIAL;2022;0
CANARIAS;11. LEGISLACIÓN ESPECIAL;2021;1
CANARIAS;11. LEGISLACIÓN ESPECIAL;2020;11
CANARIAS;11. LEGISLACIÓN ESPECIAL;2019;4
CANARIAS;11. LEGISLACIÓN ESPECIAL;2018;0
CANARIAS;12. OTRAS INFRACCIONES PENALES;2024;464
CANARIAS;12. OTRAS INFRACCIONES PENALES;2023;679
CANARIAS;12. OTRAS INFRACCIONES PENALES;2022;416
CANARIAS;12. OTRAS INFRACCIONES PENALES;2021;391
CANARIAS;12. OTRAS INFRACCIONES PENALES;2020;247
CANARIAS;12. OTRAS INFRACCIONES PENALES;2019;221
CANARIAS;12. OTRAS INFRACCIONES PENALES;2018;166
CANARIAS;TOTAL INFRACCIONES PENALES;2024;25.128
CANARIAS;TOTAL INFRACCIONES PENALES;2023;25.893
CANARIAS;TOTAL INFRACCIONES PENALES;2022;23.996
CANARIAS;TOTAL INFRACCIONES PENALES;2021;23.427
CANARIAS;TOTAL INFRACCIONES PENALES;2020;22.615
CANARIAS;TOTAL INFRACCIONES PENALES;2019;24.731
CANARIAS;TOTAL INFRACCIONES PENALES;2018;24.291
CANTABRIA;1. CONTRA LAS PERSONAS;2024;1.533
CANTABRIA;1. CONTRA LAS PERSONAS;2023;1.664
CANTABRIA;1. CONTRA LAS PERSONAS;2022;1.517
CANTABRIA;1. CONTRA LAS PERSONAS;2021;1.256
CANTABRIA;1. CONTRA LAS PERSONAS;2020;970
CANTABRIA;1. CONTRA LAS PERSONAS;2019;1.047
CANTABRIA;1. CONTRA LAS PERSONAS;2018;949
CANTABRIA;1.1.-Homicidios dolosos/asesinatos;2024;18
CANTABRIA;1.1.-Homicidios dolosos/asesinatos;2023;9
CANTABRIA;1.1.-Homicidios dolosos/asesinatos;2022;15
CANTABRIA;1.1.-Homicidios dolosos/asesinatos;2021;12
CANTABRIA;1.1.-Homicidios dolosos/asesinatos;2020;4
CANTABRIA;1.1.-Homicidios dolosos/asesinatos;2019;19
CANTABRIA;1.1.-Homicidios dolosos/asesinatos;2018;5
CANTABRIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;4
CANTABRIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;0
CANTABRIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;3
CANTABRIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;5
CANTABRIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;1
CANTABRIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;6
CANTABRIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;0
CANTABRIA;1.2.-Lesiones;2024;566
CANTABRIA;1.2.-Lesiones;2023;722
CANTABRIA;1.2.-Lesiones;2022;677
CANTABRIA;1.2.-Lesiones;2021;582
CANTABRIA;1.2.-Lesiones;2020;414
CANTABRIA;1.2.-Lesiones;2019;442
CANTABRIA;1.2.-Lesiones;2018;380
CANTABRIA;1.3.-Malos tratos ámbito familiar;2024;916
CANTABRIA;1.3.-Malos tratos ámbito familiar;2023;884
CANTABRIA;1.3.-Malos tratos ámbito familiar;2022;764
CANTABRIA;1.3.-Malos tratos ámbito familiar;2021;612
CANTABRIA;1.3.-Malos tratos ámbito familiar;2020;513
CANTABRIA;1.3.-Malos tratos ámbito familiar;2019;552
CANTABRIA;1.3.-Malos tratos ámbito familiar;2018;542
CANTABRIA;1.4.-Otros contra las personas;2024;33
CANTABRIA;1.4.-Otros contra las personas;2023;49
CANTABRIA;1.4.-Otros contra las personas;2022;61
CANTABRIA;1.4.-Otros contra las personas;2021;50
CANTABRIA;1.4.-Otros contra las personas;2020;39
CANTABRIA;1.4.-Otros contra las personas;2019;34
CANTABRIA;1.4.-Otros contra las personas;2018;22
CANTABRIA;2. CONTRA LA LIBERTAD;2024;674
CANTABRIA;2. CONTRA LA LIBERTAD;2023;740
CANTABRIA;2. CONTRA LA LIBERTAD;2022;672
CANTABRIA;2. CONTRA LA LIBERTAD;2021;644
CANTABRIA;2. CONTRA LA LIBERTAD;2020;491
CANTABRIA;2. CONTRA LA LIBERTAD;2019;409
CANTABRIA;2. CONTRA LA LIBERTAD;2018;373
CANTABRIA;2.1.-Malos tratos habituales en el ámbito familiar;2024;160
CANTABRIA;2.1.-Malos tratos habituales en el ámbito familiar;2023;164
CANTABRIA;2.1.-Malos tratos habituales en el ámbito familiar;2022;139
CANTABRIA;2.1.-Malos tratos habituales en el ámbito familiar;2021;131
CANTABRIA;2.1.-Malos tratos habituales en el ámbito familiar;2020;115
CANTABRIA;2.1.-Malos tratos habituales en el ámbito familiar;2019;115
CANTABRIA;2.1.-Malos tratos habituales en el ámbito familiar;2018;106
CANTABRIA;2.2.-Otros contra la libertad;2024;514
CANTABRIA;2.2.-Otros contra la libertad;2023;576
CANTABRIA;2.2.-Otros contra la libertad;2022;533
CANTABRIA;2.2.-Otros contra la libertad;2021;513
CANTABRIA;2.2.-Otros contra la libertad;2020;376
CANTABRIA;2.2.-Otros contra la libertad;2019;294
CANTABRIA;2.2.-Otros contra la libertad;2018;267
CANTABRIA;3. LIBERTAD SEXUAL;2024;128
CANTABRIA;3. LIBERTAD SEXUAL;2023;116
CANTABRIA;3. LIBERTAD SEXUAL;2022;133
CANTABRIA;3. LIBERTAD SEXUAL;2021;106
CANTABRIA;3. LIBERTAD SEXUAL;2020;62
CANTABRIA;3. LIBERTAD SEXUAL;2019;74
CANTABRIA;3. LIBERTAD SEXUAL;2018;71
CANTABRIA;3.1.-Agresión sexual;2024;67
CANTABRIA;3.1.-Agresión sexual;2023;70
CANTABRIA;3.1.-Agresión sexual;2022;68
CANTABRIA;3.1.-Agresión sexual;2021;71
CANTABRIA;3.1.-Agresión sexual;2020;37
CANTABRIA;3.1.-Agresión sexual;2019;45
CANTABRIA;3.1.-Agresión sexual;2018;45
CANTABRIA;3.2.-Agresión sexual con penetración;2024;35
CANTABRIA;3.2.-Agresión sexual con penetración;2023;26
CANTABRIA;3.2.-Agresión sexual con penetración;2022;44
CANTABRIA;3.2.-Agresión sexual con penetración;2021;19
CANTABRIA;3.2.-Agresión sexual con penetración;2020;12
CANTABRIA;3.2.-Agresión sexual con penetración;2019;14
CANTABRIA;3.2.-Agresión sexual con penetración;2018;10
CANTABRIA;3.3.-Corrupción de menores o incapacitados;2024;1
CANTABRIA;3.3.-Corrupción de menores o incapacitados;2023;2
CANTABRIA;3.3.-Corrupción de menores o incapacitados;2022;3
CANTABRIA;3.3.-Corrupción de menores o incapacitados;2021;1
CANTABRIA;3.3.-Corrupción de menores o incapacitados;2020;0
CANTABRIA;3.3.-Corrupción de menores o incapacitados;2019;0
CANTABRIA;3.3.-Corrupción de menores o incapacitados;2018;0
CANTABRIA;3.4.-Pornografía de menores;2024;11
CANTABRIA;3.4.-Pornografía de menores;2023;5
CANTABRIA;3.4.-Pornografía de menores;2022;5
CANTABRIA;3.4.-Pornografía de menores;2021;5
CANTABRIA;3.4.-Pornografía de menores;2020;5
CANTABRIA;3.4.-Pornografía de menores;2019;6
CANTABRIA;3.4.-Pornografía de menores;2018;7
CANTABRIA;3.5.-Otros contra la libertad sexual;2024;14
CANTABRIA;3.5.-Otros contra la libertad sexual;2023;13
CANTABRIA;3.5.-Otros contra la libertad sexual;2022;13
CANTABRIA;3.5.-Otros contra la libertad sexual;2021;10
CANTABRIA;3.5.-Otros contra la libertad sexual;2020;8
CANTABRIA;3.5.-Otros contra la libertad sexual;2019;9
CANTABRIA;3.5.-Otros contra la libertad sexual;2018;9
CANTABRIA;4. RELACIONES FAMILIARES;2024;10
CANTABRIA;4. RELACIONES FAMILIARES;2023;10
CANTABRIA;4. RELACIONES FAMILIARES;2022;12
CANTABRIA;4. RELACIONES FAMILIARES;2021;2
CANTABRIA;4. RELACIONES FAMILIARES;2020;8
CANTABRIA;4. RELACIONES FAMILIARES;2019;11
CANTABRIA;4. RELACIONES FAMILIARES;2018;17
CANTABRIA;5. PATRIMONIO;2024;1.476
CANTABRIA;5. PATRIMONIO;2023;1.613
CANTABRIA;5. PATRIMONIO;2022;1.619
CANTABRIA;5. PATRIMONIO;2021;1.418
CANTABRIA;5. PATRIMONIO;2020;1.139
CANTABRIA;5. PATRIMONIO;2019;1.261
CANTABRIA;5. PATRIMONIO;2018;1.273
CANTABRIA;5.1.-Hurtos;2024;697
CANTABRIA;5.1.-Hurtos;2023;731
CANTABRIA;5.1.-Hurtos;2022;762
CANTABRIA;5.1.-Hurtos;2021;650
CANTABRIA;5.1.-Hurtos;2020;479
CANTABRIA;5.1.-Hurtos;2019;502
CANTABRIA;5.1.-Hurtos;2018;558
CANTABRIA;5.2.-Robos con fuerza en las cosas;2024;291
CANTABRIA;5.2.-Robos con fuerza en las cosas;2023;236
CANTABRIA;5.2.-Robos con fuerza en las cosas;2022;249
CANTABRIA;5.2.-Robos con fuerza en las cosas;2021;232
CANTABRIA;5.2.-Robos con fuerza en las cosas;2020;222
CANTABRIA;5.2.-Robos con fuerza en las cosas;2019;272
CANTABRIA;5.2.-Robos con fuerza en las cosas;2018;278
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;24
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;41
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;34
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;28
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;15
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;35
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;29
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2024;86
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2023;70
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2022;69
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2021;71
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2020;80
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2019;87
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2018;101
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2024;98
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2023;53
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2022;88
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2021;79
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2020;64
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2019;103
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2018;86
CANTABRIA;5.3.-Robos con violencia o intimidación;2024;84
CANTABRIA;5.3.-Robos con violencia o intimidación;2023;105
CANTABRIA;5.3.-Robos con violencia o intimidación;2022;114
CANTABRIA;5.3.-Robos con violencia o intimidación;2021;91
CANTABRIA;5.3.-Robos con violencia o intimidación;2020;108
CANTABRIA;5.3.-Robos con violencia o intimidación;2019;94
CANTABRIA;5.3.-Robos con violencia o intimidación;2018;77
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2024;32
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2023;46
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2022;49
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2021;35
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2020;43
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2019;38
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2018;35
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2024;10
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2023;9
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2022;14
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2021;17
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2020;11
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2019;9
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2018;6
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2024;39
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2023;43
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2022;44
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2021;23
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2020;31
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2019;37
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2018;22
CANTABRIA;5.4.-Sustracción de vehículos;2024;30
CANTABRIA;5.4.-Sustracción de vehículos;2023;27
CANTABRIA;5.4.-Sustracción de vehículos;2022;13
CANTABRIA;5.4.-Sustracción de vehículos;2021;31
CANTABRIA;5.4.-Sustracción de vehículos;2020;21
CANTABRIA;5.4.-Sustracción de vehículos;2019;20
CANTABRIA;5.4.-Sustracción de vehículos;2018;30
CANTABRIA;5.5.-Estafas;2024;158
CANTABRIA;5.5.-Estafas;2023;258
CANTABRIA;5.5.-Estafas;2022;199
CANTABRIA;5.5.-Estafas;2021;142
CANTABRIA;5.5.-Estafas;2020;120
CANTABRIA;5.5.-Estafas;2019;152
CANTABRIA;5.5.-Estafas;2018;81
CANTABRIA;5.5.1.-Estafas informáticas;2024;84
CANTABRIA;5.5.1.-Estafas informáticas;2023;168
CANTABRIA;5.5.1.-Estafas informáticas;2022;116
CANTABRIA;5.5.1.-Estafas informáticas;2021;67
CANTABRIA;5.5.1.-Estafas informáticas;2020;44
CANTABRIA;5.5.1.-Estafas informáticas;2019;34
CANTABRIA;5.5.1.-Estafas informáticas;2018;25
CANTABRIA;5.6.-Daños;2024;105
CANTABRIA;5.6.-Daños;2023;132
CANTABRIA;5.6.-Daños;2022;153
CANTABRIA;5.6.-Daños;2021;141
CANTABRIA;5.6.-Daños;2020;110
CANTABRIA;5.6.-Daños;2019;105
CANTABRIA;5.6.-Daños;2018;87
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2024;2
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2023;18
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2022;24
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2021;22
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2020;12
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2019;14
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2018;18
CANTABRIA;5.8.-Blanqueo de capitales;2024;3
CANTABRIA;5.8.-Blanqueo de capitales;2023;5
CANTABRIA;5.8.-Blanqueo de capitales;2022;0
CANTABRIA;5.8.-Blanqueo de capitales;2021;0
CANTABRIA;5.8.-Blanqueo de capitales;2020;0
CANTABRIA;5.8.-Blanqueo de capitales;2019;0
CANTABRIA;5.8.-Blanqueo de capitales;2018;0
CANTABRIA;5.9.-Otros contra el patrimonio;2024;106
CANTABRIA;5.9.-Otros contra el patrimonio;2023;101
CANTABRIA;5.9.-Otros contra el patrimonio;2022;105
CANTABRIA;5.9.-Otros contra el patrimonio;2021;109
CANTABRIA;5.9.-Otros contra el patrimonio;2020;67
CANTABRIA;5.9.-Otros contra el patrimonio;2019;102
CANTABRIA;5.9.-Otros contra el patrimonio;2018;144
CANTABRIA;6. SEGURIDAD COLECTIVA;2024;780
CANTABRIA;6. SEGURIDAD COLECTIVA;2023;812
CANTABRIA;6. SEGURIDAD COLECTIVA;2022;869
CANTABRIA;6. SEGURIDAD COLECTIVA;2021;766
CANTABRIA;6. SEGURIDAD COLECTIVA;2020;665
CANTABRIA;6. SEGURIDAD COLECTIVA;2019;768
CANTABRIA;6. SEGURIDAD COLECTIVA;2018;744
CANTABRIA;6.1.-Tráfico de drogas;2024;129
CANTABRIA;6.1.-Tráfico de drogas;2023;182
CANTABRIA;6.1.-Tráfico de drogas;2022;157
CANTABRIA;6.1.-Tráfico de drogas;2021;173
CANTABRIA;6.1.-Tráfico de drogas;2020;174
CANTABRIA;6.1.-Tráfico de drogas;2019;188
CANTABRIA;6.1.-Tráfico de drogas;2018;159
CANTABRIA;6.2.-Contra la seguridad vial;2024;593
CANTABRIA;6.2.-Contra la seguridad vial;2023;606
CANTABRIA;6.2.-Contra la seguridad vial;2022;685
CANTABRIA;6.2.-Contra la seguridad vial;2021;576
CANTABRIA;6.2.-Contra la seguridad vial;2020;483
CANTABRIA;6.2.-Contra la seguridad vial;2019;575
CANTABRIA;6.2.-Contra la seguridad vial;2018;567
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2024;58
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2023;24
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2022;27
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2021;17
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2020;8
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2019;5
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2018;18
CANTABRIA;7. FALSEDADES;2024;58
CANTABRIA;7. FALSEDADES;2023;69
CANTABRIA;7. FALSEDADES;2022;90
CANTABRIA;7. FALSEDADES;2021;91
CANTABRIA;7. FALSEDADES;2020;69
CANTABRIA;7. FALSEDADES;2019;99
CANTABRIA;7. FALSEDADES;2018;67
CANTABRIA;8. ADMÓN. PÚBLICA;2024;13
CANTABRIA;8. ADMÓN. PÚBLICA;2023;13
CANTABRIA;8. ADMÓN. PÚBLICA;2022;2
CANTABRIA;8. ADMÓN. PÚBLICA;2021;0
CANTABRIA;8. ADMÓN. PÚBLICA;2020;2
CANTABRIA;8. ADMÓN. PÚBLICA;2019;0
CANTABRIA;8. ADMÓN. PÚBLICA;2018;0
CANTABRIA;9. ADMÓN. JUSTICIA;2024;344
CANTABRIA;9. ADMÓN. JUSTICIA;2023;362
CANTABRIA;9. ADMÓN. JUSTICIA;2022;287
CANTABRIA;9. ADMÓN. JUSTICIA;2021;195
CANTABRIA;9. ADMÓN. JUSTICIA;2020;204
CANTABRIA;9. ADMÓN. JUSTICIA;2019;223
CANTABRIA;9. ADMÓN. JUSTICIA;2018;230
CANTABRIA;10. ORDEN PÚBLICO;2024;251
CANTABRIA;10. ORDEN PÚBLICO;2023;243
CANTABRIA;10. ORDEN PÚBLICO;2022;306
CANTABRIA;10. ORDEN PÚBLICO;2021;246
CANTABRIA;10. ORDEN PÚBLICO;2020;430
CANTABRIA;10. ORDEN PÚBLICO;2019;163
CANTABRIA;10. ORDEN PÚBLICO;2018;185
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2024;4
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2023;5
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2022;0
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2021;6
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2020;0
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2019;0
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2018;1
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2024;55
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2023;70
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2022;69
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2021;65
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2020;71
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2019;84
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2018;71
CANTABRIA;TOTAL INFRACCIONES PENALES;2024;5.326
CANTABRIA;TOTAL INFRACCIONES PENALES;2023;5.717
CANTABRIA;TOTAL INFRACCIONES PENALES;2022;5.576
CANTABRIA;TOTAL INFRACCIONES PENALES;2021;4.795
CANTABRIA;TOTAL INFRACCIONES PENALES;2020;4.111
CANTABRIA;TOTAL INFRACCIONES PENALES;2019;4.139
CANTABRIA;TOTAL INFRACCIONES PENALES;2018;3.981
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2024;5.315
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2023;5.201
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2022;4.871
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2021;4.117
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2020;3.654
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2019;3.957
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2018;4.025
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2024;61
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2023;55
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2022;65
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2021;34
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2020;69
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2019;61
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2018;47
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;11
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;10
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;20
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;13
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;33
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;27
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;19
CASTILLA Y LEÓN;1.2.-Lesiones;2024;2.084
CASTILLA Y LEÓN;1.2.-Lesiones;2023;1.953
CASTILLA Y LEÓN;1.2.-Lesiones;2022;2.003
CASTILLA Y LEÓN;1.2.-Lesiones;2021;1.598
CASTILLA Y LEÓN;1.2.-Lesiones;2020;1.346
CASTILLA Y LEÓN;1.2.-Lesiones;2019;1.651
CASTILLA Y LEÓN;1.2.-Lesiones;2018;1.829
