Provincias;Nacionalidad;Sexo;periodo;Total
Segovia;2.01.-Ecuador;Masculino;2024;6
Segovia;2.01.-Ecuador;Masculino;2023;5
Segovia;2.01.-Ecuador;Masculino;2022;9
Segovia;2.01.-Ecuador;Masculino;2021;8
Segovia;2.01.-Ecuador;Masculino;2020;9
Segovia;2.01.-Ecuador;Masculino;2019;9
Segovia;2.01.-Ecuador;Masculino;2018;6
Segovia;2.01.-Ecuador;Femenino;2024;1
Segovia;2.01.-Ecuador;Femenino;2023;1
Segovia;2.01.-Ecuador;Femenino;2022;0
Segovia;2.01.-Ecuador;Femenino;2021;3
Segovia;2.01.-Ecuador;Femenino;2020;1
Segovia;2.01.-Ecuador;Femenino;2019;0
Segovia;2.01.-Ecuador;Femenino;2018;1
Segovia;2.01.-Ecuador;Ambos sexos;2024;7
Segovia;2.01.-Ecuador;Ambos sexos;2023;6
Segovia;2.01.-Ecuador;Ambos sexos;2022;9
Segovia;2.01.-Ecuador;Ambos sexos;2021;11
Segovia;2.01.-Ecuador;Ambos sexos;2020;10
Segovia;2.01.-Ecuador;Ambos sexos;2019;9
Segovia;2.01.-Ecuador;Ambos sexos;2018;7
Segovia;2.02.-Colombia;Masculino;2024;43
Segovia;2.02.-Colombia;Masculino;2023;44
Segovia;2.02.-Colombia;Masculino;2022;25
Segovia;2.02.-Colombia;Masculino;2021;27
Segovia;2.02.-Colombia;Masculino;2020;30
Segovia;2.02.-Colombia;Masculino;2019;22
Segovia;2.02.-Colombia;Masculino;2018;17
Segovia;2.02.-Colombia;Femenino;2024;3
Segovia;2.02.-Colombia;Femenino;2023;10
Segovia;2.02.-Colombia;Femenino;2022;5
Segovia;2.02.-Colombia;Femenino;2021;2
Segovia;2.02.-Colombia;Femenino;2020;1
Segovia;2.02.-Colombia;Femenino;2019;0
Segovia;2.02.-Colombia;Femenino;2018;4
Segovia;2.02.-Colombia;Ambos sexos;2024;46
Segovia;2.02.-Colombia;Ambos sexos;2023;54
Segovia;2.02.-Colombia;Ambos sexos;2022;30
Segovia;2.02.-Colombia;Ambos sexos;2021;29
Segovia;2.02.-Colombia;Ambos sexos;2020;31
Segovia;2.02.-Colombia;Ambos sexos;2019;22
Segovia;2.02.-Colombia;Ambos sexos;2018;21
Segovia;2.03.-Rep. Dominicana;Masculino;2024;22
Segovia;2.03.-Rep. Dominicana;Masculino;2023;25
Segovia;2.03.-Rep. Dominicana;Masculino;2022;19
Segovia;2.03.-Rep. Dominicana;Masculino;2021;16
Segovia;2.03.-Rep. Dominicana;Masculino;2020;9
Segovia;2.03.-Rep. Dominicana;Masculino;2019;15
Segovia;2.03.-Rep. Dominicana;Masculino;2018;20
Segovia;2.03.-Rep. Dominicana;Femenino;2024;1
Segovia;2.03.-Rep. Dominicana;Femenino;2023;0
Segovia;2.03.-Rep. Dominicana;Femenino;2022;4
Segovia;2.03.-Rep. Dominicana;Femenino;2021;1
Segovia;2.03.-Rep. Dominicana;Femenino;2020;3
Segovia;2.03.-Rep. Dominicana;Femenino;2019;2
Segovia;2.03.-Rep. Dominicana;Femenino;2018;2
Segovia;2.03.-Rep. Dominicana;Ambos sexos;2024;23
Segovia;2.03.-Rep. Dominicana;Ambos sexos;2023;25
Segovia;2.03.-Rep. Dominicana;Ambos sexos;2022;23
Segovia;2.03.-Rep. Dominicana;Ambos sexos;2021;17
Segovia;2.03.-Rep. Dominicana;Ambos sexos;2020;12
Segovia;2.03.-Rep. Dominicana;Ambos sexos;2019;17
Segovia;2.03.-Rep. Dominicana;Ambos sexos;2018;22
Segovia;2.04.-Bolivia;Masculino;2024;1
Segovia;2.04.-Bolivia;Masculino;2023;4
Segovia;2.04.-Bolivia;Masculino;2022;3
Segovia;2.04.-Bolivia;Masculino;2021;4
Segovia;2.04.-Bolivia;Masculino;2020;4
Segovia;2.04.-Bolivia;Masculino;2019;3
Segovia;2.04.-Bolivia;Masculino;2018;5
Segovia;2.04.-Bolivia;Femenino;2024;0
Segovia;2.04.-Bolivia;Femenino;2023;0
Segovia;2.04.-Bolivia;Femenino;2022;0
Segovia;2.04.-Bolivia;Femenino;2021;1
Segovia;2.04.-Bolivia;Femenino;2020;0
Segovia;2.04.-Bolivia;Femenino;2019;1
Segovia;2.04.-Bolivia;Femenino;2018;0
Segovia;2.04.-Bolivia;Ambos sexos;2024;1
Segovia;2.04.-Bolivia;Ambos sexos;2023;4
Segovia;2.04.-Bolivia;Ambos sexos;2022;3
Segovia;2.04.-Bolivia;Ambos sexos;2021;5
Segovia;2.04.-Bolivia;Ambos sexos;2020;4
Segovia;2.04.-Bolivia;Ambos sexos;2019;4
Segovia;2.04.-Bolivia;Ambos sexos;2018;5
Segovia;2.05.-Perú;Masculino;2024;18
Segovia;2.05.-Perú;Masculino;2023;12
Segovia;2.05.-Perú;Masculino;2022;17
Segovia;2.05.-Perú;Masculino;2021;6
Segovia;2.05.-Perú;Masculino;2020;6
Segovia;2.05.-Perú;Masculino;2019;7
Segovia;2.05.-Perú;Masculino;2018;5
Segovia;2.05.-Perú;Femenino;2024;5
Segovia;2.05.-Perú;Femenino;2023;3
Segovia;2.05.-Perú;Femenino;2022;3
Segovia;2.05.-Perú;Femenino;2021;1
Segovia;2.05.-Perú;Femenino;2020;0
Segovia;2.05.-Perú;Femenino;2019;0
Segovia;2.05.-Perú;Femenino;2018;0
Segovia;2.05.-Perú;Ambos sexos;2024;23
Segovia;2.05.-Perú;Ambos sexos;2023;15
Segovia;2.05.-Perú;Ambos sexos;2022;20
Segovia;2.05.-Perú;Ambos sexos;2021;7
Segovia;2.05.-Perú;Ambos sexos;2020;6
Segovia;2.05.-Perú;Ambos sexos;2019;7
Segovia;2.05.-Perú;Ambos sexos;2018;5
Segovia;2.06.-Argentina;Masculino;2024;1
Segovia;2.06.-Argentina;Masculino;2023;2
Segovia;2.06.-Argentina;Masculino;2022;0
Segovia;2.06.-Argentina;Masculino;2021;2
Segovia;2.06.-Argentina;Masculino;2020;7
Segovia;2.06.-Argentina;Masculino;2019;1
Segovia;2.06.-Argentina;Masculino;2018;0
Segovia;2.06.-Argentina;Femenino;2024;1
Segovia;2.06.-Argentina;Femenino;2023;0
Segovia;2.06.-Argentina;Femenino;2022;0
Segovia;2.06.-Argentina;Femenino;2021;0
Segovia;2.06.-Argentina;Femenino;2020;0
Segovia;2.06.-Argentina;Femenino;2019;0
Segovia;2.06.-Argentina;Femenino;2018;0
Segovia;2.06.-Argentina;Ambos sexos;2024;2
Segovia;2.06.-Argentina;Ambos sexos;2023;2
Segovia;2.06.-Argentina;Ambos sexos;2022;0
Segovia;2.06.-Argentina;Ambos sexos;2021;2
Segovia;2.06.-Argentina;Ambos sexos;2020;7
Segovia;2.06.-Argentina;Ambos sexos;2019;1
Segovia;2.06.-Argentina;Ambos sexos;2018;0
Segovia;2.07.-Brasil;Masculino;2024;6
Segovia;2.07.-Brasil;Masculino;2023;4
Segovia;2.07.-Brasil;Masculino;2022;4
Segovia;2.07.-Brasil;Masculino;2021;1
Segovia;2.07.-Brasil;Masculino;2020;1
Segovia;2.07.-Brasil;Masculino;2019;1
Segovia;2.07.-Brasil;Masculino;2018;0
Segovia;2.07.-Brasil;Femenino;2024;4
Segovia;2.07.-Brasil;Femenino;2023;0
Segovia;2.07.-Brasil;Femenino;2022;0
Segovia;2.07.-Brasil;Femenino;2021;3
Segovia;2.07.-Brasil;Femenino;2020;0
Segovia;2.07.-Brasil;Femenino;2019;3
Segovia;2.07.-Brasil;Femenino;2018;1
Segovia;2.07.-Brasil;Ambos sexos;2024;10
Segovia;2.07.-Brasil;Ambos sexos;2023;4
Segovia;2.07.-Brasil;Ambos sexos;2022;4
Segovia;2.07.-Brasil;Ambos sexos;2021;4
Segovia;2.07.-Brasil;Ambos sexos;2020;1
Segovia;2.07.-Brasil;Ambos sexos;2019;4
Segovia;2.07.-Brasil;Ambos sexos;2018;1
Segovia;2.08.-Cuba;Masculino;2024;7
Segovia;2.08.-Cuba;Masculino;2023;5
Segovia;2.08.-Cuba;Masculino;2022;2
Segovia;2.08.-Cuba;Masculino;2021;0
Segovia;2.08.-Cuba;Masculino;2020;2
Segovia;2.08.-Cuba;Masculino;2019;2
Segovia;2.08.-Cuba;Masculino;2018;1
Segovia;2.08.-Cuba;Femenino;2024;3
Segovia;2.08.-Cuba;Femenino;2023;0
Segovia;2.08.-Cuba;Femenino;2022;0
Segovia;2.08.-Cuba;Femenino;2021;1
Segovia;2.08.-Cuba;Femenino;2020;0
Segovia;2.08.-Cuba;Femenino;2019;1
Segovia;2.08.-Cuba;Femenino;2018;0
Segovia;2.08.-Cuba;Ambos sexos;2024;10
Segovia;2.08.-Cuba;Ambos sexos;2023;5
Segovia;2.08.-Cuba;Ambos sexos;2022;2
Segovia;2.08.-Cuba;Ambos sexos;2021;1
Segovia;2.08.-Cuba;Ambos sexos;2020;2
Segovia;2.08.-Cuba;Ambos sexos;2019;3
Segovia;2.08.-Cuba;Ambos sexos;2018;1
Segovia;2.09.-Venezuela;Masculino;2024;9
Segovia;2.09.-Venezuela;Masculino;2023;11
Segovia;2.09.-Venezuela;Masculino;2022;10
Segovia;2.09.-Venezuela;Masculino;2021;9
Segovia;2.09.-Venezuela;Masculino;2020;5
Segovia;2.09.-Venezuela;Masculino;2019;5
Segovia;2.09.-Venezuela;Masculino;2018;3
Segovia;2.09.-Venezuela;Femenino;2024;5
Segovia;2.09.-Venezuela;Femenino;2023;5
Segovia;2.09.-Venezuela;Femenino;2022;0
Segovia;2.09.-Venezuela;Femenino;2021;2
Segovia;2.09.-Venezuela;Femenino;2020;1
Segovia;2.09.-Venezuela;Femenino;2019;0
Segovia;2.09.-Venezuela;Femenino;2018;4
Segovia;2.09.-Venezuela;Ambos sexos;2024;14
Segovia;2.09.-Venezuela;Ambos sexos;2023;16
Segovia;2.09.-Venezuela;Ambos sexos;2022;10
Segovia;2.09.-Venezuela;Ambos sexos;2021;11
Segovia;2.09.-Venezuela;Ambos sexos;2020;6
Segovia;2.09.-Venezuela;Ambos sexos;2019;5
Segovia;2.09.-Venezuela;Ambos sexos;2018;7
Segovia;2.10.-Paraguay;Masculino;2024;2
Segovia;2.10.-Paraguay;Masculino;2023;2
Segovia;2.10.-Paraguay;Masculino;2022;1
Segovia;2.10.-Paraguay;Masculino;2021;2
Segovia;2.10.-Paraguay;Masculino;2020;1
Segovia;2.10.-Paraguay;Masculino;2019;0
Segovia;2.10.-Paraguay;Masculino;2018;3
Segovia;2.10.-Paraguay;Femenino;2024;1
Segovia;2.10.-Paraguay;Femenino;2023;2
Segovia;2.10.-Paraguay;Femenino;2022;2
Segovia;2.10.-Paraguay;Femenino;2021;4
Segovia;2.10.-Paraguay;Femenino;2020;1
Segovia;2.10.-Paraguay;Femenino;2019;0
Segovia;2.10.-Paraguay;Femenino;2018;0
Segovia;2.10.-Paraguay;Ambos sexos;2024;3
Segovia;2.10.-Paraguay;Ambos sexos;2023;4
Segovia;2.10.-Paraguay;Ambos sexos;2022;3
Segovia;2.10.-Paraguay;Ambos sexos;2021;6
Segovia;2.10.-Paraguay;Ambos sexos;2020;2
Segovia;2.10.-Paraguay;Ambos sexos;2019;0
Segovia;2.10.-Paraguay;Ambos sexos;2018;3
Segovia;2.11.-Chile;Masculino;2024;1
Segovia;2.11.-Chile;Masculino;2023;1
Segovia;2.11.-Chile;Masculino;2022;3
Segovia;2.11.-Chile;Masculino;2021;2
Segovia;2.11.-Chile;Masculino;2020;2
Segovia;2.11.-Chile;Masculino;2019;0
Segovia;2.11.-Chile;Masculino;2018;3
Segovia;2.11.-Chile;Femenino;2024;0
Segovia;2.11.-Chile;Femenino;2023;0
Segovia;2.11.-Chile;Femenino;2022;0
Segovia;2.11.-Chile;Femenino;2021;0
Segovia;2.11.-Chile;Femenino;2020;0
Segovia;2.11.-Chile;Femenino;2019;2
Segovia;2.11.-Chile;Femenino;2018;0
Segovia;2.11.-Chile;Ambos sexos;2024;1
Segovia;2.11.-Chile;Ambos sexos;2023;1
Segovia;2.11.-Chile;Ambos sexos;2022;3
Segovia;2.11.-Chile;Ambos sexos;2021;2
Segovia;2.11.-Chile;Ambos sexos;2020;2
Segovia;2.11.-Chile;Ambos sexos;2019;2
Segovia;2.11.-Chile;Ambos sexos;2018;3
Segovia;2.12.-Uruguay;Masculino;2024;0
Segovia;2.12.-Uruguay;Masculino;2023;1
Segovia;2.12.-Uruguay;Masculino;2022;2
Segovia;2.12.-Uruguay;Masculino;2021;1
Segovia;2.12.-Uruguay;Masculino;2020;1
Segovia;2.12.-Uruguay;Masculino;2019;0
Segovia;2.12.-Uruguay;Masculino;2018;2
Segovia;2.12.-Uruguay;Femenino;2024;0
Segovia;2.12.-Uruguay;Femenino;2023;0
Segovia;2.12.-Uruguay;Femenino;2022;0
Segovia;2.12.-Uruguay;Femenino;2021;0
Segovia;2.12.-Uruguay;Femenino;2020;0
Segovia;2.12.-Uruguay;Femenino;2019;0
Segovia;2.12.-Uruguay;Femenino;2018;0
Segovia;2.12.-Uruguay;Ambos sexos;2024;0
Segovia;2.12.-Uruguay;Ambos sexos;2023;1
Segovia;2.12.-Uruguay;Ambos sexos;2022;2
Segovia;2.12.-Uruguay;Ambos sexos;2021;1
Segovia;2.12.-Uruguay;Ambos sexos;2020;1
Segovia;2.12.-Uruguay;Ambos sexos;2019;0
Segovia;2.12.-Uruguay;Ambos sexos;2018;2
Segovia;2.13.-Resto América;Masculino;2024;28
Segovia;2.13.-Resto América;Masculino;2023;31
Segovia;2.13.-Resto América;Masculino;2022;32
Segovia;2.13.-Resto América;Masculino;2021;12
Segovia;2.13.-Resto América;Masculino;2020;14
Segovia;2.13.-Resto América;Masculino;2019;13
Segovia;2.13.-Resto América;Masculino;2018;14
Segovia;2.13.-Resto América;Femenino;2024;11
Segovia;2.13.-Resto América;Femenino;2023;7
Segovia;2.13.-Resto América;Femenino;2022;10
Segovia;2.13.-Resto América;Femenino;2021;4
Segovia;2.13.-Resto América;Femenino;2020;2
Segovia;2.13.-Resto América;Femenino;2019;2
Segovia;2.13.-Resto América;Femenino;2018;1
Segovia;2.13.-Resto América;Ambos sexos;2024;39
Segovia;2.13.-Resto América;Ambos sexos;2023;38
Segovia;2.13.-Resto América;Ambos sexos;2022;42
Segovia;2.13.-Resto América;Ambos sexos;2021;16
Segovia;2.13.-Resto América;Ambos sexos;2020;16
Segovia;2.13.-Resto América;Ambos sexos;2019;15
Segovia;2.13.-Resto América;Ambos sexos;2018;15
Segovia;3.-CONTINENTE ASIÁTICO;Masculino;2024;4
Segovia;3.-CONTINENTE ASIÁTICO;Masculino;2023;2
Segovia;3.-CONTINENTE ASIÁTICO;Masculino;2022;5
Segovia;3.-CONTINENTE ASIÁTICO;Masculino;2021;5
Segovia;3.-CONTINENTE ASIÁTICO;Masculino;2020;8
Segovia;3.-CONTINENTE ASIÁTICO;Masculino;2019;2
Segovia;3.-CONTINENTE ASIÁTICO;Masculino;2018;2
Segovia;3.-CONTINENTE ASIÁTICO;Femenino;2024;0
Segovia;3.-CONTINENTE ASIÁTICO;Femenino;2023;2
Segovia;3.-CONTINENTE ASIÁTICO;Femenino;2022;0
Segovia;3.-CONTINENTE ASIÁTICO;Femenino;2021;0
Segovia;3.-CONTINENTE ASIÁTICO;Femenino;2020;1
Segovia;3.-CONTINENTE ASIÁTICO;Femenino;2019;1
Segovia;3.-CONTINENTE ASIÁTICO;Femenino;2018;0
Segovia;3.-CONTINENTE ASIÁTICO;Ambos sexos;2024;4
Segovia;3.-CONTINENTE ASIÁTICO;Ambos sexos;2023;4
Segovia;3.-CONTINENTE ASIÁTICO;Ambos sexos;2022;5
Segovia;3.-CONTINENTE ASIÁTICO;Ambos sexos;2021;5
Segovia;3.-CONTINENTE ASIÁTICO;Ambos sexos;2020;9
Segovia;3.-CONTINENTE ASIÁTICO;Ambos sexos;2019;3
Segovia;3.-CONTINENTE ASIÁTICO;Ambos sexos;2018;2
Segovia;3.01.-China;Masculino;2024;3
Segovia;3.01.-China;Masculino;2023;0
Segovia;3.01.-China;Masculino;2022;1
Segovia;3.01.-China;Masculino;2021;2
Segovia;3.01.-China;Masculino;2020;7
Segovia;3.01.-China;Masculino;2019;1
Segovia;3.01.-China;Masculino;2018;0
Segovia;3.01.-China;Femenino;2024;0
Segovia;3.01.-China;Femenino;2023;1
Segovia;3.01.-China;Femenino;2022;0
Segovia;3.01.-China;Femenino;2021;0
Segovia;3.01.-China;Femenino;2020;1
Segovia;3.01.-China;Femenino;2019;0
Segovia;3.01.-China;Femenino;2018;0
Segovia;3.01.-China;Ambos sexos;2024;3
Segovia;3.01.-China;Ambos sexos;2023;1
Segovia;3.01.-China;Ambos sexos;2022;1
Segovia;3.01.-China;Ambos sexos;2021;2
Segovia;3.01.-China;Ambos sexos;2020;8
Segovia;3.01.-China;Ambos sexos;2019;1
Segovia;3.01.-China;Ambos sexos;2018;0
Segovia;3.02.-Paquistán;Masculino;2024;0
Segovia;3.02.-Paquistán;Masculino;2023;2
Segovia;3.02.-Paquistán;Masculino;2022;1
Segovia;3.02.-Paquistán;Masculino;2021;0
Segovia;3.02.-Paquistán;Masculino;2020;0
Segovia;3.02.-Paquistán;Masculino;2019;0
Segovia;3.02.-Paquistán;Masculino;2018;1
Segovia;3.02.-Paquistán;Femenino;2024;0
Segovia;3.02.-Paquistán;Femenino;2023;0
Segovia;3.02.-Paquistán;Femenino;2022;0
Segovia;3.02.-Paquistán;Femenino;2021;0
Segovia;3.02.-Paquistán;Femenino;2020;0
Segovia;3.02.-Paquistán;Femenino;2019;0
Segovia;3.02.-Paquistán;Femenino;2018;0
Segovia;3.02.-Paquistán;Ambos sexos;2024;0
Segovia;3.02.-Paquistán;Ambos sexos;2023;2
Segovia;3.02.-Paquistán;Ambos sexos;2022;1
Segovia;3.02.-Paquistán;Ambos sexos;2021;0
Segovia;3.02.-Paquistán;Ambos sexos;2020;0
Segovia;3.02.-Paquistán;Ambos sexos;2019;0
Segovia;3.02.-Paquistán;Ambos sexos;2018;1
Segovia;3.03.-India;Masculino;2024;0
Segovia;3.03.-India;Masculino;2023;0
Segovia;3.03.-India;Masculino;2022;2
Segovia;3.03.-India;Masculino;2021;1
Segovia;3.03.-India;Masculino;2020;0
Segovia;3.03.-India;Masculino;2019;0
Segovia;3.03.-India;Masculino;2018;0
Segovia;3.03.-India;Femenino;2024;0
Segovia;3.03.-India;Femenino;2023;0
Segovia;3.03.-India;Femenino;2022;0
Segovia;3.03.-India;Femenino;2021;0
Segovia;3.03.-India;Femenino;2020;0
Segovia;3.03.-India;Femenino;2019;0
Segovia;3.03.-India;Femenino;2018;0
Segovia;3.03.-India;Ambos sexos;2024;0
Segovia;3.03.-India;Ambos sexos;2023;0
Segovia;3.03.-India;Ambos sexos;2022;2
Segovia;3.03.-India;Ambos sexos;2021;1
Segovia;3.03.-India;Ambos sexos;2020;0
Segovia;3.03.-India;Ambos sexos;2019;0
Segovia;3.03.-India;Ambos sexos;2018;0
Segovia;3.04.-Bangladesh;Masculino;2024;1
Segovia;3.04.-Bangladesh;Masculino;2023;0
Segovia;3.04.-Bangladesh;Masculino;2022;0
Segovia;3.04.-Bangladesh;Masculino;2021;0
Segovia;3.04.-Bangladesh;Masculino;2020;0
Segovia;3.04.-Bangladesh;Masculino;2019;0
Segovia;3.04.-Bangladesh;Masculino;2018;0
Segovia;3.04.-Bangladesh;Femenino;2024;0
Segovia;3.04.-Bangladesh;Femenino;2023;0
Segovia;3.04.-Bangladesh;Femenino;2022;0
Segovia;3.04.-Bangladesh;Femenino;2021;0
Segovia;3.04.-Bangladesh;Femenino;2020;0
Segovia;3.04.-Bangladesh;Femenino;2019;0
Segovia;3.04.-Bangladesh;Femenino;2018;0
Segovia;3.04.-Bangladesh;Ambos sexos;2024;1
Segovia;3.04.-Bangladesh;Ambos sexos;2023;0
Segovia;3.04.-Bangladesh;Ambos sexos;2022;0
Segovia;3.04.-Bangladesh;Ambos sexos;2021;0
Segovia;3.04.-Bangladesh;Ambos sexos;2020;0
Segovia;3.04.-Bangladesh;Ambos sexos;2019;0
Segovia;3.04.-Bangladesh;Ambos sexos;2018;0
Segovia;3.05.-Irán;Masculino;2024;0
Segovia;3.05.-Irán;Masculino;2023;0
Segovia;3.05.-Irán;Masculino;2022;0
Segovia;3.05.-Irán;Masculino;2021;0
Segovia;3.05.-Irán;Masculino;2020;0
Segovia;3.05.-Irán;Masculino;2019;0
Segovia;3.05.-Irán;Masculino;2018;0
Segovia;3.05.-Irán;Femenino;2024;0
Segovia;3.05.-Irán;Femenino;2023;0
Segovia;3.05.-Irán;Femenino;2022;0
Segovia;3.05.-Irán;Femenino;2021;0
Segovia;3.05.-Irán;Femenino;2020;0
Segovia;3.05.-Irán;Femenino;2019;0
Segovia;3.05.-Irán;Femenino;2018;0
Segovia;3.05.-Irán;Ambos sexos;2024;0
Segovia;3.05.-Irán;Ambos sexos;2023;0
Segovia;3.05.-Irán;Ambos sexos;2022;0
Segovia;3.05.-Irán;Ambos sexos;2021;0
Segovia;3.05.-Irán;Ambos sexos;2020;0
Segovia;3.05.-Irán;Ambos sexos;2019;0
Segovia;3.05.-Irán;Ambos sexos;2018;0
Segovia;3.06.-Filipinas;Masculino;2024;0
Segovia;3.06.-Filipinas;Masculino;2023;0
Segovia;3.06.-Filipinas;Masculino;2022;0
Segovia;3.06.-Filipinas;Masculino;2021;1
Segovia;3.06.-Filipinas;Masculino;2020;0
Segovia;3.06.-Filipinas;Masculino;2019;0
Segovia;3.06.-Filipinas;Masculino;2018;0
Segovia;3.06.-Filipinas;Femenino;2024;0
Segovia;3.06.-Filipinas;Femenino;2023;0
Segovia;3.06.-Filipinas;Femenino;2022;0
Segovia;3.06.-Filipinas;Femenino;2021;0
Segovia;3.06.-Filipinas;Femenino;2020;0
Segovia;3.06.-Filipinas;Femenino;2019;0
Segovia;3.06.-Filipinas;Femenino;2018;0
Segovia;3.06.-Filipinas;Ambos sexos;2024;0
Segovia;3.06.-Filipinas;Ambos sexos;2023;0
Segovia;3.06.-Filipinas;Ambos sexos;2022;0
Segovia;3.06.-Filipinas;Ambos sexos;2021;1
Segovia;3.06.-Filipinas;Ambos sexos;2020;0
Segovia;3.06.-Filipinas;Ambos sexos;2019;0
Segovia;3.06.-Filipinas;Ambos sexos;2018;0
Segovia;3.07.-Resto de Asia;Masculino;2024;0
Segovia;3.07.-Resto de Asia;Masculino;2023;0
Segovia;3.07.-Resto de Asia;Masculino;2022;1
Segovia;3.07.-Resto de Asia;Masculino;2021;1
Segovia;3.07.-Resto de Asia;Masculino;2020;1
Segovia;3.07.-Resto de Asia;Masculino;2019;1
Segovia;3.07.-Resto de Asia;Masculino;2018;1
Segovia;3.07.-Resto de Asia;Femenino;2024;0
Segovia;3.07.-Resto de Asia;Femenino;2023;1
Segovia;3.07.-Resto de Asia;Femenino;2022;0
Segovia;3.07.-Resto de Asia;Femenino;2021;0
Segovia;3.07.-Resto de Asia;Femenino;2020;0
Segovia;3.07.-Resto de Asia;Femenino;2019;1
Segovia;3.07.-Resto de Asia;Femenino;2018;0
Segovia;3.07.-Resto de Asia;Ambos sexos;2024;0
Segovia;3.07.-Resto de Asia;Ambos sexos;2023;1
Segovia;3.07.-Resto de Asia;Ambos sexos;2022;1
Segovia;3.07.-Resto de Asia;Ambos sexos;2021;1
Segovia;3.07.-Resto de Asia;Ambos sexos;2020;1
Segovia;3.07.-Resto de Asia;Ambos sexos;2019;2
Segovia;3.07.-Resto de Asia;Ambos sexos;2018;1
Segovia;4.-CONTINENTE EUROPEO;Masculino;2024;226
Segovia;4.-CONTINENTE EUROPEO;Masculino;2023;240
Segovia;4.-CONTINENTE EUROPEO;Masculino;2022;206
Segovia;4.-CONTINENTE EUROPEO;Masculino;2021;211
Segovia;4.-CONTINENTE EUROPEO;Masculino;2020;151
Segovia;4.-CONTINENTE EUROPEO;Masculino;2019;173
Segovia;4.-CONTINENTE EUROPEO;Masculino;2018;148
Segovia;4.-CONTINENTE EUROPEO;Femenino;2024;36
Segovia;4.-CONTINENTE EUROPEO;Femenino;2023;76
Segovia;4.-CONTINENTE EUROPEO;Femenino;2022;50
Segovia;4.-CONTINENTE EUROPEO;Femenino;2021;29
Segovia;4.-CONTINENTE EUROPEO;Femenino;2020;19
Segovia;4.-CONTINENTE EUROPEO;Femenino;2019;20
Segovia;4.-CONTINENTE EUROPEO;Femenino;2018;27
Segovia;4.-CONTINENTE EUROPEO;Ambos sexos;2024;262
Segovia;4.-CONTINENTE EUROPEO;Ambos sexos;2023;316
Segovia;4.-CONTINENTE EUROPEO;Ambos sexos;2022;256
Segovia;4.-CONTINENTE EUROPEO;Ambos sexos;2021;240
Segovia;4.-CONTINENTE EUROPEO;Ambos sexos;2020;170
Segovia;4.-CONTINENTE EUROPEO;Ambos sexos;2019;193
Segovia;4.-CONTINENTE EUROPEO;Ambos sexos;2018;175
Segovia;4.01.-Rumanía;Masculino;2024;93
Segovia;4.01.-Rumanía;Masculino;2023;120
Segovia;4.01.-Rumanía;Masculino;2022;84
Segovia;4.01.-Rumanía;Masculino;2021;83
Segovia;4.01.-Rumanía;Masculino;2020;48
Segovia;4.01.-Rumanía;Masculino;2019;52
Segovia;4.01.-Rumanía;Masculino;2018;54
Segovia;4.01.-Rumanía;Femenino;2024;14
Segovia;4.01.-Rumanía;Femenino;2023;58
Segovia;4.01.-Rumanía;Femenino;2022;27
Segovia;4.01.-Rumanía;Femenino;2021;22
Segovia;4.01.-Rumanía;Femenino;2020;7
Segovia;4.01.-Rumanía;Femenino;2019;10
Segovia;4.01.-Rumanía;Femenino;2018;17
Segovia;4.01.-Rumanía;Ambos sexos;2024;107
Segovia;4.01.-Rumanía;Ambos sexos;2023;178
Segovia;4.01.-Rumanía;Ambos sexos;2022;111
Segovia;4.01.-Rumanía;Ambos sexos;2021;105
Segovia;4.01.-Rumanía;Ambos sexos;2020;55
Segovia;4.01.-Rumanía;Ambos sexos;2019;62
Segovia;4.01.-Rumanía;Ambos sexos;2018;71
Segovia;4.02.-Bulgaría;Masculino;2024;92
Segovia;4.02.-Bulgaría;Masculino;2023;82
Segovia;4.02.-Bulgaría;Masculino;2022;101
Segovia;4.02.-Bulgaría;Masculino;2021;90
Segovia;4.02.-Bulgaría;Masculino;2020;85
Segovia;4.02.-Bulgaría;Masculino;2019;87
Segovia;4.02.-Bulgaría;Masculino;2018;66
Segovia;4.02.-Bulgaría;Femenino;2024;16
Segovia;4.02.-Bulgaría;Femenino;2023;11
Segovia;4.02.-Bulgaría;Femenino;2022;16
Segovia;4.02.-Bulgaría;Femenino;2021;4
Segovia;4.02.-Bulgaría;Femenino;2020;10
Segovia;4.02.-Bulgaría;Femenino;2019;9
Segovia;4.02.-Bulgaría;Femenino;2018;7
Segovia;4.02.-Bulgaría;Ambos sexos;2024;108
Segovia;4.02.-Bulgaría;Ambos sexos;2023;93
Segovia;4.02.-Bulgaría;Ambos sexos;2022;117
Segovia;4.02.-Bulgaría;Ambos sexos;2021;94
Segovia;4.02.-Bulgaría;Ambos sexos;2020;95
Segovia;4.02.-Bulgaría;Ambos sexos;2019;96
Segovia;4.02.-Bulgaría;Ambos sexos;2018;73
Segovia;4.03.-Reino Unido;Masculino;2024;0
Segovia;4.03.-Reino Unido;Masculino;2023;0
Segovia;4.03.-Reino Unido;Masculino;2022;0
Segovia;4.03.-Reino Unido;Masculino;2021;2
Segovia;4.03.-Reino Unido;Masculino;2020;0
Segovia;4.03.-Reino Unido;Masculino;2019;1
Segovia;4.03.-Reino Unido;Masculino;2018;0
Segovia;4.03.-Reino Unido;Femenino;2024;0
Segovia;4.03.-Reino Unido;Femenino;2023;0
Segovia;4.03.-Reino Unido;Femenino;2022;0
Segovia;4.03.-Reino Unido;Femenino;2021;0
