Provincias;Tipología penal;periodo;Total
Teruel;11. LEGISLACIÓN ESPECIAL;2024;1
Teruel;11. LEGISLACIÓN ESPECIAL;2023;1
Teruel;11. LEGISLACIÓN ESPECIAL;2022;0
Teruel;11. LEGISLACIÓN ESPECIAL;2021;0
Teruel;11. LEGISLACIÓN ESPECIAL;2020;0
Teruel;11. LEGISLACIÓN ESPECIAL;2019;0
Teruel;11. LEGISLACIÓN ESPECIAL;2018;0
Teruel;12. OTRAS INFRACCIONES PENALES;2024;26
Teruel;12. OTRAS INFRACCIONES PENALES;2023;24
Teruel;12. OTRAS INFRACCIONES PENALES;2022;14
Teruel;12. OTRAS INFRACCIONES PENALES;2021;13
Teruel;12. OTRAS INFRACCIONES PENALES;2020;11
Teruel;12. OTRAS INFRACCIONES PENALES;2019;24
Teruel;12. OTRAS INFRACCIONES PENALES;2018;32
Teruel;TOTAL INFRACCIONES PENALES;2024;1.048
Teruel;TOTAL INFRACCIONES PENALES;2023;1.085
Teruel;TOTAL INFRACCIONES PENALES;2022;1.117
Teruel;TOTAL INFRACCIONES PENALES;2021;956
Teruel;TOTAL INFRACCIONES PENALES;2020;825
Teruel;TOTAL INFRACCIONES PENALES;2019;905
Teruel;TOTAL INFRACCIONES PENALES;2018;853
Toledo;1. CONTRA LAS PERSONAS;2024;1.767
Toledo;1. CONTRA LAS PERSONAS;2023;1.561
Toledo;1. CONTRA LAS PERSONAS;2022;1.580
Toledo;1. CONTRA LAS PERSONAS;2021;1.513
Toledo;1. CONTRA LAS PERSONAS;2020;1.393
Toledo;1. CONTRA LAS PERSONAS;2019;1.526
Toledo;1. CONTRA LAS PERSONAS;2018;1.523
Toledo;1.1.-Homicidios dolosos/asesinatos;2024;24
Toledo;1.1.-Homicidios dolosos/asesinatos;2023;16
Toledo;1.1.-Homicidios dolosos/asesinatos;2022;27
Toledo;1.1.-Homicidios dolosos/asesinatos;2021;38
Toledo;1.1.-Homicidios dolosos/asesinatos;2020;28
Toledo;1.1.-Homicidios dolosos/asesinatos;2019;24
Toledo;1.1.-Homicidios dolosos/asesinatos;2018;13
Toledo;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;3
Toledo;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;3
Toledo;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;12
Toledo;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;11
Toledo;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;10
Toledo;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;3
Toledo;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;6
Toledo;1.2.-Lesiones;2024;715
Toledo;1.2.-Lesiones;2023;562
Toledo;1.2.-Lesiones;2022;619
Toledo;1.2.-Lesiones;2021;603
Toledo;1.2.-Lesiones;2020;524
Toledo;1.2.-Lesiones;2019;656
Toledo;1.2.-Lesiones;2018;676
Toledo;1.3.-Malos tratos ámbito familiar;2024;985
Toledo;1.3.-Malos tratos ámbito familiar;2023;963
Toledo;1.3.-Malos tratos ámbito familiar;2022;865
Toledo;1.3.-Malos tratos ámbito familiar;2021;844
Toledo;1.3.-Malos tratos ámbito familiar;2020;799
Toledo;1.3.-Malos tratos ámbito familiar;2019;803
Toledo;1.3.-Malos tratos ámbito familiar;2018;806
Toledo;1.4.-Otros contra las personas;2024;43
Toledo;1.4.-Otros contra las personas;2023;20
Toledo;1.4.-Otros contra las personas;2022;69
Toledo;1.4.-Otros contra las personas;2021;28
Toledo;1.4.-Otros contra las personas;2020;42
Toledo;1.4.-Otros contra las personas;2019;43
Toledo;1.4.-Otros contra las personas;2018;28
Toledo;2. CONTRA LA LIBERTAD;2024;1.100
Toledo;2. CONTRA LA LIBERTAD;2023;1.145
Toledo;2. CONTRA LA LIBERTAD;2022;948
Toledo;2. CONTRA LA LIBERTAD;2021;842
Toledo;2. CONTRA LA LIBERTAD;2020;815
Toledo;2. CONTRA LA LIBERTAD;2019;687
Toledo;2. CONTRA LA LIBERTAD;2018;771
Toledo;2.1.-Malos tratos habituales en el ámbito familiar;2024;440
Toledo;2.1.-Malos tratos habituales en el ámbito familiar;2023;455
Toledo;2.1.-Malos tratos habituales en el ámbito familiar;2022;313
Toledo;2.1.-Malos tratos habituales en el ámbito familiar;2021;215
Toledo;2.1.-Malos tratos habituales en el ámbito familiar;2020;226
Toledo;2.1.-Malos tratos habituales en el ámbito familiar;2019;190
Toledo;2.1.-Malos tratos habituales en el ámbito familiar;2018;184
Toledo;2.2.-Otros contra la libertad;2024;660
Toledo;2.2.-Otros contra la libertad;2023;690
Toledo;2.2.-Otros contra la libertad;2022;635
Toledo;2.2.-Otros contra la libertad;2021;627
Toledo;2.2.-Otros contra la libertad;2020;589
Toledo;2.2.-Otros contra la libertad;2019;497
Toledo;2.2.-Otros contra la libertad;2018;587
Toledo;3. LIBERTAD SEXUAL;2024;165
Toledo;3. LIBERTAD SEXUAL;2023;167
Toledo;3. LIBERTAD SEXUAL;2022;129
Toledo;3. LIBERTAD SEXUAL;2021;125
Toledo;3. LIBERTAD SEXUAL;2020;86
Toledo;3. LIBERTAD SEXUAL;2019;120
Toledo;3. LIBERTAD SEXUAL;2018;108
Toledo;3.1.-Agresión sexual;2024;104
Toledo;3.1.-Agresión sexual;2023;111
Toledo;3.1.-Agresión sexual;2022;94
Toledo;3.1.-Agresión sexual;2021;89
Toledo;3.1.-Agresión sexual;2020;60
Toledo;3.1.-Agresión sexual;2019;79
Toledo;3.1.-Agresión sexual;2018;69
Toledo;3.2.-Agresión sexual con penetración;2024;31
Toledo;3.2.-Agresión sexual con penetración;2023;27
Toledo;3.2.-Agresión sexual con penetración;2022;20
Toledo;3.2.-Agresión sexual con penetración;2021;23
Toledo;3.2.-Agresión sexual con penetración;2020;10
Toledo;3.2.-Agresión sexual con penetración;2019;12
Toledo;3.2.-Agresión sexual con penetración;2018;21
Toledo;3.3.-Corrupción de menores o incapacitados;2024;0
Toledo;3.3.-Corrupción de menores o incapacitados;2023;3
Toledo;3.3.-Corrupción de menores o incapacitados;2022;1
Toledo;3.3.-Corrupción de menores o incapacitados;2021;1
Toledo;3.3.-Corrupción de menores o incapacitados;2020;0
Toledo;3.3.-Corrupción de menores o incapacitados;2019;0
Toledo;3.3.-Corrupción de menores o incapacitados;2018;1
Toledo;3.4.-Pornografía de menores;2024;12
Toledo;3.4.-Pornografía de menores;2023;8
Toledo;3.4.-Pornografía de menores;2022;0
Toledo;3.4.-Pornografía de menores;2021;3
Toledo;3.4.-Pornografía de menores;2020;5
Toledo;3.4.-Pornografía de menores;2019;17
Toledo;3.4.-Pornografía de menores;2018;7
Toledo;3.5.-Otros contra la libertad sexual;2024;18
Toledo;3.5.-Otros contra la libertad sexual;2023;18
Toledo;3.5.-Otros contra la libertad sexual;2022;14
Toledo;3.5.-Otros contra la libertad sexual;2021;9
Toledo;3.5.-Otros contra la libertad sexual;2020;11
Toledo;3.5.-Otros contra la libertad sexual;2019;12
Toledo;3.5.-Otros contra la libertad sexual;2018;10
Toledo;4. RELACIONES FAMILIARES;2024;31
Toledo;4. RELACIONES FAMILIARES;2023;33
Toledo;4. RELACIONES FAMILIARES;2022;35
Toledo;4. RELACIONES FAMILIARES;2021;40
Toledo;4. RELACIONES FAMILIARES;2020;35
Toledo;4. RELACIONES FAMILIARES;2019;35
Toledo;4. RELACIONES FAMILIARES;2018;46
Toledo;5. PATRIMONIO;2024;2.059
Toledo;5. PATRIMONIO;2023;1.997
Toledo;5. PATRIMONIO;2022;1.860
Toledo;5. PATRIMONIO;2021;1.903
Toledo;5. PATRIMONIO;2020;1.741
Toledo;5. PATRIMONIO;2019;2.255
Toledo;5. PATRIMONIO;2018;1.962
Toledo;5.1.-Hurtos;2024;637
Toledo;5.1.-Hurtos;2023;588
Toledo;5.1.-Hurtos;2022;482
Toledo;5.1.-Hurtos;2021;362
Toledo;5.1.-Hurtos;2020;322
Toledo;5.1.-Hurtos;2019;616
Toledo;5.1.-Hurtos;2018;496
Toledo;5.2.-Robos con fuerza en las cosas;2024;488
Toledo;5.2.-Robos con fuerza en las cosas;2023;473
Toledo;5.2.-Robos con fuerza en las cosas;2022;425
Toledo;5.2.-Robos con fuerza en las cosas;2021;383
Toledo;5.2.-Robos con fuerza en las cosas;2020;419
Toledo;5.2.-Robos con fuerza en las cosas;2019;465
Toledo;5.2.-Robos con fuerza en las cosas;2018;532
Toledo;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;77
Toledo;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;76
Toledo;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;57
Toledo;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;39
Toledo;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;56
Toledo;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;46
Toledo;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;69
Toledo;5.2.2.-Robos con fuerza en viviendas;2024;142
Toledo;5.2.2.-Robos con fuerza en viviendas;2023;128
Toledo;5.2.2.-Robos con fuerza en viviendas;2022;132
Toledo;5.2.2.-Robos con fuerza en viviendas;2021;145
Toledo;5.2.2.-Robos con fuerza en viviendas;2020;185
Toledo;5.2.2.-Robos con fuerza en viviendas;2019;206
Toledo;5.2.2.-Robos con fuerza en viviendas;2018;231
Toledo;5.2.3.-Robos con fuerza en establecimientos;2024;103
Toledo;5.2.3.-Robos con fuerza en establecimientos;2023;98
Toledo;5.2.3.-Robos con fuerza en establecimientos;2022;105
Toledo;5.2.3.-Robos con fuerza en establecimientos;2021;76
Toledo;5.2.3.-Robos con fuerza en establecimientos;2020;77
Toledo;5.2.3.-Robos con fuerza en establecimientos;2019;93
Toledo;5.2.3.-Robos con fuerza en establecimientos;2018;87
Toledo;5.3.-Robos con violencia o intimidación;2024;176
Toledo;5.3.-Robos con violencia o intimidación;2023;149
Toledo;5.3.-Robos con violencia o intimidación;2022;100
Toledo;5.3.-Robos con violencia o intimidación;2021;154
Toledo;5.3.-Robos con violencia o intimidación;2020;133
Toledo;5.3.-Robos con violencia o intimidación;2019;145
Toledo;5.3.-Robos con violencia o intimidación;2018;156
Toledo;5.3.1.-Robos con violencia en vía pública;2024;84
Toledo;5.3.1.-Robos con violencia en vía pública;2023;70
Toledo;5.3.1.-Robos con violencia en vía pública;2022;35
Toledo;5.3.1.-Robos con violencia en vía pública;2021;70
Toledo;5.3.1.-Robos con violencia en vía pública;2020;61
Toledo;5.3.1.-Robos con violencia en vía pública;2019;59
Toledo;5.3.1.-Robos con violencia en vía pública;2018;76
Toledo;5.3.2.-Robos con violencia en viviendas;2024;33
Toledo;5.3.2.-Robos con violencia en viviendas;2023;18
Toledo;5.3.2.-Robos con violencia en viviendas;2022;15
Toledo;5.3.2.-Robos con violencia en viviendas;2021;20
Toledo;5.3.2.-Robos con violencia en viviendas;2020;29
Toledo;5.3.2.-Robos con violencia en viviendas;2019;20
Toledo;5.3.2.-Robos con violencia en viviendas;2018;29
Toledo;5.3.3.-Robos con violencia en establecimientos;2024;42
Toledo;5.3.3.-Robos con violencia en establecimientos;2023;35
Toledo;5.3.3.-Robos con violencia en establecimientos;2022;30
Toledo;5.3.3.-Robos con violencia en establecimientos;2021;42
Toledo;5.3.3.-Robos con violencia en establecimientos;2020;30
Toledo;5.3.3.-Robos con violencia en establecimientos;2019;42
Toledo;5.3.3.-Robos con violencia en establecimientos;2018;40
Toledo;5.4.-Sustracción de vehículos;2024;52
Toledo;5.4.-Sustracción de vehículos;2023;70
Toledo;5.4.-Sustracción de vehículos;2022;42
Toledo;5.4.-Sustracción de vehículos;2021;42
Toledo;5.4.-Sustracción de vehículos;2020;28
Toledo;5.4.-Sustracción de vehículos;2019;32
Toledo;5.4.-Sustracción de vehículos;2018;42
Toledo;5.5.-Estafas;2024;226
Toledo;5.5.-Estafas;2023;241
Toledo;5.5.-Estafas;2022;330
Toledo;5.5.-Estafas;2021;454
Toledo;5.5.-Estafas;2020;303
Toledo;5.5.-Estafas;2019;315
Toledo;5.5.-Estafas;2018;221
Toledo;5.5.1.-Estafas informáticas;2024;100
Toledo;5.5.1.-Estafas informáticas;2023;106
Toledo;5.5.1.-Estafas informáticas;2022;166
Toledo;5.5.1.-Estafas informáticas;2021;303
Toledo;5.5.1.-Estafas informáticas;2020;135
Toledo;5.5.1.-Estafas informáticas;2019;77
Toledo;5.5.1.-Estafas informáticas;2018;46
Toledo;5.6.-Daños;2024;163
Toledo;5.6.-Daños;2023;187
Toledo;5.6.-Daños;2022;189
Toledo;5.6.-Daños;2021;198
Toledo;5.6.-Daños;2020;153
Toledo;5.6.-Daños;2019;227
Toledo;5.6.-Daños;2018;211
Toledo;5.7.-Contra la propiedad intelectual/industrial;2024;7
Toledo;5.7.-Contra la propiedad intelectual/industrial;2023;8
Toledo;5.7.-Contra la propiedad intelectual/industrial;2022;4
Toledo;5.7.-Contra la propiedad intelectual/industrial;2021;3
Toledo;5.7.-Contra la propiedad intelectual/industrial;2020;3
Toledo;5.7.-Contra la propiedad intelectual/industrial;2019;11
Toledo;5.7.-Contra la propiedad intelectual/industrial;2018;17
Toledo;5.8.-Blanqueo de capitales;2024;2
Toledo;5.8.-Blanqueo de capitales;2023;3
Toledo;5.8.-Blanqueo de capitales;2022;2
Toledo;5.8.-Blanqueo de capitales;2021;6
Toledo;5.8.-Blanqueo de capitales;2020;2
Toledo;5.8.-Blanqueo de capitales;2019;0
Toledo;5.8.-Blanqueo de capitales;2018;1
Toledo;5.9.-Otros contra el patrimonio;2024;308
Toledo;5.9.-Otros contra el patrimonio;2023;278
Toledo;5.9.-Otros contra el patrimonio;2022;286
Toledo;5.9.-Otros contra el patrimonio;2021;301
Toledo;5.9.-Otros contra el patrimonio;2020;378
Toledo;5.9.-Otros contra el patrimonio;2019;444
Toledo;5.9.-Otros contra el patrimonio;2018;286
Toledo;6. SEGURIDAD COLECTIVA;2024;1.422
Toledo;6. SEGURIDAD COLECTIVA;2023;1.376
Toledo;6. SEGURIDAD COLECTIVA;2022;1.322
Toledo;6. SEGURIDAD COLECTIVA;2021;1.289
Toledo;6. SEGURIDAD COLECTIVA;2020;1.207
Toledo;6. SEGURIDAD COLECTIVA;2019;1.197
Toledo;6. SEGURIDAD COLECTIVA;2018;1.063
Toledo;6.1.-Tráfico de drogas;2024;364
Toledo;6.1.-Tráfico de drogas;2023;337
Toledo;6.1.-Tráfico de drogas;2022;362
Toledo;6.1.-Tráfico de drogas;2021;459
Toledo;6.1.-Tráfico de drogas;2020;386
Toledo;6.1.-Tráfico de drogas;2019;327
Toledo;6.1.-Tráfico de drogas;2018;327
Toledo;6.2.-Contra la seguridad vial;2024;1.038
Toledo;6.2.-Contra la seguridad vial;2023;1.016
Toledo;6.2.-Contra la seguridad vial;2022;935
Toledo;6.2.-Contra la seguridad vial;2021;818
Toledo;6.2.-Contra la seguridad vial;2020;800
Toledo;6.2.-Contra la seguridad vial;2019;857
Toledo;6.2.-Contra la seguridad vial;2018;716
Toledo;6.3.-Otros contra la seguridad colectiva;2024;20
Toledo;6.3.-Otros contra la seguridad colectiva;2023;23
Toledo;6.3.-Otros contra la seguridad colectiva;2022;25
Toledo;6.3.-Otros contra la seguridad colectiva;2021;12
Toledo;6.3.-Otros contra la seguridad colectiva;2020;21
Toledo;6.3.-Otros contra la seguridad colectiva;2019;13
Toledo;6.3.-Otros contra la seguridad colectiva;2018;20
Toledo;7. FALSEDADES;2024;124
Toledo;7. FALSEDADES;2023;128
Toledo;7. FALSEDADES;2022;107
Toledo;7. FALSEDADES;2021;185
Toledo;7. FALSEDADES;2020;136
Toledo;7. FALSEDADES;2019;157
Toledo;7. FALSEDADES;2018;121
Toledo;8. ADMÓN. PÚBLICA;2024;1
Toledo;8. ADMÓN. PÚBLICA;2023;1
Toledo;8. ADMÓN. PÚBLICA;2022;1
Toledo;8. ADMÓN. PÚBLICA;2021;2
Toledo;8. ADMÓN. PÚBLICA;2020;1
Toledo;8. ADMÓN. PÚBLICA;2019;0
Toledo;8. ADMÓN. PÚBLICA;2018;1
Toledo;9. ADMÓN. JUSTICIA;2024;425
Toledo;9. ADMÓN. JUSTICIA;2023;420
Toledo;9. ADMÓN. JUSTICIA;2022;448
Toledo;9. ADMÓN. JUSTICIA;2021;362
Toledo;9. ADMÓN. JUSTICIA;2020;347
Toledo;9. ADMÓN. JUSTICIA;2019;333
Toledo;9. ADMÓN. JUSTICIA;2018;337
Toledo;10. ORDEN PÚBLICO;2024;355
Toledo;10. ORDEN PÚBLICO;2023;331
Toledo;10. ORDEN PÚBLICO;2022;308
Toledo;10. ORDEN PÚBLICO;2021;274
Toledo;10. ORDEN PÚBLICO;2020;331
Toledo;10. ORDEN PÚBLICO;2019;210
Toledo;10. ORDEN PÚBLICO;2018;168
Toledo;11. LEGISLACIÓN ESPECIAL;2024;2
Toledo;11. LEGISLACIÓN ESPECIAL;2023;0
Toledo;11. LEGISLACIÓN ESPECIAL;2022;7
Toledo;11. LEGISLACIÓN ESPECIAL;2021;0
Toledo;11. LEGISLACIÓN ESPECIAL;2020;1
Toledo;11. LEGISLACIÓN ESPECIAL;2019;1
Toledo;11. LEGISLACIÓN ESPECIAL;2018;6
Toledo;12. OTRAS INFRACCIONES PENALES;2024;87
Toledo;12. OTRAS INFRACCIONES PENALES;2023;89
Toledo;12. OTRAS INFRACCIONES PENALES;2022;60
Toledo;12. OTRAS INFRACCIONES PENALES;2021;69
Toledo;12. OTRAS INFRACCIONES PENALES;2020;69
Toledo;12. OTRAS INFRACCIONES PENALES;2019;66
Toledo;12. OTRAS INFRACCIONES PENALES;2018;65
Toledo;TOTAL INFRACCIONES PENALES;2024;7.538
Toledo;TOTAL INFRACCIONES PENALES;2023;7.248
Toledo;TOTAL INFRACCIONES PENALES;2022;6.805
Toledo;TOTAL INFRACCIONES PENALES;2021;6.604
Toledo;TOTAL INFRACCIONES PENALES;2020;6.162
Toledo;TOTAL INFRACCIONES PENALES;2019;6.587
Toledo;TOTAL INFRACCIONES PENALES;2018;6.171
Valencia/València;1. CONTRA LAS PERSONAS;2024;7.836
Valencia/València;1. CONTRA LAS PERSONAS;2023;7.176
Valencia/València;1. CONTRA LAS PERSONAS;2022;6.856
Valencia/València;1. CONTRA LAS PERSONAS;2021;6.024
Valencia/València;1. CONTRA LAS PERSONAS;2020;5.359
Valencia/València;1. CONTRA LAS PERSONAS;2019;5.638
Valencia/València;1. CONTRA LAS PERSONAS;2018;5.596
Valencia/València;1.1.-Homicidios dolosos/asesinatos;2024;113
Valencia/València;1.1.-Homicidios dolosos/asesinatos;2023;107
Valencia/València;1.1.-Homicidios dolosos/asesinatos;2022;105
Valencia/València;1.1.-Homicidios dolosos/asesinatos;2021;83
Valencia/València;1.1.-Homicidios dolosos/asesinatos;2020;72
Valencia/València;1.1.-Homicidios dolosos/asesinatos;2019;88
Valencia/València;1.1.-Homicidios dolosos/asesinatos;2018;64
Valencia/València;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;32
Valencia/València;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;21
Valencia/València;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;28
Valencia/València;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;23
Valencia/València;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;27
Valencia/València;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;28
Valencia/València;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;6
Valencia/València;1.2.-Lesiones;2024;1.803
Valencia/València;1.2.-Lesiones;2023;1.721
Valencia/València;1.2.-Lesiones;2022;1.844
Valencia/València;1.2.-Lesiones;2021;1.497
Valencia/València;1.2.-Lesiones;2020;1.083
Valencia/València;1.2.-Lesiones;2019;1.283
Valencia/València;1.2.-Lesiones;2018;1.357
Valencia/València;1.3.-Malos tratos ámbito familiar;2024;5.730
Valencia/València;1.3.-Malos tratos ámbito familiar;2023;5.172
Valencia/València;1.3.-Malos tratos ámbito familiar;2022;4.744
Valencia/València;1.3.-Malos tratos ámbito familiar;2021;4.389
Valencia/València;1.3.-Malos tratos ámbito familiar;2020;4.134
Valencia/València;1.3.-Malos tratos ámbito familiar;2019;4.183
Valencia/València;1.3.-Malos tratos ámbito familiar;2018;4.093
Valencia/València;1.4.-Otros contra las personas;2024;190
Valencia/València;1.4.-Otros contra las personas;2023;176
Valencia/València;1.4.-Otros contra las personas;2022;163
Valencia/València;1.4.-Otros contra las personas;2021;55
Valencia/València;1.4.-Otros contra las personas;2020;70
Valencia/València;1.4.-Otros contra las personas;2019;84
Valencia/València;1.4.-Otros contra las personas;2018;82
Valencia/València;2. CONTRA LA LIBERTAD;2024;2.658
Valencia/València;2. CONTRA LA LIBERTAD;2023;2.742
Valencia/València;2. CONTRA LA LIBERTAD;2022;2.666
Valencia/València;2. CONTRA LA LIBERTAD;2021;2.145
Valencia/València;2. CONTRA LA LIBERTAD;2020;1.871
Valencia/València;2. CONTRA LA LIBERTAD;2019;2.045
Valencia/València;2. CONTRA LA LIBERTAD;2018;1.995
Valencia/València;2.1.-Malos tratos habituales en el ámbito familiar;2024;763
Valencia/València;2.1.-Malos tratos habituales en el ámbito familiar;2023;982
Valencia/València;2.1.-Malos tratos habituales en el ámbito familiar;2022;1.077
Valencia/València;2.1.-Malos tratos habituales en el ámbito familiar;2021;580
Valencia/València;2.1.-Malos tratos habituales en el ámbito familiar;2020;596
Valencia/València;2.1.-Malos tratos habituales en el ámbito familiar;2019;734
Valencia/València;2.1.-Malos tratos habituales en el ámbito familiar;2018;727
Valencia/València;2.2.-Otros contra la libertad;2024;1.895
Valencia/València;2.2.-Otros contra la libertad;2023;1.760
Valencia/València;2.2.-Otros contra la libertad;2022;1.589
Valencia/València;2.2.-Otros contra la libertad;2021;1.565
Valencia/València;2.2.-Otros contra la libertad;2020;1.275
Valencia/València;2.2.-Otros contra la libertad;2019;1.311
Valencia/València;2.2.-Otros contra la libertad;2018;1.268
Valencia/València;3. LIBERTAD SEXUAL;2024;835
Valencia/València;3. LIBERTAD SEXUAL;2023;766
Valencia/València;3. LIBERTAD SEXUAL;2022;717
Valencia/València;3. LIBERTAD SEXUAL;2021;643
Valencia/València;3. LIBERTAD SEXUAL;2020;481
Valencia/València;3. LIBERTAD SEXUAL;2019;584
Valencia/València;3. LIBERTAD SEXUAL;2018;482
Valencia/València;3.1.-Agresión sexual;2024;556
Valencia/València;3.1.-Agresión sexual;2023;518
Valencia/València;3.1.-Agresión sexual;2022;449
Valencia/València;3.1.-Agresión sexual;2021;424
Valencia/València;3.1.-Agresión sexual;2020;291
Valencia/València;3.1.-Agresión sexual;2019;364
Valencia/València;3.1.-Agresión sexual;2018;311
Valencia/València;3.2.-Agresión sexual con penetración;2024;175
Valencia/València;3.2.-Agresión sexual con penetración;2023;150
Valencia/València;3.2.-Agresión sexual con penetración;2022;162
Valencia/València;3.2.-Agresión sexual con penetración;2021;140
Valencia/València;3.2.-Agresión sexual con penetración;2020;106
Valencia/València;3.2.-Agresión sexual con penetración;2019;116
Valencia/València;3.2.-Agresión sexual con penetración;2018;89
Valencia/València;3.3.-Corrupción de menores o incapacitados;2024;11
Valencia/València;3.3.-Corrupción de menores o incapacitados;2023;12
Valencia/València;3.3.-Corrupción de menores o incapacitados;2022;24
Valencia/València;3.3.-Corrupción de menores o incapacitados;2021;8
Valencia/València;3.3.-Corrupción de menores o incapacitados;2020;7
Valencia/València;3.3.-Corrupción de menores o incapacitados;2019;18
Valencia/València;3.3.-Corrupción de menores o incapacitados;2018;8
Valencia/València;3.4.-Pornografía de menores;2024;27
Valencia/València;3.4.-Pornografía de menores;2023;26
Valencia/València;3.4.-Pornografía de menores;2022;26
Valencia/València;3.4.-Pornografía de menores;2021;20
Valencia/València;3.4.-Pornografía de menores;2020;21
Valencia/València;3.4.-Pornografía de menores;2019;41
Valencia/València;3.4.-Pornografía de menores;2018;20
Valencia/València;3.5.-Otros contra la libertad sexual;2024;66
Valencia/València;3.5.-Otros contra la libertad sexual;2023;60
Valencia/València;3.5.-Otros contra la libertad sexual;2022;56
Valencia/València;3.5.-Otros contra la libertad sexual;2021;51
Valencia/València;3.5.-Otros contra la libertad sexual;2020;56
Valencia/València;3.5.-Otros contra la libertad sexual;2019;45
Valencia/València;3.5.-Otros contra la libertad sexual;2018;54
Valencia/València;4. RELACIONES FAMILIARES;2024;99
Valencia/València;4. RELACIONES FAMILIARES;2023;57
Valencia/València;4. RELACIONES FAMILIARES;2022;61
Valencia/València;4. RELACIONES FAMILIARES;2021;55
Valencia/València;4. RELACIONES FAMILIARES;2020;55
Valencia/València;4. RELACIONES FAMILIARES;2019;58
Valencia/València;4. RELACIONES FAMILIARES;2018;72
Valencia/València;5. PATRIMONIO;2024;12.292
Valencia/València;5. PATRIMONIO;2023;11.053
Valencia/València;5. PATRIMONIO;2022;9.543
Valencia/València;5. PATRIMONIO;2021;7.791
Valencia/València;5. PATRIMONIO;2020;6.382
Valencia/València;5. PATRIMONIO;2019;7.823
Valencia/València;5. PATRIMONIO;2018;8.643
Valencia/València;5.1.-Hurtos;2024;5.477
Valencia/València;5.1.-Hurtos;2023;4.890
Valencia/València;5.1.-Hurtos;2022;4.059
Valencia/València;5.1.-Hurtos;2021;3.304
Valencia/València;5.1.-Hurtos;2020;2.356
Valencia/València;5.1.-Hurtos;2019;3.323
Valencia/València;5.1.-Hurtos;2018;4.050
Valencia/València;5.2.-Robos con fuerza en las cosas;2024;2.266
Valencia/València;5.2.-Robos con fuerza en las cosas;2023;2.182
Valencia/València;5.2.-Robos con fuerza en las cosas;2022;1.890
Valencia/València;5.2.-Robos con fuerza en las cosas;2021;1.468
Valencia/València;5.2.-Robos con fuerza en las cosas;2020;1.409
Valencia/València;5.2.-Robos con fuerza en las cosas;2019;1.556
Valencia/València;5.2.-Robos con fuerza en las cosas;2018;1.609
Valencia/València;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;587
Valencia/València;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;659
Valencia/València;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;511
Valencia/València;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;296
Valencia/València;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;237
Valencia/València;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;294
Valencia/València;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;237
Valencia/València;5.2.2.-Robos con fuerza en viviendas;2024;718
Valencia/València;5.2.2.-Robos con fuerza en viviendas;2023;635
Valencia/València;5.2.2.-Robos con fuerza en viviendas;2022;565
Valencia/València;5.2.2.-Robos con fuerza en viviendas;2021;504
Valencia/València;5.2.2.-Robos con fuerza en viviendas;2020;526
Valencia/València;5.2.2.-Robos con fuerza en viviendas;2019;540
Valencia/València;5.2.2.-Robos con fuerza en viviendas;2018;662
Valencia/València;5.2.3.-Robos con fuerza en establecimientos;2024;471
Valencia/València;5.2.3.-Robos con fuerza en establecimientos;2023;462
Valencia/València;5.2.3.-Robos con fuerza en establecimientos;2022;406
Valencia/València;5.2.3.-Robos con fuerza en establecimientos;2021;318
Valencia/València;5.2.3.-Robos con fuerza en establecimientos;2020;387
Valencia/València;5.2.3.-Robos con fuerza en establecimientos;2019;413
Valencia/València;5.2.3.-Robos con fuerza en establecimientos;2018;372
Valencia/València;5.3.-Robos con violencia o intimidación;2024;1.704
Valencia/València;5.3.-Robos con violencia o intimidación;2023;1.605
Valencia/València;5.3.-Robos con violencia o intimidación;2022;1.347
Valencia/València;5.3.-Robos con violencia o intimidación;2021;1.027
Valencia/València;5.3.-Robos con violencia o intimidación;2020;866
