Comunidades autónomas;Tipología penal;periodo;Total
EXTREMADURA;5.3.3.-Robos con violencia en establecimientos;2019;51
EXTREMADURA;5.3.3.-Robos con violencia en establecimientos;2018;46
EXTREMADURA;5.4.-Sustracción de vehículos;2024;90
EXTREMADURA;5.4.-Sustracción de vehículos;2023;84
EXTREMADURA;5.4.-Sustracción de vehículos;2022;61
EXTREMADURA;5.4.-Sustracción de vehículos;2021;57
EXTREMADURA;5.4.-Sustracción de vehículos;2020;61
EXTREMADURA;5.4.-Sustracción de vehículos;2019;60
EXTREMADURA;5.4.-Sustracción de vehículos;2018;65
EXTREMADURA;5.5.-Estafas;2024;1.401
EXTREMADURA;5.5.-Estafas;2023;1.833
EXTREMADURA;5.5.-Estafas;2022;1.665
EXTREMADURA;5.5.-Estafas;2021;1.622
EXTREMADURA;5.5.-Estafas;2020;979
EXTREMADURA;5.5.-Estafas;2019;776
EXTREMADURA;5.5.-Estafas;2018;684
EXTREMADURA;5.5.1.-Estafas informáticas;2024;1.039
EXTREMADURA;5.5.1.-Estafas informáticas;2023;1.395
EXTREMADURA;5.5.1.-Estafas informáticas;2022;1.268
EXTREMADURA;5.5.1.-Estafas informáticas;2021;1.259
EXTREMADURA;5.5.1.-Estafas informáticas;2020;613
EXTREMADURA;5.5.1.-Estafas informáticas;2019;345
EXTREMADURA;5.5.1.-Estafas informáticas;2018;281
EXTREMADURA;5.6.-Daños;2024;623
EXTREMADURA;5.6.-Daños;2023;661
EXTREMADURA;5.6.-Daños;2022;590
EXTREMADURA;5.6.-Daños;2021;565
EXTREMADURA;5.6.-Daños;2020;527
EXTREMADURA;5.6.-Daños;2019;562
EXTREMADURA;5.6.-Daños;2018;486
EXTREMADURA;5.7.-Contra la propiedad intelectual/industrial;2024;13
EXTREMADURA;5.7.-Contra la propiedad intelectual/industrial;2023;19
EXTREMADURA;5.7.-Contra la propiedad intelectual/industrial;2022;11
EXTREMADURA;5.7.-Contra la propiedad intelectual/industrial;2021;10
EXTREMADURA;5.7.-Contra la propiedad intelectual/industrial;2020;19
EXTREMADURA;5.7.-Contra la propiedad intelectual/industrial;2019;40
EXTREMADURA;5.7.-Contra la propiedad intelectual/industrial;2018;59
EXTREMADURA;5.8.-Blanqueo de capitales;2024;9
EXTREMADURA;5.8.-Blanqueo de capitales;2023;7
EXTREMADURA;5.8.-Blanqueo de capitales;2022;4
EXTREMADURA;5.8.-Blanqueo de capitales;2021;6
EXTREMADURA;5.8.-Blanqueo de capitales;2020;5
EXTREMADURA;5.8.-Blanqueo de capitales;2019;2
EXTREMADURA;5.8.-Blanqueo de capitales;2018;1
EXTREMADURA;5.9.-Otros contra el patrimonio;2024;495
EXTREMADURA;5.9.-Otros contra el patrimonio;2023;462
EXTREMADURA;5.9.-Otros contra el patrimonio;2022;403
EXTREMADURA;5.9.-Otros contra el patrimonio;2021;403
EXTREMADURA;5.9.-Otros contra el patrimonio;2020;371
EXTREMADURA;5.9.-Otros contra el patrimonio;2019;423
EXTREMADURA;5.9.-Otros contra el patrimonio;2018;411
EXTREMADURA;6. SEGURIDAD COLECTIVA;2024;1.174
EXTREMADURA;6. SEGURIDAD COLECTIVA;2023;1.218
EXTREMADURA;6. SEGURIDAD COLECTIVA;2022;1.197
EXTREMADURA;6. SEGURIDAD COLECTIVA;2021;1.193
EXTREMADURA;6. SEGURIDAD COLECTIVA;2020;994
EXTREMADURA;6. SEGURIDAD COLECTIVA;2019;1.192
EXTREMADURA;6. SEGURIDAD COLECTIVA;2018;1.074
EXTREMADURA;6.1.-Tráfico de drogas;2024;269
EXTREMADURA;6.1.-Tráfico de drogas;2023;311
EXTREMADURA;6.1.-Tráfico de drogas;2022;261
EXTREMADURA;6.1.-Tráfico de drogas;2021;318
EXTREMADURA;6.1.-Tráfico de drogas;2020;293
EXTREMADURA;6.1.-Tráfico de drogas;2019;315
EXTREMADURA;6.1.-Tráfico de drogas;2018;232
EXTREMADURA;6.2.-Contra la seguridad vial;2024;844
EXTREMADURA;6.2.-Contra la seguridad vial;2023;866
EXTREMADURA;6.2.-Contra la seguridad vial;2022;852
EXTREMADURA;6.2.-Contra la seguridad vial;2021;831
EXTREMADURA;6.2.-Contra la seguridad vial;2020;665
EXTREMADURA;6.2.-Contra la seguridad vial;2019;813
EXTREMADURA;6.2.-Contra la seguridad vial;2018;786
EXTREMADURA;6.3.-Otros contra la seguridad colectiva;2024;61
EXTREMADURA;6.3.-Otros contra la seguridad colectiva;2023;41
EXTREMADURA;6.3.-Otros contra la seguridad colectiva;2022;84
EXTREMADURA;6.3.-Otros contra la seguridad colectiva;2021;44
EXTREMADURA;6.3.-Otros contra la seguridad colectiva;2020;36
EXTREMADURA;6.3.-Otros contra la seguridad colectiva;2019;64
EXTREMADURA;6.3.-Otros contra la seguridad colectiva;2018;56
EXTREMADURA;7. FALSEDADES;2024;601
EXTREMADURA;7. FALSEDADES;2023;396
EXTREMADURA;7. FALSEDADES;2022;226
EXTREMADURA;7. FALSEDADES;2021;213
EXTREMADURA;7. FALSEDADES;2020;199
EXTREMADURA;7. FALSEDADES;2019;184
EXTREMADURA;7. FALSEDADES;2018;208
EXTREMADURA;8. ADMÓN. PÚBLICA;2024;4
EXTREMADURA;8. ADMÓN. PÚBLICA;2023;3
EXTREMADURA;8. ADMÓN. PÚBLICA;2022;3
EXTREMADURA;8. ADMÓN. PÚBLICA;2021;12
EXTREMADURA;8. ADMÓN. PÚBLICA;2020;1
EXTREMADURA;8. ADMÓN. PÚBLICA;2019;6
EXTREMADURA;8. ADMÓN. PÚBLICA;2018;7
EXTREMADURA;9. ADMÓN. JUSTICIA;2024;969
EXTREMADURA;9. ADMÓN. JUSTICIA;2023;867
EXTREMADURA;9. ADMÓN. JUSTICIA;2022;793
EXTREMADURA;9. ADMÓN. JUSTICIA;2021;708
EXTREMADURA;9. ADMÓN. JUSTICIA;2020;660
EXTREMADURA;9. ADMÓN. JUSTICIA;2019;686
EXTREMADURA;9. ADMÓN. JUSTICIA;2018;612
EXTREMADURA;10. ORDEN PÚBLICO;2024;408
EXTREMADURA;10. ORDEN PÚBLICO;2023;407
EXTREMADURA;10. ORDEN PÚBLICO;2022;323
EXTREMADURA;10. ORDEN PÚBLICO;2021;323
EXTREMADURA;10. ORDEN PÚBLICO;2020;467
EXTREMADURA;10. ORDEN PÚBLICO;2019;280
EXTREMADURA;10. ORDEN PÚBLICO;2018;239
EXTREMADURA;11. LEGISLACIÓN ESPECIAL;2024;1
EXTREMADURA;11. LEGISLACIÓN ESPECIAL;2023;10
EXTREMADURA;11. LEGISLACIÓN ESPECIAL;2022;9
EXTREMADURA;11. LEGISLACIÓN ESPECIAL;2021;8
EXTREMADURA;11. LEGISLACIÓN ESPECIAL;2020;7
EXTREMADURA;11. LEGISLACIÓN ESPECIAL;2019;4
EXTREMADURA;11. LEGISLACIÓN ESPECIAL;2018;16
EXTREMADURA;12. OTRAS INFRACCIONES PENALES;2024;246
EXTREMADURA;12. OTRAS INFRACCIONES PENALES;2023;226
EXTREMADURA;12. OTRAS INFRACCIONES PENALES;2022;225
EXTREMADURA;12. OTRAS INFRACCIONES PENALES;2021;179
EXTREMADURA;12. OTRAS INFRACCIONES PENALES;2020;210
EXTREMADURA;12. OTRAS INFRACCIONES PENALES;2019;201
EXTREMADURA;12. OTRAS INFRACCIONES PENALES;2018;219
EXTREMADURA;TOTAL INFRACCIONES PENALES;2024;15.659
EXTREMADURA;TOTAL INFRACCIONES PENALES;2023;15.650
EXTREMADURA;TOTAL INFRACCIONES PENALES;2022;13.823
EXTREMADURA;TOTAL INFRACCIONES PENALES;2021;12.790
EXTREMADURA;TOTAL INFRACCIONES PENALES;2020;11.289
EXTREMADURA;TOTAL INFRACCIONES PENALES;2019;12.076
EXTREMADURA;TOTAL INFRACCIONES PENALES;2018;11.413
GALICIA;1. CONTRA LAS PERSONAS;2024;9.090
GALICIA;1. CONTRA LAS PERSONAS;2023;9.152
GALICIA;1. CONTRA LAS PERSONAS;2022;8.449
GALICIA;1. CONTRA LAS PERSONAS;2021;7.268
GALICIA;1. CONTRA LAS PERSONAS;2020;6.807
GALICIA;1. CONTRA LAS PERSONAS;2019;7.376
GALICIA;1. CONTRA LAS PERSONAS;2018;7.330
GALICIA;1.1.-Homicidios dolosos/asesinatos;2024;59
GALICIA;1.1.-Homicidios dolosos/asesinatos;2023;69
GALICIA;1.1.-Homicidios dolosos/asesinatos;2022;52
GALICIA;1.1.-Homicidios dolosos/asesinatos;2021;47
GALICIA;1.1.-Homicidios dolosos/asesinatos;2020;44
GALICIA;1.1.-Homicidios dolosos/asesinatos;2019;41
GALICIA;1.1.-Homicidios dolosos/asesinatos;2018;32
GALICIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;17
GALICIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;16
GALICIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;8
GALICIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;14
GALICIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;11
GALICIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;15
GALICIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;7
GALICIA;1.2.-Lesiones;2024;4.997
GALICIA;1.2.-Lesiones;2023;4.958
GALICIA;1.2.-Lesiones;2022;4.724
GALICIA;1.2.-Lesiones;2021;4.057
GALICIA;1.2.-Lesiones;2020;3.599
GALICIA;1.2.-Lesiones;2019;4.156
GALICIA;1.2.-Lesiones;2018;4.188
GALICIA;1.3.-Malos tratos ámbito familiar;2024;3.677
GALICIA;1.3.-Malos tratos ámbito familiar;2023;3.832
GALICIA;1.3.-Malos tratos ámbito familiar;2022;3.486
GALICIA;1.3.-Malos tratos ámbito familiar;2021;2.984
GALICIA;1.3.-Malos tratos ámbito familiar;2020;3.028
GALICIA;1.3.-Malos tratos ámbito familiar;2019;3.025
GALICIA;1.3.-Malos tratos ámbito familiar;2018;2.945
GALICIA;1.4.-Otros contra las personas;2024;357
GALICIA;1.4.-Otros contra las personas;2023;293
GALICIA;1.4.-Otros contra las personas;2022;187
GALICIA;1.4.-Otros contra las personas;2021;180
GALICIA;1.4.-Otros contra las personas;2020;136
GALICIA;1.4.-Otros contra las personas;2019;154
GALICIA;1.4.-Otros contra las personas;2018;165
GALICIA;2. CONTRA LA LIBERTAD;2024;6.485
GALICIA;2. CONTRA LA LIBERTAD;2023;6.355
GALICIA;2. CONTRA LA LIBERTAD;2022;5.628
GALICIA;2. CONTRA LA LIBERTAD;2021;5.472
GALICIA;2. CONTRA LA LIBERTAD;2020;4.982
GALICIA;2. CONTRA LA LIBERTAD;2019;4.746
GALICIA;2. CONTRA LA LIBERTAD;2018;4.833
GALICIA;2.1.-Malos tratos habituales en el ámbito familiar;2024;847
GALICIA;2.1.-Malos tratos habituales en el ámbito familiar;2023;859
GALICIA;2.1.-Malos tratos habituales en el ámbito familiar;2022;695
GALICIA;2.1.-Malos tratos habituales en el ámbito familiar;2021;608
GALICIA;2.1.-Malos tratos habituales en el ámbito familiar;2020;617
GALICIA;2.1.-Malos tratos habituales en el ámbito familiar;2019;698
GALICIA;2.1.-Malos tratos habituales en el ámbito familiar;2018;633
GALICIA;2.2.-Otros contra la libertad;2024;5.638
GALICIA;2.2.-Otros contra la libertad;2023;5.496
GALICIA;2.2.-Otros contra la libertad;2022;4.933
GALICIA;2.2.-Otros contra la libertad;2021;4.864
GALICIA;2.2.-Otros contra la libertad;2020;4.365
GALICIA;2.2.-Otros contra la libertad;2019;4.048
GALICIA;2.2.-Otros contra la libertad;2018;4.200
GALICIA;3. LIBERTAD SEXUAL;2024;758
GALICIA;3. LIBERTAD SEXUAL;2023;799
GALICIA;3. LIBERTAD SEXUAL;2022;611
GALICIA;3. LIBERTAD SEXUAL;2021;615
GALICIA;3. LIBERTAD SEXUAL;2020;477
GALICIA;3. LIBERTAD SEXUAL;2019;538
GALICIA;3. LIBERTAD SEXUAL;2018;440
GALICIA;3.1.-Agresión sexual;2024;459
GALICIA;3.1.-Agresión sexual;2023;441
GALICIA;3.1.-Agresión sexual;2022;374
GALICIA;3.1.-Agresión sexual;2021;366
GALICIA;3.1.-Agresión sexual;2020;277
GALICIA;3.1.-Agresión sexual;2019;322
GALICIA;3.1.-Agresión sexual;2018;278
GALICIA;3.2.-Agresión sexual con penetración;2024;166
GALICIA;3.2.-Agresión sexual con penetración;2023;186
GALICIA;3.2.-Agresión sexual con penetración;2022;137
GALICIA;3.2.-Agresión sexual con penetración;2021;133
GALICIA;3.2.-Agresión sexual con penetración;2020;103
GALICIA;3.2.-Agresión sexual con penetración;2019;115
GALICIA;3.2.-Agresión sexual con penetración;2018;82
GALICIA;3.3.-Corrupción de menores o incapacitados;2024;7
GALICIA;3.3.-Corrupción de menores o incapacitados;2023;8
GALICIA;3.3.-Corrupción de menores o incapacitados;2022;12
GALICIA;3.3.-Corrupción de menores o incapacitados;2021;6
GALICIA;3.3.-Corrupción de menores o incapacitados;2020;6
GALICIA;3.3.-Corrupción de menores o incapacitados;2019;6
GALICIA;3.3.-Corrupción de menores o incapacitados;2018;4
GALICIA;3.4.-Pornografía de menores;2024;36
GALICIA;3.4.-Pornografía de menores;2023;38
GALICIA;3.4.-Pornografía de menores;2022;24
GALICIA;3.4.-Pornografía de menores;2021;36
GALICIA;3.4.-Pornografía de menores;2020;28
GALICIA;3.4.-Pornografía de menores;2019;32
GALICIA;3.4.-Pornografía de menores;2018;29
GALICIA;3.5.-Otros contra la libertad sexual;2024;90
GALICIA;3.5.-Otros contra la libertad sexual;2023;126
GALICIA;3.5.-Otros contra la libertad sexual;2022;64
GALICIA;3.5.-Otros contra la libertad sexual;2021;74
GALICIA;3.5.-Otros contra la libertad sexual;2020;63
GALICIA;3.5.-Otros contra la libertad sexual;2019;63
GALICIA;3.5.-Otros contra la libertad sexual;2018;47
GALICIA;4. RELACIONES FAMILIARES;2024;244
GALICIA;4. RELACIONES FAMILIARES;2023;201
GALICIA;4. RELACIONES FAMILIARES;2022;188
GALICIA;4. RELACIONES FAMILIARES;2021;159
GALICIA;4. RELACIONES FAMILIARES;2020;172
GALICIA;4. RELACIONES FAMILIARES;2019;163
GALICIA;4. RELACIONES FAMILIARES;2018;184
GALICIA;5. PATRIMONIO;2024;16.478
GALICIA;5. PATRIMONIO;2023;15.291
GALICIA;5. PATRIMONIO;2022;13.991
GALICIA;5. PATRIMONIO;2021;12.337
GALICIA;5. PATRIMONIO;2020;11.032
GALICIA;5. PATRIMONIO;2019;12.643
GALICIA;5. PATRIMONIO;2018;12.487
GALICIA;5.1.-Hurtos;2024;6.182
GALICIA;5.1.-Hurtos;2023;5.740
GALICIA;5.1.-Hurtos;2022;5.222
GALICIA;5.1.-Hurtos;2021;4.342
GALICIA;5.1.-Hurtos;2020;3.527
GALICIA;5.1.-Hurtos;2019;4.927
GALICIA;5.1.-Hurtos;2018;4.700
GALICIA;5.2.-Robos con fuerza en las cosas;2024;2.145
GALICIA;5.2.-Robos con fuerza en las cosas;2023;1.847
GALICIA;5.2.-Robos con fuerza en las cosas;2022;1.744
GALICIA;5.2.-Robos con fuerza en las cosas;2021;1.486
GALICIA;5.2.-Robos con fuerza en las cosas;2020;1.690
GALICIA;5.2.-Robos con fuerza en las cosas;2019;2.050
GALICIA;5.2.-Robos con fuerza en las cosas;2018;2.177
GALICIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;678
GALICIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;457
GALICIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;466
GALICIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;378
GALICIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;330
GALICIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;452
GALICIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;397
GALICIA;5.2.2.-Robos con fuerza en viviendas;2024;492
GALICIA;5.2.2.-Robos con fuerza en viviendas;2023;431
GALICIA;5.2.2.-Robos con fuerza en viviendas;2022;500
GALICIA;5.2.2.-Robos con fuerza en viviendas;2021;389
GALICIA;5.2.2.-Robos con fuerza en viviendas;2020;473
GALICIA;5.2.2.-Robos con fuerza en viviendas;2019;655
GALICIA;5.2.2.-Robos con fuerza en viviendas;2018;716
GALICIA;5.2.3.-Robos con fuerza en establecimientos;2024;633
GALICIA;5.2.3.-Robos con fuerza en establecimientos;2023;629
GALICIA;5.2.3.-Robos con fuerza en establecimientos;2022;456
GALICIA;5.2.3.-Robos con fuerza en establecimientos;2021;424
GALICIA;5.2.3.-Robos con fuerza en establecimientos;2020;576
GALICIA;5.2.3.-Robos con fuerza en establecimientos;2019;554
GALICIA;5.2.3.-Robos con fuerza en establecimientos;2018;616
GALICIA;5.3.-Robos con violencia o intimidación;2024;557
GALICIA;5.3.-Robos con violencia o intimidación;2023;606
GALICIA;5.3.-Robos con violencia o intimidación;2022;490
GALICIA;5.3.-Robos con violencia o intimidación;2021;508
GALICIA;5.3.-Robos con violencia o intimidación;2020;490
GALICIA;5.3.-Robos con violencia o intimidación;2019;501
GALICIA;5.3.-Robos con violencia o intimidación;2018;527
GALICIA;5.3.1.-Robos con violencia en vía pública;2024;262
GALICIA;5.3.1.-Robos con violencia en vía pública;2023;258
GALICIA;5.3.1.-Robos con violencia en vía pública;2022;238
GALICIA;5.3.1.-Robos con violencia en vía pública;2021;242
GALICIA;5.3.1.-Robos con violencia en vía pública;2020;189
GALICIA;5.3.1.-Robos con violencia en vía pública;2019;210
GALICIA;5.3.1.-Robos con violencia en vía pública;2018;209
GALICIA;5.3.2.-Robos con violencia en viviendas;2024;79
GALICIA;5.3.2.-Robos con violencia en viviendas;2023;62
GALICIA;5.3.2.-Robos con violencia en viviendas;2022;49
GALICIA;5.3.2.-Robos con violencia en viviendas;2021;56
GALICIA;5.3.2.-Robos con violencia en viviendas;2020;64
GALICIA;5.3.2.-Robos con violencia en viviendas;2019;57
GALICIA;5.3.2.-Robos con violencia en viviendas;2018;74
GALICIA;5.3.3.-Robos con violencia en establecimientos;2024;172
GALICIA;5.3.3.-Robos con violencia en establecimientos;2023;220
GALICIA;5.3.3.-Robos con violencia en establecimientos;2022;142
GALICIA;5.3.3.-Robos con violencia en establecimientos;2021;154
GALICIA;5.3.3.-Robos con violencia en establecimientos;2020;162
GALICIA;5.3.3.-Robos con violencia en establecimientos;2019;169
GALICIA;5.3.3.-Robos con violencia en establecimientos;2018;168
GALICIA;5.4.-Sustracción de vehículos;2024;306
GALICIA;5.4.-Sustracción de vehículos;2023;310
GALICIA;5.4.-Sustracción de vehículos;2022;292
GALICIA;5.4.-Sustracción de vehículos;2021;208
GALICIA;5.4.-Sustracción de vehículos;2020;247
GALICIA;5.4.-Sustracción de vehículos;2019;285
GALICIA;5.4.-Sustracción de vehículos;2018;280
GALICIA;5.5.-Estafas;2024;4.095
GALICIA;5.5.-Estafas;2023;3.634
GALICIA;5.5.-Estafas;2022;3.316
GALICIA;5.5.-Estafas;2021;3.062
GALICIA;5.5.-Estafas;2020;2.699
GALICIA;5.5.-Estafas;2019;2.292
GALICIA;5.5.-Estafas;2018;2.051
GALICIA;5.5.1.-Estafas informáticas;2024;2.800
GALICIA;5.5.1.-Estafas informáticas;2023;2.338
GALICIA;5.5.1.-Estafas informáticas;2022;1.930
GALICIA;5.5.1.-Estafas informáticas;2021;1.887
GALICIA;5.5.1.-Estafas informáticas;2020;1.595
GALICIA;5.5.1.-Estafas informáticas;2019;1.053
GALICIA;5.5.1.-Estafas informáticas;2018;877
GALICIA;5.6.-Daños;2024;1.962
GALICIA;5.6.-Daños;2023;2.107
GALICIA;5.6.-Daños;2022;1.974
GALICIA;5.6.-Daños;2021;1.877
GALICIA;5.6.-Daños;2020;1.459
GALICIA;5.6.-Daños;2019;1.707
GALICIA;5.6.-Daños;2018;1.831
GALICIA;5.7.-Contra la propiedad intelectual/industrial;2024;24
GALICIA;5.7.-Contra la propiedad intelectual/industrial;2023;35
GALICIA;5.7.-Contra la propiedad intelectual/industrial;2022;33
GALICIA;5.7.-Contra la propiedad intelectual/industrial;2021;22
GALICIA;5.7.-Contra la propiedad intelectual/industrial;2020;22
GALICIA;5.7.-Contra la propiedad intelectual/industrial;2019;76
GALICIA;5.7.-Contra la propiedad intelectual/industrial;2018;114
GALICIA;5.8.-Blanqueo de capitales;2024;39
GALICIA;5.8.-Blanqueo de capitales;2023;11
GALICIA;5.8.-Blanqueo de capitales;2022;14
GALICIA;5.8.-Blanqueo de capitales;2021;4
GALICIA;5.8.-Blanqueo de capitales;2020;16
GALICIA;5.8.-Blanqueo de capitales;2019;7
GALICIA;5.8.-Blanqueo de capitales;2018;11
GALICIA;5.9.-Otros contra el patrimonio;2024;1.168
GALICIA;5.9.-Otros contra el patrimonio;2023;1.001
GALICIA;5.9.-Otros contra el patrimonio;2022;906
GALICIA;5.9.-Otros contra el patrimonio;2021;828
GALICIA;5.9.-Otros contra el patrimonio;2020;882
GALICIA;5.9.-Otros contra el patrimonio;2019;798
GALICIA;5.9.-Otros contra el patrimonio;2018;796
GALICIA;6. SEGURIDAD COLECTIVA;2024;4.054
GALICIA;6. SEGURIDAD COLECTIVA;2023;4.598
GALICIA;6. SEGURIDAD COLECTIVA;2022;4.911
GALICIA;6. SEGURIDAD COLECTIVA;2021;4.235
GALICIA;6. SEGURIDAD COLECTIVA;2020;4.125
GALICIA;6. SEGURIDAD COLECTIVA;2019;4.776
GALICIA;6. SEGURIDAD COLECTIVA;2018;4.611
GALICIA;6.1.-Tráfico de drogas;2024;471
GALICIA;6.1.-Tráfico de drogas;2023;479
GALICIA;6.1.-Tráfico de drogas;2022;489
GALICIA;6.1.-Tráfico de drogas;2021;448
GALICIA;6.1.-Tráfico de drogas;2020;532
GALICIA;6.1.-Tráfico de drogas;2019;505
GALICIA;6.1.-Tráfico de drogas;2018;420
GALICIA;6.2.-Contra la seguridad vial;2024;3.479
GALICIA;6.2.-Contra la seguridad vial;2023;3.998
GALICIA;6.2.-Contra la seguridad vial;2022;4.280
GALICIA;6.2.-Contra la seguridad vial;2021;3.679
GALICIA;6.2.-Contra la seguridad vial;2020;3.487
GALICIA;6.2.-Contra la seguridad vial;2019;4.169
GALICIA;6.2.-Contra la seguridad vial;2018;4.098
GALICIA;6.3.-Otros contra la seguridad colectiva;2024;104
GALICIA;6.3.-Otros contra la seguridad colectiva;2023;121
GALICIA;6.3.-Otros contra la seguridad colectiva;2022;142
GALICIA;6.3.-Otros contra la seguridad colectiva;2021;108
GALICIA;6.3.-Otros contra la seguridad colectiva;2020;106
GALICIA;6.3.-Otros contra la seguridad colectiva;2019;102
GALICIA;6.3.-Otros contra la seguridad colectiva;2018;93
GALICIA;7. FALSEDADES;2024;624
GALICIA;7. FALSEDADES;2023;503
GALICIA;7. FALSEDADES;2022;475
GALICIA;7. FALSEDADES;2021;809
GALICIA;7. FALSEDADES;2020;452
GALICIA;7. FALSEDADES;2019;422
GALICIA;7. FALSEDADES;2018;405
GALICIA;8. ADMÓN. PÚBLICA;2024;22
GALICIA;8. ADMÓN. PÚBLICA;2023;21
GALICIA;8. ADMÓN. PÚBLICA;2022;18
GALICIA;8. ADMÓN. PÚBLICA;2021;10
GALICIA;8. ADMÓN. PÚBLICA;2020;11
GALICIA;8. ADMÓN. PÚBLICA;2019;16
GALICIA;8. ADMÓN. PÚBLICA;2018;14
GALICIA;9. ADMÓN. JUSTICIA;2024;1.954
GALICIA;9. ADMÓN. JUSTICIA;2023;1.789
GALICIA;9. ADMÓN. JUSTICIA;2022;1.589
GALICIA;9. ADMÓN. JUSTICIA;2021;1.463
GALICIA;9. ADMÓN. JUSTICIA;2020;1.418
GALICIA;9. ADMÓN. JUSTICIA;2019;1.432
GALICIA;9. ADMÓN. JUSTICIA;2018;1.289
GALICIA;10. ORDEN PÚBLICO;2024;993
GALICIA;10. ORDEN PÚBLICO;2023;958
GALICIA;10. ORDEN PÚBLICO;2022;946
GALICIA;10. ORDEN PÚBLICO;2021;892
GALICIA;10. ORDEN PÚBLICO;2020;1.078
GALICIA;10. ORDEN PÚBLICO;2019;704
GALICIA;10. ORDEN PÚBLICO;2018;773
GALICIA;11. LEGISLACIÓN ESPECIAL;2024;5
GALICIA;11. LEGISLACIÓN ESPECIAL;2023;4
GALICIA;11. LEGISLACIÓN ESPECIAL;2022;7
GALICIA;11. LEGISLACIÓN ESPECIAL;2021;2
GALICIA;11. LEGISLACIÓN ESPECIAL;2020;5
GALICIA;11. LEGISLACIÓN ESPECIAL;2019;3
GALICIA;11. LEGISLACIÓN ESPECIAL;2018;1
GALICIA;12. OTRAS INFRACCIONES PENALES;2024;528
GALICIA;12. OTRAS INFRACCIONES PENALES;2023;520
GALICIA;12. OTRAS INFRACCIONES PENALES;2022;436
GALICIA;12. OTRAS INFRACCIONES PENALES;2021;409
GALICIA;12. OTRAS INFRACCIONES PENALES;2020;357
GALICIA;12. OTRAS INFRACCIONES PENALES;2019;401
GALICIA;12. OTRAS INFRACCIONES PENALES;2018;430
GALICIA;TOTAL INFRACCIONES PENALES;2024;41.235
GALICIA;TOTAL INFRACCIONES PENALES;2023;40.191
GALICIA;TOTAL INFRACCIONES PENALES;2022;37.249
GALICIA;TOTAL INFRACCIONES PENALES;2021;33.671
GALICIA;TOTAL INFRACCIONES PENALES;2020;30.916
GALICIA;TOTAL INFRACCIONES PENALES;2019;33.220
GALICIA;TOTAL INFRACCIONES PENALES;2018;32.797
MADRID (COMUNIDAD DE);1. CONTRA LAS PERSONAS;2024;32.817
MADRID (COMUNIDAD DE);1. CONTRA LAS PERSONAS;2023;31.088
MADRID (COMUNIDAD DE);1. CONTRA LAS PERSONAS;2022;29.207
MADRID (COMUNIDAD DE);1. CONTRA LAS PERSONAS;2021;26.001
MADRID (COMUNIDAD DE);1. CONTRA LAS PERSONAS;2020;23.204
MADRID (COMUNIDAD DE);1. CONTRA LAS PERSONAS;2019;25.043
MADRID (COMUNIDAD DE);1. CONTRA LAS PERSONAS;2018;23.392
MADRID (COMUNIDAD DE);1.1.-Homicidios dolosos/asesinatos;2024;178
MADRID (COMUNIDAD DE);1.1.-Homicidios dolosos/asesinatos;2023;199
MADRID (COMUNIDAD DE);1.1.-Homicidios dolosos/asesinatos;2022;180
MADRID (COMUNIDAD DE);1.1.-Homicidios dolosos/asesinatos;2021;129
MADRID (COMUNIDAD DE);1.1.-Homicidios dolosos/asesinatos;2020;136
MADRID (COMUNIDAD DE);1.1.-Homicidios dolosos/asesinatos;2019;97
MADRID (COMUNIDAD DE);1.1.-Homicidios dolosos/asesinatos;2018;108
MADRID (COMUNIDAD DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2024;23
MADRID (COMUNIDAD DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2023;33
MADRID (COMUNIDAD DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2022;52
MADRID (COMUNIDAD DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2021;36
MADRID (COMUNIDAD DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2020;37
MADRID (COMUNIDAD DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2019;24
MADRID (COMUNIDAD DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2018;34
MADRID (COMUNIDAD DE);1.2.-Lesiones;2024;10.626
MADRID (COMUNIDAD DE);1.2.-Lesiones;2023;10.028
MADRID (COMUNIDAD DE);1.2.-Lesiones;2022;9.766
MADRID (COMUNIDAD DE);1.2.-Lesiones;2021;8.871
MADRID (COMUNIDAD DE);1.2.-Lesiones;2020;7.986
MADRID (COMUNIDAD DE);1.2.-Lesiones;2019;9.687
