Comunidades autónomas;Tipología penal;periodo;Total
CANARIAS;3.5.-Otros contra la libertad sexual;2021;72
CANARIAS;3.5.-Otros contra la libertad sexual;2020;67
CANARIAS;3.5.-Otros contra la libertad sexual;2019;71
CANARIAS;3.5.-Otros contra la libertad sexual;2018;66
CANARIAS;4. RELACIONES FAMILIARES;2024;498
CANARIAS;4. RELACIONES FAMILIARES;2023;551
CANARIAS;4. RELACIONES FAMILIARES;2022;597
CANARIAS;4. RELACIONES FAMILIARES;2021;625
CANARIAS;4. RELACIONES FAMILIARES;2020;631
CANARIAS;4. RELACIONES FAMILIARES;2019;627
CANARIAS;4. RELACIONES FAMILIARES;2018;738
CANARIAS;5. PATRIMONIO;2024;18.937
CANARIAS;5. PATRIMONIO;2023;17.871
CANARIAS;5. PATRIMONIO;2022;16.244
CANARIAS;5. PATRIMONIO;2021;14.330
CANARIAS;5. PATRIMONIO;2020;13.719
CANARIAS;5. PATRIMONIO;2019;15.485
CANARIAS;5. PATRIMONIO;2018;14.622
CANARIAS;5.1.-Hurtos;2024;7.418
CANARIAS;5.1.-Hurtos;2023;6.681
CANARIAS;5.1.-Hurtos;2022;5.899
CANARIAS;5.1.-Hurtos;2021;4.913
CANARIAS;5.1.-Hurtos;2020;4.081
CANARIAS;5.1.-Hurtos;2019;5.499
CANARIAS;5.1.-Hurtos;2018;5.486
CANARIAS;5.2.-Robos con fuerza en las cosas;2024;1.816
CANARIAS;5.2.-Robos con fuerza en las cosas;2023;1.814
CANARIAS;5.2.-Robos con fuerza en las cosas;2022;1.883
CANARIAS;5.2.-Robos con fuerza en las cosas;2021;1.825
CANARIAS;5.2.-Robos con fuerza en las cosas;2020;1.744
CANARIAS;5.2.-Robos con fuerza en las cosas;2019;2.122
CANARIAS;5.2.-Robos con fuerza en las cosas;2018;2.226
CANARIAS;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;514
CANARIAS;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;402
CANARIAS;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;447
CANARIAS;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;413
CANARIAS;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;437
CANARIAS;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;522
CANARIAS;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;456
CANARIAS;5.2.2.-Robos con fuerza en viviendas;2024;466
CANARIAS;5.2.2.-Robos con fuerza en viviendas;2023;539
CANARIAS;5.2.2.-Robos con fuerza en viviendas;2022;608
CANARIAS;5.2.2.-Robos con fuerza en viviendas;2021;642
CANARIAS;5.2.2.-Robos con fuerza en viviendas;2020;600
CANARIAS;5.2.2.-Robos con fuerza en viviendas;2019;674
CANARIAS;5.2.2.-Robos con fuerza en viviendas;2018;791
CANARIAS;5.2.3.-Robos con fuerza en establecimientos;2024;431
CANARIAS;5.2.3.-Robos con fuerza en establecimientos;2023;450
CANARIAS;5.2.3.-Robos con fuerza en establecimientos;2022;406
CANARIAS;5.2.3.-Robos con fuerza en establecimientos;2021;376
CANARIAS;5.2.3.-Robos con fuerza en establecimientos;2020;354
CANARIAS;5.2.3.-Robos con fuerza en establecimientos;2019;439
CANARIAS;5.2.3.-Robos con fuerza en establecimientos;2018;498
CANARIAS;5.3.-Robos con violencia o intimidación;2024;937
CANARIAS;5.3.-Robos con violencia o intimidación;2023;973
CANARIAS;5.3.-Robos con violencia o intimidación;2022;824
CANARIAS;5.3.-Robos con violencia o intimidación;2021;733
CANARIAS;5.3.-Robos con violencia o intimidación;2020;708
CANARIAS;5.3.-Robos con violencia o intimidación;2019;783
CANARIAS;5.3.-Robos con violencia o intimidación;2018;735
CANARIAS;5.3.1.-Robos con violencia en vía pública;2024;492
CANARIAS;5.3.1.-Robos con violencia en vía pública;2023;515
CANARIAS;5.3.1.-Robos con violencia en vía pública;2022;415
CANARIAS;5.3.1.-Robos con violencia en vía pública;2021;363
CANARIAS;5.3.1.-Robos con violencia en vía pública;2020;329
CANARIAS;5.3.1.-Robos con violencia en vía pública;2019;409
CANARIAS;5.3.1.-Robos con violencia en vía pública;2018;371
CANARIAS;5.3.2.-Robos con violencia en viviendas;2024;104
CANARIAS;5.3.2.-Robos con violencia en viviendas;2023;105
CANARIAS;5.3.2.-Robos con violencia en viviendas;2022;84
CANARIAS;5.3.2.-Robos con violencia en viviendas;2021;88
CANARIAS;5.3.2.-Robos con violencia en viviendas;2020;109
CANARIAS;5.3.2.-Robos con violencia en viviendas;2019;89
CANARIAS;5.3.2.-Robos con violencia en viviendas;2018;71
CANARIAS;5.3.3.-Robos con violencia en establecimientos;2024;224
CANARIAS;5.3.3.-Robos con violencia en establecimientos;2023;225
CANARIAS;5.3.3.-Robos con violencia en establecimientos;2022;214
CANARIAS;5.3.3.-Robos con violencia en establecimientos;2021;174
CANARIAS;5.3.3.-Robos con violencia en establecimientos;2020;178
CANARIAS;5.3.3.-Robos con violencia en establecimientos;2019;178
CANARIAS;5.3.3.-Robos con violencia en establecimientos;2018;190
CANARIAS;5.4.-Sustracción de vehículos;2024;704
CANARIAS;5.4.-Sustracción de vehículos;2023;688
CANARIAS;5.4.-Sustracción de vehículos;2022;467
CANARIAS;5.4.-Sustracción de vehículos;2021;382
CANARIAS;5.4.-Sustracción de vehículos;2020;466
CANARIAS;5.4.-Sustracción de vehículos;2019;516
CANARIAS;5.4.-Sustracción de vehículos;2018;461
CANARIAS;5.5.-Estafas;2024;4.077
CANARIAS;5.5.-Estafas;2023;4.006
CANARIAS;5.5.-Estafas;2022;3.489
CANARIAS;5.5.-Estafas;2021;3.127
CANARIAS;5.5.-Estafas;2020;3.306
CANARIAS;5.5.-Estafas;2019;2.896
CANARIAS;5.5.-Estafas;2018;2.283
CANARIAS;5.5.1.-Estafas informáticas;2024;2.515
CANARIAS;5.5.1.-Estafas informáticas;2023;2.432
CANARIAS;5.5.1.-Estafas informáticas;2022;1.922
CANARIAS;5.5.1.-Estafas informáticas;2021;1.641
CANARIAS;5.5.1.-Estafas informáticas;2020;1.474
CANARIAS;5.5.1.-Estafas informáticas;2019;985
CANARIAS;5.5.1.-Estafas informáticas;2018;646
CANARIAS;5.6.-Daños;2024;2.459
CANARIAS;5.6.-Daños;2023;2.313
CANARIAS;5.6.-Daños;2022;2.390
CANARIAS;5.6.-Daños;2021;2.228
CANARIAS;5.6.-Daños;2020;2.058
CANARIAS;5.6.-Daños;2019;2.153
CANARIAS;5.6.-Daños;2018;1.924
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2024;128
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2023;84
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2022;84
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2021;45
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2020;31
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2019;152
CANARIAS;5.7.-Contra la propiedad intelectual/industrial;2018;109
CANARIAS;5.8.-Blanqueo de capitales;2024;18
CANARIAS;5.8.-Blanqueo de capitales;2023;13
CANARIAS;5.8.-Blanqueo de capitales;2022;9
CANARIAS;5.8.-Blanqueo de capitales;2021;18
CANARIAS;5.8.-Blanqueo de capitales;2020;8
CANARIAS;5.8.-Blanqueo de capitales;2019;12
CANARIAS;5.8.-Blanqueo de capitales;2018;12
CANARIAS;5.9.-Otros contra el patrimonio;2024;1.380
CANARIAS;5.9.-Otros contra el patrimonio;2023;1.299
CANARIAS;5.9.-Otros contra el patrimonio;2022;1.199
CANARIAS;5.9.-Otros contra el patrimonio;2021;1.059
CANARIAS;5.9.-Otros contra el patrimonio;2020;1.317
CANARIAS;5.9.-Otros contra el patrimonio;2019;1.352
CANARIAS;5.9.-Otros contra el patrimonio;2018;1.386
CANARIAS;6. SEGURIDAD COLECTIVA;2024;3.584
CANARIAS;6. SEGURIDAD COLECTIVA;2023;3.557
CANARIAS;6. SEGURIDAD COLECTIVA;2022;3.401
CANARIAS;6. SEGURIDAD COLECTIVA;2021;2.964
CANARIAS;6. SEGURIDAD COLECTIVA;2020;2.812
CANARIAS;6. SEGURIDAD COLECTIVA;2019;3.285
CANARIAS;6. SEGURIDAD COLECTIVA;2018;3.140
CANARIAS;6.1.-Tráfico de drogas;2024;774
CANARIAS;6.1.-Tráfico de drogas;2023;739
CANARIAS;6.1.-Tráfico de drogas;2022;669
CANARIAS;6.1.-Tráfico de drogas;2021;527
CANARIAS;6.1.-Tráfico de drogas;2020;543
CANARIAS;6.1.-Tráfico de drogas;2019;597
CANARIAS;6.1.-Tráfico de drogas;2018;615
CANARIAS;6.2.-Contra la seguridad vial;2024;2.631
CANARIAS;6.2.-Contra la seguridad vial;2023;2.695
CANARIAS;6.2.-Contra la seguridad vial;2022;2.645
CANARIAS;6.2.-Contra la seguridad vial;2021;2.390
CANARIAS;6.2.-Contra la seguridad vial;2020;2.221
CANARIAS;6.2.-Contra la seguridad vial;2019;2.649
CANARIAS;6.2.-Contra la seguridad vial;2018;2.465
CANARIAS;6.3.-Otros contra la seguridad colectiva;2024;179
CANARIAS;6.3.-Otros contra la seguridad colectiva;2023;123
CANARIAS;6.3.-Otros contra la seguridad colectiva;2022;87
CANARIAS;6.3.-Otros contra la seguridad colectiva;2021;47
CANARIAS;6.3.-Otros contra la seguridad colectiva;2020;48
CANARIAS;6.3.-Otros contra la seguridad colectiva;2019;39
CANARIAS;6.3.-Otros contra la seguridad colectiva;2018;60
CANARIAS;7. FALSEDADES;2024;602
CANARIAS;7. FALSEDADES;2023;515
CANARIAS;7. FALSEDADES;2022;552
CANARIAS;7. FALSEDADES;2021;618
CANARIAS;7. FALSEDADES;2020;600
CANARIAS;7. FALSEDADES;2019;703
CANARIAS;7. FALSEDADES;2018;527
CANARIAS;8. ADMÓN. PÚBLICA;2024;22
CANARIAS;8. ADMÓN. PÚBLICA;2023;16
CANARIAS;8. ADMÓN. PÚBLICA;2022;19
CANARIAS;8. ADMÓN. PÚBLICA;2021;19
CANARIAS;8. ADMÓN. PÚBLICA;2020;16
CANARIAS;8. ADMÓN. PÚBLICA;2019;14
CANARIAS;8. ADMÓN. PÚBLICA;2018;9
CANARIAS;9. ADMÓN. JUSTICIA;2024;2.502
CANARIAS;9. ADMÓN. JUSTICIA;2023;2.309
CANARIAS;9. ADMÓN. JUSTICIA;2022;1.976
CANARIAS;9. ADMÓN. JUSTICIA;2021;1.836
CANARIAS;9. ADMÓN. JUSTICIA;2020;1.735
CANARIAS;9. ADMÓN. JUSTICIA;2019;1.732
CANARIAS;9. ADMÓN. JUSTICIA;2018;1.492
CANARIAS;10. ORDEN PÚBLICO;2024;1.199
CANARIAS;10. ORDEN PÚBLICO;2023;1.079
CANARIAS;10. ORDEN PÚBLICO;2022;913
CANARIAS;10. ORDEN PÚBLICO;2021;1.066
CANARIAS;10. ORDEN PÚBLICO;2020;1.385
CANARIAS;10. ORDEN PÚBLICO;2019;911
CANARIAS;10. ORDEN PÚBLICO;2018;850
CANARIAS;11. LEGISLACIÓN ESPECIAL;2024;5
CANARIAS;11. LEGISLACIÓN ESPECIAL;2023;3
CANARIAS;11. LEGISLACIÓN ESPECIAL;2022;1
CANARIAS;11. LEGISLACIÓN ESPECIAL;2021;2
CANARIAS;11. LEGISLACIÓN ESPECIAL;2020;1
CANARIAS;11. LEGISLACIÓN ESPECIAL;2019;12
CANARIAS;11. LEGISLACIÓN ESPECIAL;2018;0
CANARIAS;12. OTRAS INFRACCIONES PENALES;2024;525
CANARIAS;12. OTRAS INFRACCIONES PENALES;2023;555
CANARIAS;12. OTRAS INFRACCIONES PENALES;2022;535
CANARIAS;12. OTRAS INFRACCIONES PENALES;2021;428
CANARIAS;12. OTRAS INFRACCIONES PENALES;2020;379
CANARIAS;12. OTRAS INFRACCIONES PENALES;2019;330
CANARIAS;12. OTRAS INFRACCIONES PENALES;2018;289
CANARIAS;TOTAL INFRACCIONES PENALES;2024;52.231
CANARIAS;TOTAL INFRACCIONES PENALES;2023;50.672
CANARIAS;TOTAL INFRACCIONES PENALES;2022;46.319
CANARIAS;TOTAL INFRACCIONES PENALES;2021;42.910
CANARIAS;TOTAL INFRACCIONES PENALES;2020;41.499
CANARIAS;TOTAL INFRACCIONES PENALES;2019;43.525
CANARIAS;TOTAL INFRACCIONES PENALES;2018;41.195
CANTABRIA;1. CONTRA LAS PERSONAS;2024;2.536
CANTABRIA;1. CONTRA LAS PERSONAS;2023;2.602
CANTABRIA;1. CONTRA LAS PERSONAS;2022;2.188
CANTABRIA;1. CONTRA LAS PERSONAS;2021;1.881
CANTABRIA;1. CONTRA LAS PERSONAS;2020;1.589
CANTABRIA;1. CONTRA LAS PERSONAS;2019;1.829
CANTABRIA;1. CONTRA LAS PERSONAS;2018;1.953
CANTABRIA;1.1.-Homicidios dolosos/asesinatos;2024;20
CANTABRIA;1.1.-Homicidios dolosos/asesinatos;2023;10
CANTABRIA;1.1.-Homicidios dolosos/asesinatos;2022;12
CANTABRIA;1.1.-Homicidios dolosos/asesinatos;2021;14
CANTABRIA;1.1.-Homicidios dolosos/asesinatos;2020;4
CANTABRIA;1.1.-Homicidios dolosos/asesinatos;2019;15
CANTABRIA;1.1.-Homicidios dolosos/asesinatos;2018;4
CANTABRIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;2
CANTABRIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;0
CANTABRIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;1
CANTABRIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;4
CANTABRIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;1
CANTABRIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;6
CANTABRIA;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;1
CANTABRIA;1.2.-Lesiones;2024;1.332
CANTABRIA;1.2.-Lesiones;2023;1.449
CANTABRIA;1.2.-Lesiones;2022;1.231
CANTABRIA;1.2.-Lesiones;2021;1.072
CANTABRIA;1.2.-Lesiones;2020;899
CANTABRIA;1.2.-Lesiones;2019;1.107
CANTABRIA;1.2.-Lesiones;2018;1.279
CANTABRIA;1.3.-Malos tratos ámbito familiar;2024;1.068
CANTABRIA;1.3.-Malos tratos ámbito familiar;2023;1.040
CANTABRIA;1.3.-Malos tratos ámbito familiar;2022;864
CANTABRIA;1.3.-Malos tratos ámbito familiar;2021;702
CANTABRIA;1.3.-Malos tratos ámbito familiar;2020;601
CANTABRIA;1.3.-Malos tratos ámbito familiar;2019;618
CANTABRIA;1.3.-Malos tratos ámbito familiar;2018;598
CANTABRIA;1.4.-Otros contra las personas;2024;116
CANTABRIA;1.4.-Otros contra las personas;2023;103
CANTABRIA;1.4.-Otros contra las personas;2022;81
CANTABRIA;1.4.-Otros contra las personas;2021;93
CANTABRIA;1.4.-Otros contra las personas;2020;85
CANTABRIA;1.4.-Otros contra las personas;2019;89
CANTABRIA;1.4.-Otros contra las personas;2018;72
CANTABRIA;2. CONTRA LA LIBERTAD;2024;1.501
CANTABRIA;2. CONTRA LA LIBERTAD;2023;1.581
CANTABRIA;2. CONTRA LA LIBERTAD;2022;1.383
CANTABRIA;2. CONTRA LA LIBERTAD;2021;1.385
CANTABRIA;2. CONTRA LA LIBERTAD;2020;1.144
CANTABRIA;2. CONTRA LA LIBERTAD;2019;1.196
CANTABRIA;2. CONTRA LA LIBERTAD;2018;1.198
CANTABRIA;2.1.-Malos tratos habituales en el ámbito familiar;2024;188
CANTABRIA;2.1.-Malos tratos habituales en el ámbito familiar;2023;188
CANTABRIA;2.1.-Malos tratos habituales en el ámbito familiar;2022;168
CANTABRIA;2.1.-Malos tratos habituales en el ámbito familiar;2021;148
CANTABRIA;2.1.-Malos tratos habituales en el ámbito familiar;2020;126
CANTABRIA;2.1.-Malos tratos habituales en el ámbito familiar;2019;133
CANTABRIA;2.1.-Malos tratos habituales en el ámbito familiar;2018;121
CANTABRIA;2.2.-Otros contra la libertad;2024;1.313
CANTABRIA;2.2.-Otros contra la libertad;2023;1.393
CANTABRIA;2.2.-Otros contra la libertad;2022;1.215
CANTABRIA;2.2.-Otros contra la libertad;2021;1.237
CANTABRIA;2.2.-Otros contra la libertad;2020;1.018
CANTABRIA;2.2.-Otros contra la libertad;2019;1.063
CANTABRIA;2.2.-Otros contra la libertad;2018;1.077
CANTABRIA;3. LIBERTAD SEXUAL;2024;167
CANTABRIA;3. LIBERTAD SEXUAL;2023;155
CANTABRIA;3. LIBERTAD SEXUAL;2022;147
CANTABRIA;3. LIBERTAD SEXUAL;2021;121
CANTABRIA;3. LIBERTAD SEXUAL;2020;74
CANTABRIA;3. LIBERTAD SEXUAL;2019;90
CANTABRIA;3. LIBERTAD SEXUAL;2018;86
CANTABRIA;3.1.-Agresión sexual;2024;91
CANTABRIA;3.1.-Agresión sexual;2023;94
CANTABRIA;3.1.-Agresión sexual;2022;82
CANTABRIA;3.1.-Agresión sexual;2021;75
CANTABRIA;3.1.-Agresión sexual;2020;45
CANTABRIA;3.1.-Agresión sexual;2019;55
CANTABRIA;3.1.-Agresión sexual;2018;53
CANTABRIA;3.2.-Agresión sexual con penetración;2024;42
CANTABRIA;3.2.-Agresión sexual con penetración;2023;35
CANTABRIA;3.2.-Agresión sexual con penetración;2022;40
CANTABRIA;3.2.-Agresión sexual con penetración;2021;28
CANTABRIA;3.2.-Agresión sexual con penetración;2020;14
CANTABRIA;3.2.-Agresión sexual con penetración;2019;15
CANTABRIA;3.2.-Agresión sexual con penetración;2018;13
CANTABRIA;3.3.-Corrupción de menores o incapacitados;2024;1
CANTABRIA;3.3.-Corrupción de menores o incapacitados;2023;4
CANTABRIA;3.3.-Corrupción de menores o incapacitados;2022;3
CANTABRIA;3.3.-Corrupción de menores o incapacitados;2021;1
CANTABRIA;3.3.-Corrupción de menores o incapacitados;2020;0
CANTABRIA;3.3.-Corrupción de menores o incapacitados;2019;0
CANTABRIA;3.3.-Corrupción de menores o incapacitados;2018;1
CANTABRIA;3.4.-Pornografía de menores;2024;12
CANTABRIA;3.4.-Pornografía de menores;2023;7
CANTABRIA;3.4.-Pornografía de menores;2022;7
CANTABRIA;3.4.-Pornografía de menores;2021;5
CANTABRIA;3.4.-Pornografía de menores;2020;4
CANTABRIA;3.4.-Pornografía de menores;2019;7
CANTABRIA;3.4.-Pornografía de menores;2018;8
CANTABRIA;3.5.-Otros contra la libertad sexual;2024;21
CANTABRIA;3.5.-Otros contra la libertad sexual;2023;15
CANTABRIA;3.5.-Otros contra la libertad sexual;2022;15
CANTABRIA;3.5.-Otros contra la libertad sexual;2021;12
CANTABRIA;3.5.-Otros contra la libertad sexual;2020;11
CANTABRIA;3.5.-Otros contra la libertad sexual;2019;13
CANTABRIA;3.5.-Otros contra la libertad sexual;2018;11
CANTABRIA;4. RELACIONES FAMILIARES;2024;45
CANTABRIA;4. RELACIONES FAMILIARES;2023;53
CANTABRIA;4. RELACIONES FAMILIARES;2022;51
CANTABRIA;4. RELACIONES FAMILIARES;2021;38
CANTABRIA;4. RELACIONES FAMILIARES;2020;38
CANTABRIA;4. RELACIONES FAMILIARES;2019;43
CANTABRIA;4. RELACIONES FAMILIARES;2018;42
CANTABRIA;5. PATRIMONIO;2024;4.039
CANTABRIA;5. PATRIMONIO;2023;4.105
CANTABRIA;5. PATRIMONIO;2022;3.714
CANTABRIA;5. PATRIMONIO;2021;3.310
CANTABRIA;5. PATRIMONIO;2020;2.779
CANTABRIA;5. PATRIMONIO;2019;3.160
CANTABRIA;5. PATRIMONIO;2018;2.938
CANTABRIA;5.1.-Hurtos;2024;1.446
CANTABRIA;5.1.-Hurtos;2023;1.554
CANTABRIA;5.1.-Hurtos;2022;1.438
CANTABRIA;5.1.-Hurtos;2021;1.190
CANTABRIA;5.1.-Hurtos;2020;1.012
CANTABRIA;5.1.-Hurtos;2019;1.239
CANTABRIA;5.1.-Hurtos;2018;1.191
CANTABRIA;5.2.-Robos con fuerza en las cosas;2024;536
CANTABRIA;5.2.-Robos con fuerza en las cosas;2023;497
CANTABRIA;5.2.-Robos con fuerza en las cosas;2022;391
CANTABRIA;5.2.-Robos con fuerza en las cosas;2021;423
CANTABRIA;5.2.-Robos con fuerza en las cosas;2020;443
CANTABRIA;5.2.-Robos con fuerza en las cosas;2019;510
CANTABRIA;5.2.-Robos con fuerza en las cosas;2018;461
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;61
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;68
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;92
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;83
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;93
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;50
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;54
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2024;196
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2023;138
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2022;105
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2021;101
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2020;134
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2019;161
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2018;178
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2024;168
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2023;147
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2022;121
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2021;151
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2020;135
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2019;191
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2018;134
CANTABRIA;5.3.-Robos con violencia o intimidación;2024;109
CANTABRIA;5.3.-Robos con violencia o intimidación;2023;124
CANTABRIA;5.3.-Robos con violencia o intimidación;2022;121
CANTABRIA;5.3.-Robos con violencia o intimidación;2021;110
CANTABRIA;5.3.-Robos con violencia o intimidación;2020;119
CANTABRIA;5.3.-Robos con violencia o intimidación;2019;99
CANTABRIA;5.3.-Robos con violencia o intimidación;2018;73
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2024;38
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2023;49
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2022;44
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2021;53
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2020;47
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2019;37
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2018;28
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2024;15
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2023;12
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2022;13
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2021;22
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2020;12
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2019;13
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2018;6
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2024;49
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2023;51
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2022;51
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2021;22
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2020;35
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2019;35
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2018;23
CANTABRIA;5.4.-Sustracción de vehículos;2024;69
CANTABRIA;5.4.-Sustracción de vehículos;2023;48
CANTABRIA;5.4.-Sustracción de vehículos;2022;37
CANTABRIA;5.4.-Sustracción de vehículos;2021;63
CANTABRIA;5.4.-Sustracción de vehículos;2020;46
CANTABRIA;5.4.-Sustracción de vehículos;2019;53
CANTABRIA;5.4.-Sustracción de vehículos;2018;53
CANTABRIA;5.5.-Estafas;2024;1.023
CANTABRIA;5.5.-Estafas;2023;1.057
CANTABRIA;5.5.-Estafas;2022;959
CANTABRIA;5.5.-Estafas;2021;758
CANTABRIA;5.5.-Estafas;2020;536
CANTABRIA;5.5.-Estafas;2019;536
CANTABRIA;5.5.-Estafas;2018;425
CANTABRIA;5.5.1.-Estafas informáticas;2024;688
CANTABRIA;5.5.1.-Estafas informáticas;2023;686
CANTABRIA;5.5.1.-Estafas informáticas;2022;540
CANTABRIA;5.5.1.-Estafas informáticas;2021;475
CANTABRIA;5.5.1.-Estafas informáticas;2020;312
CANTABRIA;5.5.1.-Estafas informáticas;2019;230
CANTABRIA;5.5.1.-Estafas informáticas;2018;178
CANTABRIA;5.6.-Daños;2024;510
CANTABRIA;5.6.-Daños;2023;525
CANTABRIA;5.6.-Daños;2022;504
CANTABRIA;5.6.-Daños;2021;495
CANTABRIA;5.6.-Daños;2020;416
CANTABRIA;5.6.-Daños;2019;438
CANTABRIA;5.6.-Daños;2018;425
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2024;2
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2023;17
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2022;22
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2021;22
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2020;11
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2019;10
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2018;17
CANTABRIA;5.8.-Blanqueo de capitales;2024;2
CANTABRIA;5.8.-Blanqueo de capitales;2023;6
CANTABRIA;5.8.-Blanqueo de capitales;2022;2
CANTABRIA;5.8.-Blanqueo de capitales;2021;2
CANTABRIA;5.8.-Blanqueo de capitales;2020;0
CANTABRIA;5.8.-Blanqueo de capitales;2019;0
CANTABRIA;5.8.-Blanqueo de capitales;2018;2
CANTABRIA;5.9.-Otros contra el patrimonio;2024;342
CANTABRIA;5.9.-Otros contra el patrimonio;2023;277
CANTABRIA;5.9.-Otros contra el patrimonio;2022;240
CANTABRIA;5.9.-Otros contra el patrimonio;2021;247
CANTABRIA;5.9.-Otros contra el patrimonio;2020;196
CANTABRIA;5.9.-Otros contra el patrimonio;2019;275
CANTABRIA;5.9.-Otros contra el patrimonio;2018;291
CANTABRIA;6. SEGURIDAD COLECTIVA;2024;775
CANTABRIA;6. SEGURIDAD COLECTIVA;2023;841
CANTABRIA;6. SEGURIDAD COLECTIVA;2022;870
CANTABRIA;6. SEGURIDAD COLECTIVA;2021;754
CANTABRIA;6. SEGURIDAD COLECTIVA;2020;663
CANTABRIA;6. SEGURIDAD COLECTIVA;2019;707
CANTABRIA;6. SEGURIDAD COLECTIVA;2018;742
CANTABRIA;6.1.-Tráfico de drogas;2024;76
CANTABRIA;6.1.-Tráfico de drogas;2023;114
CANTABRIA;6.1.-Tráfico de drogas;2022;81
CANTABRIA;6.1.-Tráfico de drogas;2021;91
CANTABRIA;6.1.-Tráfico de drogas;2020;93
CANTABRIA;6.1.-Tráfico de drogas;2019;85
CANTABRIA;6.1.-Tráfico de drogas;2018;88
CANTABRIA;6.2.-Contra la seguridad vial;2024;679
CANTABRIA;6.2.-Contra la seguridad vial;2023;698
CANTABRIA;6.2.-Contra la seguridad vial;2022;755
CANTABRIA;6.2.-Contra la seguridad vial;2021;646
CANTABRIA;6.2.-Contra la seguridad vial;2020;556
CANTABRIA;6.2.-Contra la seguridad vial;2019;614
CANTABRIA;6.2.-Contra la seguridad vial;2018;638
