Provincias;Tipología penal;periodo;Total
Coruña (A);3.1.-Agresión sexual;2019;156
Coruña (A);3.1.-Agresión sexual;2018;124
Coruña (A);3.2.-Agresión sexual con penetración;2024;58
Coruña (A);3.2.-Agresión sexual con penetración;2023;78
Coruña (A);3.2.-Agresión sexual con penetración;2022;73
Coruña (A);3.2.-Agresión sexual con penetración;2021;49
Coruña (A);3.2.-Agresión sexual con penetración;2020;41
Coruña (A);3.2.-Agresión sexual con penetración;2019;44
Coruña (A);3.2.-Agresión sexual con penetración;2018;29
Coruña (A);3.3.-Corrupción de menores o incapacitados;2024;4
Coruña (A);3.3.-Corrupción de menores o incapacitados;2023;6
Coruña (A);3.3.-Corrupción de menores o incapacitados;2022;6
Coruña (A);3.3.-Corrupción de menores o incapacitados;2021;5
Coruña (A);3.3.-Corrupción de menores o incapacitados;2020;4
Coruña (A);3.3.-Corrupción de menores o incapacitados;2019;7
Coruña (A);3.3.-Corrupción de menores o incapacitados;2018;3
Coruña (A);3.4.-Pornografía de menores;2024;13
Coruña (A);3.4.-Pornografía de menores;2023;22
Coruña (A);3.4.-Pornografía de menores;2022;14
Coruña (A);3.4.-Pornografía de menores;2021;17
Coruña (A);3.4.-Pornografía de menores;2020;17
Coruña (A);3.4.-Pornografía de menores;2019;19
Coruña (A);3.4.-Pornografía de menores;2018;23
Coruña (A);3.5.-Otros contra la libertad sexual;2024;53
Coruña (A);3.5.-Otros contra la libertad sexual;2023;102
Coruña (A);3.5.-Otros contra la libertad sexual;2022;38
Coruña (A);3.5.-Otros contra la libertad sexual;2021;45
Coruña (A);3.5.-Otros contra la libertad sexual;2020;29
Coruña (A);3.5.-Otros contra la libertad sexual;2019;45
Coruña (A);3.5.-Otros contra la libertad sexual;2018;35
Coruña (A);4. RELACIONES FAMILIARES;2024;111
Coruña (A);4. RELACIONES FAMILIARES;2023;62
Coruña (A);4. RELACIONES FAMILIARES;2022;85
Coruña (A);4. RELACIONES FAMILIARES;2021;71
Coruña (A);4. RELACIONES FAMILIARES;2020;85
Coruña (A);4. RELACIONES FAMILIARES;2019;67
Coruña (A);4. RELACIONES FAMILIARES;2018;92
Coruña (A);5. PATRIMONIO;2024;30.226
Coruña (A);5. PATRIMONIO;2023;30.057
Coruña (A);5. PATRIMONIO;2022;31.352
Coruña (A);5. PATRIMONIO;2021;30.101
Coruña (A);5. PATRIMONIO;2020;22.800
Coruña (A);5. PATRIMONIO;2019;26.027
Coruña (A);5. PATRIMONIO;2018;25.926
Coruña (A);5.1.-Hurtos;2024;9.434
Coruña (A);5.1.-Hurtos;2023;9.811
Coruña (A);5.1.-Hurtos;2022;9.631
Coruña (A);5.1.-Hurtos;2021;8.171
Coruña (A);5.1.-Hurtos;2020;6.092
Coruña (A);5.1.-Hurtos;2019;8.918
Coruña (A);5.1.-Hurtos;2018;9.385
Coruña (A);5.2.-Robos con fuerza en las cosas;2024;4.338
Coruña (A);5.2.-Robos con fuerza en las cosas;2023;4.502
Coruña (A);5.2.-Robos con fuerza en las cosas;2022;4.249
Coruña (A);5.2.-Robos con fuerza en las cosas;2021;4.338
Coruña (A);5.2.-Robos con fuerza en las cosas;2020;3.399
Coruña (A);5.2.-Robos con fuerza en las cosas;2019;4.021
Coruña (A);5.2.-Robos con fuerza en las cosas;2018;4.681
Coruña (A);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;1.649
Coruña (A);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;1.722
Coruña (A);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;1.774
Coruña (A);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;1.921
Coruña (A);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;1.201
Coruña (A);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;1.317
Coruña (A);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;1.680
Coruña (A);5.2.2.-Robos con fuerza en viviendas;2024;1.188
Coruña (A);5.2.2.-Robos con fuerza en viviendas;2023;1.197
Coruña (A);5.2.2.-Robos con fuerza en viviendas;2022;1.232
Coruña (A);5.2.2.-Robos con fuerza en viviendas;2021;1.270
Coruña (A);5.2.2.-Robos con fuerza en viviendas;2020;1.082
Coruña (A);5.2.2.-Robos con fuerza en viviendas;2019;1.397
Coruña (A);5.2.2.-Robos con fuerza en viviendas;2018;1.474
Coruña (A);5.2.3.-Robos con fuerza en establecimientos;2024;799
Coruña (A);5.2.3.-Robos con fuerza en establecimientos;2023;886
Coruña (A);5.2.3.-Robos con fuerza en establecimientos;2022;615
Coruña (A);5.2.3.-Robos con fuerza en establecimientos;2021;579
Coruña (A);5.2.3.-Robos con fuerza en establecimientos;2020;634
Coruña (A);5.2.3.-Robos con fuerza en establecimientos;2019;686
Coruña (A);5.2.3.-Robos con fuerza en establecimientos;2018;831
Coruña (A);5.3.-Robos con violencia o intimidación;2024;503
Coruña (A);5.3.-Robos con violencia o intimidación;2023;552
Coruña (A);5.3.-Robos con violencia o intimidación;2022;458
Coruña (A);5.3.-Robos con violencia o intimidación;2021;463
Coruña (A);5.3.-Robos con violencia o intimidación;2020;349
Coruña (A);5.3.-Robos con violencia o intimidación;2019;440
Coruña (A);5.3.-Robos con violencia o intimidación;2018;381
Coruña (A);5.3.1.-Robos con violencia en vía pública;2024;292
Coruña (A);5.3.1.-Robos con violencia en vía pública;2023;310
Coruña (A);5.3.1.-Robos con violencia en vía pública;2022;241
Coruña (A);5.3.1.-Robos con violencia en vía pública;2021;262
Coruña (A);5.3.1.-Robos con violencia en vía pública;2020;155
Coruña (A);5.3.1.-Robos con violencia en vía pública;2019;207
Coruña (A);5.3.1.-Robos con violencia en vía pública;2018;194
Coruña (A);5.3.2.-Robos con violencia en viviendas;2024;61
Coruña (A);5.3.2.-Robos con violencia en viviendas;2023;52
Coruña (A);5.3.2.-Robos con violencia en viviendas;2022;52
Coruña (A);5.3.2.-Robos con violencia en viviendas;2021;51
Coruña (A);5.3.2.-Robos con violencia en viviendas;2020;55
Coruña (A);5.3.2.-Robos con violencia en viviendas;2019;52
Coruña (A);5.3.2.-Robos con violencia en viviendas;2018;43
Coruña (A);5.3.3.-Robos con violencia en establecimientos;2024;95
Coruña (A);5.3.3.-Robos con violencia en establecimientos;2023;119
Coruña (A);5.3.3.-Robos con violencia en establecimientos;2022;88
Coruña (A);5.3.3.-Robos con violencia en establecimientos;2021;97
Coruña (A);5.3.3.-Robos con violencia en establecimientos;2020;89
Coruña (A);5.3.3.-Robos con violencia en establecimientos;2019;108
Coruña (A);5.3.3.-Robos con violencia en establecimientos;2018;83
Coruña (A);5.4.-Sustracción de vehículos;2024;220
Coruña (A);5.4.-Sustracción de vehículos;2023;187
Coruña (A);5.4.-Sustracción de vehículos;2022;167
Coruña (A);5.4.-Sustracción de vehículos;2021;129
Coruña (A);5.4.-Sustracción de vehículos;2020;131
Coruña (A);5.4.-Sustracción de vehículos;2019;178
Coruña (A);5.4.-Sustracción de vehículos;2018;169
Coruña (A);5.5.-Estafas;2024;10.065
Coruña (A);5.5.-Estafas;2023;9.561
Coruña (A);5.5.-Estafas;2022;11.232
Coruña (A);5.5.-Estafas;2021;12.072
Coruña (A);5.5.-Estafas;2020;8.465
Coruña (A);5.5.-Estafas;2019;7.449
Coruña (A);5.5.-Estafas;2018;6.407
Coruña (A);5.5.1.-Estafas informáticas;2024;8.452
Coruña (A);5.5.1.-Estafas informáticas;2023;7.639
Coruña (A);5.5.1.-Estafas informáticas;2022;7.434
Coruña (A);5.5.1.-Estafas informáticas;2021;7.768
Coruña (A);5.5.1.-Estafas informáticas;2020;5.443
Coruña (A);5.5.1.-Estafas informáticas;2019;4.931
Coruña (A);5.5.1.-Estafas informáticas;2018;4.055
Coruña (A);5.6.-Daños;2024;4.347
Coruña (A);5.6.-Daños;2023;4.183
Coruña (A);5.6.-Daños;2022;4.547
Coruña (A);5.6.-Daños;2021;3.955
Coruña (A);5.6.-Daños;2020;3.481
Coruña (A);5.6.-Daños;2019;4.105
Coruña (A);5.6.-Daños;2018;4.048
Coruña (A);5.7.-Contra la propiedad intelectual/industrial;2024;8
Coruña (A);5.7.-Contra la propiedad intelectual/industrial;2023;12
Coruña (A);5.7.-Contra la propiedad intelectual/industrial;2022;15
Coruña (A);5.7.-Contra la propiedad intelectual/industrial;2021;14
Coruña (A);5.7.-Contra la propiedad intelectual/industrial;2020;8
Coruña (A);5.7.-Contra la propiedad intelectual/industrial;2019;8
Coruña (A);5.7.-Contra la propiedad intelectual/industrial;2018;51
Coruña (A);5.8.-Blanqueo de capitales;2024;11
Coruña (A);5.8.-Blanqueo de capitales;2023;5
Coruña (A);5.8.-Blanqueo de capitales;2022;2
Coruña (A);5.8.-Blanqueo de capitales;2021;3
Coruña (A);5.8.-Blanqueo de capitales;2020;7
Coruña (A);5.8.-Blanqueo de capitales;2019;3
Coruña (A);5.8.-Blanqueo de capitales;2018;7
Coruña (A);5.9.-Otros contra el patrimonio;2024;1.300
Coruña (A);5.9.-Otros contra el patrimonio;2023;1.244
Coruña (A);5.9.-Otros contra el patrimonio;2022;1.051
Coruña (A);5.9.-Otros contra el patrimonio;2021;956
Coruña (A);5.9.-Otros contra el patrimonio;2020;868
Coruña (A);5.9.-Otros contra el patrimonio;2019;905
Coruña (A);5.9.-Otros contra el patrimonio;2018;797
Coruña (A);6. SEGURIDAD COLECTIVA;2024;1.861
Coruña (A);6. SEGURIDAD COLECTIVA;2023;1.945
Coruña (A);6. SEGURIDAD COLECTIVA;2022;2.177
Coruña (A);6. SEGURIDAD COLECTIVA;2021;1.924
Coruña (A);6. SEGURIDAD COLECTIVA;2020;1.783
Coruña (A);6. SEGURIDAD COLECTIVA;2019;1.935
Coruña (A);6. SEGURIDAD COLECTIVA;2018;1.811
Coruña (A);6.1.-Tráfico de drogas;2024;161
Coruña (A);6.1.-Tráfico de drogas;2023;157
Coruña (A);6.1.-Tráfico de drogas;2022;162
Coruña (A);6.1.-Tráfico de drogas;2021;128
Coruña (A);6.1.-Tráfico de drogas;2020;145
Coruña (A);6.1.-Tráfico de drogas;2019;147
Coruña (A);6.1.-Tráfico de drogas;2018;146
Coruña (A);6.2.-Contra la seguridad vial;2024;1.638
Coruña (A);6.2.-Contra la seguridad vial;2023;1.725
Coruña (A);6.2.-Contra la seguridad vial;2022;1.943
Coruña (A);6.2.-Contra la seguridad vial;2021;1.730
Coruña (A);6.2.-Contra la seguridad vial;2020;1.560
Coruña (A);6.2.-Contra la seguridad vial;2019;1.737
Coruña (A);6.2.-Contra la seguridad vial;2018;1.613
Coruña (A);6.3.-Otros contra la seguridad colectiva;2024;62
Coruña (A);6.3.-Otros contra la seguridad colectiva;2023;63
Coruña (A);6.3.-Otros contra la seguridad colectiva;2022;72
Coruña (A);6.3.-Otros contra la seguridad colectiva;2021;66
Coruña (A);6.3.-Otros contra la seguridad colectiva;2020;78
Coruña (A);6.3.-Otros contra la seguridad colectiva;2019;51
Coruña (A);6.3.-Otros contra la seguridad colectiva;2018;52
Coruña (A);7. FALSEDADES;2024;872
Coruña (A);7. FALSEDADES;2023;707
Coruña (A);7. FALSEDADES;2022;615
Coruña (A);7. FALSEDADES;2021;729
Coruña (A);7. FALSEDADES;2020;453
Coruña (A);7. FALSEDADES;2019;407
Coruña (A);7. FALSEDADES;2018;374
Coruña (A);8. ADMÓN. PÚBLICA;2024;12
Coruña (A);8. ADMÓN. PÚBLICA;2023;15
Coruña (A);8. ADMÓN. PÚBLICA;2022;7
Coruña (A);8. ADMÓN. PÚBLICA;2021;4
Coruña (A);8. ADMÓN. PÚBLICA;2020;8
Coruña (A);8. ADMÓN. PÚBLICA;2019;8
Coruña (A);8. ADMÓN. PÚBLICA;2018;6
Coruña (A);9. ADMÓN. JUSTICIA;2024;834
Coruña (A);9. ADMÓN. JUSTICIA;2023;733
Coruña (A);9. ADMÓN. JUSTICIA;2022;647
Coruña (A);9. ADMÓN. JUSTICIA;2021;586
Coruña (A);9. ADMÓN. JUSTICIA;2020;559
Coruña (A);9. ADMÓN. JUSTICIA;2019;554
Coruña (A);9. ADMÓN. JUSTICIA;2018;486
Coruña (A);10. ORDEN PÚBLICO;2024;453
Coruña (A);10. ORDEN PÚBLICO;2023;414
Coruña (A);10. ORDEN PÚBLICO;2022;395
Coruña (A);10. ORDEN PÚBLICO;2021;376
Coruña (A);10. ORDEN PÚBLICO;2020;449
Coruña (A);10. ORDEN PÚBLICO;2019;303
Coruña (A);10. ORDEN PÚBLICO;2018;341
Coruña (A);11. LEGISLACIÓN ESPECIAL;2024;2
Coruña (A);11. LEGISLACIÓN ESPECIAL;2023;2
Coruña (A);11. LEGISLACIÓN ESPECIAL;2022;0
Coruña (A);11. LEGISLACIÓN ESPECIAL;2021;0
Coruña (A);11. LEGISLACIÓN ESPECIAL;2020;1
Coruña (A);11. LEGISLACIÓN ESPECIAL;2019;4
Coruña (A);11. LEGISLACIÓN ESPECIAL;2018;1
Coruña (A);12. OTRAS INFRACCIONES PENALES;2024;327
Coruña (A);12. OTRAS INFRACCIONES PENALES;2023;348
Coruña (A);12. OTRAS INFRACCIONES PENALES;2022;239
Coruña (A);12. OTRAS INFRACCIONES PENALES;2021;244
Coruña (A);12. OTRAS INFRACCIONES PENALES;2020;242
Coruña (A);12. OTRAS INFRACCIONES PENALES;2019;240
Coruña (A);12. OTRAS INFRACCIONES PENALES;2018;256
Coruña (A);TOTAL INFRACCIONES PENALES;2024;42.670
Coruña (A);TOTAL INFRACCIONES PENALES;2023;42.111
Coruña (A);TOTAL INFRACCIONES PENALES;2022;42.683
Coruña (A);TOTAL INFRACCIONES PENALES;2021;40.456
Coruña (A);TOTAL INFRACCIONES PENALES;2020;31.992
Coruña (A);TOTAL INFRACCIONES PENALES;2019;35.472
Coruña (A);TOTAL INFRACCIONES PENALES;2018;35.333
Cuenca;1. CONTRA LAS PERSONAS;2024;844
Cuenca;1. CONTRA LAS PERSONAS;2023;886
Cuenca;1. CONTRA LAS PERSONAS;2022;785
Cuenca;1. CONTRA LAS PERSONAS;2021;740
Cuenca;1. CONTRA LAS PERSONAS;2020;573
Cuenca;1. CONTRA LAS PERSONAS;2019;687
Cuenca;1. CONTRA LAS PERSONAS;2018;638
Cuenca;1.1.-Homicidios dolosos/asesinatos;2024;5
Cuenca;1.1.-Homicidios dolosos/asesinatos;2023;6
Cuenca;1.1.-Homicidios dolosos/asesinatos;2022;7
Cuenca;1.1.-Homicidios dolosos/asesinatos;2021;7
Cuenca;1.1.-Homicidios dolosos/asesinatos;2020;4
Cuenca;1.1.-Homicidios dolosos/asesinatos;2019;8
Cuenca;1.1.-Homicidios dolosos/asesinatos;2018;6
Cuenca;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;3
Cuenca;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;3
Cuenca;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;2
Cuenca;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;1
Cuenca;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;0
Cuenca;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;4
Cuenca;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;1
Cuenca;1.2.-Lesiones;2024;509
Cuenca;1.2.-Lesiones;2023;546
Cuenca;1.2.-Lesiones;2022;480
Cuenca;1.2.-Lesiones;2021;472
Cuenca;1.2.-Lesiones;2020;334
Cuenca;1.2.-Lesiones;2019;423
Cuenca;1.2.-Lesiones;2018;406
Cuenca;1.3.-Malos tratos ámbito familiar;2024;315
Cuenca;1.3.-Malos tratos ámbito familiar;2023;313
Cuenca;1.3.-Malos tratos ámbito familiar;2022;278
Cuenca;1.3.-Malos tratos ámbito familiar;2021;246
Cuenca;1.3.-Malos tratos ámbito familiar;2020;225
Cuenca;1.3.-Malos tratos ámbito familiar;2019;251
Cuenca;1.3.-Malos tratos ámbito familiar;2018;218
Cuenca;1.4.-Otros contra las personas;2024;15
Cuenca;1.4.-Otros contra las personas;2023;21
Cuenca;1.4.-Otros contra las personas;2022;20
Cuenca;1.4.-Otros contra las personas;2021;15
Cuenca;1.4.-Otros contra las personas;2020;10
Cuenca;1.4.-Otros contra las personas;2019;5
Cuenca;1.4.-Otros contra las personas;2018;8
Cuenca;2. CONTRA LA LIBERTAD;2024;506
Cuenca;2. CONTRA LA LIBERTAD;2023;494
Cuenca;2. CONTRA LA LIBERTAD;2022;525
Cuenca;2. CONTRA LA LIBERTAD;2021;541
Cuenca;2. CONTRA LA LIBERTAD;2020;467
Cuenca;2. CONTRA LA LIBERTAD;2019;423
Cuenca;2. CONTRA LA LIBERTAD;2018;482
Cuenca;2.1.-Malos tratos habituales en el ámbito familiar;2024;66
Cuenca;2.1.-Malos tratos habituales en el ámbito familiar;2023;85
Cuenca;2.1.-Malos tratos habituales en el ámbito familiar;2022;75
Cuenca;2.1.-Malos tratos habituales en el ámbito familiar;2021;66
Cuenca;2.1.-Malos tratos habituales en el ámbito familiar;2020;59
Cuenca;2.1.-Malos tratos habituales en el ámbito familiar;2019;66
Cuenca;2.1.-Malos tratos habituales en el ámbito familiar;2018;87
Cuenca;2.2.-Otros contra la libertad;2024;440
Cuenca;2.2.-Otros contra la libertad;2023;409
Cuenca;2.2.-Otros contra la libertad;2022;450
Cuenca;2.2.-Otros contra la libertad;2021;475
Cuenca;2.2.-Otros contra la libertad;2020;408
Cuenca;2.2.-Otros contra la libertad;2019;357
Cuenca;2.2.-Otros contra la libertad;2018;395
Cuenca;3. LIBERTAD SEXUAL;2024;71
Cuenca;3. LIBERTAD SEXUAL;2023;50
Cuenca;3. LIBERTAD SEXUAL;2022;59
Cuenca;3. LIBERTAD SEXUAL;2021;65
Cuenca;3. LIBERTAD SEXUAL;2020;37
Cuenca;3. LIBERTAD SEXUAL;2019;63
Cuenca;3. LIBERTAD SEXUAL;2018;46
Cuenca;3.1.-Agresión sexual;2024;45
Cuenca;3.1.-Agresión sexual;2023;32
Cuenca;3.1.-Agresión sexual;2022;34
Cuenca;3.1.-Agresión sexual;2021;40
Cuenca;3.1.-Agresión sexual;2020;18
Cuenca;3.1.-Agresión sexual;2019;36
Cuenca;3.1.-Agresión sexual;2018;28
Cuenca;3.2.-Agresión sexual con penetración;2024;13
Cuenca;3.2.-Agresión sexual con penetración;2023;7
Cuenca;3.2.-Agresión sexual con penetración;2022;17
Cuenca;3.2.-Agresión sexual con penetración;2021;11
Cuenca;3.2.-Agresión sexual con penetración;2020;12
Cuenca;3.2.-Agresión sexual con penetración;2019;8
Cuenca;3.2.-Agresión sexual con penetración;2018;14
Cuenca;3.3.-Corrupción de menores o incapacitados;2024;0
Cuenca;3.3.-Corrupción de menores o incapacitados;2023;1
Cuenca;3.3.-Corrupción de menores o incapacitados;2022;1
Cuenca;3.3.-Corrupción de menores o incapacitados;2021;3
Cuenca;3.3.-Corrupción de menores o incapacitados;2020;1
Cuenca;3.3.-Corrupción de menores o incapacitados;2019;3
Cuenca;3.3.-Corrupción de menores o incapacitados;2018;0
Cuenca;3.4.-Pornografía de menores;2024;4
Cuenca;3.4.-Pornografía de menores;2023;3
Cuenca;3.4.-Pornografía de menores;2022;1
Cuenca;3.4.-Pornografía de menores;2021;3
Cuenca;3.4.-Pornografía de menores;2020;2
Cuenca;3.4.-Pornografía de menores;2019;1
Cuenca;3.4.-Pornografía de menores;2018;0
Cuenca;3.5.-Otros contra la libertad sexual;2024;9
Cuenca;3.5.-Otros contra la libertad sexual;2023;7
Cuenca;3.5.-Otros contra la libertad sexual;2022;6
Cuenca;3.5.-Otros contra la libertad sexual;2021;8
Cuenca;3.5.-Otros contra la libertad sexual;2020;4
Cuenca;3.5.-Otros contra la libertad sexual;2019;15
Cuenca;3.5.-Otros contra la libertad sexual;2018;4
Cuenca;4. RELACIONES FAMILIARES;2024;22
Cuenca;4. RELACIONES FAMILIARES;2023;26
Cuenca;4. RELACIONES FAMILIARES;2022;21
Cuenca;4. RELACIONES FAMILIARES;2021;13
Cuenca;4. RELACIONES FAMILIARES;2020;16
Cuenca;4. RELACIONES FAMILIARES;2019;15
Cuenca;4. RELACIONES FAMILIARES;2018;22
Cuenca;5. PATRIMONIO;2024;4.472
Cuenca;5. PATRIMONIO;2023;5.022
Cuenca;5. PATRIMONIO;2022;4.862
Cuenca;5. PATRIMONIO;2021;4.028
Cuenca;5. PATRIMONIO;2020;3.639
Cuenca;5. PATRIMONIO;2019;4.372
Cuenca;5. PATRIMONIO;2018;4.221
Cuenca;5.1.-Hurtos;2024;939
Cuenca;5.1.-Hurtos;2023;1.159
Cuenca;5.1.-Hurtos;2022;1.096
Cuenca;5.1.-Hurtos;2021;863
Cuenca;5.1.-Hurtos;2020;736
Cuenca;5.1.-Hurtos;2019;1.142
Cuenca;5.1.-Hurtos;2018;1.169
Cuenca;5.2.-Robos con fuerza en las cosas;2024;942
Cuenca;5.2.-Robos con fuerza en las cosas;2023;1.066
Cuenca;5.2.-Robos con fuerza en las cosas;2022;1.000
Cuenca;5.2.-Robos con fuerza en las cosas;2021;714
Cuenca;5.2.-Robos con fuerza en las cosas;2020;661
Cuenca;5.2.-Robos con fuerza en las cosas;2019;929
Cuenca;5.2.-Robos con fuerza en las cosas;2018;1.039
Cuenca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;191
Cuenca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;252
Cuenca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;217
Cuenca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;155
Cuenca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;144
Cuenca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;144
Cuenca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;228
Cuenca;5.2.2.-Robos con fuerza en viviendas;2024;306
Cuenca;5.2.2.-Robos con fuerza en viviendas;2023;325
Cuenca;5.2.2.-Robos con fuerza en viviendas;2022;263
Cuenca;5.2.2.-Robos con fuerza en viviendas;2021;231
Cuenca;5.2.2.-Robos con fuerza en viviendas;2020;237
Cuenca;5.2.2.-Robos con fuerza en viviendas;2019;363
Cuenca;5.2.2.-Robos con fuerza en viviendas;2018;374
Cuenca;5.2.3.-Robos con fuerza en establecimientos;2024;133
Cuenca;5.2.3.-Robos con fuerza en establecimientos;2023;131
Cuenca;5.2.3.-Robos con fuerza en establecimientos;2022;166
Cuenca;5.2.3.-Robos con fuerza en establecimientos;2021;118
Cuenca;5.2.3.-Robos con fuerza en establecimientos;2020;83
Cuenca;5.2.3.-Robos con fuerza en establecimientos;2019;154
Cuenca;5.2.3.-Robos con fuerza en establecimientos;2018;178
Cuenca;5.3.-Robos con violencia o intimidación;2024;61
Cuenca;5.3.-Robos con violencia o intimidación;2023;49
Cuenca;5.3.-Robos con violencia o intimidación;2022;47
Cuenca;5.3.-Robos con violencia o intimidación;2021;79
Cuenca;5.3.-Robos con violencia o intimidación;2020;66
Cuenca;5.3.-Robos con violencia o intimidación;2019;95
Cuenca;5.3.-Robos con violencia o intimidación;2018;76
Cuenca;5.3.1.-Robos con violencia en vía pública;2024;29
Cuenca;5.3.1.-Robos con violencia en vía pública;2023;17
Cuenca;5.3.1.-Robos con violencia en vía pública;2022;26
Cuenca;5.3.1.-Robos con violencia en vía pública;2021;32
Cuenca;5.3.1.-Robos con violencia en vía pública;2020;28
Cuenca;5.3.1.-Robos con violencia en vía pública;2019;49
Cuenca;5.3.1.-Robos con violencia en vía pública;2018;39
Cuenca;5.3.2.-Robos con violencia en viviendas;2024;14
Cuenca;5.3.2.-Robos con violencia en viviendas;2023;16
Cuenca;5.3.2.-Robos con violencia en viviendas;2022;8
Cuenca;5.3.2.-Robos con violencia en viviendas;2021;16
Cuenca;5.3.2.-Robos con violencia en viviendas;2020;9
Cuenca;5.3.2.-Robos con violencia en viviendas;2019;11
Cuenca;5.3.2.-Robos con violencia en viviendas;2018;20
Cuenca;5.3.3.-Robos con violencia en establecimientos;2024;11
Cuenca;5.3.3.-Robos con violencia en establecimientos;2023;8
Cuenca;5.3.3.-Robos con violencia en establecimientos;2022;4
Cuenca;5.3.3.-Robos con violencia en establecimientos;2021;17
Cuenca;5.3.3.-Robos con violencia en establecimientos;2020;23
Cuenca;5.3.3.-Robos con violencia en establecimientos;2019;20
Cuenca;5.3.3.-Robos con violencia en establecimientos;2018;9
Cuenca;5.4.-Sustracción de vehículos;2024;25
Cuenca;5.4.-Sustracción de vehículos;2023;24
Cuenca;5.4.-Sustracción de vehículos;2022;31
Cuenca;5.4.-Sustracción de vehículos;2021;30
Cuenca;5.4.-Sustracción de vehículos;2020;28
Cuenca;5.4.-Sustracción de vehículos;2019;27
Cuenca;5.4.-Sustracción de vehículos;2018;38
Cuenca;5.5.-Estafas;2024;1.494
Cuenca;5.5.-Estafas;2023;1.691
Cuenca;5.5.-Estafas;2022;1.607
Cuenca;5.5.-Estafas;2021;1.369
Cuenca;5.5.-Estafas;2020;1.285
Cuenca;5.5.-Estafas;2019;1.151
Cuenca;5.5.-Estafas;2018;853
Cuenca;5.5.1.-Estafas informáticas;2024;1.308
Cuenca;5.5.1.-Estafas informáticas;2023;1.536
Cuenca;5.5.1.-Estafas informáticas;2022;1.411
Cuenca;5.5.1.-Estafas informáticas;2021;1.157
Cuenca;5.5.1.-Estafas informáticas;2020;1.074
Cuenca;5.5.1.-Estafas informáticas;2019;919
Cuenca;5.5.1.-Estafas informáticas;2018;491
Cuenca;5.6.-Daños;2024;793
Cuenca;5.6.-Daños;2023;819
Cuenca;5.6.-Daños;2022;813
Cuenca;5.6.-Daños;2021;755
Cuenca;5.6.-Daños;2020;710
Cuenca;5.6.-Daños;2019;853
Cuenca;5.6.-Daños;2018;861
Cuenca;5.7.-Contra la propiedad intelectual/industrial;2024;8
Cuenca;5.7.-Contra la propiedad intelectual/industrial;2023;12
Cuenca;5.7.-Contra la propiedad intelectual/industrial;2022;3
Cuenca;5.7.-Contra la propiedad intelectual/industrial;2021;4
Cuenca;5.7.-Contra la propiedad intelectual/industrial;2020;2
Cuenca;5.7.-Contra la propiedad intelectual/industrial;2019;2
Cuenca;5.7.-Contra la propiedad intelectual/industrial;2018;4
Cuenca;5.8.-Blanqueo de capitales;2024;8
Cuenca;5.8.-Blanqueo de capitales;2023;2
Cuenca;5.8.-Blanqueo de capitales;2022;2
Cuenca;5.8.-Blanqueo de capitales;2021;1
Cuenca;5.8.-Blanqueo de capitales;2020;1
Cuenca;5.8.-Blanqueo de capitales;2019;3
Cuenca;5.8.-Blanqueo de capitales;2018;1
Cuenca;5.9.-Otros contra el patrimonio;2024;202
Cuenca;5.9.-Otros contra el patrimonio;2023;200
Cuenca;5.9.-Otros contra el patrimonio;2022;263
Cuenca;5.9.-Otros contra el patrimonio;2021;213
Cuenca;5.9.-Otros contra el patrimonio;2020;150
Cuenca;5.9.-Otros contra el patrimonio;2019;170
Cuenca;5.9.-Otros contra el patrimonio;2018;180
Cuenca;6. SEGURIDAD COLECTIVA;2024;429
Cuenca;6. SEGURIDAD COLECTIVA;2023;397
Cuenca;6. SEGURIDAD COLECTIVA;2022;366
Cuenca;6. SEGURIDAD COLECTIVA;2021;344
Cuenca;6. SEGURIDAD COLECTIVA;2020;280
Cuenca;6. SEGURIDAD COLECTIVA;2019;298
Cuenca;6. SEGURIDAD COLECTIVA;2018;248
Cuenca;6.1.-Tráfico de drogas;2024;45
Cuenca;6.1.-Tráfico de drogas;2023;49
Cuenca;6.1.-Tráfico de drogas;2022;47
Cuenca;6.1.-Tráfico de drogas;2021;49
Cuenca;6.1.-Tráfico de drogas;2020;55
Cuenca;6.1.-Tráfico de drogas;2019;38
