Provincias;Tipología penal;periodo;Total
Palencia;1.1.-Homicidios dolosos/asesinatos;2023;4
Palencia;1.1.-Homicidios dolosos/asesinatos;2022;3
Palencia;1.1.-Homicidios dolosos/asesinatos;2021;4
Palencia;1.1.-Homicidios dolosos/asesinatos;2020;2
Palencia;1.1.-Homicidios dolosos/asesinatos;2019;5
Palencia;1.1.-Homicidios dolosos/asesinatos;2018;2
Palencia;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;2
Palencia;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;0
Palencia;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;1
Palencia;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;2
Palencia;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;1
Palencia;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;0
Palencia;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;0
Palencia;1.2.-Lesiones;2024;376
Palencia;1.2.-Lesiones;2023;402
Palencia;1.2.-Lesiones;2022;361
Palencia;1.2.-Lesiones;2021;288
Palencia;1.2.-Lesiones;2020;245
Palencia;1.2.-Lesiones;2019;311
Palencia;1.2.-Lesiones;2018;313
Palencia;1.3.-Malos tratos ámbito familiar;2024;241
Palencia;1.3.-Malos tratos ámbito familiar;2023;258
Palencia;1.3.-Malos tratos ámbito familiar;2022;200
Palencia;1.3.-Malos tratos ámbito familiar;2021;193
Palencia;1.3.-Malos tratos ámbito familiar;2020;145
Palencia;1.3.-Malos tratos ámbito familiar;2019;160
Palencia;1.3.-Malos tratos ámbito familiar;2018;155
Palencia;1.4.-Otros contra las personas;2024;23
Palencia;1.4.-Otros contra las personas;2023;7
Palencia;1.4.-Otros contra las personas;2022;10
Palencia;1.4.-Otros contra las personas;2021;5
Palencia;1.4.-Otros contra las personas;2020;5
Palencia;1.4.-Otros contra las personas;2019;14
Palencia;1.4.-Otros contra las personas;2018;6
Palencia;2. CONTRA LA LIBERTAD;2024;447
Palencia;2. CONTRA LA LIBERTAD;2023;360
Palencia;2. CONTRA LA LIBERTAD;2022;377
Palencia;2. CONTRA LA LIBERTAD;2021;403
Palencia;2. CONTRA LA LIBERTAD;2020;350
Palencia;2. CONTRA LA LIBERTAD;2019;336
Palencia;2. CONTRA LA LIBERTAD;2018;364
Palencia;2.1.-Malos tratos habituales en el ámbito familiar;2024;26
Palencia;2.1.-Malos tratos habituales en el ámbito familiar;2023;27
Palencia;2.1.-Malos tratos habituales en el ámbito familiar;2022;23
Palencia;2.1.-Malos tratos habituales en el ámbito familiar;2021;21
Palencia;2.1.-Malos tratos habituales en el ámbito familiar;2020;17
Palencia;2.1.-Malos tratos habituales en el ámbito familiar;2019;26
Palencia;2.1.-Malos tratos habituales en el ámbito familiar;2018;22
Palencia;2.2.-Otros contra la libertad;2024;421
Palencia;2.2.-Otros contra la libertad;2023;333
Palencia;2.2.-Otros contra la libertad;2022;354
Palencia;2.2.-Otros contra la libertad;2021;382
Palencia;2.2.-Otros contra la libertad;2020;333
Palencia;2.2.-Otros contra la libertad;2019;310
Palencia;2.2.-Otros contra la libertad;2018;342
Palencia;3. LIBERTAD SEXUAL;2024;48
Palencia;3. LIBERTAD SEXUAL;2023;31
Palencia;3. LIBERTAD SEXUAL;2022;41
Palencia;3. LIBERTAD SEXUAL;2021;32
Palencia;3. LIBERTAD SEXUAL;2020;32
Palencia;3. LIBERTAD SEXUAL;2019;29
Palencia;3. LIBERTAD SEXUAL;2018;33
Palencia;3.1.-Agresión sexual;2024;28
Palencia;3.1.-Agresión sexual;2023;21
Palencia;3.1.-Agresión sexual;2022;26
Palencia;3.1.-Agresión sexual;2021;21
Palencia;3.1.-Agresión sexual;2020;13
Palencia;3.1.-Agresión sexual;2019;12
Palencia;3.1.-Agresión sexual;2018;20
Palencia;3.2.-Agresión sexual con penetración;2024;11
Palencia;3.2.-Agresión sexual con penetración;2023;3
Palencia;3.2.-Agresión sexual con penetración;2022;6
Palencia;3.2.-Agresión sexual con penetración;2021;4
Palencia;3.2.-Agresión sexual con penetración;2020;4
Palencia;3.2.-Agresión sexual con penetración;2019;6
Palencia;3.2.-Agresión sexual con penetración;2018;5
Palencia;3.3.-Corrupción de menores o incapacitados;2024;2
Palencia;3.3.-Corrupción de menores o incapacitados;2023;1
Palencia;3.3.-Corrupción de menores o incapacitados;2022;0
Palencia;3.3.-Corrupción de menores o incapacitados;2021;0
Palencia;3.3.-Corrupción de menores o incapacitados;2020;1
Palencia;3.3.-Corrupción de menores o incapacitados;2019;2
Palencia;3.3.-Corrupción de menores o incapacitados;2018;0
Palencia;3.4.-Pornografía de menores;2024;2
Palencia;3.4.-Pornografía de menores;2023;1
Palencia;3.4.-Pornografía de menores;2022;3
Palencia;3.4.-Pornografía de menores;2021;1
Palencia;3.4.-Pornografía de menores;2020;5
Palencia;3.4.-Pornografía de menores;2019;4
Palencia;3.4.-Pornografía de menores;2018;2
Palencia;3.5.-Otros contra la libertad sexual;2024;5
Palencia;3.5.-Otros contra la libertad sexual;2023;5
Palencia;3.5.-Otros contra la libertad sexual;2022;6
Palencia;3.5.-Otros contra la libertad sexual;2021;6
Palencia;3.5.-Otros contra la libertad sexual;2020;9
Palencia;3.5.-Otros contra la libertad sexual;2019;5
Palencia;3.5.-Otros contra la libertad sexual;2018;6
Palencia;4. RELACIONES FAMILIARES;2024;26
Palencia;4. RELACIONES FAMILIARES;2023;14
Palencia;4. RELACIONES FAMILIARES;2022;15
Palencia;4. RELACIONES FAMILIARES;2021;12
Palencia;4. RELACIONES FAMILIARES;2020;6
Palencia;4. RELACIONES FAMILIARES;2019;16
Palencia;4. RELACIONES FAMILIARES;2018;13
Palencia;5. PATRIMONIO;2024;3.359
Palencia;5. PATRIMONIO;2023;3.177
Palencia;5. PATRIMONIO;2022;3.382
Palencia;5. PATRIMONIO;2021;2.919
Palencia;5. PATRIMONIO;2020;2.551
Palencia;5. PATRIMONIO;2019;2.930
Palencia;5. PATRIMONIO;2018;2.957
Palencia;5.1.-Hurtos;2024;734
Palencia;5.1.-Hurtos;2023;780
Palencia;5.1.-Hurtos;2022;761
Palencia;5.1.-Hurtos;2021;667
Palencia;5.1.-Hurtos;2020;532
Palencia;5.1.-Hurtos;2019;875
Palencia;5.1.-Hurtos;2018;851
Palencia;5.2.-Robos con fuerza en las cosas;2024;351
Palencia;5.2.-Robos con fuerza en las cosas;2023;291
Palencia;5.2.-Robos con fuerza en las cosas;2022;363
Palencia;5.2.-Robos con fuerza en las cosas;2021;290
Palencia;5.2.-Robos con fuerza en las cosas;2020;260
Palencia;5.2.-Robos con fuerza en las cosas;2019;392
Palencia;5.2.-Robos con fuerza en las cosas;2018;428
Palencia;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;39
Palencia;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;43
Palencia;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;34
Palencia;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;34
Palencia;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;35
Palencia;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;33
Palencia;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;45
Palencia;5.2.2.-Robos con fuerza en viviendas;2024;136
Palencia;5.2.2.-Robos con fuerza en viviendas;2023;109
Palencia;5.2.2.-Robos con fuerza en viviendas;2022;139
Palencia;5.2.2.-Robos con fuerza en viviendas;2021;99
Palencia;5.2.2.-Robos con fuerza en viviendas;2020;85
Palencia;5.2.2.-Robos con fuerza en viviendas;2019;108
Palencia;5.2.2.-Robos con fuerza en viviendas;2018;161
Palencia;5.2.3.-Robos con fuerza en establecimientos;2024;47
Palencia;5.2.3.-Robos con fuerza en establecimientos;2023;35
Palencia;5.2.3.-Robos con fuerza en establecimientos;2022;55
Palencia;5.2.3.-Robos con fuerza en establecimientos;2021;78
Palencia;5.2.3.-Robos con fuerza en establecimientos;2020;50
Palencia;5.2.3.-Robos con fuerza en establecimientos;2019;91
Palencia;5.2.3.-Robos con fuerza en establecimientos;2018;82
Palencia;5.3.-Robos con violencia o intimidación;2024;32
Palencia;5.3.-Robos con violencia o intimidación;2023;43
Palencia;5.3.-Robos con violencia o intimidación;2022;44
Palencia;5.3.-Robos con violencia o intimidación;2021;44
Palencia;5.3.-Robos con violencia o intimidación;2020;31
Palencia;5.3.-Robos con violencia o intimidación;2019;37
Palencia;5.3.-Robos con violencia o intimidación;2018;23
Palencia;5.3.1.-Robos con violencia en vía pública;2024;16
Palencia;5.3.1.-Robos con violencia en vía pública;2023;26
Palencia;5.3.1.-Robos con violencia en vía pública;2022;26
Palencia;5.3.1.-Robos con violencia en vía pública;2021;19
Palencia;5.3.1.-Robos con violencia en vía pública;2020;13
Palencia;5.3.1.-Robos con violencia en vía pública;2019;15
Palencia;5.3.1.-Robos con violencia en vía pública;2018;8
Palencia;5.3.2.-Robos con violencia en viviendas;2024;6
Palencia;5.3.2.-Robos con violencia en viviendas;2023;4
Palencia;5.3.2.-Robos con violencia en viviendas;2022;4
Palencia;5.3.2.-Robos con violencia en viviendas;2021;2
Palencia;5.3.2.-Robos con violencia en viviendas;2020;6
Palencia;5.3.2.-Robos con violencia en viviendas;2019;2
Palencia;5.3.2.-Robos con violencia en viviendas;2018;3
Palencia;5.3.3.-Robos con violencia en establecimientos;2024;8
Palencia;5.3.3.-Robos con violencia en establecimientos;2023;9
Palencia;5.3.3.-Robos con violencia en establecimientos;2022;8
Palencia;5.3.3.-Robos con violencia en establecimientos;2021;12
Palencia;5.3.3.-Robos con violencia en establecimientos;2020;9
Palencia;5.3.3.-Robos con violencia en establecimientos;2019;13
Palencia;5.3.3.-Robos con violencia en establecimientos;2018;8
Palencia;5.4.-Sustracción de vehículos;2024;36
Palencia;5.4.-Sustracción de vehículos;2023;23
Palencia;5.4.-Sustracción de vehículos;2022;29
Palencia;5.4.-Sustracción de vehículos;2021;28
Palencia;5.4.-Sustracción de vehículos;2020;33
Palencia;5.4.-Sustracción de vehículos;2019;33
Palencia;5.4.-Sustracción de vehículos;2018;20
Palencia;5.5.-Estafas;2024;1.519
Palencia;5.5.-Estafas;2023;1.410
Palencia;5.5.-Estafas;2022;1.449
Palencia;5.5.-Estafas;2021;1.132
Palencia;5.5.-Estafas;2020;994
Palencia;5.5.-Estafas;2019;776
Palencia;5.5.-Estafas;2018;806
Palencia;5.5.1.-Estafas informáticas;2024;1.432
Palencia;5.5.1.-Estafas informáticas;2023;1.324
Palencia;5.5.1.-Estafas informáticas;2022;1.274
Palencia;5.5.1.-Estafas informáticas;2021;991
Palencia;5.5.1.-Estafas informáticas;2020;803
Palencia;5.5.1.-Estafas informáticas;2019;570
Palencia;5.5.1.-Estafas informáticas;2018;556
Palencia;5.6.-Daños;2024;548
Palencia;5.6.-Daños;2023;498
Palencia;5.6.-Daños;2022;580
Palencia;5.6.-Daños;2021;582
Palencia;5.6.-Daños;2020;563
Palencia;5.6.-Daños;2019;660
Palencia;5.6.-Daños;2018;689
Palencia;5.7.-Contra la propiedad intelectual/industrial;2024;10
Palencia;5.7.-Contra la propiedad intelectual/industrial;2023;11
Palencia;5.7.-Contra la propiedad intelectual/industrial;2022;3
Palencia;5.7.-Contra la propiedad intelectual/industrial;2021;2
Palencia;5.7.-Contra la propiedad intelectual/industrial;2020;2
Palencia;5.7.-Contra la propiedad intelectual/industrial;2019;7
Palencia;5.7.-Contra la propiedad intelectual/industrial;2018;9
Palencia;5.8.-Blanqueo de capitales;2024;3
Palencia;5.8.-Blanqueo de capitales;2023;2
Palencia;5.8.-Blanqueo de capitales;2022;3
Palencia;5.8.-Blanqueo de capitales;2021;0
Palencia;5.8.-Blanqueo de capitales;2020;1
Palencia;5.8.-Blanqueo de capitales;2019;0
Palencia;5.8.-Blanqueo de capitales;2018;0
Palencia;5.9.-Otros contra el patrimonio;2024;126
Palencia;5.9.-Otros contra el patrimonio;2023;119
Palencia;5.9.-Otros contra el patrimonio;2022;150
Palencia;5.9.-Otros contra el patrimonio;2021;174
Palencia;5.9.-Otros contra el patrimonio;2020;135
Palencia;5.9.-Otros contra el patrimonio;2019;150
Palencia;5.9.-Otros contra el patrimonio;2018;131
Palencia;6. SEGURIDAD COLECTIVA;2024;240
Palencia;6. SEGURIDAD COLECTIVA;2023;267
Palencia;6. SEGURIDAD COLECTIVA;2022;259
Palencia;6. SEGURIDAD COLECTIVA;2021;190
Palencia;6. SEGURIDAD COLECTIVA;2020;173
Palencia;6. SEGURIDAD COLECTIVA;2019;217
Palencia;6. SEGURIDAD COLECTIVA;2018;201
Palencia;6.1.-Tráfico de drogas;2024;44
Palencia;6.1.-Tráfico de drogas;2023;55
Palencia;6.1.-Tráfico de drogas;2022;51
Palencia;6.1.-Tráfico de drogas;2021;40
Palencia;6.1.-Tráfico de drogas;2020;48
Palencia;6.1.-Tráfico de drogas;2019;44
Palencia;6.1.-Tráfico de drogas;2018;29
Palencia;6.2.-Contra la seguridad vial;2024;189
Palencia;6.2.-Contra la seguridad vial;2023;200
Palencia;6.2.-Contra la seguridad vial;2022;195
Palencia;6.2.-Contra la seguridad vial;2021;144
Palencia;6.2.-Contra la seguridad vial;2020;123
Palencia;6.2.-Contra la seguridad vial;2019;170
Palencia;6.2.-Contra la seguridad vial;2018;160
Palencia;6.3.-Otros contra la seguridad colectiva;2024;7
Palencia;6.3.-Otros contra la seguridad colectiva;2023;12
Palencia;6.3.-Otros contra la seguridad colectiva;2022;13
Palencia;6.3.-Otros contra la seguridad colectiva;2021;6
Palencia;6.3.-Otros contra la seguridad colectiva;2020;2
Palencia;6.3.-Otros contra la seguridad colectiva;2019;3
Palencia;6.3.-Otros contra la seguridad colectiva;2018;12
Palencia;7. FALSEDADES;2024;138
Palencia;7. FALSEDADES;2023;93
Palencia;7. FALSEDADES;2022;77
Palencia;7. FALSEDADES;2021;91
Palencia;7. FALSEDADES;2020;74
Palencia;7. FALSEDADES;2019;60
Palencia;7. FALSEDADES;2018;53
Palencia;8. ADMÓN. PÚBLICA;2024;4
Palencia;8. ADMÓN. PÚBLICA;2023;5
Palencia;8. ADMÓN. PÚBLICA;2022;1
Palencia;8. ADMÓN. PÚBLICA;2021;1
Palencia;8. ADMÓN. PÚBLICA;2020;1
Palencia;8. ADMÓN. PÚBLICA;2019;1
Palencia;8. ADMÓN. PÚBLICA;2018;4
Palencia;9. ADMÓN. JUSTICIA;2024;139
Palencia;9. ADMÓN. JUSTICIA;2023;140
Palencia;9. ADMÓN. JUSTICIA;2022;113
Palencia;9. ADMÓN. JUSTICIA;2021;68
Palencia;9. ADMÓN. JUSTICIA;2020;67
Palencia;9. ADMÓN. JUSTICIA;2019;73
Palencia;9. ADMÓN. JUSTICIA;2018;70
Palencia;10. ORDEN PÚBLICO;2024;83
Palencia;10. ORDEN PÚBLICO;2023;88
Palencia;10. ORDEN PÚBLICO;2022;99
Palencia;10. ORDEN PÚBLICO;2021;63
Palencia;10. ORDEN PÚBLICO;2020;59
Palencia;10. ORDEN PÚBLICO;2019;61
Palencia;10. ORDEN PÚBLICO;2018;56
Palencia;11. LEGISLACIÓN ESPECIAL;2024;0
Palencia;11. LEGISLACIÓN ESPECIAL;2023;8
Palencia;11. LEGISLACIÓN ESPECIAL;2022;0
Palencia;11. LEGISLACIÓN ESPECIAL;2021;0
Palencia;11. LEGISLACIÓN ESPECIAL;2020;0
Palencia;11. LEGISLACIÓN ESPECIAL;2019;3
Palencia;11. LEGISLACIÓN ESPECIAL;2018;0
Palencia;12. OTRAS INFRACCIONES PENALES;2024;48
Palencia;12. OTRAS INFRACCIONES PENALES;2023;61
Palencia;12. OTRAS INFRACCIONES PENALES;2022;43
Palencia;12. OTRAS INFRACCIONES PENALES;2021;37
Palencia;12. OTRAS INFRACCIONES PENALES;2020;45
Palencia;12. OTRAS INFRACCIONES PENALES;2019;32
Palencia;12. OTRAS INFRACCIONES PENALES;2018;35
Palencia;TOTAL INFRACCIONES PENALES;2024;5.186
Palencia;TOTAL INFRACCIONES PENALES;2023;4.915
Palencia;TOTAL INFRACCIONES PENALES;2022;4.981
Palencia;TOTAL INFRACCIONES PENALES;2021;4.306
Palencia;TOTAL INFRACCIONES PENALES;2020;3.755
Palencia;TOTAL INFRACCIONES PENALES;2019;4.248
Palencia;TOTAL INFRACCIONES PENALES;2018;4.262
Palmas (Las);1. CONTRA LAS PERSONAS;2024;8.379
Palmas (Las);1. CONTRA LAS PERSONAS;2023;8.449
Palmas (Las);1. CONTRA LAS PERSONAS;2022;7.697
Palmas (Las);1. CONTRA LAS PERSONAS;2021;7.055
Palmas (Las);1. CONTRA LAS PERSONAS;2020;6.737
Palmas (Las);1. CONTRA LAS PERSONAS;2019;7.159
Palmas (Las);1. CONTRA LAS PERSONAS;2018;6.740
Palmas (Las);1.1.-Homicidios dolosos/asesinatos;2024;31
Palmas (Las);1.1.-Homicidios dolosos/asesinatos;2023;38
Palmas (Las);1.1.-Homicidios dolosos/asesinatos;2022;38
Palmas (Las);1.1.-Homicidios dolosos/asesinatos;2021;34
Palmas (Las);1.1.-Homicidios dolosos/asesinatos;2020;28
Palmas (Las);1.1.-Homicidios dolosos/asesinatos;2019;34
Palmas (Las);1.1.-Homicidios dolosos/asesinatos;2018;29
Palmas (Las);1.1.1.-Homicidios dolosos/asesinatos consumados;2024;6
Palmas (Las);1.1.1.-Homicidios dolosos/asesinatos consumados;2023;6
Palmas (Las);1.1.1.-Homicidios dolosos/asesinatos consumados;2022;7
Palmas (Las);1.1.1.-Homicidios dolosos/asesinatos consumados;2021;10
Palmas (Las);1.1.1.-Homicidios dolosos/asesinatos consumados;2020;4
Palmas (Las);1.1.1.-Homicidios dolosos/asesinatos consumados;2019;10
Palmas (Las);1.1.1.-Homicidios dolosos/asesinatos consumados;2018;11
Palmas (Las);1.2.-Lesiones;2024;4.436
Palmas (Las);1.2.-Lesiones;2023;4.517
Palmas (Las);1.2.-Lesiones;2022;4.100
Palmas (Las);1.2.-Lesiones;2021;3.829
Palmas (Las);1.2.-Lesiones;2020;3.534
Palmas (Las);1.2.-Lesiones;2019;4.105
Palmas (Las);1.2.-Lesiones;2018;3.832
Palmas (Las);1.3.-Malos tratos ámbito familiar;2024;3.579
Palmas (Las);1.3.-Malos tratos ámbito familiar;2023;3.549
Palmas (Las);1.3.-Malos tratos ámbito familiar;2022;3.264
Palmas (Las);1.3.-Malos tratos ámbito familiar;2021;2.961
Palmas (Las);1.3.-Malos tratos ámbito familiar;2020;2.950
Palmas (Las);1.3.-Malos tratos ámbito familiar;2019;2.784
Palmas (Las);1.3.-Malos tratos ámbito familiar;2018;2.658
Palmas (Las);1.4.-Otros contra las personas;2024;333
Palmas (Las);1.4.-Otros contra las personas;2023;345
Palmas (Las);1.4.-Otros contra las personas;2022;295
Palmas (Las);1.4.-Otros contra las personas;2021;231
Palmas (Las);1.4.-Otros contra las personas;2020;225
Palmas (Las);1.4.-Otros contra las personas;2019;236
Palmas (Las);1.4.-Otros contra las personas;2018;221
Palmas (Las);2. CONTRA LA LIBERTAD;2024;6.378
Palmas (Las);2. CONTRA LA LIBERTAD;2023;6.573
Palmas (Las);2. CONTRA LA LIBERTAD;2022;5.904
Palmas (Las);2. CONTRA LA LIBERTAD;2021;6.038
Palmas (Las);2. CONTRA LA LIBERTAD;2020;5.893
Palmas (Las);2. CONTRA LA LIBERTAD;2019;5.667
Palmas (Las);2. CONTRA LA LIBERTAD;2018;5.501
Palmas (Las);2.1.-Malos tratos habituales en el ámbito familiar;2024;476
Palmas (Las);2.1.-Malos tratos habituales en el ámbito familiar;2023;439
Palmas (Las);2.1.-Malos tratos habituales en el ámbito familiar;2022;383
Palmas (Las);2.1.-Malos tratos habituales en el ámbito familiar;2021;394
Palmas (Las);2.1.-Malos tratos habituales en el ámbito familiar;2020;366
Palmas (Las);2.1.-Malos tratos habituales en el ámbito familiar;2019;392
Palmas (Las);2.1.-Malos tratos habituales en el ámbito familiar;2018;337
Palmas (Las);2.2.-Otros contra la libertad;2024;5.902
Palmas (Las);2.2.-Otros contra la libertad;2023;6.134
Palmas (Las);2.2.-Otros contra la libertad;2022;5.521
Palmas (Las);2.2.-Otros contra la libertad;2021;5.644
Palmas (Las);2.2.-Otros contra la libertad;2020;5.527
Palmas (Las);2.2.-Otros contra la libertad;2019;5.275
Palmas (Las);2.2.-Otros contra la libertad;2018;5.164
Palmas (Las);3. LIBERTAD SEXUAL;2024;772
Palmas (Las);3. LIBERTAD SEXUAL;2023;678
Palmas (Las);3. LIBERTAD SEXUAL;2022;655
Palmas (Las);3. LIBERTAD SEXUAL;2021;556
Palmas (Las);3. LIBERTAD SEXUAL;2020;560
Palmas (Las);3. LIBERTAD SEXUAL;2019;526
Palmas (Las);3. LIBERTAD SEXUAL;2018;453
Palmas (Las);3.1.-Agresión sexual;2024;506
Palmas (Las);3.1.-Agresión sexual;2023;428
Palmas (Las);3.1.-Agresión sexual;2022;430
Palmas (Las);3.1.-Agresión sexual;2021;344
Palmas (Las);3.1.-Agresión sexual;2020;323
Palmas (Las);3.1.-Agresión sexual;2019;330
Palmas (Las);3.1.-Agresión sexual;2018;284
Palmas (Las);3.2.-Agresión sexual con penetración;2024;146
Palmas (Las);3.2.-Agresión sexual con penetración;2023;123
Palmas (Las);3.2.-Agresión sexual con penetración;2022;126
Palmas (Las);3.2.-Agresión sexual con penetración;2021;108
Palmas (Las);3.2.-Agresión sexual con penetración;2020;101
Palmas (Las);3.2.-Agresión sexual con penetración;2019;66
Palmas (Las);3.2.-Agresión sexual con penetración;2018;87
Palmas (Las);3.3.-Corrupción de menores o incapacitados;2024;15
Palmas (Las);3.3.-Corrupción de menores o incapacitados;2023;17
Palmas (Las);3.3.-Corrupción de menores o incapacitados;2022;10
Palmas (Las);3.3.-Corrupción de menores o incapacitados;2021;9
Palmas (Las);3.3.-Corrupción de menores o incapacitados;2020;37
Palmas (Las);3.3.-Corrupción de menores o incapacitados;2019;20
Palmas (Las);3.3.-Corrupción de menores o incapacitados;2018;5
Palmas (Las);3.4.-Pornografía de menores;2024;27
Palmas (Las);3.4.-Pornografía de menores;2023;37
Palmas (Las);3.4.-Pornografía de menores;2022;22
Palmas (Las);3.4.-Pornografía de menores;2021;45
Palmas (Las);3.4.-Pornografía de menores;2020;41
Palmas (Las);3.4.-Pornografía de menores;2019;45
Palmas (Las);3.4.-Pornografía de menores;2018;26
Palmas (Las);3.5.-Otros contra la libertad sexual;2024;78
Palmas (Las);3.5.-Otros contra la libertad sexual;2023;73
Palmas (Las);3.5.-Otros contra la libertad sexual;2022;67
Palmas (Las);3.5.-Otros contra la libertad sexual;2021;50
Palmas (Las);3.5.-Otros contra la libertad sexual;2020;58
Palmas (Las);3.5.-Otros contra la libertad sexual;2019;65
Palmas (Las);3.5.-Otros contra la libertad sexual;2018;51
Palmas (Las);4. RELACIONES FAMILIARES;2024;375
Palmas (Las);4. RELACIONES FAMILIARES;2023;371
Palmas (Las);4. RELACIONES FAMILIARES;2022;456
Palmas (Las);4. RELACIONES FAMILIARES;2021;436
Palmas (Las);4. RELACIONES FAMILIARES;2020;476
Palmas (Las);4. RELACIONES FAMILIARES;2019;505
Palmas (Las);4. RELACIONES FAMILIARES;2018;577
Palmas (Las);5. PATRIMONIO;2024;34.983
Palmas (Las);5. PATRIMONIO;2023;35.817
Palmas (Las);5. PATRIMONIO;2022;33.483
Palmas (Las);5. PATRIMONIO;2021;28.131
Palmas (Las);5. PATRIMONIO;2020;30.320
Palmas (Las);5. PATRIMONIO;2019;34.492
Palmas (Las);5. PATRIMONIO;2018;31.923
Palmas (Las);5.1.-Hurtos;2024;13.522
Palmas (Las);5.1.-Hurtos;2023;13.243
Palmas (Las);5.1.-Hurtos;2022;11.697
Palmas (Las);5.1.-Hurtos;2021;9.417
Palmas (Las);5.1.-Hurtos;2020;8.912
Palmas (Las);5.1.-Hurtos;2019;12.971
Palmas (Las);5.1.-Hurtos;2018;13.345
Palmas (Las);5.2.-Robos con fuerza en las cosas;2024;3.325
Palmas (Las);5.2.-Robos con fuerza en las cosas;2023;3.827
Palmas (Las);5.2.-Robos con fuerza en las cosas;2022;4.561
Palmas (Las);5.2.-Robos con fuerza en las cosas;2021;3.886
Palmas (Las);5.2.-Robos con fuerza en las cosas;2020;3.519
Palmas (Las);5.2.-Robos con fuerza en las cosas;2019;4.881
Palmas (Las);5.2.-Robos con fuerza en las cosas;2018;4.947
Palmas (Las);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;1.252
Palmas (Las);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;1.394
Palmas (Las);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;1.867
Palmas (Las);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;1.300
Palmas (Las);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;1.021
Palmas (Las);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;1.652
Palmas (Las);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;1.601
Palmas (Las);5.2.2.-Robos con fuerza en viviendas;2024;812
Palmas (Las);5.2.2.-Robos con fuerza en viviendas;2023;998
Palmas (Las);5.2.2.-Robos con fuerza en viviendas;2022;1.042
Palmas (Las);5.2.2.-Robos con fuerza en viviendas;2021;1.167
Palmas (Las);5.2.2.-Robos con fuerza en viviendas;2020;1.148
Palmas (Las);5.2.2.-Robos con fuerza en viviendas;2019;1.418
Palmas (Las);5.2.2.-Robos con fuerza en viviendas;2018;1.348
Palmas (Las);5.2.3.-Robos con fuerza en establecimientos;2024;504
Palmas (Las);5.2.3.-Robos con fuerza en establecimientos;2023;588
Palmas (Las);5.2.3.-Robos con fuerza en establecimientos;2022;757
Palmas (Las);5.2.3.-Robos con fuerza en establecimientos;2021;597
Palmas (Las);5.2.3.-Robos con fuerza en establecimientos;2020;618
Palmas (Las);5.2.3.-Robos con fuerza en establecimientos;2019;703
Palmas (Las);5.2.3.-Robos con fuerza en establecimientos;2018;845
Palmas (Las);5.3.-Robos con violencia o intimidación;2024;897
Palmas (Las);5.3.-Robos con violencia o intimidación;2023;996
Palmas (Las);5.3.-Robos con violencia o intimidación;2022;881
Palmas (Las);5.3.-Robos con violencia o intimidación;2021;796
Palmas (Las);5.3.-Robos con violencia o intimidación;2020;685
Palmas (Las);5.3.-Robos con violencia o intimidación;2019;825
Palmas (Las);5.3.-Robos con violencia o intimidación;2018;796
Palmas (Las);5.3.1.-Robos con violencia en vía pública;2024;507
Palmas (Las);5.3.1.-Robos con violencia en vía pública;2023;585
Palmas (Las);5.3.1.-Robos con violencia en vía pública;2022;510
Palmas (Las);5.3.1.-Robos con violencia en vía pública;2021;471
Palmas (Las);5.3.1.-Robos con violencia en vía pública;2020;385
Palmas (Las);5.3.1.-Robos con violencia en vía pública;2019;481
Palmas (Las);5.3.1.-Robos con violencia en vía pública;2018;469
Palmas (Las);5.3.2.-Robos con violencia en viviendas;2024;78
Palmas (Las);5.3.2.-Robos con violencia en viviendas;2023;83
Palmas (Las);5.3.2.-Robos con violencia en viviendas;2022;82
Palmas (Las);5.3.2.-Robos con violencia en viviendas;2021;76
Palmas (Las);5.3.2.-Robos con violencia en viviendas;2020;89
Palmas (Las);5.3.2.-Robos con violencia en viviendas;2019;94
Palmas (Las);5.3.2.-Robos con violencia en viviendas;2018;67
Palmas (Las);5.3.3.-Robos con violencia en establecimientos;2024;148
Palmas (Las);5.3.3.-Robos con violencia en establecimientos;2023;177
Palmas (Las);5.3.3.-Robos con violencia en establecimientos;2022;143
Palmas (Las);5.3.3.-Robos con violencia en establecimientos;2021;134
Palmas (Las);5.3.3.-Robos con violencia en establecimientos;2020;123
